SA2011,Label,Population,Catholic_bg,Protestant_bg,Other_None_bg,Proj_UI_decided_pct,provenance
N00000404,Keady,276,94.6,5.4,0.0,81.7,modelled
N00000405,Keady,223,86.5,10.8,2.7,76.4,modelled
N00000406,Killeen,397,19.4,78.8,1.8,25.5,modelled
N00000407,Killeen,1125,71.7,26.0,2.3,65.1,modelled
N00000408,Killeen,468,66.9,30.3,2.8,61.6,modelled
N00000409,Killeen,403,11.9,84.9,3.2,20.2,modelled
N00000410,Killeen,392,20.4,77.8,1.8,26.2,modelled
N00000411,Killylea,355,93.0,6.8,0.2,80.6,modelled
N00000412,Killylea,438,55.0,43.6,1.4,52.2,modelled
N00000413,Killylea,442,83.0,16.5,0.5,73.1,modelled
N00000414,Killylea,380,38.2,59.2,2.6,39.9,modelled
N00000415,Killylea,439,13.2,82.9,3.9,21.4,modelled
N00000416,Killylea,420,35.0,60.2,4.8,38.1,modelled
N00000417,Laurelvale,533,7.3,85.2,7.5,18.0,modelled
N00000418,Laurelvale,857,9.3,85.9,4.8,18.7,modelled
N00000419,Laurelvale,354,27.1,67.5,5.4,32.3,modelled
N00000420,Laurelvale,339,13.6,80.8,5.6,22.2,modelled
N00000421,Laurelvale,530,3.8,89.2,7.0,15.2,modelled
N00000422,Laurelvale,422,7.6,85.8,6.6,18.0,modelled
N00000423,Loughgall,461,23.9,71.1,5.0,29.8,modelled
N00000424,Loughgall,561,80.0,17.8,2.2,71.3,modelled
N00000425,Loughgall,363,39.7,57.3,3.0,41.1,modelled
N00000426,Loughgall,307,13.7,83.7,2.6,21.4,modelled
N00000427,Loughgall,339,55.5,36.9,7.6,54.4,modelled
N00000428,Loughgall,398,23.6,73.9,2.5,28.8,modelled
N00000429,Loughgall,474,22.8,74.9,2.3,28.2,modelled
N00000430,Markethill,497,5.2,91.5,3.3,15.2,modelled
N00000431,Markethill,361,23.5,73.4,3.1,28.9,modelled
N00000432,Markethill,285,5.3,91.2,3.5,15.3,modelled
N00000433,Markethill,280,28.9,68.9,2.2,32.7,modelled
N00000434,Markethill,445,10.1,83.6,6.3,19.8,modelled
N00000435,Markethill,430,28.6,65.3,6.1,33.7,modelled
N00000436,Markethill,522,9.6,83.1,7.3,19.7,modelled
N00000437,Milford,664,75.5,22.6,1.9,67.8,modelled
N00000438,Milford,475,61.3,36.8,1.9,57.1,modelled
N00000439,Milford,419,44.4,53.9,1.7,44.3,modelled
N00000440,Milford,417,78.2,21.3,0.5,69.5,modelled
N00000441,Milford,311,78.5,16.4,5.1,71.1,modelled
N00000442,Milford,444,70.3,26.4,3.3,64.3,modelled
N00000443,Observatory,488,44.1,50.4,5.5,45.2,modelled
N00000444,Observatory,566,45.8,46.6,7.6,47.1,modelled
N00000445,Observatory,397,55.4,41.8,2.8,52.9,modelled
N00000446,Observatory,336,59.8,38.1,2.1,56.0,modelled
N00000447,Observatory,309,40.8,57.0,2.2,41.7,modelled
N00000448,Observatory,246,75.2,17.9,6.9,69.1,modelled
N00000449,Poyntz Pass,435,14.3,82.3,3.4,22.1,modelled
N00000450,Poyntz Pass,491,56.2,39.5,4.3,54.0,modelled
N00000451,Poyntz Pass,493,67.7,30.6,1.7,61.9,modelled
N00000452,Poyntz Pass,452,27.4,69.5,3.1,31.9,modelled
N00000453,Poyntz Pass,335,22.1,72.5,5.4,28.6,modelled
N00000454,Poyntz Pass,514,15.6,79.6,4.8,23.5,modelled
N00000455,Rich Hill_1,273,6.2,89.7,4.1,16.2,modelled
N00000456,Rich Hill_1,322,5.0,90.1,4.9,15.5,modelled
N00000457,Rich Hill_1,347,4.6,91.6,3.8,14.9,modelled
N00000458,Rich Hill_1,366,5.7,91.3,3.0,15.5,modelled
N00000459,Rich Hill_2,690,8.7,87.4,3.9,18.0,modelled
N00000460,Rich Hill_2,359,13.4,79.1,7.5,22.6,modelled
N00000461,Rich Hill_2,421,2.4,92.6,5.0,13.6,modelled
N00000462,Rich Hill_2,232,6.0,79.7,14.3,19.1,modelled
N00000463,Tandragee,777,22.7,70.0,7.3,29.6,modelled
N00000464,Tandragee,436,7.3,86.9,5.8,17.5,modelled
N00000465,Tandragee,305,13.8,79.7,6.5,22.6,modelled
N00000466,Tandragee,375,7.7,86.4,5.9,17.8,modelled
N00000467,Tandragee,290,10.0,86.2,3.8,19.0,modelled
N00000468,Tandragee,302,10.6,82.5,6.9,20.3,modelled
N00000469,Tandragee,440,9.1,86.1,4.8,18.6,modelled
N00000470,The Mall,286,37.1,56.6,6.3,40.2,modelled
N00000471,The Mall,286,7.3,84.3,8.4,18.3,modelled
N00000472,The Mall,222,40.1,50.5,9.4,43.3,modelled
N00000473,The Mall,202,14.4,83.2,2.4,21.9,modelled
N00000474,The Mall,250,39.2,53.6,7.2,42.0,modelled
N00000475,The Mall,238,17.6,76.1,6.3,25.4,modelled
N00000476,The Mall,256,5.1,91.0,3.9,15.3,modelled
N00000477,Academy,721,13.9,82.0,4.1,22.0,modelled
N00000478,Academy,294,34.4,60.9,4.7,37.6,modelled
N00000479,Academy,280,8.6,83.6,7.8,19.1,modelled
N00000480,Academy,335,6.6,85.4,8.0,17.6,modelled
N00000481,Academy,469,18.6,76.3,5.1,25.8,modelled
N00000482,Ahoghill_1,225,4.4,91.6,4.0,14.8,modelled
N00000483,Ahoghill_1,285,3.9,90.9,5.2,14.8,modelled
N00000484,Ahoghill_1,330,3.9,91.2,4.9,14.7,modelled
N00000485,Ahoghill_1,241,0.8,92.5,6.7,12.9,modelled
N00000486,Ahoghill_1,372,4.8,90.6,4.6,15.3,modelled
N00000487,Ahoghill_2,290,2.1,93.8,4.1,13.1,modelled
N00000488,Ahoghill_2,409,6.1,91.0,2.9,15.7,modelled
N00000489,Ahoghill_2,282,4.6,89.4,6.0,15.5,modelled
N00000490,Ahoghill_2,515,8.5,85.0,6.5,18.6,modelled
N00000491,Ahoghill_2,525,8.0,88.2,3.8,17.4,modelled
N00000492,Ahoghill_2,414,10.9,82.6,6.5,20.4,modelled
N00000493,Ardeevin,331,20.8,75.8,3.4,27.0,modelled
N00000494,Ardeevin,825,22.2,70.7,7.1,29.1,modelled
N00000495,Ardeevin,336,15.2,79.2,5.6,23.4,modelled
N00000496,Ardeevin,837,13.5,76.5,10.0,23.4,modelled
N00000497,Ardeevin,837,12.2,75.6,12.2,23.1,modelled
N00000498,Ardeevin,337,21.4,67.7,10.9,29.7,modelled
N00000499,Ballee,296,9.5,83.4,7.1,19.6,modelled
N00000500,Ballee,503,3.8,92.0,4.2,14.4,modelled
N00000501,Ballee,300,7.0,82.3,10.7,18.7,modelled
N00000502,Ballee,196,4.6,78.6,16.8,18.7,modelled
N00000503,Ballee,395,9.9,81.3,8.8,20.4,modelled
N00000504,Ballee,236,5.1,86.0,8.9,16.8,modelled
N00000505,Ballykeel,225,7.1,84.4,8.5,18.2,modelled
N00000506,Ballykeel,282,4.3,89.0,6.7,15.5,modelled
N00000507,Ballykeel,269,4.8,88.8,6.4,15.8,modelled
N00000508,Ballykeel,316,3.8,92.1,4.1,14.4,modelled
N00000509,Ballykeel,357,5.9,80.4,13.7,18.8,modelled
N00000510,Ballykeel,290,9.0,76.2,14.8,21.5,modelled
N00000511,Ballyloughan,520,28.3,65.0,6.7,33.6,modelled
N00000512,Ballyloughan,430,25.1,69.1,5.8,30.9,modelled
N00000513,Ballyloughan,327,17.4,76.8,5.8,25.1,modelled
N00000514,Ballyloughan,357,19.0,77.6,3.4,25.6,modelled
N00000515,Ballyloughan,345,19.1,73.6,7.3,26.9,modelled
N00000516,Ballyloughan,215,12.1,82.8,5.1,20.9,modelled
N00000517,Ballyloughan,394,16.2,74.6,9.2,25.2,modelled
N00000518,Broughshane_1,311,11.6,80.1,8.3,21.5,modelled
N00000519,Broughshane_1,260,6.2,90.4,3.4,16.0,modelled
N00000520,Broughshane_1,612,2.5,90.8,6.7,14.1,modelled
N00000521,Broughshane_1,413,7.0,84.3,8.7,18.1,modelled
N00000522,Broughshane_2,451,5.3,90.7,4.0,15.5,modelled
N00000523,Broughshane_2,397,4.0,91.4,4.6,14.7,modelled
N00000524,Broughshane_2,488,6.8,87.1,6.1,17.2,modelled
N00000525,Broughshane_2,431,3.2,90.3,6.5,14.6,modelled
N00000526,Castle Demesne,260,41.2,48.1,10.7,44.6,modelled
N00000527,Castle Demesne,344,24.1,61.6,14.3,32.7,modelled
N00000528,Castle Demesne,247,32.4,58.7,8.9,37.4,modelled
N00000529,Castle Demesne,238,35.7,55.0,9.3,40.0,modelled
N00000530,Castle Demesne,292,41.8,54.5,3.7,42.9,modelled
N00000531,Castle Demesne,317,58.0,33.1,8.9,56.7,modelled
N00000532,Castle Demesne,214,55.1,40.7,4.2,53.1,modelled
N00000533,Castle Demesne,214,20.6,74.3,5.1,27.3,modelled
N00000534,Craigywarren,490,5.5,89.6,4.9,15.9,modelled
N00000535,Craigywarren,519,3.9,90.9,5.2,14.8,modelled
N00000536,Craigywarren,392,9.9,83.7,6.4,19.6,modelled
N00000537,Craigywarren,413,1.7,94.7,3.6,12.6,modelled
N00000538,Craigywarren,395,6.3,90.1,3.6,16.1,modelled
N00000539,Craigywarren,381,13.4,81.1,5.5,22.0,modelled
N00000540,Cullybackey,291,1.7,94.2,4.1,12.8,modelled
N00000541,Cullybackey,407,1.7,93.6,4.7,13.0,modelled
N00000542,Cullybackey,265,1.5,92.5,6.0,13.2,modelled
N00000543,Cullybackey,389,3.1,85.6,11.3,16.0,modelled
N00000544,Cullybackey,273,8.4,84.2,7.4,18.8,modelled
N00000545,Cullybackey,288,4.5,86.1,9.4,16.5,modelled
N00000546,Cullybackey,280,6.1,88.2,5.7,16.6,modelled
N00000547,Cullybackey,327,2.1,89.9,8.0,14.2,modelled
N00000548,Cullybackey,285,6.7,84.9,8.4,17.8,modelled
N00000549,Dunclug,215,47.9,43.3,8.8,49.1,modelled
N00000550,Dunclug,429,48.7,41.3,10.0,50.0,modelled
N00000551,Dunclug,269,50.9,38.7,10.4,51.8,modelled
N00000552,Dunclug,254,60.6,34.3,5.1,57.5,modelled
N00000553,Dunclug,347,58.5,31.7,9.8,57.4,modelled
N00000554,Dunclug,250,64.0,30.0,6.0,60.4,modelled
N00000555,Dunclug,251,67.7,22.7,9.6,64.2,modelled
N00000556,Dunclug,348,57.5,35.3,7.2,55.8,modelled
N00000557,Dunminning,552,34.1,61.2,4.7,37.4,modelled
N00000558,Dunminning,466,4.1,90.3,5.6,15.0,modelled
N00000559,Dunminning,322,7.1,85.7,7.2,17.8,modelled
N00000560,Dunminning,413,1.9,95.2,2.9,12.6,modelled
N00000561,Dunminning,493,31.2,67.5,1.3,34.2,modelled
N00000562,Dunminning,364,4.1,88.2,7.7,15.7,modelled
N00000563,Fair Green,923,54.8,36.8,8.4,54.1,modelled
N00000564,Fair Green,323,62.8,31.0,6.2,59.5,modelled
N00000565,Fair Green,218,36.2,56.9,6.9,39.7,modelled
N00000566,Fair Green,320,66.6,28.1,5.3,62.1,modelled
N00000567,Galgorm_1,517,5.8,87.6,6.6,16.6,modelled
N00000568,Galgorm_1,369,0.8,91.1,8.1,13.3,modelled
N00000569,Galgorm_1,380,2.9,90.5,6.6,14.4,modelled
N00000570,Galgorm_1,337,5.3,85.8,8.9,16.9,modelled
N00000571,Galgorm_2,303,1.3,95.4,3.3,12.2,modelled
N00000572,Galgorm_2,572,10.5,82.5,7.0,20.3,modelled
N00000573,Galgorm_2,364,18.7,76.1,5.2,25.9,modelled
N00000574,Galgorm_2,435,10.3,82.8,6.9,20.1,modelled
N00000575,Glenravel,462,11.3,86.6,2.1,19.4,modelled
N00000576,Glenravel,344,94.5,4.1,1.4,82.0,modelled
N00000577,Glenravel,434,78.6,21.0,0.4,69.7,modelled
N00000578,Glenravel,718,90.5,7.5,2.0,79.2,modelled
N00000579,Glenravel,480,87.5,8.1,4.4,77.6,modelled
N00000580,Glenravel,474,9.1,87.6,3.3,18.1,modelled
N00000581,Glenravel,539,47.5,46.8,5.7,47.8,modelled
N00000582,Glenwhirry,401,3.2,92.3,4.5,14.0,modelled
N00000583,Glenwhirry,305,14.4,81.0,4.6,22.5,modelled
N00000584,Glenwhirry,493,11.2,83.2,5.6,20.4,modelled
N00000585,Glenwhirry,477,4.8,88.7,6.5,15.8,modelled
N00000586,Glenwhirry,446,22.0,75.1,2.9,27.7,modelled
N00000587,Glenwhirry,465,25.4,66.5,8.1,31.9,modelled
N00000588,Glenwhirry,394,5.3,92.4,2.3,15.0,modelled
N00000589,Grange,639,78.7,19.1,2.2,70.3,modelled
N00000590,Grange,416,2.2,92.8,5.0,13.4,modelled
N00000591,Grange,454,41.6,55.1,3.3,42.7,modelled
N00000592,Grange,480,13.8,80.4,5.8,22.4,modelled
N00000593,Grange,576,76.2,21.5,2.3,68.5,modelled
N00000594,Grange,371,7.5,88.4,4.1,17.2,modelled
N00000595,Grange,525,27.8,68.0,4.2,32.5,modelled
N00000596,Harryville,293,8.9,83.3,7.8,19.3,modelled
N00000597,Harryville,235,6.4,86.8,6.8,17.1,modelled
N00000598,Harryville,287,18.8,67.9,13.3,28.4,modelled
N00000599,Harryville,223,6.7,84.8,8.5,17.9,modelled
N00000600,Harryville,350,8.9,83.4,7.7,19.3,modelled
N00000601,Harryville,283,6.4,87.6,6.0,16.9,modelled
N00000602,Harryville,214,2.3,93.5,4.2,13.3,modelled
N00000603,Kells_1,414,5.3,92.3,2.4,15.0,modelled
N00000604,Kells_1,340,2.9,91.2,5.9,14.2,modelled
N00000605,Kells_1,488,5.1,88.9,6.0,15.9,modelled
N00000606,Kells_1,352,6.0,86.9,7.1,16.9,modelled
N00000607,Kells_1,310,1.9,89.4,8.7,14.3,modelled
N00000608,Kells_2,365,10.1,84.4,5.5,19.5,modelled
N00000609,Kells_2,375,7.5,88.0,4.5,17.3,modelled
N00000610,Kells_2,419,5.7,86.6,7.7,16.9,modelled
N00000611,Kells_2,301,1.3,92.0,6.7,13.2,modelled
N00000612,Moat,543,6.6,85.6,7.8,17.6,modelled
N00000613,Moat,236,9.3,83.5,7.2,19.4,modelled
N00000614,Moat,217,5.5,88.5,6.0,16.2,modelled
N00000615,Moat,139,7.9,83.5,8.6,18.8,modelled
N00000616,Moat,301,6.3,84.7,9.0,17.7,modelled
N00000617,Moat,310,7.7,84.2,8.1,18.5,modelled
N00000618,Park,621,27.7,61.0,11.3,34.5,modelled
N00000619,Park,371,40.4,57.4,2.2,41.4,modelled
N00000620,Park,372,35.5,57.0,7.5,39.3,modelled
N00000621,Park,390,39.2,53.1,7.7,42.2,modelled
N00000622,Park,385,35.6,53.2,11.2,40.5,modelled
N00000623,Portglenone_1,332,42.5,55.1,2.4,43.1,modelled
N00000624,Portglenone_1,469,4.9,93.0,2.1,14.6,modelled
N00000625,Portglenone_1,262,61.5,36.3,2.2,57.4,modelled
N00000626,Portglenone_1,492,45.9,51.8,2.3,45.6,modelled
N00000627,Portglenone_2,456,32.2,65.1,2.7,35.4,modelled
N00000628,Portglenone_2,415,25.8,71.8,2.4,30.5,modelled
N00000629,Portglenone_2,438,40.0,56.8,3.2,41.4,modelled
N00000630,Portglenone_2,272,44.9,52.9,2.2,44.8,modelled
N00000631,Slemish,406,6.7,88.9,4.4,16.6,modelled
N00000632,Slemish,474,13.7,78.1,8.2,23.1,modelled
N00000633,Slemish,325,10.2,83.4,6.4,19.9,modelled
N00000634,Slemish,495,3.0,89.7,7.3,14.7,modelled
N00000635,Slemish,410,28.3,66.8,4.9,33.1,modelled
N00000636,Slemish,399,12.5,83.2,4.3,21.0,modelled
N00000637,Summerfield,832,56.1,37.9,6.0,54.4,modelled
N00000638,Summerfield,398,58.3,36.4,5.3,55.9,modelled
N00000639,Summerfield,408,81.6,16.7,1.7,72.4,modelled
N00000640,Summerfield,343,76.4,14.3,9.3,70.7,modelled
N00000641,Summerfield,341,78.9,17.6,3.5,70.9,modelled
N00000642,Summerfield,389,61.4,33.9,4.7,58.0,modelled
N00000643,Ballyhoe and Corkey,477,94.3,5.5,0.2,81.5,modelled
N00000644,Ballyhoe and Corkey,548,94.0,5.3,0.7,81.5,modelled
N00000645,Ballyhoe and Corkey,451,89.6,8.6,1.8,78.5,modelled
N00000646,Ballyhoe and Corkey,419,86.6,11.2,2.2,76.3,modelled
N00000647,Benvardin,723,5.7,90.5,3.8,15.7,modelled
N00000648,Benvardin,381,10.8,81.9,7.3,20.6,modelled
N00000649,Benvardin,389,4.9,89.2,5.9,15.7,modelled
N00000650,Benvardin,602,4.2,87.4,8.4,15.9,modelled
N00000651,Carnany,278,17.6,68.7,13.7,27.6,modelled
N00000652,Carnany,533,16.1,78.8,5.1,23.9,modelled
N00000653,Carnany,309,16.2,78.3,5.5,24.1,modelled
N00000654,Carnany,269,14.9,79.2,5.9,23.3,modelled
N00000655,Carnany,368,19.0,73.6,7.4,26.8,modelled
N00000656,Carnany,242,16.5,80.2,3.3,23.7,modelled
N00000657,Clogh Mills,851,32.2,63.6,4.2,35.8,modelled
N00000658,Clogh Mills,364,62.4,34.3,3.3,58.4,modelled
N00000659,Clogh Mills,391,37.3,57.8,4.9,39.9,modelled
N00000660,Clogh Mills,387,31.5,64.3,4.2,35.3,modelled
N00000661,Dervock,384,14.1,82.0,3.9,22.1,modelled
N00000662,Dervock,352,8.2,83.2,8.6,19.0,modelled
N00000663,Dervock,395,11.4,81.8,6.8,20.9,modelled
N00000664,Dervock,378,7.7,87.8,4.5,17.4,modelled
N00000665,Dunloy,485,89.5,9.5,1.0,78.1,modelled
N00000666,Dunloy,439,37.1,60.8,2.1,38.9,modelled
N00000667,Dunloy,538,94.2,4.5,1.3,81.8,modelled
N00000668,Dunloy,323,95.4,3.7,0.9,82.6,modelled
N00000669,Dunloy,493,93.9,4.9,1.2,81.5,modelled
N00000670,Fairhill,292,15.8,79.1,5.1,23.7,modelled
N00000671,Fairhill,239,9.6,85.4,5.0,19.0,modelled
N00000672,Fairhill,324,34.3,61.4,4.3,37.4,modelled
N00000673,Fairhill,943,12.6,78.2,9.2,22.5,modelled
N00000674,Glebe,316,21.2,72.5,6.3,28.2,modelled
N00000675,Glebe,387,11.6,80.9,7.5,21.3,modelled
N00000676,Glebe,721,14.4,79.3,6.3,23.0,modelled
N00000677,Glebe,295,21.0,70.8,8.2,28.6,modelled
N00000678,Killoquin Lower,531,41.2,54.0,4.8,42.8,modelled
N00000679,Killoquin Lower,561,17.1,79.1,3.8,24.3,modelled
N00000680,Killoquin Lower,413,73.1,23.5,3.4,66.5,modelled
N00000681,Killoquin Lower,385,11.7,78.7,9.6,22.0,modelled
N00000682,Killoquin Upper,485,64.5,33.0,2.5,59.7,modelled
N00000683,Killoquin Upper,391,24.3,72.4,3.3,29.6,modelled
N00000684,Killoquin Upper,595,72.4,24.4,3.2,65.9,modelled
N00000685,Killoquin Upper,326,70.6,27.3,2.1,64.2,modelled
N00000686,Knockaholet,499,38.9,57.5,3.6,40.7,modelled
N00000687,Knockaholet,379,12.1,83.4,4.5,20.7,modelled
N00000688,Knockaholet,407,62.2,31.9,5.9,59.0,modelled
N00000689,Knockaholet,392,24.5,71.9,3.6,29.8,modelled
N00000690,Newhill,282,19.1,74.1,6.8,26.7,modelled
N00000691,Newhill,303,5.9,87.1,7.0,16.8,modelled
N00000692,Newhill,244,7.0,86.5,6.5,17.5,modelled
N00000693,Newhill,287,11.8,82.6,5.6,20.8,modelled
N00000694,Newhill,873,16.7,77.8,5.5,24.5,modelled
N00000695,Newhill,518,11.2,80.1,8.7,21.3,modelled
N00000696,Route,180,31.7,62.8,5.5,35.8,modelled
N00000697,Route,380,13.7,78.4,7.9,23.0,modelled
N00000698,Route,451,15.3,80.3,4.4,23.1,modelled
N00000699,Route,256,14.8,78.5,6.7,23.4,modelled
N00000700,Route,262,50.8,43.5,5.7,50.3,modelled
N00000701,Seacon,235,4.3,86.8,8.9,16.2,modelled
N00000702,Seacon,771,17.8,75.4,6.8,25.7,modelled
N00000703,Seacon,342,8.5,81.3,10.2,19.7,modelled
N00000704,Seacon,656,10.2,83.2,6.6,19.9,modelled
N00000705,Seacon,680,22.2,72.2,5.6,28.7,modelled
N00000706,Stranocum,437,33.0,60.9,6.1,37.0,modelled
N00000707,Stranocum,360,6.9,86.9,6.2,17.3,modelled
N00000708,Stranocum,466,32.6,61.8,5.6,36.6,modelled
N00000709,Stranocum,465,8.8,83.9,7.3,19.1,modelled
N00000710,The Vow,345,10.7,84.9,4.4,19.7,modelled
N00000711,The Vow,522,9.6,83.7,6.7,19.5,modelled
N00000712,The Vow,385,25.2,71.4,3.4,30.3,modelled
N00000713,The Vow,421,54.2,42.5,3.3,52.2,modelled
N00000714,The Vow,453,42.6,52.5,4.9,43.9,modelled
N00000715,Ballydown_1,656,34.6,57.8,7.6,38.7,modelled
N00000716,Ballydown_1,897,21.0,72.7,6.3,28.0,modelled
N00000717,Ballydown_1,576,26.0,64.9,9.1,32.6,modelled
N00000718,Ballydown_2,1923,35.9,57.2,6.9,39.4,modelled
N00000719,Ballydown_2,260,28.5,62.3,9.2,34.5,modelled
N00000720,Ballydown_2,484,29.5,64.5,6.0,34.3,modelled
N00000721,Ballyward,460,60.7,36.5,2.8,56.9,modelled
N00000722,Ballyward,495,15.8,79.6,4.6,23.6,modelled
N00000723,Ballyward,445,93.0,4.7,2.3,81.2,modelled
N00000724,Ballyward,495,56.4,39.6,4.0,54.0,modelled
N00000725,Ballyward,477,52.4,44.4,3.2,50.8,modelled
N00000726,Ballyward,445,65.8,31.2,3.0,60.8,modelled
N00000727,Banbridge West,274,43.4,51.8,4.8,44.5,modelled
N00000728,Banbridge West,495,42.8,50.3,6.9,44.6,modelled
N00000729,Banbridge West,355,27.9,63.7,8.4,33.8,modelled
N00000730,Banbridge West,305,25.2,71.1,3.7,30.4,modelled
N00000731,Banbridge West,267,50.2,46.8,3.0,49.1,modelled
N00000732,Banbridge West,569,43.1,49.0,7.9,45.2,modelled
N00000733,Banbridge West,325,36.9,53.5,9.6,41.0,modelled
N00000734,Banbridge West,416,36.1,56.0,7.9,39.9,modelled
N00000735,Bannside,422,33.9,61.6,4.5,37.2,modelled
N00000736,Bannside,382,60.5,36.1,3.4,57.0,modelled
N00000737,Bannside,382,15.2,80.4,4.4,23.1,modelled
N00000738,Bannside,432,65.0,31.9,3.1,60.3,modelled
N00000739,Bannside,444,27.7,69.1,3.2,32.1,modelled
N00000740,Bannside,567,26.8,66.7,6.5,32.4,modelled
N00000741,Dromore North,345,15.7,78.0,6.3,24.0,modelled
N00000742,Dromore North,286,21.0,72.0,7.0,28.2,modelled
N00000743,Dromore North,270,9.3,84.1,6.6,19.3,modelled
N00000744,Dromore North,283,15.9,76.0,8.1,24.7,modelled
N00000745,Dromore North,470,19.1,73.4,7.5,26.9,modelled
N00000746,Dromore North,508,21.5,70.3,8.2,28.9,modelled
N00000747,Dromore North,401,21.4,68.6,10.0,29.4,modelled
N00000748,Dromore South_1,454,17.2,75.6,7.2,25.4,modelled
N00000749,Dromore South_1,387,8.5,82.2,9.3,19.5,modelled
N00000750,Dromore South_1,319,16.6,72.1,11.3,26.2,modelled
N00000751,Dromore South_1,464,17.5,70.7,11.8,27.0,modelled
N00000752,Dromore South_1,412,15.5,76.9,7.6,24.2,modelled
N00000753,Dromore South_2,436,18.1,72.2,9.7,26.8,modelled
N00000754,Dromore South_2,436,14.7,75.5,9.8,24.3,modelled
N00000755,Dromore South_2,391,8.2,84.9,6.9,18.5,modelled
N00000756,Dromore South_2,366,15.8,76.2,8.0,24.6,modelled
N00000757,Dromore South_2,451,10.0,84.3,5.7,19.5,modelled
N00000758,Edenderry,471,58.4,36.1,5.5,56.0,modelled
N00000759,Edenderry,304,55.3,40.8,3.9,53.2,modelled
N00000760,Edenderry,250,34.0,61.6,4.4,37.3,modelled
N00000761,Edenderry,421,44.4,48.9,6.7,45.8,modelled
N00000762,Edenderry,222,43.7,53.6,2.7,44.1,modelled
N00000763,Edenderry,410,48.0,43.4,8.6,49.1,modelled
N00000764,Edenderry,278,50.7,45.0,4.3,49.8,modelled
N00000765,Edenderry,413,47.2,43.1,9.7,48.8,modelled
N00000766,Fort,776,30.7,65.1,4.2,34.7,modelled
N00000767,Fort,312,20.5,72.8,6.7,27.7,modelled
N00000768,Fort,276,11.2,80.8,8.0,21.1,modelled
N00000769,Fort,393,33.6,62.1,4.3,36.9,modelled
N00000770,Fort,374,32.1,63.4,4.5,35.8,modelled
N00000771,Fort,233,27.5,63.1,9.4,33.8,modelled
N00000772,Gilford,456,25.9,69.1,5.0,31.3,modelled
N00000773,Gilford,420,35.7,56.4,7.9,39.6,modelled
N00000774,Gilford,1023,44.3,49.2,6.5,45.7,modelled
N00000775,Gilford,296,10.8,83.8,5.4,20.0,modelled
N00000776,Gilford,327,73.1,22.3,4.6,66.8,modelled
N00000777,Gransha,912,10.9,84.6,4.5,19.8,modelled
N00000778,Gransha,432,28.7,66.0,5.3,33.5,modelled
N00000779,Gransha,564,21.1,68.3,10.6,29.4,modelled
N00000780,Gransha,531,10.9,82.7,6.4,20.4,modelled
N00000781,Gransha,508,12.0,77.6,10.4,22.4,modelled
N00000782,Gransha,526,4.0,91.8,4.2,14.5,modelled
N00000783,Katesbridge,565,44.8,51.5,3.7,45.2,modelled
N00000784,Katesbridge,437,26.3,70.0,3.7,31.2,modelled
N00000785,Katesbridge,332,13.6,81.3,5.1,22.1,modelled
N00000786,Katesbridge,384,4.7,90.6,4.7,15.2,modelled
N00000787,Katesbridge,437,25.9,65.7,8.4,32.3,modelled
N00000788,Katesbridge,427,52.7,42.2,5.1,51.6,modelled
N00000789,Lawrencetown,997,63.6,32.4,4.0,59.5,modelled
N00000790,Lawrencetown,530,52.6,42.5,4.9,51.4,modelled
N00000791,Lawrencetown,347,55.6,37.5,6.9,54.3,modelled
N00000792,Lawrencetown,399,18.5,73.7,7.8,26.6,modelled
N00000793,Lawrencetown,451,62.1,37.7,0.2,57.2,modelled
N00000794,Loughbrickland,467,42.0,51.6,6.4,43.9,modelled
N00000795,Loughbrickland,539,26.5,72.5,1.0,30.6,modelled
N00000796,Loughbrickland,351,63.8,32.8,3.4,59.5,modelled
N00000797,Loughbrickland,349,35.0,57.6,7.4,38.9,modelled
N00000798,Loughbrickland,527,43.5,52.4,4.1,44.3,modelled
N00000799,Loughbrickland,475,7.4,88.2,4.4,17.2,modelled
N00000800,Quilly,428,22.9,73.4,3.7,28.7,modelled
N00000801,Quilly,529,9.5,86.4,4.1,18.7,modelled
N00000802,Quilly,272,16.9,76.1,7.0,25.1,modelled
N00000803,Quilly,398,17.1,76.4,6.5,25.1,modelled
N00000804,Quilly,422,7.8,85.1,7.1,18.3,modelled
N00000805,Quilly,383,14.6,79.9,5.5,22.9,modelled
N00000806,Rathfriland,341,37.5,59.2,3.3,39.6,modelled
N00000807,Rathfriland,521,37.6,57.0,5.4,40.3,modelled
N00000808,Rathfriland,243,24.3,68.7,7.0,30.7,modelled
N00000809,Rathfriland,557,44.0,51.2,4.8,44.9,modelled
N00000810,Rathfriland,434,46.1,50.2,3.7,46.2,modelled
N00000811,Rathfriland,345,31.0,64.9,4.1,34.9,modelled
N00000812,Rathfriland,299,40.5,54.8,4.7,42.2,modelled
N00000813,Seapatrick,491,23.8,70.1,6.1,30.1,modelled
N00000814,Seapatrick,258,14.7,80.6,4.7,22.8,modelled
N00000815,Seapatrick,487,20.7,72.9,6.4,27.8,modelled
N00000816,Seapatrick,558,24.9,70.1,5.0,30.6,modelled
N00000817,Seapatrick,256,29.7,64.8,5.5,34.3,modelled
N00000818,Seapatrick,324,22.5,74.4,3.1,28.2,modelled
N00000819,The Cut,253,34.8,58.9,6.3,38.4,modelled
N00000820,The Cut,375,27.7,64.3,8.0,33.6,modelled
N00000821,The Cut,269,38.3,53.9,7.8,41.5,modelled
