election_key,date,body,constituency,absent_party,absent_party_contested,winner,parties_present
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Kilroot,SDLP,89/101,DUP,Alliance | DUP | Green / Ecology | Independent | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Kilroot,Sinn Féin,82/101,DUP,Alliance | DUP | Green / Ecology | Independent | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Knockagh Monument,SDLP,89/101,DUP,Alliance | DUP | Green / Ecology | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Knockagh Monument,Sinn Féin,82/101,DUP,Alliance | DUP | Green / Ecology | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Lough,SDLP,89/101,DUP,Alliance | DUP | TUV | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Lough,Sinn Féin,82/101,DUP,Alliance | DUP | TUV | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Loughside,UUP,92/101,Sinn Féin,DUP | Independent | SDLP | Sinn Féin
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Lower Falls,DUP,93/101,Sinn Féin,IRSP | SDLP | Sinn Féin | Socialist Party | Workers Party | Éirígí
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Lower Falls,UUP,92/101,Sinn Féin,IRSP | SDLP | Sinn Féin | Socialist Party | Workers Party | Éirígí
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Macedon,SDLP,89/101,DUP,Alliance | DUP | Independent | Sinn Féin | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Mourne,DUP,93/101,Sinn Féin,IRSP | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Newtownards,Sinn Féin,82/101,DUP,Alliance | DUP | Independent | SDLP | TUV | UUP
northern-ireland-assembly__2011-05-05,2011-05-05,northern-ireland-assembly,North Down,TUV,11/18,DUP,Alliance | DUP | Green | Independent Unionist | SDLP | Sinn Féin | UKIP | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Northland,DUP,93/101,SDLP,Alliance | IRSP | PBP | SDLP | Sinn Féin
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Northland,UUP,92/101,SDLP,Alliance | IRSP | PBP | SDLP | Sinn Féin
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Peninsula,Sinn Féin,82/101,DUP,Alliance | DUP | Independent | SDLP | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Shantallow,DUP,93/101,SDLP,IRSP | Independent | SDLP | Sinn Féin
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Shantallow,UUP,92/101,SDLP,IRSP | Independent | SDLP | Sinn Féin
northern-ireland-assembly__2011-05-05,2011-05-05,northern-ireland-assembly,South Down,TUV,11/18,SDLP,Alliance | DUP | Green | SDLP | Sinn Féin | UKIP | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Upper Falls,UUP,92/101,Sinn Féin,Alliance | DUP | SDLP | Sinn Féin | Éirígí
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,Victoria,Sinn Féin,82/101,DUP,Alliance | Conservative | DUP | Green / Ecology | Independent | PUP | SDLP | TUV | UUP
northern-ireland-assembly__2011-05-05,2011-05-05,northern-ireland-assembly,West Tyrone,TUV,11/18,Sinn Féin,Alliance | DUP | Independent Nationalist | Independent Other | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,lg11-NaM-Crotlieve,DUP,93/101,SDLP,Green / Ecology | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,lg11-NaM-Newry-Town,DUP,93/101,Sinn Féin,Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,lg11-NaM-Slieve-Gullion,DUP,93/101,Sinn Féin,SDLP | Sinn Féin
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,lg11-NaM-Slieve-Gullion,UUP,92/101,Sinn Féin,SDLP | Sinn Féin
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,lg11-NoD-Abbey,SDLP,89/101,DUP,Alliance | Conservative | DUP | Green / Ecology | Independent | UKIP | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,lg11-NoD-Abbey,Sinn Féin,82/101,DUP,Alliance | Conservative | DUP | Green / Ecology | Independent | UKIP | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,lg11-NoD-Ballyholme-and-Groomsport,SDLP,89/101,DUP,Alliance | Conservative | DUP | Green / Ecology | Independent | UKIP | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,lg11-NoD-Ballyholme-and-Groomsport,Sinn Féin,82/101,DUP,Alliance | Conservative | DUP | Green / Ecology | Independent | UKIP | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,lg11-NoD-Bangor-West,Sinn Féin,82/101,Alliance,Alliance | Conservative | DUP | Green / Ecology | Independent | SDLP | UKIP | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,lg11-NoD-Holywood,SDLP,89/101,DUP,Alliance | Conservative | DUP | Green / Ecology | UUP
local-government-local-government-districts__2011-05-05,2011-05-05,local-government,lg11-NoD-Holywood,Sinn Féin,82/101,DUP,Alliance | Conservative | DUP | Green / Ecology | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Ballyarnett,DUP,74/80,Sinn Féin,Alliance | Independent | SDLP | Sinn Féin
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Ballyarnett,UUP,75/80,Sinn Féin,Alliance | Independent | SDLP | Sinn Féin
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Ballyclare,SDLP,68/80,DUP,Alliance | DUP | Independent | NI21 | PUP | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Ballyclare,Sinn Féin,65/80,DUP,Alliance | DUP | Independent | NI21 | PUP | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Bangor Central,SDLP,68/80,DUP,Alliance | Conservative | DUP | Green | Independent | NI21 | TUV | UKIP | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Bangor Central,Sinn Féin,65/80,DUP,Alliance | Conservative | DUP | Green | Independent | NI21 | TUV | UKIP | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Bangor East and Donaghadee,SDLP,68/80,DUP,Alliance | Conservative | DUP | Green | Independent | NI21 | TUV | UKIP | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Bangor East and Donaghadee,Sinn Féin,65/80,DUP,Alliance | Conservative | DUP | Green | Independent | NI21 | TUV | UKIP | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Bangor West,Sinn Féin,65/80,DUP,Alliance | Conservative | DUP | Green | NI21 | SDLP | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Bannside,SDLP,68/80,DUP,Alliance | DUP | Sinn Féin | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Benbradagh,Alliance,62/80,Sinn Féin,DUP | SDLP | Sinn Féin | TUV
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Benbradagh,UUP,75/80,Sinn Féin,DUP | SDLP | Sinn Féin | TUV
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Black Mountain,DUP,74/80,Sinn Féin,Alliance | NI21 | PBP | SDLP | Sinn Féin | Workers' Party | Éirígí
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Black Mountain,UUP,75/80,Sinn Féin,Alliance | NI21 | PBP | SDLP | Sinn Féin | Workers' Party | Éirígí
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Carntogher,Alliance,62/80,Sinn Féin,DUP | SDLP | Sinn Féin | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Carrick Castle,SDLP,68/80,DUP,Alliance | DUP | Independent | PUP | TUV | UKIP | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Carrick Castle,Sinn Féin,65/80,DUP,Alliance | DUP | Independent | PUP | TUV | UKIP | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Castlereagh East,SDLP,68/80,DUP,Alliance | DUP | Green | Independent | NI21 | PUP | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Castlereagh East,Sinn Féin,65/80,DUP,Alliance | DUP | Green | Independent | NI21 | PUP | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Causeway,Sinn Féin,65/80,UUP,Alliance | DUP | Independent | NI21 | SDLP | TUV | UKIP | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Clogher Valley,Alliance,62/80,DUP,DUP | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Collin,DUP,74/80,Sinn Féin,Alliance | NI21 | SDLP | Sinn Féin | UUP | Éirígí
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Comber,SDLP,68/80,DUP,Alliance | Conservative | DUP | NI21 | TUV | UKIP | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Comber,Sinn Féin,65/80,DUP,Alliance | Conservative | DUP | NI21 | TUV | UKIP | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Crotlieve,Alliance,62/80,SDLP,DUP | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Cusher,Alliance,62/80,UUP,DUP | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Derg,Alliance,62/80,Sinn Féin,DUP | SDLP | Sinn Féin | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Downpatrick,Alliance,62/80,SDLP,DUP | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Downshire East,SDLP,68/80,DUP,Alliance | DUP | NI21 | TUV | UKIP | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Downshire East,Sinn Féin,65/80,DUP,Alliance | DUP | NI21 | TUV | UKIP | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Downshire West,Sinn Féin,65/80,UUP,Alliance | Conservative | DUP | Green | NI21 | SDLP | TUV | UKIP | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Erne East,Alliance,62/80,Sinn Féin,DUP | SDLP | Sinn Féin | UKIP | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Erne North,Alliance,62/80,UUP,DUP | SDLP | Sinn Féin | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Erne West,Alliance,62/80,Sinn Féin,DUP | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Foyleside,DUP,74/80,Sinn Féin,Alliance | Independent | PBP | SDLP | Sinn Féin
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Foyleside,UUP,75/80,Sinn Féin,Alliance | Independent | PBP | SDLP | Sinn Féin
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Holywood and Clandeboye,Sinn Féin,65/80,DUP,Alliance | Conservative | DUP | Green | Independent | NI21 | SDLP | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Knockagh,SDLP,68/80,DUP,Alliance | Conservative | DUP | Independent | PUP | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Knockagh,Sinn Féin,65/80,DUP,Alliance | Conservative | DUP | Independent | PUP | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Larne Lough,SDLP,68/80,DUP,Alliance | DUP | NI21 | Sinn Féin | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Limavady,Alliance,62/80,DUP,DUP | SDLP | Sinn Féin | TUV | UKIP | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Lisburn South,Sinn Féin,65/80,DUP,Alliance | DUP | Green | NI21 | SDLP | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Magherafelt,Alliance,62/80,Sinn Féin,DUP | Independent | SDLP | Sinn Féin | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Moyola,Alliance,62/80,Sinn Féin,DUP | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Newry,Alliance,62/80,Sinn Féin,Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Newry,DUP,74/80,Sinn Féin,Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Newtownards,SDLP,68/80,DUP,Alliance | Conservative | DUP | Independent | NI21 | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Newtownards,Sinn Féin,65/80,DUP,Alliance | Conservative | DUP | Independent | NI21 | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Slieve Gullion,Alliance,62/80,Sinn Féin,DUP | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Sperrin,Alliance,62/80,Sinn Féin,DUP | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,The Moor,Alliance,62/80,Sinn Féin,Independent | SDLP | Sinn Féin
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,The Moor,DUP,74/80,Sinn Féin,Independent | SDLP | Sinn Féin
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,The Moor,UUP,75/80,Sinn Féin,Independent | SDLP | Sinn Féin
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Three Mile Water,SDLP,68/80,DUP,Alliance | DUP | NI21 | PUP | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Three Mile Water,Sinn Féin,65/80,DUP,Alliance | DUP | NI21 | PUP | TUV | UUP
local-government-local-government-districts__2014-05-22,2014-05-22,local-government,Torrent,Alliance,62/80,Sinn Féin,DUP | Independent | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2015-05-07,2015-05-07,house-of-commons-of-the-united-kingdom,Belfast East,UUP,15/18,DUP,Alliance | Conservative | DUP | Green | SDLP | Sinn Féin
house-of-commons-of-the-united-kingdom__2015-05-07,2015-05-07,house-of-commons-of-the-united-kingdom,Belfast North,Conservative,16/18,DUP,Alliance | DUP | Independent Nationalist | SDLP | Sinn Féin | Workers' Party
house-of-commons-of-the-united-kingdom__2015-05-07,2015-05-07,house-of-commons-of-the-united-kingdom,Belfast North,UUP,15/18,DUP,Alliance | DUP | Independent Nationalist | SDLP | Sinn Féin | Workers' Party
house-of-commons-of-the-united-kingdom__2015-05-07,2015-05-07,house-of-commons-of-the-united-kingdom,Fermanagh and South Tyrone,Conservative,16/18,UUP,Alliance | Green | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2015-05-07,2015-05-07,house-of-commons-of-the-united-kingdom,Fermanagh and South Tyrone,DUP,16/18,UUP,Alliance | Green | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2015-05-07,2015-05-07,house-of-commons-of-the-united-kingdom,Newry and Armagh,DUP,16/18,Sinn Féin,Alliance | Conservative | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2015-05-07,2015-05-07,house-of-commons-of-the-united-kingdom,North Down,UUP,15/18,Independent Unionist,Alliance | CISTA | Conservative | DUP | Green | Independent Unionist | SDLP | Sinn Féin | TUV | UKIP
northern-ireland-assembly__2016-05-05,2016-05-05,northern-ireland-assembly,Belfast North,Conservative,11/18,DUP,Alliance | DUP | Green | Independent | Independent Nationalist | Northern Ireland First | Northern Ireland Labour Representation Committee | PBP | PUP | SDLP | Sinn Féin | TUV | UKIP | UUP | Workers' Party
northern-ireland-assembly__2016-05-05,2016-05-05,northern-ireland-assembly,Belfast West,Conservative,11/18,Sinn Féin,Alliance | DUP | Green | PBP | SDLP | Sinn Féin | UUP | Workers' Party
northern-ireland-assembly__2016-05-05,2016-05-05,northern-ireland-assembly,Belfast West,TUV,14/18,Sinn Féin,Alliance | DUP | Green | PBP | SDLP | Sinn Féin | UUP | Workers' Party
northern-ireland-assembly__2016-05-05,2016-05-05,northern-ireland-assembly,Belfast West,UKIP,13/18,Sinn Féin,Alliance | DUP | Green | PBP | SDLP | Sinn Féin | UUP | Workers' Party
northern-ireland-assembly__2016-05-05,2016-05-05,northern-ireland-assembly,East Antrim,Conservative,11/18,DUP,Alliance | Cross-Community Labour Alternative | DUP | Green | PUP | SDLP | Sinn Féin | TUV | UKIP | UUP
northern-ireland-assembly__2016-05-05,2016-05-05,northern-ireland-assembly,Fermanagh and South Tyrone,Conservative,11/18,DUP,Alliance | DUP | Green | Northern Ireland Labour Representation Committee | SDLP | Sinn Féin | TUV | UUP
northern-ireland-assembly__2016-05-05,2016-05-05,northern-ireland-assembly,Fermanagh and South Tyrone,UKIP,13/18,DUP,Alliance | DUP | Green | Northern Ireland Labour Representation Committee | SDLP | Sinn Féin | TUV | UUP
northern-ireland-assembly__2016-05-05,2016-05-05,northern-ireland-assembly,Foyle,TUV,14/18,SDLP,Alliance | CISTA | Conservative | DUP | Green | Independent Nationalist | Independent Unionist | PBP | SDLP | Sinn Féin | UUP
northern-ireland-assembly__2016-05-05,2016-05-05,northern-ireland-assembly,Foyle,UKIP,13/18,SDLP,Alliance | CISTA | Conservative | DUP | Green | Independent Nationalist | Independent Unionist | PBP | SDLP | Sinn Féin | UUP
northern-ireland-assembly__2016-05-05,2016-05-05,northern-ireland-assembly,Mid Ulster,Conservative,11/18,Sinn Féin,Alliance | DUP | Green | SDLP | Sinn Féin | TUV | UKIP | UUP | Workers' Party
northern-ireland-assembly__2016-05-05,2016-05-05,northern-ireland-assembly,Newry and Armagh,Conservative,11/18,Sinn Féin,Alliance | CISTA | DUP | Green | Independent | Independent Unionist | SDLP | Sinn Féin | UKIP | UUP
northern-ireland-assembly__2016-05-05,2016-05-05,northern-ireland-assembly,Newry and Armagh,TUV,14/18,Sinn Féin,Alliance | CISTA | DUP | Green | Independent | Independent Unionist | SDLP | Sinn Féin | UKIP | UUP
northern-ireland-assembly__2016-05-05,2016-05-05,northern-ireland-assembly,South Down,Conservative,11/18,Sinn Féin,Alliance | DUP | Green | Independent Unionist | SDLP | Sinn Féin | TUV | UUP
northern-ireland-assembly__2016-05-05,2016-05-05,northern-ireland-assembly,South Down,UKIP,13/18,Sinn Féin,Alliance | DUP | Green | Independent Unionist | SDLP | Sinn Féin | TUV | UUP
northern-ireland-assembly__2016-05-05,2016-05-05,northern-ireland-assembly,West Tyrone,TUV,14/18,Sinn Féin,Alliance | Animal Welfare Party | CISTA | Conservative | DUP | Green | Independent Nationalist | Independent Other | SDLP | Sinn Féin | UUP
northern-ireland-assembly__2016-05-05,2016-05-05,northern-ireland-assembly,West Tyrone,UKIP,13/18,Sinn Féin,Alliance | Animal Welfare Party | CISTA | Conservative | DUP | Green | Independent Nationalist | Independent Other | SDLP | Sinn Féin | UUP
northern-ireland-assembly__2017-03-02,2017-03-02,northern-ireland-assembly,Belfast North,Conservative,13/18,DUP,Alliance | DUP | Green | Independent Other | PBP | PUP | SDLP | Sinn Féin | UUP | Workers' Party
northern-ireland-assembly__2017-03-02,2017-03-02,northern-ireland-assembly,Belfast North,TUV,13/18,DUP,Alliance | DUP | Green | Independent Other | PBP | PUP | SDLP | Sinn Féin | UUP | Workers' Party
northern-ireland-assembly__2017-03-02,2017-03-02,northern-ireland-assembly,Belfast West,Conservative,13/18,Sinn Féin,Alliance | DUP | Green | PBP | SDLP | Sinn Féin | UUP | Workers' Party
northern-ireland-assembly__2017-03-02,2017-03-02,northern-ireland-assembly,Belfast West,TUV,13/18,Sinn Féin,Alliance | DUP | Green | PBP | SDLP | Sinn Féin | UUP | Workers' Party
northern-ireland-assembly__2017-03-02,2017-03-02,northern-ireland-assembly,Foyle,TUV,13/18,Sinn Féin,Alliance | CISTA | Conservative | DUP | Green | Independent Nationalist | PBP | SDLP | Sinn Féin | UUP
northern-ireland-assembly__2017-03-02,2017-03-02,northern-ireland-assembly,Mid Ulster,Conservative,13/18,Sinn Féin,Alliance | DUP | Green | Independent Other | SDLP | Sinn Féin | TUV | UUP | Workers' Party
northern-ireland-assembly__2017-03-02,2017-03-02,northern-ireland-assembly,Newry and Armagh,Conservative,13/18,Sinn Féin,Alliance | CISTA | DUP | Green | SDLP | Sinn Féin | UUP
northern-ireland-assembly__2017-03-02,2017-03-02,northern-ireland-assembly,Newry and Armagh,TUV,13/18,Sinn Féin,Alliance | CISTA | DUP | Green | SDLP | Sinn Féin | UUP
northern-ireland-assembly__2017-03-02,2017-03-02,northern-ireland-assembly,North Antrim,Conservative,13/18,DUP,Alliance | DUP | Green | Independent Nationalist | Independent Other | SDLP | Sinn Féin | TUV | UUP
northern-ireland-assembly__2017-03-02,2017-03-02,northern-ireland-assembly,North Down,TUV,13/18,DUP,Alliance | Conservative | DUP | Green | Independent | Independent Other | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2017-06-08,2017-06-08,house-of-commons-of-the-united-kingdom,Belfast North,UUP,14/18,DUP,Alliance | DUP | Green | SDLP | Sinn Féin | Workers' Party
house-of-commons-of-the-united-kingdom__2017-06-08,2017-06-08,house-of-commons-of-the-united-kingdom,Belfast West,UUP,14/18,Sinn Féin,Alliance | DUP | PBP | SDLP | Sinn Féin | Workers' Party
house-of-commons-of-the-united-kingdom__2017-06-08,2017-06-08,house-of-commons-of-the-united-kingdom,Fermanagh and South Tyrone,DUP,17/18,Sinn Féin,Alliance | Green | SDLP | Sinn Féin | UUP
house-of-commons-of-the-united-kingdom__2017-06-08,2017-06-08,house-of-commons-of-the-united-kingdom,Foyle,UUP,14/18,Sinn Féin,Alliance | DUP | PBP | SDLP | Sinn Féin
house-of-commons-of-the-united-kingdom__2017-06-08,2017-06-08,house-of-commons-of-the-united-kingdom,North Down,UUP,14/18,Independent Unionist,Alliance | Conservative | DUP | Green | Independent | Independent Unionist | SDLP | Sinn Féin
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Ballyarnett,DUP,76/80,SDLP,Alliance | Aontú | Independent | PBP | SDLP | Sinn Féin
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Ballyarnett,UUP,76/80,SDLP,Alliance | Aontú | Independent | PBP | SDLP | Sinn Féin
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Ballyclare,SDLP,61/80,UUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Ballyclare,Sinn Féin,66/80,UUP,Alliance | DUP | Independent | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Ballymoney,SDLP,61/80,DUP,Alliance | DUP | Independent | Sinn Féin | TUV | UKIP | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Bangor Central,SDLP,61/80,DUP,Alliance | Conservative | DUP | Green | Independent | UKIP | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Bangor Central,Sinn Féin,66/80,DUP,Alliance | Conservative | DUP | Green | Independent | UKIP | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Bangor East and Donaghadee,SDLP,61/80,DUP,Alliance | Conservative | DUP | Green | Independent | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Bangor East and Donaghadee,Sinn Féin,66/80,DUP,Alliance | Conservative | DUP | Green | Independent | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Bangor West,SDLP,61/80,Alliance,Alliance | Conservative | DUP | Green | Sinn Féin | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Bannside,SDLP,61/80,TUV,Alliance | DUP | Sinn Féin | TUV | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Black Mountain,DUP,76/80,Sinn Féin,Alliance | Aontú | Green | PBP | SDLP | Sinn Féin | Workers' Party
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Black Mountain,UUP,76/80,Sinn Féin,Alliance | Aontú | Green | PBP | SDLP | Sinn Féin | Workers' Party
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Braid,SDLP,61/80,DUP,Alliance | DUP | Independent | Sinn Féin | TUV | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Carntogher,Alliance,72/80,Sinn Féin,Aontú | DUP | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Carrick Castle,SDLP,61/80,DUP,Alliance | DUP | Democrats and Veterans | Independent | PUP | UKIP | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Carrick Castle,Sinn Féin,66/80,DUP,Alliance | DUP | Democrats and Veterans | Independent | PUP | UKIP | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Castlereagh East,SDLP,61/80,DUP,Alliance | DUP | TUV | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Castlereagh East,Sinn Féin,66/80,DUP,Alliance | DUP | TUV | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Clogher Valley,Alliance,72/80,DUP,DUP | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Coast Road,SDLP,61/80,DUP,Alliance | DUP | Independent | Sinn Féin | TUV | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Comber,SDLP,61/80,DUP,Alliance | DUP | Green | Independent | TUV | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Comber,Sinn Féin,66/80,DUP,Alliance | DUP | Green | Independent | TUV | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Cookstown,Alliance,72/80,Sinn Féin,DUP | SDLP | Sinn Féin | TUV | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Downshire East,Sinn Féin,66/80,DUP,Alliance | DUP | SDLP | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Downshire West,Sinn Féin,66/80,UUP,Alliance | Conservative | DUP | Green | SDLP | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Erne East,Alliance,72/80,Sinn Féin,Aontú | DUP | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Erne West,Alliance,72/80,Sinn Féin,DUP | Independent | SDLP | Sinn Féin | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Foyleside,DUP,76/80,SDLP,Alliance | Independent | PBP | SDLP | Sinn Féin
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Foyleside,UUP,76/80,SDLP,Alliance | Independent | PBP | SDLP | Sinn Féin
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Holywood and Clandeboye,SDLP,61/80,Alliance,Alliance | Conservative | DUP | Green | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Holywood and Clandeboye,Sinn Féin,66/80,Alliance,Alliance | Conservative | DUP | Green | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Knockagh,SDLP,61/80,DUP,Alliance | DUP | Independent | PUP | TUV | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Knockagh,Sinn Féin,66/80,DUP,Alliance | DUP | Independent | PUP | TUV | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Larne Lough,SDLP,61/80,DUP,Alliance | DUP | Green | TUV | UUP
local-government-local-government-districts__2019-05-02,2019-05-02,local-government,Larne Lough,Sinn Féin,66/80,DUP,Alliance | DUP | Green | TUV | UUP
