id,title,sourceSlugOrId,provider,organisation,confidence,readiness
census-07992-cip09,Input and Output Characteristics for Industrial Production (1979-1990),CIP09,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07993-cip10,Input to Industrial Production (1979 -1990),CIP10,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07997-itw01,Intergenerational wealth transfers,ITW01,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-07998-itw02,Intergenerational wealth transfers,ITW02,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08008-vca04,Intermediate Consumption of the Agricultural Industry,VCA04,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08010-trbm2,International Air Freight and Mail,TRBM2,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08011-tam01,International Air Freight and Mail (January 1961- May 1990),TAM01,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08022-deiipa01,International Protection Applicants Employed,DEIIPA01,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08023-iss01,International Sourcing,ISS01,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-08026-iss03,International Sourcing,ISS03,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-08042-eiia06,Ireland  greenhouse gas emissions (Residence Principle),EIIA06,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08043-eiia10,Ireland bathing water quality,EIIA10,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08044-eiia18,"Ireland cattle, sheep and pigs December",EIIA18,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08045-eiia11,Ireland drinking water quality,EIIA11,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08046-eiia15,Ireland Ecosystem extent accounts 2018-2021,EIIA15,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08047-eiia17,Ireland fertiliser sales,EIIA17,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-08048-eiia08,Ireland greenhouse gas emissions (Territorial Principle),EIIA08,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08049-eiia09,Ireland Greenhouse Gas Emissions Territorial Principle,EIIA09,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08050-eiia14,Ireland nitrates in groundwater,EIIA14,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-08051-eiia16,Ireland organic agricultural land,EIIA16,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08052-eiia20,Ireland Percentage of new residential dwelling completions,EIIA20,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08053-eiia12,Ireland urban wastewater treatment,EIIA12,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-08054-itxs01,Ireland's Tax Statistics,ITXS01,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-08060-f8066,Irish speakers  and non-Irish speakers 3 years and over,F8066,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08061-cd962,Irish Speakers Age 3 Years and Over Who Speak Irish Daily Within the Education System,CD962,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08062-cdr33,Irish Speakers Age Three Years and Over,CDR33,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08063-cdr36,Irish Speakers Age Three Years and Over,CDR36,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08064-cdr34,Irish Speakers Age Three Years and Over Who Speak Irish Daily Within the Education System,CDR34,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08065-cd937,Irish Speakers Aged 15 Years and Over,CD937,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08066-cd938,Irish Speakers Aged 15 Years and Over,CD938,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08067-f8020,Irish speakers aged 15 years and over,F8020,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08068-f8027,Irish Speakers Aged 15 Years and Over,F8027,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08069-f8021,Irish speakers aged 15 years and over,F8021,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08070-ea060,Irish Speakers Aged 15 Years and Over 2011 to 2016,EA060,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-08071-ea061,Irish Speakers Aged 15 Years and Over 2011 to 2016,EA061,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-08072-cd940,Irish Speakers Aged 15 Years and Over and At Work,CD940,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08073-ea062,Irish Speakers Aged 15 Years and Over and At Work 2011 to 2016,EA062,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08074-fy101,Irish Speakers aged 3 years and older,FY101,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08075-a0924,Irish Speakers Aged 3 Years and Over,A0924,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08076-a0926,Irish Speakers Aged 3 Years and Over,A0926,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08077-a0927,Irish Speakers Aged 3 Years and Over,A0927,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08078-c0924,Irish Speakers Aged 3 Years and Over,C0924,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08079-c0926,Irish Speakers Aged 3 Years and Over,C0926,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08080-c0928,Irish Speakers Aged 3 Years and Over,C0928,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08081-c0929,Irish Speakers Aged 3 Years and Over,C0929,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08082-c0931,Irish Speakers Aged 3 Years and Over,C0931,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08083-cd939,Irish Speakers Aged 3 Years and Over,CD939,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08084-cd959,Irish Speakers Aged 3 Years and Over,CD959,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08085-cd936,Irish Speakers Aged 3 Years and Over,CD936,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08086-cd961,Irish Speakers Aged 3 Years and Over,CD961,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08087-cd963,Irish Speakers Aged 3 Years and Over,CD963,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08088-cd964,Irish Speakers Aged 3 Years and Over,CD964,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08089-f8014,Irish speakers aged 3 years and over,F8014,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08090-f8015,Irish speakers aged 3 years and over,F8015,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08091-f8019,Irish speakers aged 3 years and over,F8019,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08092-f8023,Irish Speakers Aged 3 Years and Over,F8023,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08093-f8026,Irish speakers aged 3 years and over,F8026,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08094-f8032,Irish speakers aged 3 years and over,F8032,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08095-f8034,Irish speakers aged 3 years and over,F8034,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08096-f8067,Irish speakers aged 3 years and over,F8067,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08097-f8016,Irish speakers aged 3 years and over,F8016,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08098-f8071,Irish speakers aged 3 years and over,F8071,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08100-f8011,Irish speakers aged 3 years and over,F8011,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08101-ea052,Irish Speakers Aged 3 Years and Over 2011 to 2016,EA052,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-08102-ea053,Irish Speakers Aged 3 Years and Over 2011 to 2016,EA053,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-08103-ea055,Irish Speakers Aged 3 Years and Over 2011 to 2016,EA055,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-08104-ea059,Irish Speakers Aged 3 Years and Over 2011 to 2016,EA059,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-08105-ea063,Irish Speakers Aged 3 Years and Over 2011 to 2016,EA063,CSO PXStat,Central Statistics Office,high,needs-concept-reconciliation
census-08106-ea054,Irish Speakers Aged 3 Years and Over 2016,EA054,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08107-sap2016t3t2cty,Irish Speakers aged 3 years and over by Frequency of Speaking Irish,SAP2016T3T2CTY,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08108-sap2016t3t2sa,Irish speakers aged 3 years and over by frequency of speaking Irish,SAP2016T3T2SA,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08109-sap2016t3t2ed,Irish speakers aged 3 years and over by Frequency of Speaking Irish,SAP2016T3T2ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08110-sap2016t3t2prov,Irish Speakers aged 3 years and over by Frequency of Speaking Irish,SAP2016T3T2PROV,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08111-sap2016t3t2con13,Irish speakers aged 3 years and over by Frequency of Speaking Irish,SAP2016T3T2CON13,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08112-sap2016t3t2nuts,Irish speakers aged 3 years and over by Frequency of Speaking Irish,SAP2016T3T2NUTS,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08113-sap2016t3t2lpt,Irish speakers aged 3 years and over by Frequency of Speaking Irish,SAP2016T3T2LPT,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08114-sap2016t3t2lea14,Irish speakers aged 3 years and over by Frequency of Speaking Irish,SAP2016T3T2LEA14,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08115-sap2016t3t2lea19,Irish speakers aged 3 years and over by Frequency of Speaking Irish,SAP2016T3T2LEA19,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08116-sap2016t3t2set,Irish speakers aged 3 years and over by Frequency of Speaking Irish,SAP2016T3T2SET,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08117-sap2016t3t2gael,Irish speakers aged 3 years and over by Frequency of Speaking Irish,SAP2016T3T2GAEL,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08118-sap2016t3t2con17,Irish speakers aged 3 years and over by Frequency of Speaking Irish,SAP2016T3T2CON17,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
census-08119-sap2011t3t2ed,Irish speakers aged 3 years and over by frequency of speaking Irish,SAP2011T3T2ED,CSO PXStat,Central Statistics Office,high,ready-for-census-fact-normalisation
