code,label,pop,C,P,O,UI_v2,prov
N00001626,,236,10.6,84.3,5.1,19.2,modelled
N00001627,,179,5.0,83.2,11.8,17.2,modelled
N00001628,,248,7.7,84.7,7.6,17.8,modelled
N00001629,,303,4.3,91.1,4.6,14.3,modelled
N00001630,,214,7.0,86.9,6.1,16.8,modelled
N00001631,,226,1.8,91.2,7.0,13.2,modelled
N00001632,,244,2.5,92.2,5.3,13.1,modelled
N00001633,,183,7.1,88.5,4.4,16.3,modelled
N00001634,,229,9.2,83.0,7.8,19.0,modelled
N00001635,,300,2.3,88.3,9.4,14.4,modelled
N00001636,,170,2.9,90.6,6.5,13.8,modelled
N00001637,,220,9.1,86.8,4.1,17.7,modelled
N00001638,,252,6.3,87.7,6.0,16.3,modelled
N00001639,,180,5.0,87.8,7.2,15.7,modelled
N00001640,,214,0.5,94.9,4.6,11.4,modelled
N00001641,,250,14.4,74.8,10.8,26.7,modelled
N00001642,,299,7.4,86.3,6.3,19.9,modelled
N00001643,,595,19.3,63.5,17.2,32.5,modelled
N00001644,,329,13.7,71.1,15.2,27.6,modelled
N00001645,,234,12.0,76.1,11.9,25.2,modelled
N00001646,,352,17.0,69.0,14.0,29.7,modelled
N00001647,,294,4.8,90.1,5.1,17.5,modelled
N00001648,,316,9.5,79.7,10.8,23.0,modelled
N00001649,,443,8.4,83.3,8.3,21.3,modelled
N00001650,,305,6.2,73.4,20.4,23.7,modelled
N00001651,,383,5.7,83.0,11.3,20.3,modelled
N00001652,,396,4.3,88.4,7.3,17.9,modelled
N00001653,,440,5.2,87.0,7.8,18.7,modelled
N00001654,,385,8.8,77.4,13.8,23.4,modelled
N00001655,,386,13.2,75.1,11.7,26.1,modelled
N00001656,,234,12.4,85.0,2.6,22.4,modelled
N00001657,,292,15.1,79.5,5.4,25.4,modelled
N00001658,,209,14.4,75.6,10.0,26.4,modelled
N00001659,,248,2.8,92.3,4.9,15.9,modelled
N00001660,,294,7.8,85.0,7.2,20.5,modelled
N00001661,,373,9.4,83.1,7.5,21.8,modelled
N00001662,,325,9.2,82.2,8.6,22.0,modelled
N00001663,,316,8.5,82.0,9.5,21.8,modelled
N00001664,,325,9.2,76.9,13.9,23.8,modelled
N00001665,,370,8.6,77.0,14.4,23.5,modelled
N00001666,,340,5.0,89.7,5.3,17.7,modelled
N00001667,,301,4.3,89.4,6.3,17.5,modelled
N00001668,,391,4.1,88.7,7.2,17.7,modelled
N00001669,,326,4.6,84.4,11.0,19.3,modelled
N00001670,,263,2.7,80.6,16.7,19.8,modelled
N00001671,,302,4.3,82.1,13.6,20.0,modelled
N00001672,,368,7.9,75.8,16.3,23.6,modelled
N00001673,,447,6.9,84.1,9.0,20.4,modelled
N00001674,,248,7.3,80.6,12.1,21.7,modelled
N00001675,,279,8.6,82.1,9.3,21.8,modelled
N00001676,,264,1.9,86.4,11.7,17.5,modelled
N00001677,,552,5.8,87.7,6.5,18.7,modelled
N00001678,,435,3.4,85.1,11.5,18.6,modelled
N00001679,,404,10.9,77.5,11.6,24.3,modelled
N00001680,,540,6.1,81.7,12.2,20.9,modelled
N00001681,,300,5.3,84.3,10.4,19.7,modelled
N00001682,,324,13.3,75.6,11.1,25.9,modelled
N00001683,,388,10.3,79.1,10.6,23.5,modelled
N00001684,,930,6.7,82.3,11.0,20.9,modelled
N00001685,,337,4.2,84.6,11.2,19.1,modelled
N00001686,,279,9.3,76.3,14.4,24.0,modelled
N00001687,,308,2.9,89.9,7.2,16.8,modelled
N00001688,,361,5.3,86.1,8.6,19.1,modelled
N00001689,,246,11.4,72.8,15.8,26.1,modelled
N00001690,,352,9.9,81.0,9.1,22.7,modelled
N00001691,,280,3.6,84.3,12.1,18.9,modelled
N00001692,,254,3.9,79.9,16.2,20.5,modelled
N00001693,,311,13.8,74.9,11.3,26.4,modelled
N00001694,,293,9.6,83.3,7.1,21.8,modelled
N00001695,,414,16.4,72.7,10.9,28.2,modelled
N00001696,,379,12.1,76.3,11.6,25.2,modelled
N00001697,,298,9.1,77.9,13.0,23.4,modelled
N00001698,,269,17.8,68.0,14.2,30.4,modelled
N00001699,,395,27.6,64.1,8.3,35.8,modelled
N00001700,,260,10.4,78.8,10.8,23.6,modelled
N00001701,,198,24.7,58.6,16.7,36.4,modelled
N00001702,,338,17.8,70.4,11.8,29.6,modelled
N00001703,,1033,14.0,71.8,14.2,27.5,modelled
N00001704,,829,13.6,76.6,9.8,25.7,modelled
N00001705,,222,16.2,72.1,11.7,28.3,modelled
N00001706,,465,8.4,82.4,9.2,21.6,modelled
N00001707,,395,8.9,79.0,12.1,22.9,modelled
N00001708,,674,12.0,75.4,12.6,25.5,modelled
N00001709,,252,11.9,76.6,11.5,25.0,modelled
N00001710,,341,11.1,82.7,6.2,22.6,modelled
N00001711,,362,10.5,76.2,13.3,24.6,modelled
N00001712,,387,6.2,82.4,11.4,20.7,modelled
N00001713,,207,13.5,79.7,6.8,24.7,modelled
N00001714,,536,4.5,77.6,17.9,21.5,modelled
N00001715,,287,3.5,84.0,12.5,19.0,modelled
N00001716,,303,9.9,76.6,13.5,24.2,modelled
N00001717,,352,4.0,89.2,6.8,17.5,modelled
N00001718,,288,8.0,83.0,9.0,21.2,modelled
N00001719,,320,2.2,70.0,27.8,23.1,modelled
N00001720,,289,3.1,80.6,16.3,20.0,modelled
N00001721,,279,3.2,84.2,12.6,18.8,modelled
N00001722,,335,4.5,79.1,16.4,21.0,modelled
N00001723,,289,7.6,83.0,9.4,21.1,modelled
N00001724,,244,5.3,76.6,18.1,22.2,modelled
N00001725,,260,4.6,85.8,9.6,18.9,modelled
N00001726,,263,14.4,74.9,10.7,26.6,modelled
N00001727,,222,9.0,83.3,7.7,21.6,modelled
N00001728,,292,4.8,80.1,15.1,20.8,modelled
N00001729,,312,9.3,81.1,9.6,22.4,modelled
N00001730,,214,11.2,80.4,8.4,23.5,modelled
N00001731,,227,9.7,76.7,13.6,24.1,modelled
N00001732,,1089,9.6,81.0,9.4,22.6,modelled
N00001733,,282,14.5,69.9,15.6,28.4,modelled
N00001734,,287,5.9,84.3,9.8,19.9,modelled
N00001735,,268,4.9,86.6,8.5,18.7,modelled
N00001736,,352,11.1,83.2,5.7,22.5,modelled
N00001737,,352,13.4,69.6,17.0,28.0,modelled
N00001738,,317,22.4,61.8,15.8,34.4,modelled
N00001739,,352,15.3,72.2,12.5,27.9,modelled
N00001740,,694,17.9,73.6,8.5,28.6,modelled
N00001741,,284,16.2,69.7,14.1,29.1,modelled
N00001742,,229,24.9,54.6,20.5,37.9,modelled
N00001743,,283,22.3,62.9,14.8,34.0,modelled
N00001744,,325,6.2,86.8,7.0,19.2,modelled
N00001745,,336,4.5,83.0,12.5,19.7,modelled
N00001746,,295,6.8,86.8,6.4,19.5,modelled
N00001747,,742,8.1,82.1,9.8,21.6,modelled
N00001748,,456,5.0,86.8,8.2,18.7,modelled
N00001749,,325,3.7,91.1,5.2,16.7,modelled
N00001750,,256,3.5,84.8,11.7,22.2,modelled
N00001751,,318,3.5,85.8,10.7,21.9,modelled
N00001752,,299,4.0,87.0,9.0,21.7,modelled
N00001753,,321,6.9,77.3,15.8,26.1,modelled
N00001754,,356,9.3,83.1,7.6,25.2,modelled
N00001755,,380,3.4,92.4,4.2,19.6,modelled
N00001756,,326,1.8,88.7,9.5,20.2,modelled
N00001757,,243,8.2,82.3,9.5,25.0,modelled
N00001758,,272,4.0,89.0,7.0,21.0,modelled
N00001759,,313,3.8,88.8,7.4,21.0,modelled
N00001760,,1278,51.2,40.4,8.4,61.2,modelled
N00001761,,503,50.7,42.1,7.2,60.5,modelled
N00001762,,275,6.5,74.9,18.6,30.8,modelled
N00001763,,1425,34.0,55.8,10.2,48.8,modelled
N00001764,,234,4.3,88.0,7.7,25.5,modelled
N00001765,,990,24.1,65.4,10.5,41.4,modelled
N00001766,,256,5.5,82.4,12.1,27.8,modelled
N00001767,,299,46.8,44.5,8.7,58.0,modelled
N00001768,,296,55.7,36.8,7.5,64.3,modelled
N00001769,,374,44.4,43.0,12.6,57.5,modelled
N00001770,,333,58.0,34.5,7.5,66.1,modelled
N00001771,,437,49.2,42.8,8.0,59.6,modelled
N00001772,,278,35.3,54.3,10.4,49.9,modelled
N00001773,,278,28.4,60.1,11.5,45.0,modelled
N00001774,,281,44.8,43.8,11.4,57.4,modelled
N00001775,,301,49.5,41.2,9.3,60.2,modelled
N00001776,,294,48.6,38.8,12.6,60.7,modelled
N00001777,,352,45.5,45.7,8.8,57.0,modelled
N00001778,,307,2.9,85.7,11.4,21.6,modelled
N00001779,,293,5.1,86.3,8.6,22.4,modelled
N00001780,,621,5.3,81.3,13.4,24.1,modelled
N00001781,,429,4.7,86.9,8.4,22.0,modelled
N00001782,,354,2.8,89.3,7.9,20.4,modelled
N00001783,,348,7.8,87.1,5.1,23.3,modelled
N00001784,,257,4.3,81.3,14.4,23.7,modelled
N00001785,,348,1.4,86.8,11.8,20.6,modelled
N00001786,,319,4.7,88.1,7.2,21.6,modelled
N00001787,,281,0.7,87.5,11.8,20.1,modelled
N00001788,,335,4.8,79.1,16.1,24.6,modelled
N00001789,,425,7.8,79.1,13.1,25.9,modelled
N00001790,,359,50.4,42.6,7.0,60.2,modelled
N00001791,,474,69.0,26.4,4.6,73.4,modelled
N00001792,,345,67.5,24.6,7.9,73.4,modelled
N00001793,,456,64.7,32.2,3.1,69.7,modelled
N00001794,,915,25.5,66.4,8.1,41.7,modelled
N00001795,,320,49.4,39.1,11.5,60.9,modelled
N00001796,,336,44.9,47.0,8.1,56.4,modelled
N00001797,,341,45.2,44.9,9.9,57.2,modelled
N00001798,,423,53.2,34.0,12.8,64.2,modelled
N00001799,,314,23.2,70.7,6.1,39.3,modelled
N00001800,,343,43.4,48.7,7.9,55.2,modelled
N00001801,,439,58.8,32.6,8.6,67.1,modelled
N00001802,,331,64.7,27.2,8.1,71.4,modelled
N00001803,,302,34.8,57.3,7.9,48.6,modelled
N00001804,,353,44.5,48.2,7.3,55.8,modelled
N00001805,,893,51.3,38.4,10.3,61.9,modelled
N00001806,,324,7.1,77.2,15.7,26.3,modelled
N00001807,,249,28.1,53.4,18.5,43.1,modelled
N00001808,,249,6.8,81.9,11.3,24.6,modelled
N00001809,,255,3.9,82.7,13.4,23.1,modelled
N00001810,,231,5.2,82.3,12.5,23.8,modelled
N00001811,,249,3.2,85.5,11.3,21.8,modelled
N00001812,,340,6.2,82.9,10.9,24.0,modelled
N00001813,,193,8.3,86.0,5.7,23.8,modelled
N00001814,,644,12.0,78.4,9.6,27.9,modelled
N00001815,,347,10.4,75.5,14.1,28.2,modelled
N00001816,,486,7.8,84.8,7.4,24.0,modelled
N00001817,,287,10.8,77.4,11.8,27.8,modelled
N00001818,,274,11.3,80.7,8.0,26.9,modelled
N00001819,,379,12.9,71.5,15.6,30.6,modelled
N00001820,,314,10.2,85.4,4.4,24.8,modelled
N00001821,,618,17.0,69.9,13.1,32.9,modelled
N00001822,,270,7.8,78.5,13.7,26.1,modelled
N00001823,,383,9.4,80.9,9.7,26.0,modelled
N00001824,,365,5.5,85.2,9.3,22.9,modelled
N00001825,,240,5.4,82.5,12.1,23.8,modelled
N00001826,,344,2.6,87.2,10.2,21.0,modelled
N00001827,,334,6.9,82.0,11.1,24.6,modelled
N00001828,,257,9.3,79.8,10.9,26.3,modelled
N00001829,,238,4.2,79.4,16.4,24.3,modelled
N00001830,,393,3.3,82.2,14.5,23.0,modelled
N00001831,,337,3.9,86.9,9.2,21.7,modelled
N00001832,,251,2.0,88.8,9.2,20.2,modelled
N00001833,,327,4.0,85.3,10.7,22.2,modelled
N00001834,,235,0.4,86.0,13.6,20.5,modelled
N00001835,,295,1.7,83.4,14.9,21.9,modelled
N00001836,,284,7.7,81.0,11.3,25.2,modelled
N00001837,,236,5.5,85.6,8.9,22.8,modelled
N00001838,,234,1.3,86.3,12.4,20.8,modelled
N00001839,,396,50.5,43.2,6.3,60.0,modelled
N00001840,,374,51.3,43.0,5.7,60.4,modelled
N00001841,,345,54.2,31.3,14.5,65.5,modelled
N00001842,,258,43.0,50.0,7.0,54.6,modelled
N00001843,,326,47.9,44.2,7.9,58.6,modelled
N00001844,,297,43.8,47.8,8.4,55.6,modelled
N00001845,,292,42.8,46.9,10.3,55.5,modelled
N00001846,,279,36.6,55.2,8.2,50.1,modelled
N00001847,,287,7.3,87.8,4.9,22.8,modelled
N00001848,,298,6.7,84.6,8.7,23.6,modelled
N00001849,,303,8.6,82.8,8.6,25.0,modelled
N00001850,,636,7.9,79.1,13.0,26.0,modelled
N00001851,,295,9.2,80.3,10.5,26.1,modelled
N00001852,,349,11.5,82.5,6.0,26.4,modelled
N00001853,,344,14.2,74.7,11.1,30.1,modelled
N00001854,,232,0.9,87.9,11.2,20.1,modelled
N00001855,,292,8.9,79.1,12.0,26.4,modelled
N00001856,,272,12.1,78.3,9.6,28.0,modelled
N00001857,,268,8.6,78.4,13.0,26.5,modelled
N00001858,,232,3.4,86.6,10.0,21.6,modelled
N00001859,,266,1.9,84.2,13.9,21.7,modelled
N00001860,,210,1.0,88.1,10.9,20.0,modelled
N00001861,,271,4.1,78.6,17.3,24.5,modelled
N00001862,,387,12.1,74.4,13.5,29.3,modelled
N00001863,,272,9.2,78.7,12.1,26.6,modelled
N00001864,,364,42.3,50.5,7.2,54.1,modelled
N00001865,,541,43.4,51.0,5.6,54.4,modelled
N00001866,,252,13.1,76.6,10.3,33.0,modelled
N00001867,,359,23.7,64.9,11.4,41.4,modelled
N00001868,,372,6.7,87.9,5.4,26.5,modelled
N00001869,,350,17.1,76.3,6.6,34.8,modelled
N00001870,,323,43.3,48.3,8.4,55.2,modelled
N00001871,,355,48.5,37.7,13.8,61.0,modelled
N00001872,,256,53.9,27.7,18.4,66.6,modelled
N00001873,,806,56.3,32.3,11.4,66.1,modelled
N00001874,,376,48.7,43.9,7.4,59.0,modelled
N00001875,,291,41.9,51.2,6.9,53.7,modelled
N00001876,,332,50.0,42.8,7.2,59.9,modelled
N00001877,,282,39.4,57.1,3.5,50.7,modelled
N00001878,,307,30.9,61.6,7.5,45.6,modelled
N00001879,,352,38.6,47.2,14.2,53.6,modelled
N00001880,,313,4.5,85.9,9.6,22.3,modelled
N00001881,,979,5.5,86.6,7.9,22.4,modelled
N00001882,,281,10.0,81.9,8.1,25.9,modelled
N00001883,,292,2.1,84.2,13.7,21.8,modelled
N00001884,,261,4.2,88.5,7.3,21.3,modelled
N00001885,,229,2.6,88.6,8.8,20.6,modelled
N00001886,,232,3.0,85.3,11.7,21.8,modelled
N00001887,,289,4.8,83.4,11.8,23.2,modelled
N00001888,,287,4.2,83.3,12.5,23.0,modelled
N00001889,,231,0.0,86.6,13.4,20.1,modelled
N00001890,,555,6.8,80.0,13.2,25.2,modelled
N00001891,,390,6.7,83.1,10.2,24.1,modelled
N00001892,,280,5.7,87.9,6.4,22.1,modelled
N00001893,,270,5.9,84.8,9.3,27.2,modelled
N00001894,,320,5.6,85.6,8.8,26.8,modelled
N00001895,,342,6.4,86.5,7.1,26.9,modelled
N00001896,,546,13.4,78.4,8.2,32.5,modelled
N00001897,,283,6.0,88.7,5.3,26.0,modelled
N00001898,,279,6.8,81.7,11.5,28.6,modelled
N00001899,,186,5.9,76.3,17.8,30.1,modelled
N00001900,,346,17.1,76.0,6.9,27.9,modelled
N00001901,,377,6.1,88.3,5.6,19.1,modelled
N00001902,,411,7.5,84.4,8.1,21.0,modelled
N00001903,,427,55.7,40.3,4.0,56.2,modelled
N00001904,,265,18.1,74.3,7.6,28.9,modelled
N00001905,,267,3.7,88.8,7.5,17.9,modelled
N00001906,,308,4.5,89.6,5.9,18.0,modelled
N00001907,,331,4.5,87.6,7.9,18.7,modelled
N00001908,,321,2.5,89.7,7.8,17.1,modelled
N00001909,,331,2.1,87.9,10.0,17.6,modelled
N00001910,,386,1.3,93.8,4.9,15.3,modelled
N00001911,,290,19.0,71.0,10.0,37.4,modelled
N00001912,,428,40.4,47.0,12.6,54.5,modelled
N00001913,,280,32.5,57.5,10.0,47.6,modelled
N00001914,,303,42.6,48.2,9.2,55.0,modelled
N00001915,,651,49.2,41.0,9.8,60.2,modelled
N00001916,,267,34.5,53.6,11.9,49.7,modelled
N00001917,,312,37.8,49.7,12.5,52.4,modelled
N00001918,,249,47.8,42.2,10.0,59.2,modelled
N00001919,,324,7.4,84.3,8.3,24.0,modelled
N00001920,,327,1.8,87.5,10.7,20.6,modelled
N00001921,,272,1.1,91.9,7.0,18.8,modelled
N00001922,,300,4.7,88.3,7.0,21.5,modelled
N00001923,,236,5.1,82.6,12.3,23.6,modelled
N00001924,,367,6.5,80.9,12.6,24.8,modelled
N00001925,,273,1.5,89.7,8.8,19.7,modelled
N00001926,,320,0.0,82.5,17.5,21.5,modelled
N00001927,,225,4.9,84.4,10.7,22.9,modelled
N00001928,,232,6.9,80.2,12.9,25.2,modelled
N00001929,,440,13.6,79.1,7.3,28.4,modelled
N00001930,,249,3.2,87.6,9.2,21.1,modelled
N00001931,,267,3.4,83.9,12.7,22.5,modelled
N00001932,,278,3.6,89.9,6.5,20.5,modelled
N00001933,,292,7.2,83.2,9.6,24.3,modelled
N00001934,,265,3.0,84.9,12.1,22.0,modelled
N00001935,,350,36.0,51.1,12.9,51.2,modelled
N00001936,,304,64.8,30.9,4.3,70.2,modelled
N00001937,,304,64.5,26.0,9.5,71.7,modelled
N00001938,,311,3.2,79.1,17.7,28.0,modelled
N00001939,,278,23.0,63.3,13.7,41.6,modelled
N00001940,,359,66.9,25.1,8.0,73.0,modelled
N00001941,,284,55.3,37.3,7.4,64.0,modelled
N00001942,,451,10.6,80.7,8.7,22.3,modelled
N00001943,,429,40.1,56.2,3.7,43.0,modelled
N00001944,,365,12.1,84.1,3.8,21.8,modelled
N00001945,,440,31.8,66.8,1.4,35.9,modelled
N00001946,,352,36.9,60.8,2.3,40.1,modelled
N00001947,,462,11.7,80.5,7.8,22.9,modelled
N00001948,,216,30.1,60.6,9.3,37.3,modelled
N00001949,,685,33.0,60.6,6.4,38.5,modelled
N00001950,,230,31.7,63.0,5.3,37.2,modelled
N00001951,,238,32.8,58.0,9.2,39.3,modelled
N00001952,,266,39.5,53.0,7.5,43.8,modelled
N00001953,,200,25.0,64.5,10.5,33.8,modelled
N00001954,,254,25.2,70.1,4.7,32.0,modelled
N00001955,,285,25.3,61.1,13.6,35.1,modelled
N00001956,,207,9.2,76.8,14.0,23.0,modelled
N00001957,,294,10.5,81.3,8.2,22.1,modelled
N00001958,,326,11.7,80.1,8.2,23.0,modelled
N00001959,,261,9.2,80.1,10.7,21.9,modelled
N00001960,,318,10.7,73.9,15.4,24.6,modelled
N00001961,,419,16.9,74.0,9.1,27.2,modelled
N00001962,,209,24.9,66.0,9.1,33.3,modelled
N00001963,,167,11.4,77.2,11.4,23.8,modelled
N00001964,,269,12.6,77.3,10.1,24.3,modelled
N00001965,,304,13.2,79.9,6.9,23.7,modelled
N00001966,,434,12.0,84.6,3.4,21.6,modelled
N00001967,,468,26.5,67.7,5.8,33.4,modelled
N00001968,,340,14.7,80.6,4.7,24.1,modelled
N00001969,,531,16.9,77.2,5.9,26.2,modelled
N00001970,,293,24.2,72.0,3.8,31.0,modelled
N00001971,,410,12.9,81.5,5.6,23.0,modelled
N00001972,,331,13.6,79.2,7.2,24.1,modelled
N00001973,,321,33.3,58.6,8.1,39.3,modelled
N00001974,,179,27.9,54.7,17.4,38.3,modelled
N00001975,,364,32.4,58.0,9.6,39.1,modelled
N00001976,,427,27.9,67.2,4.9,34.2,modelled
N00001977,,251,28.3,61.8,9.9,36.1,modelled
N00001978,,293,18.4,77.1,4.5,26.8,modelled
N00001979,,274,36.1,58.0,5.9,40.7,modelled
N00001980,,328,59.1,36.0,4.9,57.8,modelled
N00001981,,245,27.8,61.6,10.6,36.0,modelled
N00001982,,769,36.2,58.5,5.3,40.6,modelled
N00001983,,267,40.4,50.9,8.7,44.9,modelled
N00001984,,348,42.0,50.0,8.0,45.9,modelled
N00001985,,241,44.8,46.9,8.3,48.1,modelled
N00001986,,456,25.9,68.9,5.2,32.7,modelled
N00001987,,400,21.5,71.8,6.7,29.9,modelled
N00001988,,344,26.5,66.6,6.9,33.8,modelled
N00001989,,368,16.3,74.5,9.2,26.8,modelled
N00001990,,261,22.2,70.5,7.3,30.6,modelled
N00001991,,320,17.2,75.0,7.8,27.0,modelled
N00001992,,267,23.2,67.0,9.8,32.2,modelled
N00001993,,249,22.1,74.7,3.2,29.2,modelled
N00001994,,355,17.2,74.6,8.2,27.2,modelled
N00001995,,335,8.7,83.0,8.3,20.8,modelled
N00001996,,319,11.3,85.0,3.7,21.2,modelled
N00001997,,368,13.9,81.8,4.3,23.4,modelled
N00001998,,262,32.4,59.9,7.7,38.5,modelled
N00001999,,1298,34.4,56.9,8.7,40.4,modelled
N00002000,,339,25.1,65.8,9.1,33.4,modelled
N00002001,,376,4.5,90.7,4.8,16.4,modelled
N00002002,,300,6.7,90.7,2.6,17.3,modelled
N00002003,,291,4.5,89.7,5.8,16.7,modelled
N00002004,,370,6.2,88.4,5.4,17.9,modelled
N00002005,,186,8.6,87.6,3.8,19.2,modelled
N00002006,,245,8.2,84.9,6.9,19.9,modelled
N00002007,,222,5.4,91.4,3.2,16.6,modelled
N00002008,,630,22.5,72.1,5.4,30.2,modelled
N00002009,,303,28.7,67.7,3.6,34.3,modelled
N00002010,,478,47.5,50.0,2.5,48.2,modelled
N00002011,,564,63.7,34.4,1.9,60.3,modelled
N00002012,,501,90.2,9.2,0.6,79.9,modelled
N00002013,,319,17.2,80.6,2.2,25.2,modelled
N00002014,,974,22.7,69.3,8.0,31.3,modelled
N00002015,,292,23.6,70.2,6.2,31.3,modelled
N00002016,,252,23.0,68.3,8.7,31.7,modelled
N00002017,,303,13.2,82.8,4.0,22.7,modelled
N00002018,,1387,23.4,67.7,8.9,32.1,modelled
N00002019,,253,21.7,72.7,5.6,29.7,modelled
N00002020,,309,22.7,73.1,4.2,30.0,modelled
N00002021,,465,35.9,59.8,4.3,40.0,modelled
N00002022,,378,71.2,25.4,3.4,66.5,modelled
N00002023,,471,75.6,22.9,1.5,69.2,modelled
N00002024,,494,71.9,23.9,4.2,67.3,modelled
N00002025,,227,71.8,24.7,3.5,66.9,modelled
N00002026,,437,78.0,20.4,1.6,71.0,modelled
N00002027,,252,70.2,26.2,3.6,65.8,modelled
N00002028,,1232,19.0,72.2,8.8,28.7,modelled
N00002029,,582,21.5,70.1,8.4,30.5,modelled
N00002030,,330,2.4,90.6,7.0,15.5,modelled
N00002031,,350,19.4,71.1,9.5,29.3,modelled
N00002032,,499,19.8,73.7,6.5,28.6,modelled
N00002033,,249,22.9,73.5,3.6,29.9,modelled
N00002034,,312,11.5,83.3,5.2,21.8,modelled
N00002035,,341,24.0,68.0,8.0,32.2,modelled
N00002036,,354,23.7,71.5,4.8,30.9,modelled
N00002037,,574,13.9,81.5,4.6,23.5,modelled
N00002038,,394,7.1,86.8,6.1,18.8,modelled
N00002039,,306,4.6,93.1,2.3,15.6,modelled
N00002040,,342,8.5,86.0,5.5,19.7,modelled
N00002041,,355,5.9,89.6,4.5,17.4,modelled
N00002042,,269,33.5,62.8,3.7,38.0,modelled
N00002043,,350,37.7,48.6,13.7,44.5,modelled
N00002044,,555,35.5,57.7,6.8,40.6,modelled
N00002045,,436,29.6,63.1,7.3,36.2,modelled
N00002046,,269,15.6,81.8,2.6,24.1,modelled
N00002047,,222,38.3,56.3,5.4,42.2,modelled
N00002048,,202,27.7,60.9,11.4,36.2,modelled
N00002049,,218,29.8,65.1,5.1,35.7,modelled
N00002050,,189,29.1,64.0,6.9,35.7,modelled
N00002051,,495,39.8,51.1,9.1,44.6,modelled
N00002052,,241,28.6,51.9,19.5,39.6,modelled
N00002053,,232,23.7,67.7,8.6,32.2,modelled
N00002054,,446,20.0,74.0,6.0,28.5,modelled
N00002055,,494,86.2,12.8,1.0,77.0,modelled
N00002056,,470,3.6,90.0,6.4,16.3,modelled
N00002057,,415,44.6,51.3,4.1,46.5,modelled
N00002058,,630,80.2,16.7,3.1,73.2,modelled
N00002059,,257,35.0,61.1,3.9,39.2,modelled
N00002060,,879,27.9,61.1,11.0,36.2,modelled
N00002061,,670,26.0,64.2,9.8,34.4,modelled
N00002062,,226,24.8,70.4,4.8,31.8,modelled
N00002063,,352,31.8,62.5,5.7,37.4,modelled
N00002064,,704,42.3,50.7,7.0,45.8,modelled
N00002065,,270,41.1,54.8,4.1,43.9,modelled
N00002066,,364,27.5,65.9,6.6,34.4,modelled
N00002067,,1004,43.4,50.7,5.9,46.2,modelled
N00002068,,248,51.2,46.0,2.8,51.1,modelled
N00002069,,435,15.9,76.1,8.0,26.1,modelled
N00002070,,1134,19.0,73.0,8.0,28.5,modelled
N00002071,,320,21.2,73.8,5.0,29.1,modelled
N00002072,,284,17.3,76.8,5.9,26.5,modelled
N00002073,,262,38.2,60.3,1.5,40.8,modelled
N00002074,,840,25.1,69.9,5.0,32.1,modelled
N00002075,,362,19.3,76.0,4.7,27.6,modelled
N00002076,,226,26.5,66.8,6.7,33.7,modelled
N00002077,,229,18.3,79.5,2.2,26.0,modelled
N00002078,,266,12.0,77.1,10.9,24.1,modelled
N00002079,,654,26.1,66.4,7.5,33.7,modelled
N00002080,,321,15.3,80.1,4.6,24.5,modelled
N00002081,,282,26.2,67.4,6.4,33.4,modelled
N00002082,,1350,27.4,60.4,12.2,36.2,modelled
N00002083,,323,22.9,70.0,7.1,31.1,modelled
N00002084,,438,23.1,63.5,13.4,33.4,modelled
N00002085,,603,18.7,72.0,9.3,28.7,modelled
N00002086,,482,22.4,70.3,7.3,30.8,modelled
N00002087,,238,42.4,51.7,5.9,45.5,modelled
N00002088,,336,39.0,49.7,11.3,44.7,modelled
N00002089,,374,16.3,79.9,3.8,25.0,modelled
N00002090,,484,94.4,5.0,0.6,82.1,modelled
N00002091,,980,95.7,3.7,0.6,83.1,modelled
N00002092,,517,95.7,4.3,0,82.9,modelled
N00002093,,597,93.6,6.0,0.4,81.5,modelled
N00002094,,695,22.6,71.9,5.5,29.4,modelled
N00002095,,485,72.0,26.8,1.2,65.4,modelled
N00002096,,454,18.5,74.9,6.6,26.6,modelled
N00002097,,395,30.1,65.6,4.3,34.7,modelled
N00002098,,397,88.4,10.8,0.8,77.7,modelled
N00002099,,454,94.1,5.5,0.4,81.8,modelled
N00002100,,505,93.3,4.4,2.3,81.9,modelled
N00002101,,551,89.3,10.3,0.4,78.2,modelled
N00002102,,450,94.9,5.1,0,82.3,modelled
N00002103,,804,75.2,19.5,5.3,69.2,modelled
N00002104,,280,75.4,19.3,5.3,69.3,modelled
N00002105,,417,71.5,21.8,6.7,66.8,modelled
N00002106,,327,64.8,31.5,3.7,60.7,modelled
N00002107,,538,79.4,13.0,7.6,73.1,modelled
N00002108,,421,92.9,4.0,3.1,81.8,modelled
N00002109,,524,94.3,5.2,0.5,82.0,modelled
N00002110,,530,95.7,3.8,0.5,83.1,modelled
N00002111,,563,82.9,15.3,1.8,73.8,modelled
N00002112,,468,89.5,9.2,1.3,78.7,modelled
N00002113,,531,63.3,34.8,1.9,59.0,modelled
N00002114,,366,45.4,51.6,3.0,45.8,modelled
N00002115,,249,51.4,45.0,3.6,50.6,modelled
N00002116,,263,14.1,77.2,8.7,24.0,modelled
N00002117,,323,63.2,33.1,3.7,59.5,modelled
N00002118,,406,61.6,34.5,3.9,58.4,modelled
N00002119,,278,86.3,10.4,3.3,76.9,modelled
N00002120,,261,19.9,78.5,1.6,26.0,modelled
N00002121,,454,44.7,53.1,2.2,45.0,modelled
N00002122,,523,59.5,39.0,1.5,56.0,modelled
N00002123,,461,40.6,58.4,1.0,41.5,modelled
N00002124,,346,35.3,63.3,1.4,37.6,modelled
