DZ21,con,catholic_bg_pct,soft,unity,lo90,hi90,band90_width,p_below50,maj_uncert
N20003222,SOUTH DOWN,87.2,0.892,70.6,59.8,81.3,21.5,0.001,0.001
N20003223,SOUTH DOWN,90.9,0.923,72.7,61.6,83.8,22.2,0.0,0.0
N20003224,SOUTH DOWN,94.6,0.954,74.8,63.3,86.2,22.9,0.0,0.0
N20003225,SOUTH DOWN,94.9,0.957,74.9,63.5,86.4,22.9,0.0,0.0
N20003228,SOUTH DOWN,87.3,0.893,70.6,59.9,81.4,21.5,0.001,0.001
N20003229,SOUTH DOWN,85.3,0.876,69.5,58.9,80.1,21.2,0.001,0.001
N20003231,SOUTH DOWN,94.3,0.952,74.6,63.2,86.0,22.8,0.0,0.0
N20003232,SOUTH DOWN,90.1,0.916,72.2,61.2,83.2,22.0,0.0,0.0
N20003233,SOUTH DOWN,91.1,0.925,72.8,61.7,83.9,22.2,0.0,0.0
N20003237,SOUTH DOWN,89.0,0.907,71.6,60.7,82.5,21.8,0.001,0.001
N20003238,SOUTH DOWN,83.8,0.863,68.7,58.2,79.1,20.9,0.002,0.002
N20003239,SOUTH DOWN,90.2,0.917,72.3,61.3,83.3,22.0,0.0,0.0
N20003241,SOUTH DOWN,82.2,0.85,67.8,57.5,78.0,20.5,0.002,0.002
N20003242,SOUTH DOWN,77.4,0.809,65.0,55.2,74.9,19.7,0.006,0.006
N20003243,SOUTH DOWN,89.1,0.908,71.7,60.7,82.6,21.9,0.001,0.001
N20003244,SOUTH DOWN,91.7,0.93,73.1,62.0,84.3,22.3,0.0,0.0
N20003247,SOUTH DOWN,85.8,0.88,69.8,59.2,80.4,21.2,0.001,0.001
N20003248,SOUTH DOWN,84.0,0.865,68.8,58.3,79.2,20.9,0.002,0.002
N20003249,SOUTH DOWN,82.3,0.85,67.8,57.5,78.1,20.6,0.002,0.002
N20003250,SOUTH DOWN,87.4,0.894,70.7,59.9,81.5,21.6,0.001,0.001
N20003252,SOUTH DOWN,88.6,0.904,71.4,60.5,82.3,21.8,0.001,0.001
N20003253,SOUTH DOWN,81.7,0.845,67.5,57.2,77.7,20.5,0.003,0.003
N20003254,SOUTH DOWN,86.1,0.883,70.0,59.3,80.6,21.3,0.001,0.001
N20003255,SOUTH DOWN,73.9,0.779,63.1,53.5,72.6,19.1,0.012,0.012
N20003256,SOUTH DOWN,77.7,0.812,65.2,55.3,75.1,19.8,0.006,0.006
N20003257,SOUTH DOWN,73.5,0.776,62.8,53.3,72.3,19.0,0.013,0.013
N20003260,SOUTH DOWN,93.9,0.948,74.4,63.0,85.7,22.7,0.0,0.0
N20003261,SOUTH DOWN,66.3,0.715,58.8,49.9,67.6,17.7,0.052,0.052
N20003262,SOUTH DOWN,72.6,0.768,62.3,52.9,71.7,18.8,0.016,0.016
N20003263,SOUTH DOWN,76.8,0.804,64.7,54.9,74.5,19.6,0.007,0.007
N20003264,SOUTH DOWN,71.8,0.762,61.9,52.5,71.2,18.7,0.019,0.019
N20003265,SOUTH DOWN,80.7,0.837,66.9,56.8,77.1,20.3,0.003,0.003
N20003267,SOUTH DOWN,80.8,0.838,67.0,56.8,77.1,20.3,0.003,0.003
N20003268,SOUTH DOWN,64.2,0.697,57.6,48.9,66.2,17.3,0.076,0.076
N20003269,SOUTH DOWN,81.8,0.846,67.5,57.3,77.8,20.5,0.003,0.003
N20003271,SOUTH DOWN,67.6,0.726,59.5,50.5,68.5,18.0,0.041,0.041
N20003272,SOUTH DOWN,69.5,0.742,60.6,51.4,69.7,18.3,0.029,0.029
N20003273,SOUTH DOWN,67.3,0.724,59.3,50.4,68.3,17.9,0.043,0.043
N20003274,SOUTH DOWN,70.5,0.751,61.1,51.9,70.4,18.5,0.024,0.024
N20003275,SOUTH DOWN,61.9,0.678,56.3,47.8,64.7,16.9,0.112,0.112
N20003276,SOUTH DOWN,85.8,0.88,69.8,59.2,80.4,21.2,0.001,0.001
N20003279,SOUTH DOWN,66.9,0.72,59.1,50.2,68.0,17.8,0.047,0.047
N20003281,SOUTH DOWN,60.2,0.664,55.3,47.0,63.6,16.6,0.147,0.147
N20003282,SOUTH DOWN,64.6,0.701,57.8,49.1,66.5,17.4,0.071,0.071
N20003283,SOUTH DOWN,72.8,0.77,62.4,53.0,71.9,18.9,0.015,0.015
N20003285,SOUTH DOWN,25.7,0.372,35.8,30.4,41.2,10.8,1.0,0.0
N20003287,SOUTH DOWN,4.3,0.191,23.7,19.7,27.6,7.9,1.0,0.0
N20003288,SOUTH DOWN,36.8,0.466,42.1,35.8,48.3,12.5,0.981,0.019
N20003289,SOUTH DOWN,56.7,0.634,53.3,45.3,61.3,16.0,0.247,0.247
N20003290,SOUTH DOWN,63.2,0.689,57.0,48.4,65.6,17.2,0.09,0.09
N20003292,SOUTH DOWN,23.9,0.357,34.8,29.5,40.0,10.5,1.0,0.0
N20003293,SOUTH DOWN,41.8,0.508,44.9,38.2,51.6,13.4,0.895,0.105
N20003294,SOUTH DOWN,59.8,0.66,55.1,46.8,63.3,16.5,0.157,0.157
N20003295,SOUTH DOWN,80.8,0.838,67.0,56.8,77.1,20.3,0.003,0.003
N20003296,SOUTH DOWN,57.1,0.637,53.5,45.5,61.6,16.1,0.234,0.234
N20003297,SOUTH DOWN,40.1,0.494,43.9,37.4,50.5,13.1,0.936,0.064
N20003298,SOUTH DOWN,9.2,0.233,26.4,22.2,30.7,8.5,1.0,0.0
N20003299,SOUTH DOWN,76.9,0.805,64.8,55.0,74.6,19.6,0.007,0.007
N20003300,SOUTH DOWN,13.5,0.269,28.9,24.4,33.4,9.0,1.0,0.0
N20003301,SOUTH DOWN,27.0,0.383,36.5,31.0,42.0,11.0,1.0,0.0
N20003302,SOUTH DOWN,88.4,0.902,71.3,60.4,82.1,21.7,0.001,0.001
N20003303,SOUTH DOWN,46.9,0.551,47.8,40.6,54.9,14.3,0.696,0.304
N20003304,SOUTH DOWN,57.2,0.638,53.6,45.6,61.6,16.0,0.231,0.231
N20003305,SOUTH DOWN,18.5,0.311,31.7,26.9,36.6,9.7,1.0,0.0
N20003306,SOUTH DOWN,13.8,0.272,29.0,24.5,33.6,9.1,1.0,0.0
N20003307,SOUTH DOWN,14.8,0.28,29.6,25.0,34.2,9.2,1.0,0.0
N20003308,SOUTH DOWN,44.6,0.532,46.5,39.5,53.4,13.9,0.798,0.202
N20003311,SOUTH DOWN,34.4,0.446,40.7,34.6,46.8,12.2,0.994,0.006
N20003312,SOUTH DOWN,12.2,0.258,28.1,23.7,32.6,8.9,1.0,0.0
N20003313,SOUTH DOWN,63.4,0.691,57.1,48.5,65.7,17.2,0.087,0.087
N20003314,SOUTH DOWN,14.2,0.275,29.3,24.7,33.8,9.1,1.0,0.0
N20003315,SOUTH DOWN,87.0,0.89,70.5,59.7,81.2,21.5,0.001,0.001
N20003316,SOUTH DOWN,9.9,0.239,26.8,22.6,31.1,8.5,1.0,0.0
N20003317,SOUTH DOWN,57.4,0.64,53.7,45.7,61.8,16.1,0.224,0.224
N20003319,SOUTH DOWN,83.0,0.856,68.2,57.8,78.6,20.8,0.002,0.002
N20003320,SOUTH DOWN,49.6,0.574,49.3,41.9,56.7,14.8,0.562,0.438
N20003323,SOUTH DOWN,54.2,0.613,51.9,44.1,59.7,15.6,0.344,0.344
N20003324,SOUTH DOWN,72.6,0.768,62.3,52.9,71.7,18.8,0.016,0.016
N20003325,SOUTH DOWN,73.4,0.775,62.8,53.3,72.3,19.0,0.014,0.014
N20003326,SOUTH DOWN,67.8,0.728,59.6,50.6,68.6,18.0,0.04,0.04
N20003327,SOUTH DOWN,73.9,0.779,63.1,53.5,72.6,19.1,0.012,0.012
N20003328,SOUTH DOWN,67.7,0.727,59.5,50.6,68.5,17.9,0.04,0.04
N20003330,SOUTH DOWN,44.0,0.527,46.1,39.3,53.0,13.7,0.822,0.178
N20003332,SOUTH DOWN,85.1,0.874,69.4,58.8,80.0,21.2,0.001,0.001
N20003334,SOUTH DOWN,75.1,0.79,63.7,54.1,73.4,19.3,0.01,0.01
N20003336,SOUTH DOWN,90.6,0.921,72.5,61.4,83.6,22.2,0.0,0.0
N20003338,SOUTH DOWN,60.1,0.663,55.2,47.0,63.5,16.5,0.15,0.15
N20003340,SOUTH DOWN,50.0,0.577,49.5,42.1,56.9,14.8,0.541,0.459
N20003341,SOUTH DOWN,78.7,0.82,65.8,55.8,75.7,19.9,0.005,0.005
N20003342,SOUTH DOWN,92.9,0.94,73.8,62.5,85.1,22.6,0.0,0.0
N20003343,SOUTH DOWN,75.2,0.79,63.8,54.1,73.4,19.3,0.01,0.01
N20003344,SOUTH DOWN,93.0,0.941,73.9,62.6,85.2,22.6,0.0,0.0
N20003345,SOUTH DOWN,95.0,0.958,75.0,63.5,86.5,23.0,0.0,0.0
N20003347,STRANGFORD,14.6,0.278,29.5,24.9,34.1,9.2,1.0,0.0
N20003349,STRANGFORD,34.2,0.444,40.6,34.5,46.6,12.1,0.995,0.005
N20003351,STRANGFORD,19.9,0.323,32.5,27.5,37.4,9.9,1.0,0.0
N20003352,STRANGFORD,41.0,0.501,44.4,37.8,51.1,13.3,0.916,0.084
N20003353,STRANGFORD,23.9,0.357,34.8,29.5,40.0,10.5,1.0,0.0
N20003354,STRANGFORD,23.1,0.35,34.3,29.1,39.5,10.4,1.0,0.0
N20003355,STRANGFORD,34.2,0.444,40.6,34.5,46.6,12.1,0.995,0.005
N20003357,STRANGFORD,60.2,0.664,55.3,47.0,63.6,16.6,0.147,0.147
N20003358,STRANGFORD,9.8,0.238,26.8,22.5,31.0,8.5,1.0,0.0
N20003360,STRANGFORD,21.8,0.339,33.6,28.5,38.7,10.2,1.0,0.0
N20003361,STRANGFORD,27.1,0.384,36.6,31.1,42.1,11.0,1.0,0.0
N20003362,STRANGFORD,16.2,0.292,30.4,25.7,35.1,9.4,1.0,0.0
N20003363,STRANGFORD,12.1,0.257,28.1,23.7,32.5,8.8,1.0,0.0
N20003364,STRANGFORD,55.7,0.626,52.8,44.9,60.7,15.8,0.283,0.283
N20003365,STRANGFORD,36.5,0.463,41.9,35.6,48.1,12.5,0.983,0.017
N20003366,STRANGFORD,10.9,0.247,27.4,23.1,31.7,8.6,1.0,0.0
N20003369,STRANGFORD,4.8,0.195,23.9,20.0,27.9,7.9,1.0,0.0
N20003370,STRANGFORD,12.5,0.26,28.3,23.9,32.7,8.8,1.0,0.0
N20003371,SOUTH DOWN,21.0,0.332,33.1,28.1,38.1,10.0,1.0,0.0
N20003372,STRANGFORD,31.1,0.418,38.8,33.0,44.6,11.6,0.999,0.001
N20003373,STRANGFORD,38.5,0.48,43.0,36.6,49.4,12.8,0.963,0.037
N20003374,STRANGFORD,28.7,0.397,37.5,31.9,43.1,11.2,1.0,0.0
N20003375,STRANGFORD,29.8,0.407,38.1,32.4,43.8,11.4,1.0,0.0
N20003378,STRANGFORD,34.3,0.445,40.6,34.6,46.7,12.1,0.994,0.006
N20003379,STRANGFORD,59.5,0.658,54.9,46.7,63.1,16.4,0.164,0.164
N20003380,STRANGFORD,70.4,0.75,61.1,51.9,70.3,18.4,0.024,0.024
N20003381,STRANGFORD,39.8,0.491,43.8,37.2,50.3,13.1,0.942,0.058
N20003382,STRANGFORD,36.0,0.459,41.6,35.4,47.8,12.4,0.987,0.013
N20003383,SOUTH DOWN,54.4,0.615,52.0,44.2,59.8,15.6,0.335,0.335
N20003384,SOUTH DOWN,70.3,0.749,61.0,51.8,70.2,18.4,0.025,0.025
N20003385,STRANGFORD,48.6,0.566,48.7,41.5,56.0,14.5,0.612,0.388
N20003386,STRANGFORD,33.8,0.44,40.4,34.3,46.4,12.1,0.996,0.004
N20003387,STRANGFORD,35.9,0.458,41.5,35.4,47.7,12.3,0.987,0.013
N20003388,SOUTH DOWN,70.5,0.751,61.1,51.9,70.4,18.5,0.024,0.024
N20003389,STRANGFORD,40.4,0.496,44.1,37.5,50.7,13.2,0.93,0.07
N20003390,SOUTH DOWN,71.5,0.759,61.7,52.4,71.0,18.6,0.02,0.02
N20003391,SOUTH DOWN,72.0,0.763,62.0,52.6,71.3,18.7,0.018,0.018
N20003393,SOUTH DOWN,68.2,0.731,59.8,50.8,68.8,18.0,0.037,0.037
N20003394,SOUTH DOWN,86.0,0.882,69.9,59.3,80.5,21.2,0.001,0.001
N20003395,SOUTH DOWN,56.2,0.63,53.0,45.1,61.0,15.9,0.265,0.265
N20003396,SOUTH DOWN,71.7,0.761,61.8,52.5,71.1,18.6,0.019,0.019
N20003397,SOUTH DOWN,61.8,0.677,56.2,47.8,64.6,16.8,0.114,0.114
N20003398,SOUTH DOWN,81.8,0.846,67.5,57.3,77.8,20.5,0.003,0.003
N20003399,SOUTH DOWN,85.8,0.88,69.8,59.2,80.4,21.2,0.001,0.001
N20003400,SOUTH DOWN,86.7,0.888,70.3,59.6,81.0,21.4,0.001,0.001
N20003401,SOUTH DOWN,76.1,0.798,64.3,54.6,74.0,19.4,0.008,0.008
N20003402,SOUTH DOWN,83.7,0.862,68.6,58.2,79.0,20.8,0.002,0.002
N20003403,SOUTH DOWN,75.0,0.789,63.7,54.0,73.3,19.3,0.01,0.01
N20003404,SOUTH DOWN,59.8,0.66,55.1,46.8,63.3,16.5,0.157,0.157
N20003405,SOUTH DOWN,91.2,0.926,72.8,61.7,84.0,22.3,0.0,0.0
N20003406,SOUTH DOWN,75.4,0.792,63.9,54.2,73.6,19.4,0.009,0.009
N20003407,SOUTH DOWN,83.1,0.857,68.3,57.9,78.6,20.7,0.002,0.002
N20003408,SOUTH DOWN,72.4,0.767,62.2,52.8,71.6,18.8,0.017,0.017
N20003409,SOUTH DOWN,88.7,0.905,71.4,60.5,82.3,21.8,0.001,0.001
N20003410,SOUTH DOWN,83.2,0.858,68.3,57.9,78.7,20.8,0.002,0.002
N20003411,SOUTH DOWN,81.7,0.845,67.5,57.2,77.7,20.5,0.003,0.003
N20003412,SOUTH DOWN,89.1,0.908,71.7,60.7,82.6,21.9,0.001,0.001
N20003414,SOUTH DOWN,80.0,0.831,66.5,56.4,76.6,20.2,0.004,0.004
N20003415,SOUTH DOWN,83.8,0.863,68.7,58.2,79.1,20.9,0.002,0.002
N20003417,SOUTH DOWN,88.1,0.899,71.1,60.3,81.9,21.6,0.001,0.001
N20003419,SOUTH DOWN,90.5,0.92,72.5,61.4,83.5,22.1,0.0,0.0
N20003420,SOUTH DOWN,80.4,0.834,66.7,56.6,76.9,20.3,0.003,0.003
N20003421,SOUTH DOWN,94.3,0.952,74.6,63.2,86.0,22.8,0.0,0.0
N20003422,SOUTH DOWN,77.0,0.806,64.8,55.0,74.6,19.6,0.007,0.007
N20003423,SOUTH DOWN,84.7,0.871,69.2,58.7,79.7,21.0,0.001,0.001
N20003424,SOUTH DOWN,69.5,0.742,60.6,51.4,69.7,18.3,0.029,0.029
N20003425,SOUTH DOWN,90.2,0.917,72.3,61.3,83.3,22.0,0.0,0.0
N20003428,SOUTH DOWN,87.6,0.895,70.8,60.0,81.6,21.6,0.001,0.001
N20003429,SOUTH DOWN,72.7,0.769,62.4,53.0,71.8,18.8,0.016,0.016
N20003430,SOUTH DOWN,86.7,0.888,70.3,59.6,81.0,21.4,0.001,0.001
N20003431,SOUTH DOWN,85.0,0.873,69.3,58.8,79.9,21.1,0.001,0.001
N20003432,STRANGFORD,6.8,0.212,25.1,21.0,29.2,8.2,1.0,0.0
N20003433,STRANGFORD,5.2,0.199,24.2,20.2,28.2,8.0,1.0,0.0
N20003434,STRANGFORD,5.4,0.2,24.3,20.3,28.3,8.0,1.0,0.0
N20003435,STRANGFORD,2.8,0.178,22.8,18.9,26.7,7.8,1.0,0.0
N20003436,STRANGFORD,6.9,0.213,25.1,21.0,29.2,8.2,1.0,0.0
N20003437,STRANGFORD,5.7,0.203,24.5,20.4,28.5,8.1,1.0,0.0
N20003438,STRANGFORD,3.4,0.183,23.2,19.3,27.1,7.8,1.0,0.0
N20003439,STRANGFORD,4.8,0.195,23.9,20.0,27.9,7.9,1.0,0.0
N20003440,STRANGFORD,9.0,0.231,26.3,22.1,30.5,8.4,1.0,0.0
N20003441,STRANGFORD,4.9,0.196,24.0,20.0,28.0,8.0,1.0,0.0
N20003442,STRANGFORD,5.1,0.198,24.1,20.1,28.1,8.0,1.0,0.0
N20003443,STRANGFORD,9.1,0.232,26.4,22.2,30.6,8.4,1.0,0.0
N20003444,STRANGFORD,10.3,0.242,27.1,22.8,31.4,8.6,1.0,0.0
N20003445,STRANGFORD,6.8,0.212,25.1,21.0,29.2,8.2,1.0,0.0
N20003446,STRANGFORD,7.2,0.216,25.3,21.2,29.4,8.2,1.0,0.0
N20003447,STRANGFORD,4.6,0.194,23.8,19.9,27.8,7.9,1.0,0.0
N20003448,STRANGFORD,4.9,0.196,24.0,20.0,28.0,8.0,1.0,0.0
N20003449,STRANGFORD,12.6,0.261,28.4,23.9,32.8,8.9,1.0,0.0
N20003450,STRANGFORD,8.7,0.228,26.2,22.0,30.4,8.4,1.0,0.0
N20003451,STRANGFORD,9.2,0.233,26.4,22.2,30.7,8.5,1.0,0.0
N20003452,STRANGFORD,4.7,0.194,23.9,19.9,27.9,8.0,1.0,0.0
N20003453,STRANGFORD,6.5,0.21,24.9,20.8,29.0,8.2,1.0,0.0
N20003454,STRANGFORD,6.8,0.212,25.1,21.0,29.2,8.2,1.0,0.0
N20003455,STRANGFORD,13.1,0.265,28.6,24.2,33.1,8.9,1.0,0.0
N20003456,STRANGFORD,5.9,0.205,24.6,20.5,28.6,8.1,1.0,0.0
N20003457,STRANGFORD,3.9,0.188,23.4,19.5,27.4,7.9,1.0,0.0
N20003458,STRANGFORD,5.2,0.199,24.2,20.2,28.2,8.0,1.0,0.0
N20003459,STRANGFORD,5.2,0.199,24.2,20.2,28.2,8.0,1.0,0.0
N20003460,STRANGFORD,5.6,0.202,24.4,20.4,28.4,8.0,1.0,0.0
N20003461,STRANGFORD,5.4,0.2,24.3,20.3,28.3,8.0,1.0,0.0
N20003462,STRANGFORD,5.8,0.204,24.5,20.5,28.5,8.0,1.0,0.0
N20003463,STRANGFORD,5.8,0.204,24.5,20.5,28.5,8.0,1.0,0.0
N20003464,STRANGFORD,7.4,0.217,25.4,21.3,29.5,8.2,1.0,0.0
N20003465,STRANGFORD,12.4,0.26,28.2,23.8,32.7,8.9,1.0,0.0
N20003466,STRANGFORD,6.1,0.206,24.7,20.6,28.7,8.1,1.0,0.0
N20003467,STRANGFORD,5.8,0.204,24.5,20.5,28.5,8.0,1.0,0.0
N20003468,STRANGFORD,14.5,0.277,29.4,24.9,34.0,9.1,1.0,0.0
N20003469,STRANGFORD,8.6,0.227,26.1,21.9,30.3,8.4,1.0,0.0
N20003471,STRANGFORD,25.6,0.371,35.7,30.3,41.1,10.8,1.0,0.0
N20003473,STRANGFORD,7.4,0.217,25.4,21.3,29.5,8.2,1.0,0.0
N20003475,STRANGFORD,6.3,0.208,24.8,20.7,28.9,8.2,1.0,0.0
N20003476,STRANGFORD,9.5,0.235,26.6,22.4,30.9,8.5,1.0,0.0
N20003478,STRANGFORD,5.7,0.203,24.5,20.4,28.5,8.1,1.0,0.0
N20003479,STRANGFORD,5.6,0.202,24.4,20.4,28.4,8.0,1.0,0.0
N20003480,STRANGFORD,5.9,0.205,24.6,20.5,28.6,8.1,1.0,0.0
N20003481,STRANGFORD,6.7,0.211,25.0,20.9,29.1,8.2,1.0,0.0
N20003482,STRANGFORD,15.0,0.282,29.7,25.1,34.3,9.2,1.0,0.0
N20003483,STRANGFORD,7.5,0.218,25.5,21.3,29.6,8.3,1.0,0.0
N20003484,STRANGFORD,5.2,0.199,24.2,20.2,28.2,8.0,1.0,0.0
N20003485,STRANGFORD,9.0,0.231,26.3,22.1,30.5,8.4,1.0,0.0
N20003486,STRANGFORD,10.3,0.242,27.1,22.8,31.4,8.6,1.0,0.0
N20003487,STRANGFORD,7.6,0.219,25.5,21.4,29.7,8.3,1.0,0.0
N20003488,STRANGFORD,8.0,0.222,25.8,21.6,29.9,8.3,1.0,0.0
N20003489,STRANGFORD,9.9,0.238,26.8,22.6,31.1,8.5,1.0,0.0
N20003490,STRANGFORD,8.3,0.225,25.9,21.8,30.1,8.3,1.0,0.0
N20003491,STRANGFORD,8.4,0.226,26.0,21.8,30.2,8.4,1.0,0.0
N20003492,STRANGFORD,8.2,0.224,25.9,21.7,30.0,8.3,1.0,0.0
N20003493,STRANGFORD,10.3,0.242,27.1,22.8,31.4,8.6,1.0,0.0
N20003494,STRANGFORD,8.7,0.228,26.2,22.0,30.4,8.4,1.0,0.0
N20003495,STRANGFORD,12.7,0.262,28.4,24.0,32.9,8.9,1.0,0.0
N20003496,STRANGFORD,9.8,0.238,26.8,22.5,31.0,8.5,1.0,0.0
N20003497,STRANGFORD,4.6,0.194,23.8,19.9,27.8,7.9,1.0,0.0
N20003498,STRANGFORD,13.0,0.265,28.6,24.1,33.1,9.0,1.0,0.0
N20003499,STRANGFORD,17.7,0.304,31.2,26.5,36.0,9.5,1.0,0.0
N20003500,STRANGFORD,18.2,0.309,31.5,26.7,36.4,9.7,1.0,0.0
N20003501,STRANGFORD,8.7,0.228,26.2,22.0,30.4,8.4,1.0,0.0
N20003502,STRANGFORD,10.6,0.244,27.2,22.9,31.5,8.6,1.0,0.0
N20003503,STRANGFORD,22.5,0.345,34.0,28.8,39.1,10.3,1.0,0.0
N20003504,STRANGFORD,17.6,0.304,31.2,26.4,36.0,9.6,1.0,0.0
N20003505,STRANGFORD,9.3,0.233,26.5,22.3,30.7,8.4,1.0,0.0
N20003506,STRANGFORD,10.2,0.241,27.0,22.7,31.3,8.6,1.0,0.0
N20003508,STRANGFORD,9.6,0.236,26.7,22.4,30.9,8.5,1.0,0.0
N20003509,STRANGFORD,7.7,0.22,25.6,21.4,29.7,8.3,1.0,0.0
N20003510,STRANGFORD,12.3,0.259,28.2,23.8,32.6,8.8,1.0,0.0
N20003511,STRANGFORD,8.9,0.23,26.3,22.1,30.5,8.4,1.0,0.0
N20003512,STRANGFORD,7.4,0.217,25.4,21.3,29.5,8.2,1.0,0.0
N20003513,STRANGFORD,11.8,0.254,27.9,23.5,32.3,8.8,1.0,0.0
N20003514,STRANGFORD,7.9,0.222,25.7,21.6,29.9,8.3,1.0,0.0
N20003515,STRANGFORD,5.1,0.198,24.1,20.1,28.1,8.0,1.0,0.0
N20003516,STRANGFORD,8.7,0.228,26.2,22.0,30.4,8.4,1.0,0.0
N20003517,STRANGFORD,6.4,0.209,24.9,20.8,28.9,8.1,1.0,0.0
N20003518,STRANGFORD,13.7,0.271,29.0,24.5,33.5,9.0,1.0,0.0
N20003519,STRANGFORD,9.4,0.234,26.6,22.3,30.8,8.5,1.0,0.0
N20003520,STRANGFORD,6.1,0.206,24.7,20.6,28.7,8.1,1.0,0.0
N20003521,STRANGFORD,9.4,0.234,26.6,22.3,30.8,8.5,1.0,0.0
N20003522,STRANGFORD,12.0,0.256,28.0,23.6,32.4,8.8,1.0,0.0
N20003523,STRANGFORD,5.1,0.198,24.1,20.1,28.1,8.0,1.0,0.0
N20003524,STRANGFORD,10.1,0.24,26.9,22.7,31.2,8.5,1.0,0.0
N20003525,STRANGFORD,10.0,0.239,26.9,22.6,31.2,8.6,1.0,0.0
N20003526,STRANGFORD,9.2,0.233,26.4,22.2,30.7,8.5,1.0,0.0
N20003527,STRANGFORD,8.1,0.223,25.8,21.7,30.0,8.3,1.0,0.0
N20003528,STRANGFORD,5.4,0.2,24.3,20.3,28.3,8.0,1.0,0.0
N20003529,STRANGFORD,16.5,0.294,30.6,25.9,35.3,9.4,1.0,0.0
N20003530,STRANGFORD,3.5,0.184,23.2,19.3,27.1,7.8,1.0,0.0
N20003531,STRANGFORD,8.2,0.224,25.9,21.7,30.0,8.3,1.0,0.0
N20003532,STRANGFORD,6.9,0.213,25.1,21.0,29.2,8.2,1.0,0.0
N20003533,STRANGFORD,5.3,0.2,24.2,20.2,28.2,8.0,1.0,0.0
N20003534,STRANGFORD,7.3,0.216,25.4,21.2,29.5,8.3,1.0,0.0
N20003535,STRANGFORD,7.9,0.222,25.7,21.6,29.9,8.3,1.0,0.0
N20003536,STRANGFORD,5.5,0.201,24.3,20.3,28.4,8.1,1.0,0.0
N20003537,NORTH DOWN,14.7,0.31,29.6,24.7,34.4,9.7,1.0,0.0
N20003538,NORTH DOWN,15.6,0.317,30.1,25.2,35.0,9.8,1.0,0.0
N20003539,NORTH DOWN,25.0,0.393,35.4,29.8,41.0,11.2,1.0,0.0
N20003540,NORTH DOWN,15.4,0.315,29.9,25.1,34.8,9.7,1.0,0.0
N20003541,NORTH DOWN,7.9,0.255,25.7,21.3,30.1,8.8,1.0,0.0
N20003542,NORTH DOWN,8.1,0.256,25.8,21.4,30.2,8.8,1.0,0.0
N20003543,NORTH DOWN,10.5,0.276,27.2,22.6,31.7,9.1,1.0,0.0
N20003544,NORTH DOWN,21.9,0.368,33.6,28.3,39.0,10.7,1.0,0.0
N20003545,NORTH DOWN,18.9,0.344,31.9,26.8,37.1,10.3,1.0,0.0
N20003546,NORTH DOWN,13.8,0.302,29.0,24.3,33.8,9.5,1.0,0.0
N20003547,NORTH DOWN,16.3,0.323,30.5,25.5,35.4,9.9,1.0,0.0
N20003548,NORTH DOWN,19.7,0.35,32.4,27.2,37.6,10.4,1.0,0.0
N20003549,NORTH DOWN,24.9,0.392,35.3,29.8,40.9,11.1,1.0,0.0
N20003550,NORTH DOWN,23.0,0.377,34.2,28.8,39.7,10.9,1.0,0.0
N20003551,NORTH DOWN,23.5,0.381,34.5,29.1,40.0,10.9,1.0,0.0
N20003552,NORTH DOWN,25.3,0.396,35.5,29.9,41.2,11.3,1.0,0.0
N20003553,NORTH DOWN,30.3,0.436,38.4,32.4,44.4,12.0,0.999,0.001
N20003554,NORTH DOWN,11.8,0.286,27.9,23.3,32.6,9.3,1.0,0.0
N20003555,NORTH DOWN,20.0,0.353,32.6,27.3,37.8,10.5,1.0,0.0
N20003556,NORTH DOWN,14.4,0.307,29.4,24.6,34.2,9.6,1.0,0.0
N20003557,NORTH DOWN,12.5,0.292,28.3,23.6,33.0,9.4,1.0,0.0
N20003558,NORTH DOWN,27.6,0.414,36.9,31.1,42.6,11.5,1.0,0.0
N20003559,NORTH DOWN,31.1,0.442,38.8,32.8,44.9,12.1,0.999,0.001
N20003560,NORTH DOWN,24.9,0.392,35.3,29.8,40.9,11.1,1.0,0.0
N20003561,NORTH DOWN,35.5,0.478,41.3,34.9,47.7,12.8,0.987,0.013
N20003562,NORTH DOWN,8.7,0.261,26.2,21.7,30.6,8.9,1.0,0.0
N20003563,NORTH DOWN,29.7,0.431,38.0,32.1,44.0,11.9,1.0,0.0
N20003564,NORTH DOWN,27.5,0.413,36.8,31.0,42.6,11.6,1.0,0.0
N20003565,NORTH DOWN,27.3,0.412,36.7,30.9,42.4,11.5,1.0,0.0
N20003566,NORTH DOWN,28.9,0.425,37.6,31.7,43.5,11.8,1.0,0.0
N20003567,NORTH DOWN,29.3,0.428,37.8,31.9,43.7,11.8,1.0,0.0
N20003568,NORTH DOWN,6.6,0.244,25.0,20.7,29.3,8.6,1.0,0.0
N20003569,NORTH DOWN,12.9,0.295,28.5,23.8,33.2,9.4,1.0,0.0
N20003570,NORTH DOWN,27.9,0.417,37.0,31.2,42.8,11.6,1.0,0.0
N20003571,NORTH DOWN,21.9,0.368,33.6,28.3,39.0,10.7,1.0,0.0
N20003572,NORTH DOWN,5.3,0.234,24.2,20.0,28.5,8.5,1.0,0.0
N20003573,NORTH DOWN,25.8,0.4,35.8,30.2,41.5,11.3,1.0,0.0
N20003574,NORTH DOWN,27.0,0.409,36.5,30.8,42.2,11.4,1.0,0.0
N20003575,NORTH DOWN,25.4,0.396,35.6,30.0,41.2,11.2,1.0,0.0
