DZ21,con,catholic_bg_pct,p_soft,soft_v11b,soft_v11c,band_v11b,band_v11c
N20001563,EAST LONDONDERRY,19.6,0.4,0.298,0.57,9.5,14.6
N20001565,EAST LONDONDERRY,20.5,0.4,0.305,0.575,9.6,14.7
N20001566,EAST LONDONDERRY,25.0,0.4,0.345,0.599,10.3,15.2
N20001567,EAST LONDONDERRY,25.3,0.4,0.347,0.601,10.3,15.3
N20001568,EAST LONDONDERRY,44.6,0.4,0.516,0.704,13.5,17.4
N20001569,EAST LONDONDERRY,20.7,0.4,0.307,0.576,9.6,14.8
N20001570,EAST LONDONDERRY,35.0,0.4,0.432,0.653,11.9,16.4
N20001571,EAST LONDONDERRY,33.9,0.4,0.423,0.647,11.7,16.2
N20001572,EAST LONDONDERRY,26.3,0.4,0.356,0.606,10.5,15.4
N20001573,EAST LONDONDERRY,42.3,0.4,0.496,0.692,13.1,17.2
N20001574,EAST LONDONDERRY,51.0,0.4,0.572,0.738,14.7,18.2
N20001575,EAST LONDONDERRY,49.8,0.4,0.561,0.732,14.5,18.0
N20001576,EAST LONDONDERRY,39.7,0.4,0.473,0.678,12.7,16.9
N20001577,EAST LONDONDERRY,33.5,0.4,0.419,0.645,11.6,16.2
N20001578,EAST LONDONDERRY,26.2,0.4,0.355,0.606,10.5,15.4
N20001579,EAST LONDONDERRY,46.7,0.4,0.534,0.715,13.9,17.7
N20001580,EAST LONDONDERRY,29.9,0.4,0.388,0.625,11.1,15.8
N20001581,EAST LONDONDERRY,39.4,0.4,0.471,0.676,12.6,16.9
N20001582,EAST LONDONDERRY,20.7,0.4,0.307,0.576,9.6,14.8
N20001584,EAST LONDONDERRY,23.2,0.4,0.329,0.589,10.0,15.0
N20001585,EAST LONDONDERRY,23.5,0.4,0.332,0.591,10.1,15.1
N20001586,EAST LONDONDERRY,27.2,0.4,0.364,0.611,10.6,15.5
N20001587,EAST LONDONDERRY,22.7,0.4,0.325,0.587,9.9,15.0
N20001588,EAST LONDONDERRY,26.7,0.4,0.36,0.608,10.5,15.4
N20001590,EAST LONDONDERRY,21.4,0.4,0.313,0.58,9.7,14.8
N20001591,EAST LONDONDERRY,20.9,0.4,0.309,0.577,9.7,14.8
N20001593,EAST LONDONDERRY,16.9,0.4,0.274,0.556,9.1,14.3
N20001594,EAST LONDONDERRY,19.2,0.4,0.294,0.568,9.4,14.6
N20001595,EAST LONDONDERRY,2.8,0.4,0.151,0.48,7.4,12.8
N20001596,EAST LONDONDERRY,16.5,0.4,0.271,0.554,9.0,14.3
N20001597,NORTH ANTRIM,4.9,0.2,0.154,0.319,7.5,9.8
N20001599,EAST LONDONDERRY,32.3,0.4,0.409,0.638,11.4,16.1
N20001600,NORTH ANTRIM,3.2,0.2,0.139,0.307,7.3,9.6
N20001601,NORTH ANTRIM,1.9,0.2,0.127,0.297,7.2,9.5
N20001602,EAST LONDONDERRY,4.7,0.4,0.167,0.491,7.6,13.0
N20001603,EAST LONDONDERRY,30.8,0.4,0.395,0.63,11.2,15.9
N20001604,EAST LONDONDERRY,24.0,0.4,0.336,0.594,10.1,15.1
N20001605,NORTH ANTRIM,2.5,0.2,0.133,0.302,7.2,9.5
N20001606,NORTH ANTRIM,3.8,0.2,0.144,0.311,7.3,9.7
N20001607,EAST LONDONDERRY,26.9,0.4,0.361,0.609,10.6,15.5
N20001609,EAST LONDONDERRY,25.2,0.4,0.347,0.6,10.3,15.3
N20001610,EAST LONDONDERRY,21.1,0.4,0.311,0.578,9.7,14.8
N20001611,EAST LONDONDERRY,21.4,0.4,0.313,0.58,9.7,14.8
N20001612,EAST LONDONDERRY,26.8,0.4,0.361,0.609,10.6,15.4
N20001613,EAST LONDONDERRY,19.8,0.4,0.299,0.571,9.5,14.7
N20001614,EAST LONDONDERRY,20.4,0.4,0.305,0.575,9.6,14.7
N20001615,EAST LONDONDERRY,27.3,0.4,0.365,0.611,10.6,15.5
N20001616,EAST LONDONDERRY,35.2,0.4,0.434,0.654,11.9,16.4
N20001617,EAST LONDONDERRY,3.8,0.4,0.16,0.486,7.5,12.9
N20001619,NORTH ANTRIM,3.8,0.2,0.144,0.311,7.3,9.7
N20001620,EAST LONDONDERRY,32.0,0.4,0.406,0.637,11.4,16.0
N20001621,EAST LONDONDERRY,36.3,0.4,0.444,0.66,12.1,16.5
N20001622,EAST LONDONDERRY,30.1,0.4,0.389,0.626,11.1,15.8
N20001623,EAST LONDONDERRY,30.6,0.4,0.394,0.629,11.2,15.9
N20001624,EAST LONDONDERRY,30.7,0.4,0.395,0.63,11.2,15.9
N20001625,EAST LONDONDERRY,31.4,0.4,0.401,0.633,11.3,16.0
N20001626,EAST LONDONDERRY,32.7,0.4,0.412,0.64,11.5,16.1
N20001627,EAST LONDONDERRY,7.7,0.4,0.194,0.507,7.9,13.4
N20001629,EAST LONDONDERRY,27.1,0.4,0.363,0.61,10.6,15.5
N20001630,EAST LONDONDERRY,38.9,0.4,0.466,0.673,12.6,16.8
N20001632,EAST LONDONDERRY,35.3,0.4,0.435,0.654,11.9,16.4
N20001633,EAST LONDONDERRY,39.3,0.4,0.47,0.676,12.6,16.8
N20001634,EAST LONDONDERRY,17.3,0.4,0.278,0.558,9.1,14.4
N20001635,EAST LONDONDERRY,38.9,0.4,0.466,0.673,12.6,16.8
N20001637,EAST LONDONDERRY,36.8,0.4,0.448,0.662,12.2,16.6
N20001638,EAST LONDONDERRY,36.9,0.4,0.449,0.663,12.2,16.6
N20001639,NORTH ANTRIM,3.3,0.2,0.14,0.307,7.3,9.6
N20001640,EAST LONDONDERRY,10.0,0.4,0.214,0.519,8.2,13.6
N20001641,EAST LONDONDERRY,6.1,0.4,0.18,0.498,7.7,13.2
N20001642,NORTH ANTRIM,2.6,0.2,0.133,0.302,7.2,9.6
N20001643,NORTH ANTRIM,8.2,0.2,0.183,0.342,7.8,10.2
N20001644,EAST LONDONDERRY,4.8,0.4,0.168,0.491,7.6,13.0
N20001645,NORTH ANTRIM,12.0,0.2,0.217,0.37,8.2,10.7
N20001647,EAST LONDONDERRY,8.5,0.4,0.201,0.511,8.0,13.4
N20001648,NORTH ANTRIM,11.5,0.2,0.213,0.366,8.2,10.7
N20001649,NORTH ANTRIM,10.2,0.2,0.201,0.357,8.0,10.5
N20001650,NORTH ANTRIM,7.6,0.2,0.178,0.338,7.7,10.2
N20001651,NORTH ANTRIM,63.2,0.2,0.673,0.736,16.8,18.1
N20001652,NORTH ANTRIM,51.6,0.2,0.569,0.653,14.6,16.4
N20001655,NORTH ANTRIM,76.8,0.2,0.794,0.834,19.4,20.2
N20001656,NORTH ANTRIM,80.6,0.2,0.827,0.861,20.1,20.8
N20001657,NORTH ANTRIM,69.2,0.2,0.726,0.779,17.9,19.1
N20001658,NORTH ANTRIM,18.3,0.2,0.273,0.415,9.1,11.6
N20001659,NORTH ANTRIM,61.5,0.2,0.657,0.724,16.5,17.9
N20001660,NORTH ANTRIM,78.6,0.2,0.81,0.847,19.7,20.5
N20001661,NORTH ANTRIM,78.4,0.2,0.808,0.845,19.7,20.5
N20001662,NORTH ANTRIM,68.4,0.2,0.719,0.774,17.8,18.9
N20001663,NORTH ANTRIM,77.8,0.2,0.802,0.841,19.6,20.4
N20001664,NORTH ANTRIM,65.6,0.2,0.694,0.754,17.2,18.5
N20001665,NORTH ANTRIM,88.1,0.2,0.894,0.915,21.6,22.0
N20001666,NORTH ANTRIM,25.6,0.2,0.338,0.467,10.2,12.6
N20001667,NORTH ANTRIM,89.0,0.2,0.902,0.921,21.7,22.1
N20001669,NORTH ANTRIM,7.5,0.2,0.177,0.337,7.7,10.2
N20001671,NORTH ANTRIM,35.5,0.2,0.426,0.538,11.8,14.0
N20001672,NORTH ANTRIM,4.7,0.2,0.152,0.317,7.4,9.8
N20001674,NORTH ANTRIM,15.3,0.2,0.246,0.393,8.7,11.2
N20001675,EAST ANTRIM,94.1,0.805,0.95,0.989,22.8,23.6
N20001676,NORTH ANTRIM,65.2,0.2,0.69,0.751,17.2,18.4
N20001677,EAST ANTRIM,92.4,0.805,0.936,0.986,22.5,23.6
N20001680,EAST ANTRIM,92.8,0.805,0.939,0.986,22.5,23.6
N20001681,NORTH ANTRIM,93.3,0.2,0.94,0.952,22.6,22.8
N20001682,EAST ANTRIM,93.8,0.805,0.948,0.988,22.7,23.6
N20001684,EAST ANTRIM,92.0,0.805,0.933,0.985,22.4,23.5
N20001686,NORTH ANTRIM,12.9,0.2,0.225,0.376,8.4,10.8
N20001687,NORTH ANTRIM,17.9,0.2,0.27,0.412,9.0,11.5
N20001688,NORTH ANTRIM,12.6,0.2,0.222,0.374,8.3,10.8
N20001689,NORTH ANTRIM,18.1,0.2,0.271,0.413,9.0,11.5
N20001690,NORTH ANTRIM,13.1,0.2,0.227,0.378,8.4,10.9
N20001691,NORTH ANTRIM,14.8,0.2,0.242,0.39,8.6,11.1
N20001692,NORTH ANTRIM,16.4,0.2,0.256,0.401,8.8,11.3
N20001693,NORTH ANTRIM,6.4,0.2,0.167,0.33,7.6,10.0
N20001696,NORTH ANTRIM,11.0,0.2,0.208,0.363,8.1,10.6
N20001697,NORTH ANTRIM,19.2,0.2,0.281,0.421,9.2,11.7
N20001698,NORTH ANTRIM,19.5,0.2,0.284,0.423,9.2,11.7
N20001699,NORTH ANTRIM,12.7,0.2,0.223,0.375,8.3,10.8
N20001700,NORTH ANTRIM,19.4,0.2,0.283,0.423,9.2,11.7
N20001702,NORTH ANTRIM,23.8,0.2,0.322,0.454,9.9,12.3
N20001703,NORTH ANTRIM,55.2,0.2,0.601,0.679,15.3,16.9
N20001704,NORTH ANTRIM,7.5,0.2,0.177,0.337,7.7,10.2
N20001706,NORTH ANTRIM,12.4,0.2,0.221,0.373,8.3,10.8
N20001707,NORTH ANTRIM,6.8,0.2,0.171,0.332,7.6,10.1
N20001708,NORTH ANTRIM,14.3,0.2,0.238,0.386,8.5,11.0
N20001710,NORTH ANTRIM,17.2,0.2,0.263,0.407,8.9,11.4
N20001711,NORTH ANTRIM,16.4,0.2,0.256,0.401,8.8,11.3
N20001712,NORTH ANTRIM,9.4,0.2,0.194,0.351,7.9,10.4
N20001713,NORTH ANTRIM,10.8,0.2,0.206,0.361,8.1,10.6
N20001714,NORTH ANTRIM,13.3,0.2,0.229,0.379,8.4,10.9
N20001715,NORTH ANTRIM,50.8,0.2,0.562,0.648,14.5,16.3
N20001716,NORTH ANTRIM,41.0,0.2,0.475,0.577,12.7,14.8
N20001718,NORTH ANTRIM,93.4,0.2,0.941,0.953,22.6,22.8
N20001719,NORTH ANTRIM,94.9,0.2,0.955,0.963,22.9,23.1
N20001720,NORTH ANTRIM,18.9,0.2,0.278,0.419,9.2,11.6
N20001721,NORTH ANTRIM,36.8,0.2,0.438,0.547,12.0,14.2
N20001723,NORTH ANTRIM,30.6,0.2,0.383,0.503,11.0,13.3
N20001725,NORTH ANTRIM,69.0,0.2,0.724,0.778,17.9,19.0
N20001727,NORTH ANTRIM,57.7,0.2,0.624,0.697,15.8,17.3
N20001728,NORTH ANTRIM,85.7,0.2,0.873,0.898,21.1,21.6
N20001729,NORTH ANTRIM,74.9,0.2,0.777,0.82,19.0,19.9
N20001731,NORTH ANTRIM,56.4,0.2,0.612,0.688,15.5,17.1
N20001732,FOYLE,93.4,1.0,0.945,0.998,22.7,23.8
N20001733,FOYLE,96.1,1.0,0.968,0.999,23.2,23.8
N20001734,FOYLE,93.3,1.0,0.944,0.998,22.7,23.8
N20001735,FOYLE,87.1,1.0,0.893,0.996,21.5,23.8
N20001736,FOYLE,94.4,1.0,0.953,0.998,22.9,23.8
N20001737,FOYLE,91.7,1.0,0.931,0.997,22.4,23.8
N20001738,FOYLE,92.5,1.0,0.938,0.997,22.5,23.8
N20001739,FOYLE,94.0,1.0,0.95,0.998,22.8,23.8
N20001740,FOYLE,91.2,1.0,0.927,0.997,22.3,23.8
N20001741,FOYLE,88.5,1.0,0.905,0.996,21.8,23.8
N20001743,FOYLE,72.8,1.0,0.774,0.991,18.9,23.7
N20001745,FOYLE,92.8,1.0,0.94,0.997,22.6,23.8
N20001747,FOYLE,93.4,1.0,0.945,0.998,22.7,23.8
N20001748,FOYLE,94.1,1.0,0.951,0.998,22.8,23.8
N20001750,FOYLE,87.0,1.0,0.892,0.995,21.5,23.8
N20001753,FOYLE,96.2,1.0,0.968,0.999,23.2,23.8
N20001756,FOYLE,78.0,1.0,0.817,0.992,19.9,23.7
N20001757,FOYLE,93.7,1.0,0.948,0.998,22.7,23.8
N20001758,FOYLE,94.9,1.0,0.958,0.998,22.9,23.8
N20001761,FOYLE,90.4,1.0,0.92,0.997,22.1,23.8
N20001762,FOYLE,96.4,1.0,0.97,0.999,23.2,23.9
N20001764,FOYLE,90.5,1.0,0.921,0.997,22.1,23.8
N20001765,FOYLE,93.9,1.0,0.949,0.998,22.8,23.8
N20001767,FOYLE,76.4,1.0,0.804,0.992,19.6,23.7
N20001769,FOYLE,94.3,1.0,0.953,0.998,22.8,23.8
N20001771,FOYLE,88.4,1.0,0.904,0.996,21.8,23.8
N20001772,FOYLE,91.9,1.0,0.933,0.997,22.4,23.8
N20001774,FOYLE,95.7,1.0,0.964,0.999,23.1,23.8
N20001775,FOYLE,91.2,1.0,0.927,0.997,22.3,23.8
N20001777,FOYLE,91.9,1.0,0.933,0.997,22.4,23.8
N20001779,FOYLE,93.9,1.0,0.949,0.998,22.8,23.8
N20001780,FOYLE,95.8,1.0,0.965,0.999,23.1,23.8
N20001781,FOYLE,91.1,1.0,0.926,0.997,22.3,23.8
N20001782,FOYLE,96.0,1.0,0.967,0.999,23.1,23.8
N20001784,FOYLE,87.7,1.0,0.898,0.996,21.6,23.8
N20001786,FOYLE,93.3,1.0,0.944,0.998,22.7,23.8
N20001788,FOYLE,96.8,1.0,0.973,0.999,23.3,23.9
N20001789,FOYLE,79.0,1.0,0.826,0.993,20.1,23.7
N20001790,FOYLE,68.9,1.0,0.742,0.989,18.3,23.6
N20001791,FOYLE,88.1,1.0,0.901,0.996,21.7,23.8
N20001793,FOYLE,75.5,1.0,0.797,0.991,19.4,23.7
N20001794,FOYLE,72.4,1.0,0.771,0.99,18.9,23.7
N20001795,FOYLE,82.6,1.0,0.856,0.994,20.7,23.7
N20001796,FOYLE,94.0,1.0,0.95,0.998,22.8,23.8
N20001797,FOYLE,71.8,1.0,0.766,0.99,18.8,23.7
N20001799,FOYLE,92.0,1.0,0.934,0.997,22.4,23.8
N20001800,FOYLE,82.0,1.0,0.851,0.994,20.6,23.7
N20001801,FOYLE,83.8,1.0,0.865,0.994,20.9,23.8
N20001802,FOYLE,83.4,1.0,0.862,0.994,20.9,23.8
N20001803,FOYLE,88.3,1.0,0.903,0.996,21.7,23.8
N20001804,FOYLE,91.8,1.0,0.932,0.997,22.4,23.8
N20001805,FOYLE,90.6,1.0,0.922,0.997,22.2,23.8
N20001806,FOYLE,92.4,1.0,0.937,0.997,22.5,23.8
N20001807,FOYLE,89.4,1.0,0.912,0.996,21.9,23.8
N20001809,FOYLE,91.0,1.0,0.925,0.997,22.2,23.8
N20001810,FOYLE,95.2,1.0,0.96,0.998,23.0,23.8
N20001811,FOYLE,92.7,1.0,0.939,0.997,22.5,23.8
N20001812,FOYLE,84.8,1.0,0.874,0.995,21.1,23.8
N20001813,FOYLE,91.0,1.0,0.925,0.997,22.2,23.8
N20001815,FOYLE,93.9,1.0,0.949,0.998,22.8,23.8
N20001817,FOYLE,92.2,1.0,0.935,0.997,22.5,23.8
N20001819,FOYLE,94.9,1.0,0.958,0.998,22.9,23.8
N20001820,FOYLE,93.9,1.0,0.949,0.998,22.8,23.8
N20001823,FOYLE,91.3,1.0,0.928,0.997,22.3,23.8
N20001824,FOYLE,95.1,1.0,0.959,0.998,23.0,23.8
N20001825,FOYLE,92.9,1.0,0.941,0.998,22.6,23.8
N20001826,FOYLE,90.0,1.0,0.917,0.997,22.1,23.8
N20001827,FOYLE,92.2,1.0,0.935,0.997,22.5,23.8
N20001829,FOYLE,94.7,1.0,0.956,0.998,22.9,23.8
N20001831,FOYLE,94.0,1.0,0.95,0.998,22.8,23.8
N20001833,FOYLE,89.6,1.0,0.914,0.996,22.0,23.8
N20001834,FOYLE,92.8,1.0,0.94,0.997,22.6,23.8
N20001838,FOYLE,93.8,1.0,0.949,0.998,22.7,23.8
N20001840,FOYLE,90.5,1.0,0.921,0.997,22.1,23.8
N20001841,FOYLE,95.0,1.0,0.958,0.998,23.0,23.8
N20001844,FOYLE,95.8,1.0,0.965,0.999,23.1,23.8
N20001847,FOYLE,94.2,1.0,0.952,0.998,22.8,23.8
N20001850,FOYLE,55.8,1.0,0.633,0.985,15.9,23.5
N20001851,FOYLE,68.1,1.0,0.735,0.989,18.1,23.6
N20001852,FOYLE,31.7,1.0,0.433,0.976,11.9,23.4
N20001853,FOYLE,10.8,1.0,0.259,0.969,8.9,23.2
N20001854,FOYLE,49.6,1.0,0.581,0.982,14.9,23.5
N20001855,FOYLE,43.7,1.0,0.532,0.98,13.9,23.4
N20001856,FOYLE,7.0,1.0,0.228,0.968,8.4,23.2
N20001857,FOYLE,15.2,1.0,0.296,0.971,9.4,23.2
N20001858,FOYLE,67.8,1.0,0.733,0.989,18.1,23.6
N20001859,FOYLE,50.0,1.0,0.585,0.983,14.9,23.5
N20001860,FOYLE,55.2,1.0,0.628,0.984,15.8,23.5
N20001861,FOYLE,71.6,1.0,0.764,0.99,18.7,23.7
N20001862,FOYLE,22.3,1.0,0.355,0.973,10.5,23.3
N20001863,FOYLE,45.1,1.0,0.544,0.981,14.1,23.5
N20001864,FOYLE,28.3,1.0,0.405,0.975,11.4,23.3
N20001865,FOYLE,25.1,1.0,0.378,0.974,10.9,23.3
N20001866,FOYLE,13.8,1.0,0.284,0.97,9.3,23.2
N20001867,FOYLE,44.1,1.0,0.536,0.981,13.9,23.5
N20001868,FOYLE,17.3,1.0,0.313,0.971,9.7,23.2
N20001869,FOYLE,10.9,1.0,0.26,0.969,8.9,23.2
N20001870,FOYLE,59.0,1.0,0.66,0.986,16.5,23.6
N20001871,FOYLE,36.5,1.0,0.473,0.978,12.7,23.4
N20001872,FOYLE,56.6,1.0,0.64,0.985,16.1,23.5
N20001873,FOYLE,25.2,1.0,0.379,0.974,10.9,23.3
N20001874,FOYLE,73.9,1.0,0.783,0.991,19.1,23.7
N20001875,FOYLE,31.1,1.0,0.428,0.976,11.8,23.4
N20001876,FOYLE,9.0,1.0,0.244,0.968,8.6,23.2
N20001877,FOYLE,64.6,1.0,0.706,0.988,17.5,23.6
N20001878,FOYLE,50.7,1.0,0.591,0.983,15.1,23.5
N20001879,FOYLE,27.3,1.0,0.396,0.975,11.2,23.3
N20001880,FOYLE,17.4,1.0,0.314,0.971,9.7,23.2
N20001882,FOYLE,65.6,1.0,0.714,0.988,17.7,23.6
N20001883,FOYLE,80.8,1.0,0.841,0.993,20.4,23.7
N20001884,FOYLE,58.9,1.0,0.659,0.986,16.5,23.6
N20001885,FOYLE,50.0,1.0,0.585,0.983,14.9,23.5
N20001886,FOYLE,55.4,1.0,0.63,0.985,15.9,23.5
N20001888,FOYLE,56.7,1.0,0.64,0.985,16.1,23.5
N20001889,FOYLE,83.7,1.0,0.865,0.994,20.9,23.8
N20001891,FOYLE,66.7,1.0,0.723,0.988,17.9,23.6
N20001892,FOYLE,92.1,1.0,0.934,0.997,22.4,23.8
N20001894,FOYLE,22.7,1.0,0.358,0.973,10.5,23.3
N20001895,FOYLE,76.0,1.0,0.801,0.992,19.5,23.7
N20001896,FOYLE,88.8,1.0,0.907,0.996,21.8,23.8
N20001898,FOYLE,22.5,1.0,0.356,0.973,10.5,23.3
N20001899,FOYLE,4.7,1.0,0.209,0.967,8.1,23.1
N20001900,FOYLE,76.1,1.0,0.802,0.992,19.5,23.7
N20001901,FOYLE,91.2,1.0,0.927,0.997,22.3,23.8
N20001902,FOYLE,28.9,1.0,0.41,0.975,11.5,23.3
N20001903,FOYLE,47.3,1.0,0.562,0.982,14.5,23.5
N20001904,FOYLE,87.5,1.0,0.896,0.996,21.6,23.8
N20001905,FOYLE,5.7,1.0,0.217,0.967,8.2,23.2
N20001906,FOYLE,93.1,1.0,0.943,0.998,22.6,23.8
N20001907,FOYLE,42.6,1.0,0.523,0.98,13.7,23.4
N20001908,FOYLE,50.8,1.0,0.591,0.983,15.1,23.5
N20001909,FOYLE,88.6,1.0,0.905,0.996,21.8,23.8
N20001912,FOYLE,81.8,1.0,0.849,0.994,20.6,23.7
N20001913,FOYLE,82.4,1.0,0.854,0.994,20.7,23.7
N20001914,FOYLE,62.1,1.0,0.685,0.987,17.0,23.6
N20001916,FOYLE,56.8,1.0,0.641,0.985,16.1,23.5
N20001917,FOYLE,45.9,1.0,0.551,0.981,14.2,23.5
N20001919,FOYLE,60.3,1.0,0.67,0.986,16.7,23.6
N20001920,FOYLE,61.1,1.0,0.677,0.986,16.9,23.6
N20001921,FOYLE,61.2,1.0,0.678,0.987,16.9,23.6
N20001922,FOYLE,31.1,1.0,0.428,0.976,11.8,23.4
N20001923,EAST LONDONDERRY,77.3,0.4,0.802,0.879,19.5,21.2
N20001924,EAST LONDONDERRY,91.1,0.4,0.922,0.952,22.2,22.8
N20001925,FOYLE,90.0,1.0,0.917,0.997,22.1,23.8
N20001926,FOYLE,80.5,1.0,0.838,0.993,20.3,23.7
N20001927,EAST LONDONDERRY,73.3,0.4,0.767,0.857,18.8,20.7
N20001928,FOYLE,52.5,1.0,0.606,0.983,15.4,23.5
N20001929,FOYLE,46.5,1.0,0.556,0.981,14.3,23.5
N20001932,FOYLE,6.8,1.0,0.226,0.968,8.4,23.2
N20001933,FOYLE,4.7,1.0,0.209,0.967,8.1,23.1
N20001935,FOYLE,48.2,1.0,0.57,0.982,14.6,23.5
N20001936,EAST LONDONDERRY,50.7,0.4,0.569,0.736,14.6,18.1
N20001937,EAST LONDONDERRY,56.9,0.4,0.623,0.77,15.7,18.8
N20001938,FOYLE,80.3,1.0,0.836,0.993,20.3,23.7
N20001939,WEST TYRONE,10.4,0.555,0.193,0.631,7.9,15.9
N20001940,FOYLE,8.8,1.0,0.243,0.968,8.6,23.2
N20001943,EAST LONDONDERRY,69.8,0.4,0.736,0.839,18.1,20.3
N20001944,EAST LONDONDERRY,73.1,0.4,0.765,0.856,18.7,20.7
N20001946,EAST LONDONDERRY,60.4,0.4,0.654,0.788,16.4,19.3
N20001947,WEST TYRONE,19.8,0.555,0.278,0.67,9.2,16.7
N20001948,EAST LONDONDERRY,18.6,0.4,0.289,0.565,9.3,14.5
N20001949,EAST LONDONDERRY,63.9,0.4,0.685,0.807,17.0,19.7
N20001950,WEST TYRONE,21.9,0.555,0.297,0.678,9.5,16.9
N20001951,WEST TYRONE,47.9,0.555,0.531,0.785,13.8,19.2
N20001952,WEST TYRONE,16.4,0.555,0.247,0.656,8.7,16.4
N20001954,EAST LONDONDERRY,61.1,0.4,0.66,0.792,16.5,19.3
N20001956,EAST LONDONDERRY,87.4,0.4,0.89,0.933,21.5,22.4
N20001957,WEST TYRONE,40.7,0.555,0.466,0.756,12.6,18.6
N20001958,WEST TYRONE,18.2,0.555,0.264,0.663,8.9,16.6
N20001959,WEST TYRONE,58.9,0.555,0.63,0.831,15.9,20.2
N20001960,WEST TYRONE,82.0,0.555,0.838,0.926,20.3,22.2
N20001961,WEST TYRONE,57.5,0.555,0.617,0.825,15.6,20.0
N20001962,WEST TYRONE,86.2,0.555,0.876,0.943,21.2,22.6
N20001963,WEST TYRONE,84.6,0.555,0.861,0.937,20.8,22.5
N20001964,WEST TYRONE,92.1,0.555,0.929,0.967,22.3,23.2
N20001965,WEST TYRONE,81.8,0.555,0.836,0.925,20.3,22.2
N20001966,WEST TYRONE,88.5,0.555,0.896,0.953,21.6,22.8
N20001969,WEST TYRONE,88.7,0.555,0.898,0.953,21.6,22.9
N20001970,WEST TYRONE,94.3,0.555,0.949,0.977,22.7,23.4
N20001971,WEST TYRONE,73.2,0.555,0.759,0.89,18.6,21.5
N20001972,WEST TYRONE,92.0,0.555,0.928,0.967,22.3,23.2
N20001974,WEST TYRONE,93.1,0.555,0.938,0.972,22.5,23.3
N20001977,WEST TYRONE,89.1,0.555,0.902,0.955,21.7,22.9
N20001980,WEST TYRONE,87.1,0.555,0.884,0.947,21.3,22.7
N20001982,WEST TYRONE,94.8,0.555,0.953,0.979,22.8,23.4
N20001983,WEST TYRONE,95.6,0.555,0.96,0.982,23.0,23.5
N20001984,WEST TYRONE,93.5,0.555,0.941,0.973,22.6,23.3
N20001985,WEST TYRONE,92.2,0.555,0.93,0.968,22.3,23.2
N20001986,WEST TYRONE,95.7,0.555,0.961,0.982,23.0,23.5
N20001988,WEST TYRONE,67.1,0.555,0.704,0.864,17.4,20.9
N20001989,WEST TYRONE,71.8,0.555,0.746,0.884,18.3,21.3
N20001990,WEST TYRONE,60.2,0.555,0.642,0.836,16.1,20.3
N20001992,WEST TYRONE,66.3,0.555,0.697,0.861,17.3,20.8
N20001993,WEST TYRONE,82.4,0.555,0.842,0.928,20.4,22.3
N20001994,WEST TYRONE,91.5,0.555,0.923,0.965,22.2,23.1
N20001996,WEST TYRONE,94.9,0.555,0.954,0.979,22.9,23.4
N20001997,WEST TYRONE,92.3,0.555,0.931,0.968,22.4,23.2
N20001998,WEST TYRONE,84.0,0.555,0.856,0.934,20.7,22.4
N20002000,WEST TYRONE,57.5,0.555,0.617,0.825,15.6,20.0
N20002001,WEST TYRONE,67.9,0.555,0.711,0.868,17.6,21.0
N20002002,WEST TYRONE,68.0,0.555,0.712,0.868,17.6,21.0
N20002006,WEST TYRONE,64.3,0.555,0.679,0.853,16.9,20.7
N20002007,WEST TYRONE,34.9,0.555,0.414,0.732,11.5,18.0
N20002008,WEST TYRONE,29.3,0.555,0.364,0.709,10.6,17.5
N20002009,WEST TYRONE,65.5,0.555,0.689,0.858,17.1,20.8
N20002010,WEST TYRONE,39.0,0.555,0.451,0.749,12.3,18.4
N20002012,WEST TYRONE,89.0,0.555,0.901,0.955,21.7,22.9
N20002014,WEST TYRONE,85.5,0.555,0.869,0.94,21.0,22.6
N20002015,WEST TYRONE,26.5,0.555,0.338,0.697,10.2,17.3
N20002016,WEST TYRONE,57.2,0.555,0.615,0.824,15.6,20.0
N20002017,WEST TYRONE,37.1,0.555,0.434,0.741,11.9,18.2
N20002018,WEST TYRONE,82.5,0.555,0.842,0.928,20.4,22.3
N20002019,WEST TYRONE,58.0,0.555,0.622,0.827,15.7,20.1
N20002020,WEST TYRONE,41.6,0.555,0.474,0.759,12.7,18.6
N20002021,WEST TYRONE,35.4,0.555,0.418,0.734,11.6,18.1
N20002022,WEST TYRONE,19.2,0.555,0.273,0.667,9.1,16.7
N20002023,WEST TYRONE,84.8,0.555,0.863,0.937,20.9,22.5
N20002024,WEST TYRONE,14.3,0.555,0.229,0.647,8.4,16.2
N20002027,WEST TYRONE,28.7,0.555,0.358,0.706,10.5,17.5
N20002029,FERMANAGH AND SOUTH TYRONE,34.1,0.585,0.419,0.75,11.7,18.4
N20002030,FERMANAGH AND SOUTH TYRONE,18.0,0.585,0.278,0.689,9.1,17.1
N20002031,FERMANAGH AND SOUTH TYRONE,52.8,0.585,0.584,0.821,14.9,20.0
N20002032,FERMANAGH AND SOUTH TYRONE,30.1,0.585,0.384,0.734,11.0,18.1
N20002033,FERMANAGH AND SOUTH TYRONE,26.1,0.585,0.349,0.719,10.4,17.8
N20002034,FERMANAGH AND SOUTH TYRONE,45.4,0.585,0.519,0.793,13.6,19.3
N20002035,FERMANAGH AND SOUTH TYRONE,41.8,0.585,0.487,0.779,13.0,19.0
N20002036,FERMANAGH AND SOUTH TYRONE,47.3,0.585,0.536,0.8,13.9,19.5
