DZ21,label,con,margin_rate,prot_pct,old65_pct,pop
N20000091,Ballyclare_A2,SOUTH ANTRIM,5.3,87.63,8.08,396.0
N20002622,Ballymena_H2,NORTH ANTRIM,5.3,78.62,12.26,318.0
N20003703,Bangor_East_and_Donaghadee_G3,NORTH DOWN,5.3,65.7,12.3,309.0
N20000602,Banbridge_B4,UPPER BANN,5.3,56.92,19.58,383.0
N20000593,Lagan_River_N5,SOUTH DOWN,5.3,70.84,25.49,463.0
N20001537,Bann_F3,EAST LONDONDERRY,5.3,70.44,31.24,477.0
N20001623,Causeway_F3,EAST LONDONDERRY,5.3,64.66,26.18,382.0
N20000520,Lurgan_J4,UPPER BANN,5.29,82.8,15.69,529.0
N20002526,Castlereagh_East_H1,BELFAST EAST,5.29,65.71,5.0,420.0
N20000023,Dunsilly_D6,SOUTH ANTRIM,5.29,35.16,19.7,401.0
N20000698,Cusher_J3,NEWRY AND ARMAGH,5.29,67.55,25.53,188.0
N20002466,Castlereagh_South_C3,BELFAST SOUTH,5.29,43.28,25.37,201.0
N20003780,Ards_Peninsula_L4,STRANGFORD,5.29,34.29,33.51,382.0
N20000581,Lagan_River_G4,UPPER BANN,5.29,77.88,7.05,312.0
N20002257,Downshire_West_A6,LAGAN VALLEY,5.29,52.5,22.88,520.0
N20001556,Coleraine_C2,EAST LONDONDERRY,5.29,68.97,3.45,232.0
N20003034,Dungannon_C1,FERMANAGH AND SOUTH TYRONE,5.29,18.39,21.74,299.0
N20002403,Lisburn_North_D4,LAGAN VALLEY,5.28,68.51,19.83,343.0
N20002317,Killultagh_C6,LAGAN VALLEY,5.28,75.1,20.08,518.0
N20001129,Botanic_K4,BELFAST SOUTH,5.28,48.53,12.06,373.0
N20000465,Craigavon_L2,UPPER BANN,5.28,46.07,29.84,191.0
N20002084,Enniskillen_A4,FERMANAGH AND SOUTH TYRONE,5.28,60.86,28.96,442.0
N20002698,Coast_Road_D4,EAST ANTRIM,5.28,46.88,21.66,337.0
N20000159,Three_Mile_Water_J4,EAST ANTRIM,5.28,79.35,17.39,276.0
N20000447,Craigavon_F5,UPPER BANN,5.28,37.28,5.68,405.0
N20000805,Castle_G1,BELFAST NORTH,5.28,74.1,19.37,444.0
N20000967,Ormiston_F3,BELFAST EAST,5.28,61.68,24.41,381.0
N20000897,Titanic_K4,BELFAST EAST,5.28,59.43,21.14,350.0
N20000231,Glengormley_Urban_F1,BELFAST NORTH,5.27,44.02,35.89,418.0
N20003632,Bangor_Central_C2,NORTH DOWN,5.27,45.87,12.8,508.0
N20000226,Glengormley_Urban_D3,SOUTH ANTRIM,5.27,61.2,21.6,500.0
N20000906,Titanic_J5,BELFAST EAST,5.27,54.92,16.06,193.0
N20002383,Lisburn_North_A3,LAGAN VALLEY,5.27,47.75,26.25,400.0
N20000362,Portadown_A5,FERMANAGH AND SOUTH TYRONE,5.27,75.56,23.23,495.0
N20000134,Three_Mile_Water_E2,EAST ANTRIM,5.26,65.61,24.49,535.0
N20000859,Titanic_A3,BELFAST EAST,5.26,60.43,10.74,326.0
N20001056,Lisnasharragh_P1,BELFAST EAST,5.26,72.42,18.53,475.0
N20002368,Lisburn_South_K2,LAGAN VALLEY,5.26,65.01,12.27,383.0
N20000703,Cusher_K5,NEWRY AND ARMAGH,5.26,85.74,24.11,477.0
N20001857,Waterside_B4,FOYLE,5.26,77.45,25.52,337.0
N20000905,Titanic_L3,BELFAST EAST,5.26,50.29,10.12,346.0
N20000211,Glengormley_Urban_C1,SOUTH ANTRIM,5.26,59.96,11.62,482.0
N20000006,Dunsilly_A4,SOUTH ANTRIM,5.26,59.66,25.21,357.0
N20002942,Cookstown_G1,MID ULSTER,5.26,53.56,33.63,562.0
N20002680,Braid_K1,NORTH ANTRIM,5.26,83.78,16.81,339.0
N20002104,Enniskillen_F4,FERMANAGH AND SOUTH TYRONE,5.25,29.11,19.31,347.0
N20003297,The_Mournes_L1,SOUTH DOWN,5.25,52.84,16.42,475.0
N20003766,Ards_Peninsula_J4,STRANGFORD,5.25,83.23,14.72,489.0
N20001226,Balmoral_L2,BELFAST SOUTH,5.25,46.07,46.07,369.0
N20003374,Rowallane_F4,STRANGFORD,5.25,60.39,26.67,255.0
N20000126,Three_Mile_Water_C1,EAST ANTRIM,5.25,71.7,8.3,470.0
N20000550,Lurgan_T4,UPPER BANN,5.25,73.28,5.46,348.0
N20002492,Castlereagh_South_H1,BELFAST SOUTH,5.25,65.74,12.11,289.0
N20002912,Magherafelt_C6,MID ULSTER,5.25,43.56,18.87,551.0
N20000963,Ormiston_F2,BELFAST EAST,5.25,65.25,14.29,259.0
N20000280,Airport_G2,SOUTH ANTRIM,5.24,76.86,21.03,523.0
N20003373,Rowallane_F3,STRANGFORD,5.24,50.27,13.39,366.0
N20000235,Glengormley_Urban_G3,BELFAST NORTH,5.24,39.8,28.76,299.0
N20000052,Antrim_F2,SOUTH ANTRIM,5.24,57.39,20.3,399.0
N20003311,Slieve_Croob_A1,SOUTH DOWN,5.24,57.78,21.98,514.0
N20000152,Three_Mile_Water_G2,EAST ANTRIM,5.24,56.16,26.73,333.0
N20000587,Lagan_River_L2,LAGAN VALLEY,5.24,77.02,18.07,570.0
N20003575,Holywood_and_Clandeboye_K5,NORTH DOWN,5.24,63.79,28.24,301.0
N20003042,Dungannon_F4,FERMANAGH AND SOUTH TYRONE,5.24,11.68,19.39,428.0
N20002313,Killultagh_E4,LAGAN VALLEY,5.24,77.99,12.88,427.0
N20000919,Titanic_T3,BELFAST EAST,5.24,68.09,14.89,329.0
N20000685,Cusher_D3,NEWRY AND ARMAGH,5.24,76.32,24.5,604.0
N20003561,Holywood_and_Clandeboye_H3,NORTH DOWN,5.23,42.39,13.97,401.0
N20000641,Banbridge_K4,UPPER BANN,5.23,52.47,23.95,547.0
N20003678,Bangor_Central_Q5,NORTH DOWN,5.23,66.29,7.65,353.0
N20000584,Lagan_River_L1,LAGAN VALLEY,5.23,73.03,9.25,508.0
N20002705,Coast_Road_F3,EAST ANTRIM,5.23,65.83,12.54,319.0
N20000912,Titanic_P2,BELFAST SOUTH,5.23,46.15,9.44,286.0
N20000035,Antrim_A1,SOUTH ANTRIM,5.23,37.58,8.69,495.0
N20000305,Armagh_E3,NEWRY AND ARMAGH,5.23,72.64,16.55,435.0
N20003364,Rowallane_D2,STRANGFORD,5.23,35.41,21.31,305.0
N20002538,Castlereagh_East_H5,BELFAST EAST,5.23,74.32,3.93,331.0
N20003383,Rowallane_J1,SOUTH DOWN,5.23,39.47,31.73,375.0
N20001587,Coleraine_K2,EAST LONDONDERRY,5.22,64.02,6.16,503.0
N20000092,Ballyclare_B2,SOUTH ANTRIM,5.22,82.88,12.76,619.0
N20002396,Lisburn_North_F3,LAGAN VALLEY,5.22,58.36,34.1,305.0
N20002769,Carrick_Castle_A5,EAST ANTRIM,5.22,76.64,2.68,411.0
N20003154,Newry_A1,NEWRY AND ARMAGH,5.22,42.53,27.07,569.0
N20003269,The_Mournes_B4,SOUTH DOWN,5.22,10.7,20.37,383.0
N20003671,Bangor_Central_N4,NORTH DOWN,5.22,69.37,3.87,284.0
N20003576,Holywood_and_Clandeboye_L5,NORTH DOWN,5.22,48.95,9.95,382.0
N20002905,Magherafelt_A7,MID ULSTER,5.22,41.05,25.9,363.0
N20000437,Craigavon_D3,UPPER BANN,5.21,27.96,26.97,304.0
N20001025,Lisnasharragh_B4,BELFAST EAST,5.21,68.92,19.82,222.0
N20001585,Coleraine_K1,EAST LONDONDERRY,5.21,68.2,14.32,412.0
N20000163,Three_Mile_Water_K4,EAST ANTRIM,5.21,64.14,5.56,396.0
N20000929,Titanic_R4,BELFAST EAST,5.21,59.27,9.45,275.0
N20000656,Banbridge_P4,SOUTH DOWN,5.21,74.58,20.76,236.0
N20003330,Slieve_Croob_F2,SOUTH DOWN,5.21,51.61,23.34,467.0
N20000924,Titanic_P4,BELFAST SOUTH,5.21,46.37,6.98,358.0
N20000204,Macedon_J5,BELFAST NORTH,5.21,52.23,19.75,314.0
N20002294,Killultagh_C2,SOUTH ANTRIM,5.2,59.76,28.81,420.0
N20003395,Downpatrick_A4,SOUTH DOWN,5.2,37.77,22.66,556.0
N20000620,Banbridge_E5,UPPER BANN,5.2,48.94,16.96,519.0
N20002081,Enniskillen_A1,FERMANAGH AND SOUTH TYRONE,5.2,52.73,30.88,421.0
N20001615,Causeway_E5,EAST LONDONDERRY,5.2,58.26,11.78,484.0
N20003387,Rowallane_E5,STRANGFORD,5.2,55.42,22.69,498.0
N20002505,Castlereagh_East_B1,BELFAST EAST,5.2,77.71,6.57,350.0
N20002515,Castlereagh_East_B4,BELFAST EAST,5.2,74.49,13.44,439.0
N20000694,Cusher_H2,NEWRY AND ARMAGH,5.19,77.02,21.54,557.0
N20000433,Craigavon_C2,UPPER BANN,5.19,20.11,10.71,532.0
N20001036,Lisnasharragh_F2,BELFAST SOUTH,5.19,61.99,23.36,321.0
N20003554,Holywood_and_Clandeboye_G1,NORTH DOWN,5.19,74.29,10.28,953.0
N20002904,Magherafelt_B2,MID ULSTER,5.19,29.31,21.58,505.0
N20000711,Oldpark_A1,BELFAST NORTH,5.19,83.28,11.74,622.0
N20001723,Ballymoney_J2,NORTH ANTRIM,5.19,64.76,22.14,542.0
N20002145,Erne_North_G1,FERMANAGH AND SOUTH TYRONE,5.19,59.2,31.29,473.0
N20002303,Killultagh_F2,LAGAN VALLEY,5.19,64.45,14.22,422.0
N20000041,Antrim_C1,SOUTH ANTRIM,5.19,48.03,15.65,735.0
N20002401,Lisburn_North_H1,LAGAN VALLEY,5.19,64.67,28.0,300.0
N20000995,Ormiston_R1,BELFAST EAST,5.19,67.11,17.86,599.0
N20002208,Omagh_H2,WEST TYRONE,5.19,25.08,25.08,299.0
N20000568,Lagan_River_D2,LAGAN VALLEY,5.18,72.09,11.63,387.0
N20000232,Glengormley_Urban_G1,BELFAST NORTH,5.18,42.11,28.74,247.0
N20001032,Lisnasharragh_D4,BELFAST SOUTH,5.18,50.19,15.73,267.0
N20003532,Newtownards_S3,STRANGFORD,5.18,72.89,16.42,402.0
N20000564,Lagan_River_E1,UPPER BANN,5.18,77.16,10.58,416.0
N20000577,Lagan_River_H2,LAGAN VALLEY,5.18,75.74,11.05,371.0
N20002441,Downshire_East_E2,LAGAN VALLEY,5.18,78.74,19.79,475.0
N20001492,Limavady_D2,EAST LONDONDERRY,5.18,43.9,6.27,287.0
N20003779,Ards_Peninsula_N5,STRANGFORD,5.18,17.54,31.83,399.0
N20001637,Causeway_H5,EAST LONDONDERRY,5.18,57.35,37.11,415.0
N20001171,Botanic_X4,BELFAST SOUTH,5.18,36.23,34.72,265.0
N20001621,Causeway_G1,EAST LONDONDERRY,5.18,52.59,30.19,424.0
N20002691,Coast_Road_C1,EAST ANTRIM,5.18,47.28,28.33,533.0
N20000899,Titanic_J4,BELFAST EAST,5.18,51.56,9.92,353.0
N20002342,Lisburn_South_G1,LAGAN VALLEY,5.18,56.76,2.97,370.0
N20003714,Bangor_East_and_Donaghadee_H3,NORTH DOWN,5.18,78.68,8.14,516.0
N20002764,Carrick_Castle_A2,EAST ANTRIM,5.18,79.91,13.24,438.0
N20000128,Three_Mile_Water_C2,EAST ANTRIM,5.17,75.32,11.89,555.0
N20002581,Bannside_J1,NORTH ANTRIM,5.17,67.77,28.52,512.0
N20001450,Benbradagh_A4,EAST LONDONDERRY,5.17,38.13,19.39,459.0
N20003095,Clogher_Valley_G3,FERMANAGH AND SOUTH TYRONE,5.17,70.98,22.06,417.0
N20002120,Enniskillen_G6,FERMANAGH AND SOUTH TYRONE,5.17,62.39,18.81,436.0
N20000264,Airport_B3,SOUTH ANTRIM,5.17,56.4,10.95,539.0
N20001508,Limavady_G2,EAST LONDONDERRY,5.17,49.74,20.07,583.0
N20002750,Larne_Lough_G2,EAST ANTRIM,5.17,84.41,10.27,263.0
N20002835,Knockagh_J2,EAST ANTRIM,5.17,66.88,8.23,474.0
N20000907,Titanic_Q2,BELFAST EAST,5.17,53.31,7.73,362.0
N20002000,Derg_B1,WEST TYRONE,5.17,40.14,27.0,426.0
N20003564,Holywood_and_Clandeboye_H5,NORTH DOWN,5.17,46.22,19.64,331.0
N20000434,Craigavon_D1,UPPER BANN,5.17,34.82,16.24,425.0
N20003355,Rowallane_B4,STRANGFORD,5.17,57.09,22.36,501.0
N20000027,Dunsilly_F3,SOUTH ANTRIM,5.17,39.61,3.6,361.0
N20002509,Castlereagh_East_B2,BELFAST EAST,5.17,72.17,6.84,424.0
N20002459,Castlereagh_South_A3,BELFAST SOUTH,5.16,45.99,27.49,411.0
N20003610,Bangor_West_G3,NORTH DOWN,5.16,57.59,7.85,191.0
N20002498,Castlereagh_South_J5,STRANGFORD,5.16,69.47,18.38,321.0
N20000215,Glengormley_Urban_C2,SOUTH ANTRIM,5.15,62.79,12.14,387.0
N20001402,Court_L1,BELFAST WEST,5.15,70.0,6.59,440.0
N20000085,Antrim_L4,SOUTH ANTRIM,5.15,62.15,9.89,465.0
N20003397,Downpatrick_C1,SOUTH DOWN,5.15,32.72,35.89,599.0
N20001898,Waterside_K4,FOYLE,5.15,71.39,14.17,381.0
N20003349,Rowallane_A2,STRANGFORD,5.14,54.89,21.06,603.0
N20001871,Waterside_D5,FOYLE,5.14,56.24,32.39,457.0
N20002587,Ballymena_A1,NORTH ANTRIM,5.14,31.75,17.86,252.0
N20001957,Sperrin_C2,WEST TYRONE,5.14,54.82,22.84,197.0
N20002336,Lisburn_South_E1,LAGAN VALLEY,5.14,69.46,8.37,514.0
N20002876,Moyola_E2,MID ULSTER,5.14,66.14,24.38,443.0
N20002411,Lisburn_North_J3,LAGAN VALLEY,5.14,57.69,16.6,494.0
N20001217,Balmoral_F4,BELFAST SOUTH,5.13,53.96,23.77,467.0
N20002298,Killultagh_C4,SOUTH ANTRIM,5.13,69.74,24.1,390.0
N20001209,Balmoral_H3,BELFAST SOUTH,5.13,51.21,41.52,330.0
N20001216,Balmoral_J4,BELFAST SOUTH,5.13,47.86,21.37,234.0
N20002065,Erne_West_C2,FERMANAGH AND SOUTH TYRONE,5.13,62.52,22.11,579.0
N20000164,Macedon_A1,BELFAST NORTH,5.13,60.45,15.73,445.0
N20003667,Bangor_Central_P2,NORTH DOWN,5.13,70.19,6.34,426.0
N20002393,Lisburn_North_F1,LAGAN VALLEY,5.13,60.58,27.18,482.0
N20002994,Torrent_G1,MID ULSTER,5.13,72.87,14.13,446.0
N20002107,Enniskillen_E5,FERMANAGH AND SOUTH TYRONE,5.13,30.99,28.07,342.0
N20001199,Balmoral_E5,BELFAST SOUTH,5.13,31.18,37.18,433.0
N20000629,Banbridge_F3,UPPER BANN,5.13,69.82,22.25,391.0
N20000219,Glengormley_Urban_C3,SOUTH ANTRIM,5.12,44.0,25.67,600.0
N20003380,Rowallane_F6,STRANGFORD,5.12,22.4,22.4,442.0
N20000659,Banbridge_Q1,SOUTH DOWN,5.12,43.67,16.77,316.0
N20003484,Newtownards_D1,STRANGFORD,5.12,75.82,10.99,455.0
N20000939,Titanic_Y2,BELFAST SOUTH,5.12,45.71,7.5,280.0
N20000315,Armagh_C4,NEWRY AND ARMAGH,5.12,39.39,31.6,424.0
N20002584,Bannside_J3,NORTH ANTRIM,5.12,71.99,20.3,532.0
N20001635,Causeway_H4,EAST LONDONDERRY,5.12,49.21,24.7,506.0
N20001947,Sperrin_B1,WEST TYRONE,5.12,76.79,20.54,448.0
N20000169,Macedon_B3,EAST ANTRIM,5.11,30.56,17.78,360.0
N20001108,Botanic_F5,BELFAST SOUTH,5.11,34.48,10.84,203.0
N20000004,Dunsilly_A3,SOUTH ANTRIM,5.11,50.38,22.5,520.0
N20002399,Lisburn_North_G1,LAGAN VALLEY,5.11,54.4,27.98,579.0
N20002150,West_Tyrone_A1,WEST TYRONE,5.11,75.0,27.5,320.0
N20002897,Magherafelt_A3,MID ULSTER,5.1,28.72,35.38,195.0
N20002297,Killultagh_B4,LAGAN VALLEY,5.1,51.43,27.46,488.0
N20002271,Downshire_West_D5,LAGAN VALLEY,5.1,64.58,12.5,336.0
N20003534,Newtownards_S5,STRANGFORD,5.1,69.3,13.37,329.0
N20002212,Omagh_H3,WEST TYRONE,5.1,10.41,18.61,317.0
N20002967,Cookstown_J2,MID ULSTER,5.09,69.42,18.75,448.0
N20002320,Killultagh_H1,LAGAN VALLEY,5.09,72.56,4.42,543.0
N20003631,Bangor_Central_F1,NORTH DOWN,5.09,53.18,15.29,314.0
N20002957,Cookstown_F2,MID ULSTER,5.09,14.68,19.5,477.0
N20001922,Faughan_D4,FOYLE,5.09,67.42,23.31,399.0
N20001102,Botanic_F4,BELFAST SOUTH,5.09,45.82,11.95,251.0
N20003428,Downpatrick_J4,SOUTH DOWN,5.09,9.05,32.35,442.0
N20001951,Sperrin_B4,WEST TYRONE,5.09,50.43,27.06,462.0
N20002922,Magherafelt_F2,MID ULSTER,5.08,49.75,21.32,394.0
N20003488,Newtownards_D2,STRANGFORD,5.08,76.45,11.4,535.0
N20001029,Lisnasharragh_D3,BELFAST SOUTH,5.08,45.36,12.58,302.0
N20003340,Slieve_Croob_H3,SOUTH DOWN,5.08,40.57,36.28,419.0
N20002397,Lisburn_North_F4,LAGAN VALLEY,5.08,55.79,30.32,432.0
N20001716,Ballymoney_G2,NORTH ANTRIM,5.08,51.42,21.23,702.0
N20002097,Enniskillen_C4,FERMANAGH AND SOUTH TYRONE,5.08,46.62,27.57,399.0
N20000888,Titanic_J2,BELFAST EAST,5.07,56.15,9.05,431.0
N20003304,The_Mournes_N3,SOUTH DOWN,5.07,36.46,28.14,661.0
N20002098,Enniskillen_B5,FERMANAGH AND SOUTH TYRONE,5.07,20.51,34.25,546.0
N20002467,Castlereagh_South_B5,BELFAST SOUTH,5.07,48.79,28.6,535.0
N20000416,Portadown_R3,NEWRY AND ARMAGH,5.07,62.45,21.65,522.0
N20002300,Killultagh_F1,LAGAN VALLEY,5.07,65.0,10.5,400.0
N20000695,Cusher_K2,NEWRY AND ARMAGH,5.06,84.0,17.14,525.0
N20002477,Castlereagh_South_D4,BELFAST SOUTH,5.06,47.97,25.29,344.0
N20001371,Court_A2,BELFAST NORTH,5.06,58.33,25.26,384.0
N20000043,Antrim_D1,SOUTH ANTRIM,5.06,44.83,5.26,551.0
N20000060,Antrim_J1,SOUTH ANTRIM,5.06,48.42,18.25,285.0
N20002909,Magherafelt_C4,MID ULSTER,5.06,39.44,25.93,540.0
N20001156,Botanic_S4,BELFAST SOUTH,5.06,34.14,28.28,580.0
N20000009,Dunsilly_A6,SOUTH ANTRIM,5.06,75.08,21.73,313.0
N20001234,Balmoral_P4,LAGAN VALLEY,5.06,52.39,12.96,355.0
N20002931,Cookstown_A3,MID ULSTER,5.06,71.87,16.08,423.0
N20002364,Lisburn_South_G4,LAGAN VALLEY,5.05,44.0,13.43,350.0
N20002473,Castlereagh_South_D1,BELFAST SOUTH,5.05,40.72,34.63,361.0
N20002642,Braid_B1,NORTH ANTRIM,5.05,34.69,26.76,441.0
N20003050,Dungannon_F6,FERMANAGH AND SOUTH TYRONE,5.05,40.41,20.65,678.0
N20000313,Armagh_F1,NEWRY AND ARMAGH,5.05,14.96,20.73,381.0
N20001091,Botanic_D1,BELFAST SOUTH,5.05,49.68,15.19,316.0
N20002344,Lisburn_South_E2,LAGAN VALLEY,5.05,62.45,4.85,474.0
N20001867,Waterside_C4,FOYLE,5.04,51.65,18.41,364.0
N20002461,Castlereagh_South_C1,BELFAST SOUTH,5.04,44.75,22.13,610.0
N20003265,The_Mournes_B2,SOUTH DOWN,5.04,15.07,23.84,365.0
N20000661,Banbridge_Q3,SOUTH DOWN,5.04,50.36,18.23,417.0
N20002690,Coast_Road_B3,EAST ANTRIM,5.04,43.94,18.48,330.0
N20002475,Castlereagh_South_D3,BELFAST SOUTH,5.04,48.26,42.04,402.0
N20000268,Airport_F1,SOUTH ANTRIM,5.04,60.85,19.75,562.0
N20002457,Castlereagh_South_A2,BELFAST SOUTH,5.04,38.1,23.31,399.0
N20000445,Craigavon_E5,UPPER BANN,5.04,22.62,16.45,389.0
N20000025,Dunsilly_F2,SOUTH ANTRIM,5.04,46.77,3.42,263.0
N20002170,West_Tyrone_D1,WEST TYRONE,5.04,16.27,24.07,295.0
N20000621,Banbridge_H1,UPPER BANN,5.03,41.63,12.05,639.0
N20000692,Cusher_H1,NEWRY AND ARMAGH,5.03,65.65,22.14,655.0
N20002017,Derg_G1,WEST TYRONE,5.03,57.58,27.71,462.0
N20000657,Banbridge_L5,SOUTH DOWN,5.03,73.2,20.4,500.0
N20000594,Banbridge_A1,UPPER BANN,5.03,66.02,21.04,309.0
N20001292,Collin_R3,LAGAN VALLEY,5.03,61.87,14.16,438.0
N20001078,Lisnasharragh_R5,BELFAST SOUTH,5.03,45.64,41.08,241.0
N20000623,Banbridge_J1,UPPER BANN,5.03,61.1,15.34,365.0
N20000601,Banbridge_B3,UPPER BANN,5.03,48.63,17.31,364.0
N20000521,Lurgan_B4,UPPER BANN,5.03,63.0,19.73,527.0
N20003406,Downpatrick_E3,SOUTH DOWN,5.02,16.42,23.58,335.0
N20000890,Titanic_K2,BELFAST EAST,5.02,62.43,12.43,378.0
N20001214,Balmoral_J3,BELFAST SOUTH,5.02,54.34,15.9,346.0
N20001077,Lisnasharragh_R4,BELFAST SOUTH,5.02,44.15,25.47,530.0
N20000044,Antrim_C2,SOUTH ANTRIM,5.01,46.04,12.02,391.0
N20001852,Waterside_B1,FOYLE,5.01,64.03,31.45,442.0
N20002102,Enniskillen_F3,FERMANAGH AND SOUTH TYRONE,5.01,35.54,32.57,439.0
N20000101,Ballyclare_D2,SOUTH ANTRIM,5.01,88.62,10.03,369.0
N20001413,Court_N2,BELFAST NORTH,5.01,69.59,17.51,434.0
N20001219,Balmoral_J5,BELFAST SOUTH,5.0,50.44,22.87,341.0
N20003618,Bangor_West_H6,NORTH DOWN,5.0,71.57,10.54,313.0
N20001447,Benbradagh_A1,EAST LONDONDERRY,5.0,34.11,4.26,258.0
N20001027,Lisnasharragh_C2,BELFAST SOUTH,5.0,46.62,15.43,311.0
N20003317,Slieve_Croob_A5,SOUTH DOWN,5.0,37.66,26.41,693.0
N20000178,Macedon_E1,BELFAST NORTH,4.99,35.87,19.37,315.0
N20002181,Omagh_C1,WEST TYRONE,4.99,47.6,17.16,437.0
N20002471,Castlereagh_South_B7,BELFAST SOUTH,4.98,37.07,14.94,348.0
N20002730,Larne_Lough_C1,EAST ANTRIM,4.98,69.65,4.05,346.0
N20001715,Ballymoney_G1,NORTH ANTRIM,4.98,45.49,23.49,677.0
N20003388,Rowallane_J3,SOUTH DOWN,4.98,22.91,21.84,467.0
N20002109,Enniskillen_G2,FERMANAGH AND SOUTH TYRONE,4.98,57.46,21.82,362.0
N20002562,Bannside_D3,NORTH ANTRIM,4.97,42.0,21.11,450.0
N20002134,Erne_North_D3,FERMANAGH AND SOUTH TYRONE,4.97,15.83,33.06,360.0
N20001163,Botanic_T5,BELFAST SOUTH,4.97,24.51,12.25,253.0
N20002478,Castlereagh_South_D5,BELFAST SOUTH,4.97,32.84,26.75,673.0
N20000882,Titanic_B2,BELFAST EAST,4.97,24.7,7.19,417.0
N20002639,Braid_A1,NORTH ANTRIM,4.97,55.11,21.35,548.0
N20000635,Banbridge_J5,UPPER BANN,4.96,57.67,7.16,489.0
N20003773,Ards_Peninsula_L2,STRANGFORD,4.96,27.69,23.46,567.0
N20001232,Balmoral_P3,BELFAST SOUTH,4.96,68.53,17.46,464.0
N20000595,Banbridge_A2,UPPER BANN,4.96,55.0,23.2,500.0
N20000482,Lurgan_A5,UPPER BANN,4.96,35.45,22.11,615.0
N20001418,Court_Q2,BELFAST WEST,4.95,35.14,14.32,370.0
N20001652,The_Glens_C1,NORTH ANTRIM,4.95,44.83,27.82,435.0
N20003410,Downpatrick_E6,SOUTH DOWN,4.95,9.65,20.11,373.0
N20001491,Limavady_D1,EAST LONDONDERRY,4.95,51.55,9.28,485.0
N20002039,Erne_East_A5,FERMANAGH AND SOUTH TYRONE,4.95,53.87,24.14,555.0
N20003391,Downpatrick_B1,SOUTH DOWN,4.94,21.4,34.77,486.0
N20001453,Benbradagh_A7,EAST LONDONDERRY,4.94,26.2,10.14,355.0
N20000658,Banbridge_P5,SOUTH DOWN,4.94,70.28,21.71,387.0
N20002914,Magherafelt_E2,MID ULSTER,4.93,58.33,19.23,468.0
N20002275,Downshire_West_C5,LAGAN VALLEY,4.93,67.56,12.0,450.0
N20001021,Lisnasharragh_D1,BELFAST SOUTH,4.93,40.75,10.0,400.0
N20002853,Carntogher_C3,MID ULSTER,4.93,76.54,22.43,584.0
N20002213,Omagh_H4,WEST TYRONE,4.93,16.57,21.23,537.0
N20002454,Downshire_East_G3,LAGAN VALLEY,4.93,68.68,13.92,431.0
N20002029,Erne_East_A1,FERMANAGH AND SOUTH TYRONE,4.93,59.64,25.9,498.0
N20002499,Castlereagh_South_J6,STRANGFORD,4.93,53.12,21.69,544.0
N20003020,Dungannon_A1,FERMANAGH AND SOUTH TYRONE,4.92,6.77,7.19,473.0
N20002770,Carrick_Castle_C2,EAST ANTRIM,4.92,78.27,4.62,520.0
N20000726,Oldpark_E1,BELFAST NORTH,4.92,40.77,18.92,444.0
N20002246,Mid_Tyrone_F2,WEST TYRONE,4.92,67.07,21.07,413.0
N20001063,Lisnasharragh_P2,BELFAST SOUTH,4.92,37.65,18.53,502.0
N20002404,Lisburn_North_G2,LAGAN VALLEY,4.91,49.03,14.09,873.0
N20002412,Lisburn_North_G4,LAGAN VALLEY,4.91,52.21,20.72,362.0
N20003357,Rowallane_E2,STRANGFORD,4.91,31.42,19.95,401.0
N20000942,Titanic_Y3,BELFAST SOUTH,4.91,39.3,7.99,313.0
N20002122,Erne_North_A1,FERMANAGH AND SOUTH TYRONE,4.91,56.92,24.42,520.0
N20000823,Castle_K2,BELFAST NORTH,4.9,59.38,19.95,416.0
N20003268,The_Mournes_C2,SOUTH DOWN,4.9,29.83,28.15,476.0
N20001501,Limavady_D4,EAST LONDONDERRY,4.9,50.0,11.2,500.0
N20001090,Botanic_C3,BELFAST SOUTH,4.9,26.19,7.38,569.0
N20002398,Lisburn_North_F5,LAGAN VALLEY,4.9,43.99,8.54,316.0
N20002470,Castlereagh_South_C4,BELFAST SOUTH,4.89,42.91,24.25,536.0
N20001513,Limavady_F4,EAST LONDONDERRY,4.89,41.77,13.84,419.0
N20001914,Faughan_B1,FOYLE,4.89,36.03,32.12,358.0
N20001178,Botanic_Z4,BELFAST SOUTH,4.89,34.54,32.28,443.0
N20002139,Erne_North_F1,FERMANAGH AND SOUTH TYRONE,4.89,61.71,22.22,504.0
N20000265,Airport_D1,SOUTH ANTRIM,4.88,52.8,12.15,428.0
N20001194,Balmoral_C2,BELFAST SOUTH,4.88,45.25,22.05,263.0
N20002036,Erne_East_C3,FERMANAGH AND SOUTH TYRONE,4.87,48.91,19.95,366.0
N20002465,Castlereagh_South_B4,BELFAST SOUTH,4.87,41.71,24.86,350.0
N20001917,Faughan_C1,FOYLE,4.87,50.47,20.09,428.0
N20001481,Limavady_A1,EAST LONDONDERRY,4.87,27.51,17.14,887.0
N20001181,Balmoral_A3,BELFAST SOUTH,4.87,28.93,19.42,242.0
N20003429,Downpatrick_K1,SOUTH DOWN,4.86,23.09,23.98,563.0
N20000172,Macedon_B4,EAST ANTRIM,4.86,39.74,13.1,458.0
N20000239,Glengormley_Urban_G4,BELFAST NORTH,4.86,49.75,30.0,400.0
N20000653,Banbridge_L4,SOUTH DOWN,4.86,62.31,20.38,520.0
N20001497,Limavady_D3,EAST LONDONDERRY,4.86,51.14,13.01,438.0
N20000285,Airport_G4,SOUTH ANTRIM,4.86,59.02,24.31,510.0
