DZ21,DEA2014,u_open_1972,n_open_1972,u_open_1984,n_open_1984,u_open_1993,n_open_1993,u_open_2012,n_open_2012,u_open_mean,n_open_mean,n_vintages_u
N20002610,Ballymena,6.1,,1.9,100.0,9.4,20.7,11.6,58.4,7.2,59.7,4
N20002607,Ballymena,6.1,,1.9,100.0,9.4,20.7,11.6,58.4,7.2,59.7,4
N20002603,Ballymena,6.1,,1.9,100.0,9.4,20.7,11.6,58.4,7.2,59.7,4
N20002595,Ballymena,6.1,,1.9,100.0,9.4,20.7,11.6,58.4,7.2,59.7,4
N20002600,Ballymena,6.1,,1.9,100.0,9.4,20.7,11.6,58.4,7.2,59.7,4
N20002609,Ballymena,0.0,,,,9.4,20.7,11.6,58.4,7.0,39.5,3
N20002655,Braid,0.5,,,,2.1,7.7,11.4,62.9,4.7,35.3,3
N20002653,Braid,0.5,,,,2.1,7.7,11.4,62.9,4.7,35.3,3
N20002557,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002556,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002554,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002555,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002558,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002559,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002564,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002551,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002550,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002553,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002563,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002577,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002580,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002583,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002584,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002586,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002585,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20000007,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000015,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000022,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000003,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000009,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000008,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000012,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000014,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000019,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000016,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000011,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000017,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000018,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20002582,Bannside,0.0,,,,0.2,10.6,4.8,,1.7,10.6,3
N20002678,Braid,,,,,2.5,17.0,11.4,62.9,7.0,40.0,2
N20002684,Braid,,,,,2.5,17.0,11.4,62.9,7.0,40.0,2
N20002680,Braid,,,,,2.5,17.0,11.4,62.9,7.0,40.0,2
N20002681,Braid,,,,,2.5,17.0,11.4,62.9,7.0,40.0,2
N20002682,Braid,,,,,2.5,17.0,11.4,62.9,7.0,40.0,2
N20002683,Braid,,,,,2.5,17.0,11.4,62.9,7.0,40.0,2
N20002676,Braid,,,,,2.1,7.7,11.4,62.9,6.8,35.3,2
N20002677,Braid,,,,,2.1,7.7,11.4,62.9,6.8,35.3,2
N20000001,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000010,Dunsilly,,,,,,,5.5,8.0,5.5,8.0,1
N20000013,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000006,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000004,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000029,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000044,Antrim,2.7,,,,,,4.6,,3.6,,2
N20000057,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000077,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000076,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000068,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000071,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000075,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000069,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000062,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000063,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000054,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000048,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000049,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000045,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000043,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000047,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000039,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000037,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000036,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000035,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000040,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000041,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000025,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000027,Dunsilly,6.5,,,,4.4,,5.5,8.0,5.5,8.0,3
N20000038,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000030,Dunsilly,,,2.1,,,,5.5,8.0,3.8,8.0,2
N20000073,Antrim,6.5,,2.1,,,,4.6,,4.4,,3
N20000052,Antrim,6.5,,,,,,4.6,,5.5,,2
N20000051,Antrim,6.5,,,,,,4.6,,5.5,,2
N20000053,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000042,Antrim,6.5,,,,,,4.6,,5.5,,2
N20000046,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000050,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000055,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000058,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000061,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000060,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000056,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000059,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000064,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000070,Antrim,6.5,,2.1,,4.4,,4.6,,4.4,,4
N20000066,Antrim,6.5,,2.1,,4.4,,4.6,,4.4,,4
N20000067,Antrim,6.5,,2.1,,4.4,,4.6,,4.4,,4
N20000074,Antrim,6.5,,2.1,,,,4.6,,4.4,,3
N20000065,Antrim,6.5,,2.1,,4.4,,4.6,,4.4,,4
N20000072,Antrim,6.5,,2.1,,4.4,,4.6,,4.4,,4
N20000085,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000080,Antrim,6.5,,2.1,,4.4,,4.6,,4.4,,4
N20000079,Antrim,6.5,,2.1,,,,4.6,,4.4,,3
N20000082,Antrim,6.5,,2.1,,,,4.6,,4.4,,3
N20000264,Airport,,,2.1,,,,1.4,0.4,1.8,0.4,2
N20000078,Antrim,6.5,,2.1,,,,4.6,,4.4,,3
N20000258,Airport,,,2.1,,,,1.4,0.4,1.8,0.4,2
N20000263,Airport,,,2.1,,,,1.4,0.4,1.8,0.4,2
N20000274,Airport,,,2.1,,,,1.4,0.4,1.8,0.4,2
N20000268,Airport,,,2.1,,,,1.4,0.4,1.8,0.4,2
N20000083,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000081,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000084,Antrim,6.5,,,,4.4,,4.6,,5.2,,3
N20000032,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000021,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000023,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000020,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000028,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000034,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000024,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20000033,Dunsilly,2.7,,,,,,5.5,8.0,4.1,8.0,2
N20002925,Magherafelt,,,1.2,,0.1,,31.7,4.6,11.0,4.6,3
N20002927,Magherafelt,,,1.2,,0.1,,31.7,4.6,11.0,4.6,3
N20002928,Magherafelt,,,1.2,,0.1,,31.7,4.6,11.0,4.6,3
N20002919,Magherafelt,,,1.2,,0.1,,31.7,4.6,11.0,4.6,3
N20002917,Magherafelt,,,1.2,,0.1,,31.7,4.6,11.0,4.6,3
N20002914,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002912,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002910,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002909,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002908,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002891,Moyola,5.1,16.9,,,32.4,1.2,,1.6,18.8,6.6,2
N20002892,Moyola,5.1,16.9,,,32.4,1.2,,1.6,18.8,6.6,2
N20002893,Moyola,5.1,16.9,,,32.4,1.2,,1.6,18.8,6.6,2
N20002916,Magherafelt,,,1.2,,0.1,,31.7,4.6,11.0,4.6,3
N20002887,Moyola,5.1,16.9,,,32.4,1.2,,1.6,18.8,6.6,2
N20002882,Moyola,5.1,16.9,,2.6,0.0,0.1,,1.6,2.5,5.3,2
N20002868,Moyola,1.9,,,2.6,0.0,0.1,,1.6,0.9,1.4,2
N20002869,Moyola,1.9,,,2.6,0.0,0.1,,1.6,0.9,1.4,2
N20002870,Moyola,1.9,,,2.6,0.0,0.1,,1.6,0.9,1.4,2
N20002871,Moyola,1.9,,,,32.4,1.2,,1.6,17.1,1.4,2
N20002879,Moyola,1.9,,,,32.4,1.2,,1.6,17.1,1.4,2
N20002877,Moyola,5.1,16.9,,2.6,0.0,0.1,,1.6,2.5,5.3,2
N20002881,Moyola,5.1,16.9,,2.6,0.0,0.1,,1.6,2.5,5.3,2
N20002880,Moyola,5.1,16.9,,2.6,0.0,0.1,,1.6,2.5,5.3,2
N20002883,Moyola,5.1,16.9,,2.6,0.0,0.1,,1.6,2.5,5.3,2
N20002884,Moyola,5.1,16.9,,2.6,0.0,0.1,,1.6,2.5,5.3,2
N20002889,Moyola,5.1,16.9,,2.6,0.0,0.1,,1.6,2.5,5.3,2
N20002906,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002907,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002905,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002904,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002901,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002899,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002897,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002895,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002898,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002896,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002894,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002900,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002902,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002903,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002886,Moyola,5.1,16.9,,,32.4,1.2,,1.6,18.8,6.6,2
N20002867,Moyola,,,5.2,3.5,13.5,12.8,,1.6,9.3,6.0,2
N20002876,Moyola,,,5.2,3.5,13.5,12.8,,1.6,9.3,6.0,2
N20002872,Moyola,,,5.2,3.5,13.5,12.8,,1.6,9.3,6.0,2
N20002873,Moyola,,,5.2,3.5,13.5,12.8,,1.6,9.3,6.0,2
N20002875,Moyola,,,5.2,3.5,13.5,12.8,,1.6,9.3,6.0,2
N20002878,Moyola,,,5.2,3.5,13.5,12.8,,1.6,9.3,6.0,2
N20002874,Moyola,,,5.2,3.5,13.5,12.8,,1.6,9.3,6.0,2
N20002885,Moyola,,,5.2,3.5,13.5,12.8,,1.6,9.3,6.0,2
N20002888,Moyola,,,5.2,3.5,13.5,12.8,,1.6,9.3,6.0,2
N20002911,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002913,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002915,Magherafelt,5.1,16.9,,,32.4,1.2,31.7,4.6,23.1,7.6,3
N20002922,Magherafelt,,,1.2,,0.1,,31.7,4.6,11.0,4.6,3
N20002923,Magherafelt,,,1.2,,0.1,,31.7,4.6,11.0,4.6,3
N20002921,Magherafelt,,,1.2,,0.1,,31.7,4.6,11.0,4.6,3
N20002924,Magherafelt,,,1.2,,0.1,,31.7,4.6,11.0,4.6,3
N20002926,Magherafelt,,61.8,,,,1.8,31.7,4.6,31.7,22.7,1
N20002918,Magherafelt,,61.8,,,,1.8,31.7,4.6,31.7,22.7,1
N20002931,Cookstown,,61.8,,,,1.8,14.6,,14.6,31.8,1
N20002920,Magherafelt,,61.8,,,,1.8,31.7,4.6,31.7,22.7,1
N20002929,Cookstown,,61.8,,,,1.8,14.6,,14.6,31.8,1
N20002930,Cookstown,,61.8,,,,1.8,14.6,,14.6,31.8,1
N20002890,Moyola,,,5.2,3.5,13.5,12.8,,1.6,9.3,6.0,2
N20002863,Carntogher,,,5.2,3.5,13.5,12.8,11.8,3.1,10.2,6.5,3
N20002864,Carntogher,,,5.2,3.5,13.5,12.8,11.8,3.1,10.2,6.5,3
N20001981,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20002223,Mid Tyrone,,43.5,1.5,17.0,6.5,5.3,13.3,26.0,7.1,22.9,3
N20002221,Mid Tyrone,,43.5,1.5,17.0,6.5,5.3,13.3,26.0,7.1,22.9,3
N20002224,Mid Tyrone,,43.5,1.5,17.0,6.5,5.3,13.3,26.0,7.1,22.9,3
N20002225,Mid Tyrone,,43.5,1.5,17.0,6.5,5.3,13.3,26.0,7.1,22.9,3
N20002222,Mid Tyrone,,43.5,1.5,17.0,6.5,5.3,13.3,26.0,7.1,22.9,3
N20002226,Mid Tyrone,,43.5,1.5,17.0,6.5,5.3,13.3,26.0,7.1,22.9,3
N20002227,Mid Tyrone,,43.5,1.5,17.0,6.5,5.3,13.3,26.0,7.1,22.9,3
N20002150,West Tyrone,1.7,,,,,,,6.3,1.7,6.3,1
N20002024,Derg,,15.4,,,1.1,8.6,1.3,7.5,1.2,10.5,2
N20002017,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002007,Derg,,47.5,,,0.6,,1.3,7.5,0.9,27.5,2
N20002010,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002011,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20002009,Derg,,15.4,,36.6,1.1,8.6,1.3,7.5,1.2,17.0,2
N20001991,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20001992,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20002004,Derg,,15.4,2.4,0.0,48.1,23.0,1.3,7.5,17.3,11.5,3
N20002000,Derg,,,2.4,0.0,48.1,23.0,1.3,7.5,17.3,10.2,3
N20002002,Derg,,15.4,2.4,0.0,48.1,23.0,1.3,7.5,17.3,11.5,3
N20002001,Derg,,15.4,2.4,0.0,48.1,23.0,1.3,7.5,17.3,11.5,3
N20001988,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20001997,Derg,,,2.4,0.0,48.1,23.0,1.3,7.5,17.3,10.2,3
N20001982,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001983,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001986,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001987,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001985,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001996,Derg,,,,36.6,1.1,8.6,1.3,7.5,1.2,17.6,2
N20001995,Derg,,,,36.6,48.1,23.0,1.3,7.5,24.7,22.4,2
N20001984,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001980,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001974,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001977,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001994,Derg,,,,36.6,48.1,23.0,1.3,7.5,24.7,22.4,2
N20001970,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001965,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001969,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001972,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001976,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001979,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001978,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001975,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001973,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001966,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001967,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001968,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20001971,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20001990,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20001993,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20001989,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20001954,Sperrin,,,1.3,7.7,4.6,1.6,14.2,18.5,6.7,9.3,3
N20001948,Sperrin,,,1.3,7.7,4.6,1.6,14.2,18.5,6.7,9.3,3
N20001952,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20001959,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20001955,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20001958,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20001960,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001961,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20001964,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001962,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001963,Sperrin,,,2.4,0.0,48.1,23.0,14.2,18.5,21.6,13.8,3
N20001957,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20001951,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20001945,Faughan,,47.5,,,0.6,,52.5,15.8,26.6,31.6,2
N20001950,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20001947,Sperrin,,47.5,,,0.6,,14.2,18.5,7.4,33.0,2
N20001940,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001939,Faughan,,47.5,,,0.6,,52.5,15.8,26.6,31.6,2
N20001941,Faughan,,47.5,,,0.6,,52.5,15.8,26.6,31.6,2
N20001767,The Moor,,,55.3,7.6,,3.1,,5.7,55.3,5.5,1
N20001928,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001930,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001933,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001932,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001934,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001931,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001904,Waterside,,,1.3,7.7,4.6,1.6,20.9,3.6,8.9,4.3,3
N20001925,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001926,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001763,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001762,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001765,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001766,The Moor,,,,,,2.4,,5.7,,4.0,0
N20001889,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001764,The Moor,,,55.3,7.6,,3.1,,5.7,55.3,5.5,1
N20001887,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001883,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001882,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001886,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001885,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001895,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001896,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001892,Waterside,,,1.3,7.7,4.6,1.6,20.9,3.6,8.9,4.3,3
N20001890,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001901,Waterside,,,1.3,7.7,4.6,1.6,20.9,3.6,8.9,4.3,3
N20001900,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001897,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001902,Waterside,,,1.3,7.7,4.6,1.6,20.9,3.6,8.9,4.3,3
N20001907,Waterside,,,1.3,7.7,4.6,1.6,20.9,3.6,8.9,4.3,3
N20001905,Waterside,,,1.3,7.7,20.2,2.6,20.9,3.6,14.1,4.6,3
N20001903,Waterside,,,1.3,7.7,20.2,2.6,20.9,3.6,14.1,4.6,3
N20001906,Waterside,,,1.3,7.7,20.2,2.6,20.9,3.6,14.1,4.6,3
N20001891,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001884,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001888,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001894,Waterside,,,7.4,5.0,20.2,2.6,20.9,3.6,16.2,3.7,3
N20001893,Waterside,,,1.3,7.7,20.2,2.6,20.9,3.6,14.1,4.6,3
N20001898,Waterside,,,1.3,7.7,20.2,2.6,20.9,3.6,14.1,4.6,3
N20001899,Waterside,,,1.3,7.7,20.2,2.6,20.9,3.6,14.1,4.6,3
N20001929,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001935,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001938,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001937,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001944,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001942,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001943,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001936,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001924,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001927,Faughan,,,1.3,7.7,4.6,1.6,52.5,15.8,19.5,8.4,3
N20001465,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001477,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001472,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001946,Sperrin,,,1.3,7.7,4.6,1.6,14.2,18.5,6.7,9.3,3
N20001949,Sperrin,,,1.3,7.7,4.6,1.6,14.2,18.5,6.7,9.3,3
N20001956,Sperrin,,,1.3,7.7,4.6,1.6,14.2,18.5,6.7,9.3,3
N20001953,Sperrin,,,1.3,7.7,4.6,1.6,14.2,18.5,6.7,9.3,3
N20001479,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001480,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20002862,Carntogher,,,5.2,3.5,13.5,12.8,11.8,3.1,10.2,6.5,3
N20001478,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001476,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001475,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001473,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001471,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001474,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001468,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001469,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001470,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001467,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001464,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001466,Benbradagh,,,,,,0.7,32.6,4.9,32.6,2.8,1
N20001512,Limavady,,,,,,0.7,29.8,10.7,29.8,5.7,1
N20001511,Limavady,,,,,,0.7,29.8,10.7,29.8,5.7,1
N20001508,Limavady,2.7,3.3,,,2.6,4.5,29.8,10.7,11.7,6.2,3
