DZ21,con,catholic_bg_pct,unity,lo90,hi90
N20001477,EAST LONDONDERRY,79.3,62.0,58.6,65.6
N20001478,EAST LONDONDERRY,83.8,64.6,61.1,68.2
N20001480,EAST LONDONDERRY,78.6,61.6,58.3,65.2
N20001481,EAST LONDONDERRY,67.7,55.4,52.2,59.0
N20001482,EAST LONDONDERRY,52.4,46.8,43.7,50.1
N20001484,EAST LONDONDERRY,24.6,31.0,27.9,34.3
N20001485,EAST LONDONDERRY,28.9,33.5,30.4,36.7
N20001486,EAST LONDONDERRY,45.3,42.8,39.7,45.9
N20001487,EAST LONDONDERRY,23.9,30.6,27.5,33.9
N20001488,EAST LONDONDERRY,34.6,36.7,33.5,40.0
N20001489,EAST LONDONDERRY,33.6,36.1,33.0,39.4
N20001490,EAST LONDONDERRY,43.0,41.5,38.4,44.6
N20001491,EAST LONDONDERRY,44.3,42.2,39.1,45.4
N20001492,EAST LONDONDERRY,50.0,45.4,42.4,48.7
N20001494,EAST LONDONDERRY,49.3,45.0,42.0,48.2
N20001495,EAST LONDONDERRY,34.2,36.5,33.3,39.7
N20001496,EAST LONDONDERRY,70.5,57.0,53.7,60.6
N20001497,EAST LONDONDERRY,43.0,41.5,38.4,44.6
N20001498,EAST LONDONDERRY,52.9,47.1,44.0,50.4
N20001499,EAST LONDONDERRY,36.6,37.8,34.7,41.1
N20001501,EAST LONDONDERRY,45.5,42.9,39.8,46.0
N20001502,EAST LONDONDERRY,30.0,34.1,31.0,37.3
N20001503,EAST LONDONDERRY,43.7,41.9,38.8,45.0
N20001504,EAST LONDONDERRY,49.5,45.1,42.1,48.4
N20001505,EAST LONDONDERRY,42.6,41.2,38.1,44.4
N20001506,EAST LONDONDERRY,37.7,38.5,35.3,41.7
N20001508,EAST LONDONDERRY,45.2,42.7,39.6,45.9
N20001510,EAST LONDONDERRY,51.5,46.3,43.2,49.6
N20001512,EAST LONDONDERRY,88.9,67.4,63.7,71.1
N20001513,EAST LONDONDERRY,54.1,47.7,44.6,51.1
N20001514,EAST LONDONDERRY,14.4,25.3,21.8,28.7
N20001515,EAST LONDONDERRY,17.7,27.1,23.8,30.6
N20001516,EAST LONDONDERRY,12.4,24.1,20.6,27.6
N20001517,EAST LONDONDERRY,29.0,33.5,30.4,36.8
N20001518,EAST LONDONDERRY,19.1,27.9,24.6,31.3
N20001519,EAST LONDONDERRY,14.4,25.3,21.8,28.7
N20001521,EAST LONDONDERRY,21.3,29.2,25.9,32.5
N20001522,EAST LONDONDERRY,9.2,22.3,18.7,25.8
N20001523,EAST LONDONDERRY,4.5,19.7,15.9,23.3
N20001524,EAST LONDONDERRY,17.9,27.2,23.9,30.7
N20001525,EAST LONDONDERRY,17.3,26.9,23.5,30.4
N20001526,EAST LONDONDERRY,15.6,25.9,22.5,29.4
N20001527,EAST LONDONDERRY,10.8,23.2,19.6,26.7
N20001528,EAST LONDONDERRY,7.9,21.6,17.9,25.1
N20001529,EAST LONDONDERRY,6.2,20.6,16.9,24.2
N20001530,EAST LONDONDERRY,31.7,35.1,31.9,38.3
N20001532,EAST LONDONDERRY,77.7,61.1,57.8,64.7
N20001533,EAST LONDONDERRY,8.4,21.9,18.2,25.4
N20001534,EAST LONDONDERRY,41.4,40.5,37.4,43.7
N20001535,EAST LONDONDERRY,14.0,25.0,21.6,28.5
N20001536,EAST LONDONDERRY,13.2,24.6,21.1,28.1
N20001537,EAST LONDONDERRY,25.3,31.4,28.3,34.7
N20001538,EAST LONDONDERRY,80.0,62.4,59.0,66.0
N20001539,EAST LONDONDERRY,51.9,46.5,43.4,49.8
N20001540,EAST LONDONDERRY,81.9,63.5,60.0,67.1
N20001541,EAST LONDONDERRY,77.2,60.8,57.5,64.4
N20001542,EAST LONDONDERRY,57.1,49.4,46.3,52.8
N20001543,EAST LONDONDERRY,64.6,53.7,50.5,57.2
N20001545,EAST LONDONDERRY,77.5,61.0,57.6,64.6
N20001546,EAST LONDONDERRY,90.8,68.5,64.7,72.2
N20001547,EAST LONDONDERRY,11.1,23.4,19.8,26.9
N20001548,EAST LONDONDERRY,32.5,35.5,32.3,38.8
N20001549,EAST LONDONDERRY,12.7,24.3,20.8,27.8
N20001550,EAST LONDONDERRY,11.9,23.8,20.3,27.4
N20001551,EAST LONDONDERRY,19.5,28.1,24.8,31.5
N20001552,EAST LONDONDERRY,20.9,28.9,25.7,32.3
N20001553,EAST LONDONDERRY,15.7,26.0,22.6,29.5
N20001554,EAST LONDONDERRY,15.5,25.9,22.5,29.3
N20001555,EAST LONDONDERRY,25.1,31.3,28.1,34.6
N20001556,EAST LONDONDERRY,14.8,25.5,22.1,28.9
N20001557,EAST LONDONDERRY,22.2,29.7,26.4,32.9
N20001558,EAST LONDONDERRY,24.6,31.0,27.9,34.3
N20001560,EAST LONDONDERRY,28.0,33.0,29.9,36.2
N20001561,EAST LONDONDERRY,21.2,29.1,25.9,32.4
N20001562,EAST LONDONDERRY,24.0,30.7,27.5,33.9
N20001563,EAST LONDONDERRY,19.6,28.2,24.9,31.6
N20001565,EAST LONDONDERRY,20.5,28.7,25.4,32.1
N20001566,EAST LONDONDERRY,25.0,31.3,28.1,34.5
N20001567,EAST LONDONDERRY,25.3,31.4,28.3,34.7
N20001568,EAST LONDONDERRY,44.6,42.4,39.3,45.5
N20001569,EAST LONDONDERRY,20.7,28.8,25.6,32.2
N20001570,EAST LONDONDERRY,35.0,36.9,33.8,40.2
N20001571,EAST LONDONDERRY,33.9,36.3,33.1,39.5
N20001572,EAST LONDONDERRY,26.3,32.0,28.9,35.2
N20001573,EAST LONDONDERRY,42.3,41.1,37.9,44.2
N20001574,EAST LONDONDERRY,51.0,46.0,43.0,49.3
N20001575,EAST LONDONDERRY,49.8,45.3,42.3,48.5
N20001576,EAST LONDONDERRY,39.7,39.6,36.5,42.8
N20001577,EAST LONDONDERRY,33.5,36.1,32.9,39.3
N20001578,EAST LONDONDERRY,26.2,31.9,28.8,35.2
N20001579,EAST LONDONDERRY,46.7,43.5,40.5,46.7
N20001580,EAST LONDONDERRY,29.9,34.0,30.9,37.3
N20001581,EAST LONDONDERRY,39.4,39.4,36.3,42.6
N20001582,EAST LONDONDERRY,20.7,28.8,25.6,32.2
N20001584,EAST LONDONDERRY,23.2,30.2,27.0,33.5
N20001585,EAST LONDONDERRY,23.5,30.4,27.2,33.7
N20001586,EAST LONDONDERRY,27.2,32.5,29.4,35.8
N20001587,EAST LONDONDERRY,22.7,30.0,26.7,33.2
N20001588,EAST LONDONDERRY,26.7,32.2,29.1,35.5
N20001590,EAST LONDONDERRY,21.4,29.2,26.0,32.5
N20001591,EAST LONDONDERRY,20.9,28.9,25.7,32.3
N20001593,EAST LONDONDERRY,16.9,26.7,23.3,30.2
N20001594,EAST LONDONDERRY,19.2,28.0,24.7,31.4
N20001595,EAST LONDONDERRY,2.8,18.7,14.9,22.4
N20001596,EAST LONDONDERRY,16.5,26.5,23.0,29.9
N20001597,NORTH ANTRIM,4.9,19.9,16.1,23.5
N20001599,EAST LONDONDERRY,32.3,35.4,32.2,38.6
N20001600,NORTH ANTRIM,3.2,18.9,15.1,22.6
N20001601,NORTH ANTRIM,1.9,18.2,14.4,21.9
N20001602,EAST LONDONDERRY,4.7,19.8,16.0,23.4
N20001603,EAST LONDONDERRY,30.8,34.5,31.4,37.8
N20001604,EAST LONDONDERRY,24.0,30.7,27.5,33.9
N20001605,NORTH ANTRIM,2.5,18.5,14.7,22.2
N20001606,NORTH ANTRIM,3.8,19.3,15.5,22.9
N20001607,EAST LONDONDERRY,26.9,32.3,29.2,35.6
N20001609,EAST LONDONDERRY,25.2,31.4,28.2,34.6
N20001610,EAST LONDONDERRY,21.1,29.1,25.8,32.4
N20001611,EAST LONDONDERRY,21.4,29.2,26.0,32.5
N20001612,EAST LONDONDERRY,26.8,32.3,29.2,35.5
N20001613,EAST LONDONDERRY,19.8,28.3,25.0,31.7
N20001614,EAST LONDONDERRY,20.4,28.7,25.4,32.0
N20001615,EAST LONDONDERRY,27.3,32.6,29.5,35.8
N20001616,EAST LONDONDERRY,35.2,37.0,33.9,40.3
N20001617,EAST LONDONDERRY,3.8,19.3,15.5,22.9
N20001619,NORTH ANTRIM,3.8,19.3,15.5,22.9
N20001620,EAST LONDONDERRY,32.0,35.2,32.1,38.5
N20001621,EAST LONDONDERRY,36.3,37.7,34.5,40.9
N20001622,EAST LONDONDERRY,30.1,34.2,31.0,37.4
N20001623,EAST LONDONDERRY,30.6,34.4,31.3,37.7
N20001624,EAST LONDONDERRY,30.7,34.5,31.4,37.7
N20001625,EAST LONDONDERRY,31.4,34.9,31.7,38.1
N20001626,EAST LONDONDERRY,32.7,35.6,32.5,38.9
N20001627,EAST LONDONDERRY,7.7,21.5,17.8,25.0
N20001629,EAST LONDONDERRY,27.1,32.5,29.4,35.7
N20001630,EAST LONDONDERRY,38.9,39.1,36.0,42.3
N20001632,EAST LONDONDERRY,35.3,37.1,33.9,40.4
N20001633,EAST LONDONDERRY,39.3,39.4,36.2,42.6
N20001634,EAST LONDONDERRY,17.3,26.9,23.5,30.4
N20001635,EAST LONDONDERRY,38.9,39.1,36.0,42.3
N20001637,EAST LONDONDERRY,36.8,37.9,34.8,41.2
N20001638,EAST LONDONDERRY,36.9,38.0,34.8,41.2
N20001639,NORTH ANTRIM,3.3,19.0,15.2,22.6
N20001640,EAST LONDONDERRY,10.0,22.8,19.2,26.3
N20001641,EAST LONDONDERRY,6.1,20.6,16.8,24.2
N20001642,NORTH ANTRIM,2.6,18.6,14.8,22.3
N20001643,NORTH ANTRIM,8.2,21.8,18.1,25.3
N20001644,EAST LONDONDERRY,4.8,19.8,16.0,23.5
N20001645,NORTH ANTRIM,12.0,23.9,20.4,27.4
N20001647,EAST LONDONDERRY,8.5,21.9,18.3,25.4
N20001648,NORTH ANTRIM,11.5,23.6,20.1,27.1
N20001649,NORTH ANTRIM,10.2,22.9,19.3,26.4
N20001650,NORTH ANTRIM,7.6,21.4,17.7,24.9
N20001651,NORTH ANTRIM,63.2,52.9,49.7,56.4
N20001652,NORTH ANTRIM,51.6,46.3,43.3,49.6
N20001655,NORTH ANTRIM,76.8,60.6,57.2,64.2
N20001656,NORTH ANTRIM,80.6,62.7,59.3,66.3
N20001657,NORTH ANTRIM,69.2,56.3,53.0,59.9
N20001658,NORTH ANTRIM,18.3,27.5,24.1,30.9
N20001659,NORTH ANTRIM,61.5,51.9,48.8,55.4
N20001660,NORTH ANTRIM,78.6,61.6,58.3,65.2
N20001661,NORTH ANTRIM,78.4,61.5,58.2,65.1
N20001662,NORTH ANTRIM,68.4,55.8,52.6,59.4
N20001663,NORTH ANTRIM,77.8,61.2,57.8,64.8
N20001664,NORTH ANTRIM,65.6,54.2,51.0,57.8
N20001665,NORTH ANTRIM,88.1,67.0,63.3,70.7
N20001666,NORTH ANTRIM,25.6,31.6,28.4,34.9
N20001667,NORTH ANTRIM,89.0,67.5,63.7,71.2
N20001669,NORTH ANTRIM,7.5,21.4,17.7,24.9
N20001671,NORTH ANTRIM,35.5,37.2,34.0,40.5
N20001672,NORTH ANTRIM,4.7,19.8,16.0,23.4
N20001674,NORTH ANTRIM,15.3,25.8,22.4,29.2
N20001675,EAST ANTRIM,94.1,70.4,66.5,74.2
N20001676,NORTH ANTRIM,65.2,54.0,50.8,57.6
N20001677,EAST ANTRIM,92.4,69.4,65.6,73.2
N20001680,EAST ANTRIM,92.8,69.6,65.9,73.4
N20001681,NORTH ANTRIM,93.3,69.9,66.1,73.7
N20001682,EAST ANTRIM,93.8,70.2,66.4,74.0
N20001684,EAST ANTRIM,92.0,69.2,65.4,72.9
N20001686,NORTH ANTRIM,12.9,24.4,20.9,27.9
N20001687,NORTH ANTRIM,17.9,27.2,23.9,30.7
N20001688,NORTH ANTRIM,12.6,24.2,20.7,27.7
N20001689,NORTH ANTRIM,18.1,27.4,24.0,30.8
N20001690,NORTH ANTRIM,13.1,24.5,21.0,28.0
N20001691,NORTH ANTRIM,14.8,25.5,22.1,28.9
N20001692,NORTH ANTRIM,16.4,26.4,23.0,29.9
N20001693,NORTH ANTRIM,6.4,20.7,17.0,24.3
N20001696,NORTH ANTRIM,11.0,23.3,19.8,26.8
N20001697,NORTH ANTRIM,19.2,28.0,24.7,31.4
N20001698,NORTH ANTRIM,19.5,28.1,24.8,31.5
N20001699,NORTH ANTRIM,12.7,24.3,20.8,27.8
N20001700,NORTH ANTRIM,19.4,28.1,24.8,31.5
N20001702,NORTH ANTRIM,23.8,30.6,27.4,33.8
N20001703,NORTH ANTRIM,55.2,48.4,45.3,51.7
N20001704,NORTH ANTRIM,7.5,21.4,17.7,24.9
N20001706,NORTH ANTRIM,12.4,24.1,20.6,27.6
N20001707,NORTH ANTRIM,6.8,21.0,17.2,24.5
N20001708,NORTH ANTRIM,14.3,25.2,21.8,28.7
N20001710,NORTH ANTRIM,17.2,26.8,23.5,30.4
N20001711,NORTH ANTRIM,16.4,26.4,23.0,29.9
N20001712,NORTH ANTRIM,9.4,22.4,18.8,25.9
N20001713,NORTH ANTRIM,10.8,23.2,19.6,26.7
N20001714,NORTH ANTRIM,13.3,24.6,21.1,28.1
N20001715,NORTH ANTRIM,50.8,45.9,42.8,49.1
N20001716,NORTH ANTRIM,41.0,40.3,37.2,43.5
N20001718,NORTH ANTRIM,93.4,70.0,66.2,73.8
N20001719,NORTH ANTRIM,94.9,70.8,66.9,74.7
N20001720,NORTH ANTRIM,18.9,27.8,24.5,31.2
N20001721,NORTH ANTRIM,36.8,37.9,34.8,41.2
N20001723,NORTH ANTRIM,30.6,34.4,31.3,37.7
N20001725,NORTH ANTRIM,69.0,56.2,52.9,59.8
N20001727,NORTH ANTRIM,57.7,49.8,46.6,53.2
N20001728,NORTH ANTRIM,85.7,65.6,62.1,69.3
N20001729,NORTH ANTRIM,74.9,59.5,56.2,63.1
N20001731,NORTH ANTRIM,56.4,49.0,45.9,52.4
N20001732,FOYLE,93.4,70.0,66.2,73.8
N20001733,FOYLE,96.1,71.5,67.6,75.4
N20001734,FOYLE,93.3,69.9,66.1,73.7
N20001735,FOYLE,87.1,66.4,62.8,70.1
N20001736,FOYLE,94.4,70.6,66.7,74.3
N20001737,FOYLE,91.7,69.0,65.2,72.8
N20001738,FOYLE,92.5,69.5,65.7,73.2
N20001739,FOYLE,94.0,70.3,66.5,74.1
N20001740,FOYLE,91.2,68.7,64.9,72.5
N20001741,FOYLE,88.5,67.2,63.5,70.9
N20001743,FOYLE,72.8,58.3,55.0,61.9
N20001745,FOYLE,92.8,69.6,65.9,73.4
N20001747,FOYLE,93.4,70.0,66.2,73.8
N20001748,FOYLE,94.1,70.4,66.5,74.2
N20001750,FOYLE,87.0,66.4,62.7,70.0
N20001753,FOYLE,96.2,71.6,67.7,75.4
N20001756,FOYLE,78.0,61.3,57.9,64.9
N20001757,FOYLE,93.7,70.2,66.3,73.9
N20001758,FOYLE,94.9,70.8,66.9,74.7
N20001761,FOYLE,90.4,68.3,64.5,72.0
N20001762,FOYLE,96.4,71.7,67.8,75.6
N20001764,FOYLE,90.5,68.3,64.6,72.1
N20001765,FOYLE,93.9,70.3,66.4,74.0
N20001767,FOYLE,76.4,60.4,57.0,64.0
N20001769,FOYLE,94.3,70.5,66.6,74.3
N20001771,FOYLE,88.4,67.2,63.4,70.8
N20001772,FOYLE,91.9,69.1,65.3,72.9
N20001774,FOYLE,95.7,71.3,67.4,75.1
N20001775,FOYLE,91.2,68.7,64.9,72.5
N20001777,FOYLE,91.9,69.1,65.3,72.9
N20001779,FOYLE,93.9,70.3,66.4,74.0
N20001780,FOYLE,95.8,71.3,67.4,75.2
N20001781,FOYLE,91.1,68.7,64.9,72.4
N20001782,FOYLE,96.0,71.5,67.5,75.3
N20001784,FOYLE,87.7,66.8,63.1,70.4
N20001786,FOYLE,93.3,69.9,66.1,73.7
N20001788,FOYLE,96.8,71.9,68.0,75.8
N20001789,FOYLE,79.0,61.8,58.5,65.4
N20001790,FOYLE,68.9,56.1,52.8,59.7
N20001791,FOYLE,88.1,67.0,63.3,70.7
N20001793,FOYLE,75.5,59.9,56.5,63.4
N20001794,FOYLE,72.4,58.1,54.8,61.7
N20001795,FOYLE,82.6,63.9,60.4,67.5
N20001796,FOYLE,94.0,70.3,66.5,74.1
N20001797,FOYLE,71.8,57.8,54.4,61.4
N20001799,FOYLE,92.0,69.2,65.4,72.9
N20001800,FOYLE,82.0,63.5,60.1,67.1
N20001801,FOYLE,83.8,64.6,61.1,68.2
N20001802,FOYLE,83.4,64.3,60.8,67.9
N20001803,FOYLE,88.3,67.1,63.4,70.8
N20001804,FOYLE,91.8,69.1,65.3,72.8
N20001805,FOYLE,90.6,68.4,64.6,72.1
N20001806,FOYLE,92.4,69.4,65.6,73.2
N20001807,FOYLE,89.4,67.7,64.0,71.4
N20001809,FOYLE,91.0,68.6,64.8,72.4
N20001810,FOYLE,95.2,71.0,67.1,74.8
N20001811,FOYLE,92.7,69.6,65.8,73.3
N20001812,FOYLE,84.8,65.1,61.6,68.7
N20001813,FOYLE,91.0,68.6,64.8,72.4
N20001815,FOYLE,93.9,70.3,66.4,74.0
N20001817,FOYLE,92.2,69.3,65.5,73.0
N20001819,FOYLE,94.9,70.8,66.9,74.7
N20001820,FOYLE,93.9,70.3,66.4,74.0
N20001823,FOYLE,91.3,68.8,65.0,72.5
N20001824,FOYLE,95.1,71.0,67.0,74.8
N20001825,FOYLE,92.9,69.7,65.9,73.5
N20001826,FOYLE,90.0,68.1,64.3,71.8
N20001827,FOYLE,92.2,69.3,65.5,73.0
N20001829,FOYLE,94.7,70.7,66.8,74.5
N20001831,FOYLE,94.0,70.3,66.5,74.1
N20001833,FOYLE,89.6,67.8,64.1,71.5
N20001834,FOYLE,92.8,69.6,65.9,73.4
N20001838,FOYLE,93.8,70.2,66.4,74.0
N20001840,FOYLE,90.5,68.3,64.6,72.1
N20001841,FOYLE,95.0,70.9,67.0,74.7
N20001844,FOYLE,95.8,71.3,67.4,75.2
N20001847,FOYLE,94.2,70.4,66.6,74.2
N20001850,FOYLE,55.8,48.7,45.6,52.1
N20001851,FOYLE,68.1,55.7,52.4,59.3
N20001852,FOYLE,31.7,35.1,31.9,38.3
N20001853,FOYLE,10.8,23.2,19.6,26.7
N20001854,FOYLE,49.6,45.2,42.1,48.4
N20001855,FOYLE,43.7,41.9,38.8,45.0
N20001856,FOYLE,7.0,21.1,17.4,24.6
N20001857,FOYLE,15.2,25.7,22.3,29.2
N20001858,FOYLE,67.8,55.5,52.2,59.1
N20001859,FOYLE,50.0,45.4,42.4,48.7
N20001860,FOYLE,55.2,48.4,45.3,51.7
N20001861,FOYLE,71.6,57.6,54.3,61.3
N20001862,FOYLE,22.3,29.7,26.5,33.0
N20001863,FOYLE,45.1,42.6,39.6,45.8
N20001864,FOYLE,28.3,33.1,30.0,36.4
N20001865,FOYLE,25.1,31.3,28.1,34.6
N20001866,FOYLE,13.8,24.9,21.5,28.4
N20001867,FOYLE,44.1,42.1,39.0,45.3
N20001868,FOYLE,17.3,26.9,23.5,30.4
N20001869,FOYLE,10.9,23.3,19.7,26.8
N20001870,FOYLE,59.0,50.5,47.4,54.0
N20001871,FOYLE,36.5,37.8,34.6,41.0
N20001872,FOYLE,56.6,49.2,46.0,52.5
N20001873,FOYLE,25.2,31.4,28.2,34.6
N20001874,FOYLE,73.9,58.9,55.6,62.5
N20001875,FOYLE,31.1,34.7,31.6,37.9
N20001876,FOYLE,9.0,22.2,18.6,25.7
N20001877,FOYLE,64.6,53.7,50.5,57.2
N20001878,FOYLE,50.7,45.8,42.8,49.1
N20001879,FOYLE,27.3,32.6,29.5,35.8
N20001880,FOYLE,17.4,27.0,23.6,30.5
N20001882,FOYLE,65.6,54.2,51.0,57.8
N20001883,FOYLE,80.8,62.9,59.4,66.5
N20001884,FOYLE,58.9,50.5,47.3,53.9
N20001885,FOYLE,50.0,45.4,42.4,48.7
N20001886,FOYLE,55.4,48.5,45.4,51.8
N20001888,FOYLE,56.7,49.2,46.1,52.6
N20001889,FOYLE,83.7,64.5,61.0,68.1
N20001891,FOYLE,66.7,54.9,51.6,58.5
N20001892,FOYLE,92.1,69.3,65.4,73.0
N20001894,FOYLE,22.7,30.0,26.7,33.2
N20001895,FOYLE,76.0,60.1,56.8,63.7
N20001896,FOYLE,88.8,67.4,63.6,71.1
N20001898,FOYLE,22.5,29.8,26.6,33.1
N20001899,FOYLE,4.7,19.8,16.0,23.4
N20001900,FOYLE,76.1,60.2,56.8,63.8
N20001901,FOYLE,91.2,68.7,64.9,72.5
N20001902,FOYLE,28.9,33.5,30.4,36.7
N20001903,FOYLE,47.3,43.9,40.8,47.1
N20001904,FOYLE,87.5,66.6,63.0,70.3
N20001905,FOYLE,5.7,20.3,16.6,24.0
N20001906,FOYLE,93.1,69.8,66.0,73.6
N20001907,FOYLE,42.6,41.2,38.1,44.4
N20001908,FOYLE,50.8,45.9,42.8,49.1
N20001909,FOYLE,88.6,67.3,63.5,71.0
N20001912,FOYLE,81.8,63.4,60.0,67.0
N20001913,FOYLE,82.4,63.8,60.3,67.4
N20001914,FOYLE,62.1,52.3,49.1,55.8
N20001916,FOYLE,56.8,49.3,46.1,52.7
N20001917,FOYLE,45.9,43.1,40.0,46.3
N20001919,FOYLE,60.3,51.2,48.1,54.7
N20001920,FOYLE,61.1,51.7,48.5,55.2
N20001921,FOYLE,61.2,51.8,48.6,55.2
N20001922,FOYLE,31.1,34.7,31.6,37.9
N20001923,EAST LONDONDERRY,77.3,60.9,57.5,64.5
N20001924,EAST LONDONDERRY,91.1,68.7,64.9,72.4
N20001925,FOYLE,90.0,68.1,64.3,71.8
N20001926,FOYLE,80.5,62.7,59.2,66.3
N20001927,EAST LONDONDERRY,73.3,58.6,55.3,62.2
N20001928,FOYLE,52.5,46.8,43.8,50.1
N20001929,FOYLE,46.5,43.4,40.3,46.6
N20001932,FOYLE,6.8,21.0,17.2,24.5
N20001933,FOYLE,4.7,19.8,16.0,23.4
N20001935,FOYLE,48.2,44.4,41.3,47.6
N20001936,EAST LONDONDERRY,50.7,45.8,42.8,49.1
N20001937,EAST LONDONDERRY,56.9,49.3,46.2,52.7
N20001938,FOYLE,80.3,62.6,59.1,66.2
N20001939,WEST TYRONE,10.4,23.0,19.4,26.5
N20001940,FOYLE,8.8,22.1,18.4,25.6
N20001943,EAST LONDONDERRY,69.8,56.6,53.3,60.2
N20001944,EAST LONDONDERRY,73.1,58.5,55.2,62.1
N20001946,EAST LONDONDERRY,60.4,51.3,48.1,54.8
N20001947,WEST TYRONE,19.8,28.3,25.0,31.7
N20001948,EAST LONDONDERRY,18.6,27.6,24.3,31.1
N20001949,EAST LONDONDERRY,63.9,53.3,50.1,56.8
N20001950,WEST TYRONE,21.9,29.5,26.3,32.8
N20001951,WEST TYRONE,47.9,44.2,41.2,47.4
N20001952,WEST TYRONE,16.4,26.4,23.0,29.9
N20001954,EAST LONDONDERRY,61.1,51.7,48.5,55.2
N20001956,EAST LONDONDERRY,87.4,66.6,62.9,70.3
N20001957,WEST TYRONE,40.7,40.2,37.0,43.3
N20001958,WEST TYRONE,18.2,27.4,24.1,30.9
N20001959,WEST TYRONE,58.9,50.5,47.3,53.9
N20001960,WEST TYRONE,82.0,63.5,60.1,67.1
N20001961,WEST TYRONE,57.5,49.7,46.5,53.1
N20001962,WEST TYRONE,86.2,65.9,62.3,69.6
N20001963,WEST TYRONE,84.6,65.0,61.5,68.6
N20001964,WEST TYRONE,92.1,69.3,65.4,73.0
N20001965,WEST TYRONE,81.8,63.4,60.0,67.0
N20001966,WEST TYRONE,88.5,67.2,63.5,70.9
N20001969,WEST TYRONE,88.7,67.3,63.6,71.0
N20001970,WEST TYRONE,94.3,70.5,66.6,74.3
N20001971,WEST TYRONE,73.2,58.6,55.2,62.1
N20001972,WEST TYRONE,92.0,69.2,65.4,72.9
N20001974,WEST TYRONE,93.1,69.8,66.0,73.6
N20001977,WEST TYRONE,89.1,67.6,63.8,71.3
N20001980,WEST TYRONE,87.1,66.4,62.8,70.1
N20001982,WEST TYRONE,94.8,70.8,66.9,74.6
N20001983,WEST TYRONE,95.6,71.2,67.3,75.1
N20001984,WEST TYRONE,93.5,70.0,66.2,73.8
N20001985,WEST TYRONE,92.2,69.3,65.5,73.0
N20001986,WEST TYRONE,95.7,71.3,67.4,75.1
N20001988,WEST TYRONE,67.1,55.1,51.8,58.7
N20001989,WEST TYRONE,71.8,57.8,54.4,61.4
N20001990,WEST TYRONE,60.2,51.2,48.0,54.7
N20001992,WEST TYRONE,66.3,54.6,51.4,58.2
N20001993,WEST TYRONE,82.4,63.8,60.3,67.4
N20001994,WEST TYRONE,91.5,68.9,65.1,72.6
N20001996,WEST TYRONE,94.9,70.8,66.9,74.7
N20001997,WEST TYRONE,92.3,69.4,65.6,73.1
N20001998,WEST TYRONE,84.0,64.7,61.2,68.3
N20002000,WEST TYRONE,57.5,49.7,46.5,53.1
N20002001,WEST TYRONE,67.9,55.6,52.3,59.2
N20002002,WEST TYRONE,68.0,55.6,52.3,59.2
N20002006,WEST TYRONE,64.3,53.5,50.3,57.1
N20002007,WEST TYRONE,34.9,36.9,33.7,40.1
N20002008,WEST TYRONE,29.3,33.7,30.6,36.9
N20002009,WEST TYRONE,65.5,54.2,51.0,57.7
N20002010,WEST TYRONE,39.0,39.2,36.0,42.4
N20002012,WEST TYRONE,89.0,67.5,63.7,71.2
N20002014,WEST TYRONE,85.5,65.5,62.0,69.2
N20002015,WEST TYRONE,26.5,32.1,29.0,35.4
N20002016,WEST TYRONE,57.2,49.5,46.4,52.9
N20002017,WEST TYRONE,37.1,38.1,34.9,41.3
N20002018,WEST TYRONE,82.5,63.8,60.3,67.4
N20002019,WEST TYRONE,58.0,49.9,46.8,53.4
N20002020,WEST TYRONE,41.6,40.7,37.5,43.9
N20002021,WEST TYRONE,35.4,37.2,34.0,40.4
N20002022,WEST TYRONE,19.2,28.0,24.7,31.4
N20002023,WEST TYRONE,84.8,65.1,61.6,68.7
N20002024,WEST TYRONE,14.3,25.2,21.8,28.7
N20002027,WEST TYRONE,28.7,33.4,30.3,36.6
N20002029,FERMANAGH AND SOUTH TYRONE,34.1,36.4,33.2,39.7
N20002030,FERMANAGH AND SOUTH TYRONE,18.0,27.3,23.9,30.8
N20002031,FERMANAGH AND SOUTH TYRONE,52.8,47.0,43.9,50.3
N20002032,FERMANAGH AND SOUTH TYRONE,30.1,34.2,31.0,37.4
N20002033,FERMANAGH AND SOUTH TYRONE,26.1,31.9,28.8,35.1
N20002034,FERMANAGH AND SOUTH TYRONE,45.4,42.8,39.7,46.0
N20002035,FERMANAGH AND SOUTH TYRONE,41.8,40.8,37.6,44.0
N20002036,FERMANAGH AND SOUTH TYRONE,47.3,43.9,40.8,47.1
N20002038,FERMANAGH AND SOUTH TYRONE,95.8,71.3,67.4,75.2
N20002039,FERMANAGH AND SOUTH TYRONE,42.8,41.3,38.2,44.5
N20002040,FERMANAGH AND SOUTH TYRONE,76.4,60.4,57.0,64.0
N20002041,FERMANAGH AND SOUTH TYRONE,50.9,45.9,42.9,49.2
N20002043,FERMANAGH AND SOUTH TYRONE,75.4,59.8,56.4,63.4
N20002044,FERMANAGH AND SOUTH TYRONE,71.7,57.7,54.4,61.3
N20002045,FERMANAGH AND SOUTH TYRONE,75.4,59.8,56.4,63.4
N20002046,FERMANAGH AND SOUTH TYRONE,66.6,54.8,51.6,58.4
N20002047,FERMANAGH AND SOUTH TYRONE,69.8,56.6,53.3,60.2
N20002048,FERMANAGH AND SOUTH TYRONE,90.9,68.6,64.8,72.3
N20002049,FERMANAGH AND SOUTH TYRONE,89.2,67.6,63.9,71.3
N20002050,FERMANAGH AND SOUTH TYRONE,63.3,52.9,49.8,56.5
