id,roiGroup,provider,organisation,category,title,cleanTitle,jurisdiction,topic,featureUnit,formats,proposedAction,proposedPlacement,runtimeDesired,runtimeConversion,confidence,bestExistingMatchType,bestExistingMatchId,bestExistingMatchTitle,bestExistingMatchScore,bestExistingMatchStillPresent,residualBlockerCount,residualBlockers,resolvedBlockers,currentProviderUrl,waybackUrl,sourcePlacement,sourceProvenanceDraft,approvalState
medium-prep:5-local-authority-planning-property-open-data-layers:kilkenny-record-of-protected-structures-2014:01843,5. Local authority planning/property/open-data layers,data.gov.ie,Kilkenny County Council,tabular,Kilkenny County Record of Protected Structures 2014,Kilkenny County Record of Protected Structures 2014,Ireland / unspecified,source-data,features,XLSX,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/kilkenny-record-of-protected-structures-2014,https://web.archive.org/web/*/https://data.gov.ie/dataset/kilkenny-record-of-protected-structures-2014,Browse/Books/Tables source record with IA hotlinked viewport/download.,Kilkenny County Council | Kilkenny County Record of Protected Structures 2014 | formats: XLSX | current URL: https://data.gov.ie/dataset/kilkenny-record-of-protected-structures-2014 | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:kilkenny-record-of-protected-structures-2018-updates:01844,5. Local authority planning/property/open-data layers,data.gov.ie,Kilkenny County Council,tabular,Kilkenny Record of Protected Structures 2018 updates,Kilkenny Record of Protected Structures 2018 updates,Ireland / unspecified,source-data,features,XLSX,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | needs-provider-context-review: publication policy assigned,https://data.gov.ie/dataset/kilkenny-record-of-protected-structures-2018-updates,https://web.archive.org/web/*/https://data.gov.ie/dataset/kilkenny-record-of-protected-structures-2018-updates,Browse/source/table record unless there is clear interactive map or query use.,Kilkenny County Council | Kilkenny Record of Protected Structures 2018 updates | formats: XLSX | current URL: https://data.gov.ie/dataset/kilkenny-record-of-protected-structures-2018-updates | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:leixlip-pay-parking-bye-laws-2015-text-as-adopted:01845,5. Local authority planning/property/open-data layers,data.gov.ie,Kildare County Council,tabular,Leixlip Pay Parking Bye-Laws 2015 (TEXT) as adopted,Leixlip Pay Parking Bye-Laws 2015 (TEXT) as adopted,Ireland / unspecified,transport-public-asset,parking assets,PDF,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/leixlip-pay-parking-bye-laws-2015-text-as-adopted,https://web.archive.org/web/*/https://data.gov.ie/dataset/leixlip-pay-parking-bye-laws-2015-text-as-adopted,Browse/Books/Tables source record with IA hotlinked viewport/download.,Kildare County Council | Leixlip Pay Parking Bye-Laws 2015 (TEXT) as adopted | formats: PDF | current URL: https://data.gov.ie/dataset/leixlip-pay-parking-bye-laws-2015-text-as-adopted | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:leixlip-pay-parking-bye-laws-2015-as-adopted-map-e3366:01846,5. Local authority planning/property/open-data layers,data.gov.ie,Kildare County Council,tabular,Leixlip Pay Parking Bye-Laws 2015 as adopted (Map E3366),Leixlip Pay Parking Bye-Laws 2015 as adopted (Map E3366),Ireland / unspecified,transport-public-asset,parking assets,PDF,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/leixlip-pay-parking-bye-laws-2015-as-adopted-map-e3366,https://web.archive.org/web/*/https://data.gov.ie/dataset/leixlip-pay-parking-bye-laws-2015-as-adopted-map-e3366,Browse/Books/Tables source record with IA hotlinked viewport/download.,Kildare County Council | Leixlip Pay Parking Bye-Laws 2015 as adopted (Map E3366) | formats: PDF | current URL: https://data.gov.ie/dataset/leixlip-pay-parking-bye-laws-2015-as-adopted-map-e3366 | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:leixlip-town-renewal-masterplan:01847,5. Local authority planning/property/open-data layers,data.gov.ie,Kildare County Council,tabular,Leixlip Town Renewal Masterplan,Leixlip Town Renewal Masterplan,Ireland / unspecified,source-data,features,PDF,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/leixlip-town-renewal-masterplan,https://web.archive.org/web/*/https://data.gov.ie/dataset/leixlip-town-renewal-masterplan,Browse/Books/Tables source record with IA hotlinked viewport/download.,Kildare County Council | Leixlip Town Renewal Masterplan | formats: PDF | current URL: https://data.gov.ie/dataset/leixlip-town-renewal-masterplan | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:local-authority-arts-service-research-project:01848,5. Local authority planning/property/open-data layers,data.gov.ie,Kildare County Council,tabular,Local Authority Arts Service Research Project,Local Authority Arts Service Research Project,Ireland / unspecified,source-data,features,PDF,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/local-authority-arts-service-research-project,https://web.archive.org/web/*/https://data.gov.ie/dataset/local-authority-arts-service-research-project,Browse/Books/Tables source record with IA hotlinked viewport/download.,Kildare County Council | Local Authority Arts Service Research Project | formats: PDF | current URL: https://data.gov.ie/dataset/local-authority-arts-service-research-project | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:local-enterprise-office-supports-2023:01849,5. Local authority planning/property/open-data layers,data.gov.ie,Kildare County Council,tabular,Local Enterprise Office Supports 2023,Local Enterprise Office Supports 2023,Ireland / unspecified,source-data,features,CSV,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | needs-provider-context-review: publication policy assigned,https://data.gov.ie/dataset/local-enterprise-office-supports-2023,https://web.archive.org/web/*/https://data.gov.ie/dataset/local-enterprise-office-supports-2023,Browse/source/table record unless there is clear interactive map or query use.,Kildare County Council | Local Enterprise Office Supports 2023 | formats: CSV | current URL: https://data.gov.ie/dataset/local-enterprise-office-supports-2023 | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:local-enterprise-office-supports2023:01850,5. Local authority planning/property/open-data layers,data.gov.ie,Kildare County Council,tabular,Local Enterprise Office Supports 2023,Local Enterprise Office Supports 2023,Ireland / unspecified,source-data,features,CSV,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | needs-provider-context-review: publication policy assigned,https://data.gov.ie/dataset/local-enterprise-office-supports2023,https://web.archive.org/web/*/https://data.gov.ie/dataset/local-enterprise-office-supports2023,Browse/source/table record unless there is clear interactive map or query use.,Kildare County Council | Local Enterprise Office Supports 2023 | formats: CSV | current URL: https://data.gov.ie/dataset/local-enterprise-office-supports2023 | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:maynooth-pay-parking-bye-laws-2013-maps:01851,5. Local authority planning/property/open-data layers,data.gov.ie,Kildare County Council,tabular,Maynooth Pay Parking Bye-Laws 2013 Maps,Maynooth Pay Parking Bye-Laws 2013 Maps,Ireland / unspecified,transport-public-asset,parking assets,PDF,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/maynooth-pay-parking-bye-laws-2013-maps,https://web.archive.org/web/*/https://data.gov.ie/dataset/maynooth-pay-parking-bye-laws-2013-maps,Browse/Books/Tables source record with IA hotlinked viewport/download.,Kildare County Council | Maynooth Pay Parking Bye-Laws 2013 Maps | formats: PDF | current URL: https://data.gov.ie/dataset/maynooth-pay-parking-bye-laws-2013-maps | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:maynooth-pay-parking-bye-laws-as-adopted-2013-text:01852,5. Local authority planning/property/open-data layers,data.gov.ie,Kildare County Council,tabular,Maynooth Pay Parking Bye-Laws as adopted 2013 Text,Maynooth Pay Parking Bye-Laws as adopted 2013 Text,Ireland / unspecified,transport-public-asset,parking assets,PDF,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/maynooth-pay-parking-bye-laws-as-adopted-2013-text,https://web.archive.org/web/*/https://data.gov.ie/dataset/maynooth-pay-parking-bye-laws-as-adopted-2013-text,Browse/Books/Tables source record with IA hotlinked viewport/download.,Kildare County Council | Maynooth Pay Parking Bye-Laws as adopted 2013 Text | formats: PDF | current URL: https://data.gov.ie/dataset/maynooth-pay-parking-bye-laws-as-adopted-2013-text | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:monasterevin-town-renewal-masterplan-2023:01853,5. Local authority planning/property/open-data layers,data.gov.ie,Kildare County Council,tabular,Monasterevin Town Renewal Masterplan 2023,Monasterevin Town Renewal Masterplan 2023,Ireland / unspecified,source-data,features,PDF,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/monasterevin-town-renewal-masterplan-2023,https://web.archive.org/web/*/https://data.gov.ie/dataset/monasterevin-town-renewal-masterplan-2023,Browse/Books/Tables source record with IA hotlinked viewport/download.,Kildare County Council | Monasterevin Town Renewal Masterplan 2023 | formats: PDF | current URL: https://data.gov.ie/dataset/monasterevin-town-renewal-masterplan-2023 | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:nitrogen-dioxide-no2-level-in-gorey-co-wexford:01854,5. Local authority planning/property/open-data layers,data.gov.ie,Wexford County Council,tabular,"Nitrogen Dioxide - NO2 Level in Gorey, Co. Wexford","Nitrogen Dioxide - NO2 Level in Gorey, Co. Wexford",Ireland / unspecified,source-data,features,CSV|ESRI REST,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | needs-provider-context-review: publication policy assigned,https://data.gov.ie/dataset/nitrogen-dioxide-no2-level-in-gorey-co-wexford,https://web.archive.org/web/*/https://data.gov.ie/dataset/nitrogen-dioxide-no2-level-in-gorey-co-wexford,Browse/source/table record unless there is clear interactive map or query use.,"Wexford County Council | Nitrogen Dioxide - NO2 Level in Gorey, Co. Wexford | formats: CSV, ESRI REST | current URL: https://data.gov.ie/dataset/nitrogen-dioxide-no2-level-in-gorey-co-wexford | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:noise-level-in-gorey-co-wexford:01855,5. Local authority planning/property/open-data layers,data.gov.ie,Wexford County Council,tabular,"Noise Level in Gorey, Co. Wexford","Noise Level in Gorey, Co. Wexford",Ireland / unspecified,source-data,features,CSV|ESRI REST SERVICE,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | needs-provider-context-review: publication policy assigned,https://data.gov.ie/dataset/noise-level-in-gorey-co-wexford,https://web.archive.org/web/*/https://data.gov.ie/dataset/noise-level-in-gorey-co-wexford,Browse/source/table record unless there is clear interactive map or query use.,"Wexford County Council | Noise Level in Gorey, Co. Wexford | formats: CSV, ESRI REST SERVICE | current URL: https://data.gov.ie/dataset/noise-level-in-gorey-co-wexford | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:ozone-o3-level-in-gorey-co-wexford:01856,5. Local authority planning/property/open-data layers,data.gov.ie,Wexford County Council,tabular,"Ozone - O3 Level in Gorey Co, Wexford","Ozone - O3 Level in Gorey Co, Wexford",Ireland / unspecified,source-data,features,CSV|ESRI REST SERVICE,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | needs-provider-context-review: publication policy assigned,https://data.gov.ie/dataset/ozone-o3-level-in-gorey-co-wexford,https://web.archive.org/web/*/https://data.gov.ie/dataset/ozone-o3-level-in-gorey-co-wexford,Browse/source/table record unless there is clear interactive map or query use.,"Wexford County Council | Ozone - O3 Level in Gorey Co, Wexford | formats: CSV, ESRI REST SERVICE | current URL: https://data.gov.ie/dataset/ozone-o3-level-in-gorey-co-wexford | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:parking-tag-dlrcc:01857,5. Local authority planning/property/open-data layers,data.gov.ie,Dún Laoghaire-Rathdown County Council,tabular,Parking Tag Information DLR,Parking Tag Information DLR,Northern Ireland,transport-public-asset,parking assets,CSV,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/parking-tag-dlrcc,https://web.archive.org/web/*/https://data.gov.ie/dataset/parking-tag-dlrcc,Browse/Books/Tables source record with IA hotlinked viewport/download.,Dún Laoghaire-Rathdown County Council | Parking Tag Information DLR | formats: CSV | current URL: https://data.gov.ie/dataset/parking-tag-dlrcc | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:particle-matter-pm1-level-in-gorey-co-wexford:01858,5. Local authority planning/property/open-data layers,data.gov.ie,Wexford County Council,tabular,"Particle Matter - PM1 Level in Gorey, Co. Wexford","Particle Matter - PM1 Level in Gorey, Co. Wexford",Ireland / unspecified,source-data,features,CSV|ESRI REST SERVICE,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | needs-provider-context-review: publication policy assigned,https://data.gov.ie/dataset/particle-matter-pm1-level-in-gorey-co-wexford,https://web.archive.org/web/*/https://data.gov.ie/dataset/particle-matter-pm1-level-in-gorey-co-wexford,Browse/source/table record unless there is clear interactive map or query use.,"Wexford County Council | Particle Matter - PM1 Level in Gorey, Co. Wexford | formats: CSV, ESRI REST SERVICE | current URL: https://data.gov.ie/dataset/particle-matter-pm1-level-in-gorey-co-wexford | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:particle-matter-pm10-level-in-gorey-co-wexford:01859,5. Local authority planning/property/open-data layers,data.gov.ie,Wexford County Council,tabular,"Particle Matter – PM10 Level in Gorey, Co. Wexford","Particle Matter – PM10 Level in Gorey, Co. Wexford",Ireland / unspecified,source-data,features,CSV|ESRI REST SERVICE,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | needs-provider-context-review: publication policy assigned,https://data.gov.ie/dataset/particle-matter-pm10-level-in-gorey-co-wexford,https://web.archive.org/web/*/https://data.gov.ie/dataset/particle-matter-pm10-level-in-gorey-co-wexford,Browse/source/table record unless there is clear interactive map or query use.,"Wexford County Council | Particle Matter – PM10 Level in Gorey, Co. Wexford | formats: CSV, ESRI REST SERVICE | current URL: https://data.gov.ie/dataset/particle-matter-pm10-level-in-gorey-co-wexford | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:particle-matter-pm2-5-level-in-gorey-co-wexford:01860,5. Local authority planning/property/open-data layers,data.gov.ie,Wexford County Council,tabular,"Particle Matter – PM2.5 Level in Gorey, Co. Wexford","Particle Matter – PM2.5 Level in Gorey, Co. Wexford",Ireland / unspecified,source-data,features,CSV|ESRI REST SERVICE,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,55,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | needs-provider-context-review: publication policy assigned,https://data.gov.ie/dataset/particle-matter-pm2-5-level-in-gorey-co-wexford,https://web.archive.org/web/*/https://data.gov.ie/dataset/particle-matter-pm2-5-level-in-gorey-co-wexford,Browse/source/table record unless there is clear interactive map or query use.,"Wexford County Council | Particle Matter – PM2.5 Level in Gorey, Co. Wexford | formats: CSV, ESRI REST SERVICE | current URL: https://data.gov.ie/dataset/particle-matter-pm2-5-level-in-gorey-co-wexford | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:prompt-payment-reports:01861,5. Local authority planning/property/open-data layers,data.gov.ie,Kildare County Council,tabular,Prompt Payment Reports,Prompt Payment Reports,Ireland / unspecified,source-data,features,XLS|XLSX,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/prompt-payment-reports,https://web.archive.org/web/*/https://data.gov.ie/dataset/prompt-payment-reports,Browse/Books/Tables source record with IA hotlinked viewport/download.,"Kildare County Council | Prompt Payment Reports | formats: XLS, XLSX | current URL: https://data.gov.ie/dataset/prompt-payment-reports | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:prosperous-town-identity:01862,5. Local authority planning/property/open-data layers,data.gov.ie,Kildare County Council,tabular,Prosperous Town Identity,Prosperous Town Identity,Ireland / unspecified,source-data,features,PDF,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/prosperous-town-identity,https://web.archive.org/web/*/https://data.gov.ie/dataset/prosperous-town-identity,Browse/Books/Tables source record with IA hotlinked viewport/download.,Kildare County Council | Prosperous Town Identity | formats: PDF | current URL: https://data.gov.ie/dataset/prosperous-town-identity | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:public-ev-charging-points-sdcc1:01863,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,tabular,Public EV Charging Points SDCC,Public EV Charging Points SDCC,Republic of Ireland,transport-public-asset,features,ARCGIS GEOSERVICES REST API|CSV|HTML,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval,https://data.gov.ie/dataset/public-ev-charging-points-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/public-ev-charging-points-sdcc1,Browse/source/table record unless there is clear interactive map or query use.,"South Dublin County Council | Public EV Charging Points SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/public-ev-charging-points-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:public-register-related-to-councillors-of-kildare-county-council:01864,5. Local authority planning/property/open-data layers,data.gov.ie,Kildare County Council,tabular,Public register related to Councillors of Kildare County Council,Public register related to Councillors of Kildare County Council,Ireland / unspecified,source-data,features,PDF,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/public-register-related-to-councillors-of-kildare-county-council,https://web.archive.org/web/*/https://data.gov.ie/dataset/public-register-related-to-councillors-of-kildare-county-council,Browse/Books/Tables source record with IA hotlinked viewport/download.,Kildare County Council | Public register related to Councillors of Kildare County Council | formats: PDF | current URL: https://data.gov.ie/dataset/public-register-related-to-councillors-of-kildare-county-council | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:purchase-orders-over-20k:01865,5. Local authority planning/property/open-data layers,data.gov.ie,Kildare County Council,tabular,Purchase Orders Over 20k,Purchase Orders Over 20k,Ireland / unspecified,source-data,features,PDF,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/purchase-orders-over-20k,https://web.archive.org/web/*/https://data.gov.ie/dataset/purchase-orders-over-20k,Browse/Books/Tables source record with IA hotlinked viewport/download.,Kildare County Council | Purchase Orders Over 20k | formats: PDF | current URL: https://data.gov.ie/dataset/purchase-orders-over-20k | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:robertstown-masterplan-2020:01866,5. Local authority planning/property/open-data layers,data.gov.ie,Kildare County Council,tabular,Robertstown Masterplan 2020,Robertstown Masterplan 2020,Ireland / unspecified,source-data,features,PDF,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval | source-page-and-ia-viewport-decision: publication policy assigned,https://data.gov.ie/dataset/robertstown-masterplan-2020,https://web.archive.org/web/*/https://data.gov.ie/dataset/robertstown-masterplan-2020,Browse/Books/Tables source record with IA hotlinked viewport/download.,Kildare County Council | Robertstown Masterplan 2020 | formats: PDF | current URL: https://data.gov.ie/dataset/robertstown-masterplan-2020 | IA mirror/download link pending; do not expose local drive paths.,ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:s142-register-q1-2022-sdcc1:01867,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,tabular,S142 Register Q1 2022 SDCC,S142 Register Q1 2022 SDCC,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|HTML,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval,https://data.gov.ie/dataset/s142-register-q1-2022-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/s142-register-q1-2022-sdcc1,Browse/source/table record unless there is clear interactive map or query use.,"South Dublin County Council | S142 Register Q1 2022 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/s142-register-q1-2022-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:s142-register-q1-2023-sdcc1:01868,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,tabular,S142 Register Q1 2023 SDCC,S142 Register Q1 2023 SDCC,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|HTML,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval,https://data.gov.ie/dataset/s142-register-q1-2023-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/s142-register-q1-2023-sdcc1,Browse/source/table record unless there is clear interactive map or query use.,"South Dublin County Council | S142 Register Q1 2023 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/s142-register-q1-2023-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:s142-register-q2-2022-sdcc1:01869,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,tabular,S142 Register Q2 2022 SDCC,S142 Register Q2 2022 SDCC,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|HTML,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval,https://data.gov.ie/dataset/s142-register-q2-2022-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/s142-register-q2-2022-sdcc1,Browse/source/table record unless there is clear interactive map or query use.,"South Dublin County Council | S142 Register Q2 2022 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/s142-register-q2-2022-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
medium-prep:5-local-authority-planning-property-open-data-layers:s142-register-q2-2023-sdcc1:01870,5. Local authority planning/property/open-data layers,data.gov.ie,South Dublin County Council,tabular,S142 Register Q2 2023 SDCC,S142 Register Q2 2023 SDCC,Republic of Ireland,source-data,features,ARCGIS GEOSERVICES REST API|CSV|HTML,local-authority-batch-review,Books/Tables/Sources source/download record,metadata/source page,No runtime conversion required unless structured values are later extracted.,60,,,,,false,0,,local-authority-duplication-and-topic-placement: batched by council/provider for approval,https://data.gov.ie/dataset/s142-register-q2-2023-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/s142-register-q2-2023-sdcc1,Browse/source/table record unless there is clear interactive map or query use.,"South Dublin County Council | S142 Register Q2 2023 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML | current URL: https://data.gov.ie/dataset/s142-register-q2-2023-sdcc1 | IA mirror/download link pending; do not expose local drive paths.",ready-for-approval
