id,provider,title,proposedAction,currentProviderUrl,waybackUrl,internetArchiveStatus,sourceProvenanceDraft
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:local-electoral-areas:00144,data.gov.ie,Local Electoral Areas DLR,enrich-existing-source,https://data.gov.ie/dataset/local-electoral-areas,https://web.archive.org/web/*/https://data.gov.ie/dataset/local-electoral-areas,pending-upload-or-linking,"Dún Laoghaire-Rathdown County Council | Local Electoral Areas DLR | formats: CSV, GEOJSON, ZIP | current URL: https://data.gov.ie/dataset/local-electoral-areas | IA mirror/download link pending; do not expose local drive paths."
medium-prep:3-authoritative-boundary-variants-from-tailte-osi-open-data-ni-nisra:local-electoral-areas-fcc2:00145,data.gov.ie,Local Electoral Areas FCC,variant-child-map,https://data.gov.ie/dataset/local-electoral-areas-fcc2,https://web.archive.org/web/*/https://data.gov.ie/dataset/local-electoral-areas-fcc2,pending-upload-or-linking,"Fingal County Council | Local Electoral Areas FCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/local-electoral-areas-fcc2 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:constituency-local-election-balbriggan-2014fcc2:00146,data.gov.ie,Constituency Local Election Balbriggan 2014FCC,new-interactive-map,https://data.gov.ie/dataset/constituency-local-election-balbriggan-2014fcc2,https://web.archive.org/web/*/https://data.gov.ie/dataset/constituency-local-election-balbriggan-2014fcc2,pending-upload-or-linking,"Fingal County Council | Constituency Local Election Balbriggan 2014FCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/constituency-local-election-balbriggan-2014fcc2 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:constituency-local-election-howthmalahide-2014-fcc2:00147,data.gov.ie,Constituency Local Election HowthMalahide 2014 FCC,new-interactive-map,https://data.gov.ie/dataset/constituency-local-election-howthmalahide-2014-fcc2,https://web.archive.org/web/*/https://data.gov.ie/dataset/constituency-local-election-howthmalahide-2014-fcc2,pending-upload-or-linking,"Fingal County Council | Constituency Local Election HowthMalahide 2014 FCC | formats: ARCGIS GEOSERVICES REST API, CSV, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/constituency-local-election-howthmalahide-2014-fcc2 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:constituency-local-election-swords-20144:00148,data.gov.ie,Constituency Local Election Swords 2014,new-interactive-map,https://data.gov.ie/dataset/constituency-local-election-swords-20144,https://web.archive.org/web/*/https://data.gov.ie/dataset/constituency-local-election-swords-20144,pending-upload-or-linking,"Fingal County Council | Constituency Local Election Swords 2014 | formats: ARCGIS GEOSERVICES REST API, CSV, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/constituency-local-election-swords-20144 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:5-local-authority-planning-property-open-data-layers:administrative-area-dlr:00149,data.gov.ie,Administrative Area DLR,enrich-existing-source,https://data.gov.ie/dataset/administrative-area-dlr,https://web.archive.org/web/*/https://data.gov.ie/dataset/administrative-area-dlr,pending-upload-or-linking,"Dún Laoghaire-Rathdown County Council | Administrative Area DLR | formats: CSV, GEOJSON, ZIP | current URL: https://data.gov.ie/dataset/administrative-area-dlr | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:co-wicklow-polling-districts:00150,data.gov.ie,Co. Wicklow Polling Districts,new-interactive-map,https://data.gov.ie/dataset/co-wicklow-polling-districts,https://web.archive.org/web/*/https://data.gov.ie/dataset/co-wicklow-polling-districts,pending-upload-or-linking,"Wicklow County Council | Co. Wicklow Polling Districts | formats: CSV, ESRI REST, GEOJSON, KML, SHAPE FILE | current URL: https://data.gov.ie/dataset/co-wicklow-polling-districts | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:co-wicklow-polling-stations:00151,data.gov.ie,Co. Wicklow Polling Stations,new-interactive-map,https://data.gov.ie/dataset/co-wicklow-polling-stations,https://web.archive.org/web/*/https://data.gov.ie/dataset/co-wicklow-polling-stations,pending-upload-or-linking,"Wicklow County Council | Co. Wicklow Polling Stations | formats: CSV, ESRI, GEOJSON, KML, SHAPE FILE | current URL: https://data.gov.ie/dataset/co-wicklow-polling-stations | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:galway-county-council-polling-stations:00152,data.gov.ie,Galway County Council Polling Stations,new-interactive-map,https://data.gov.ie/dataset/galway-county-council-polling-stations,https://web.archive.org/web/*/https://data.gov.ie/dataset/galway-county-council-polling-stations,pending-upload-or-linking,"Galway County Council | Galway County Council Polling Stations | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/galway-county-council-polling-stations | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:local-election-areas:00153,data.gov.ie,Local Election Areas,new-interactive-map,https://data.gov.ie/dataset/local-election-areas,https://web.archive.org/web/*/https://data.gov.ie/dataset/local-election-areas,pending-upload-or-linking,"Galway County Council | Local Election Areas | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/local-election-areas | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:local-election-results-2014-roscommon5:00154,data.gov.ie,Local Election Results 2014 - Roscommon,new-interactive-map,https://data.gov.ie/dataset/local-election-results-2014-roscommon5,https://web.archive.org/web/*/https://data.gov.ie/dataset/local-election-results-2014-roscommon5,pending-upload-or-linking,"Roscommon County Council | Local Election Results 2014 - Roscommon | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/local-election-results-2014-roscommon5 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:local-election-results-2019-roscommon5:00155,data.gov.ie,Local Election Results 2019 - Roscommon,new-interactive-map,https://data.gov.ie/dataset/local-election-results-2019-roscommon5,https://web.archive.org/web/*/https://data.gov.ie/dataset/local-election-results-2019-roscommon5,pending-upload-or-linking,"Roscommon County Council | Local Election Results 2019 - Roscommon | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/local-election-results-2019-roscommon5 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:polling-districts-roscommon5:00156,data.gov.ie,Polling Districts - Roscommon,new-interactive-map,https://data.gov.ie/dataset/polling-districts-roscommon5,https://web.archive.org/web/*/https://data.gov.ie/dataset/polling-districts-roscommon5,pending-upload-or-linking,"Roscommon County Council | Polling Districts - Roscommon | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/polling-districts-roscommon5 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:polling-districts-2019-sdcc:00157,data.gov.ie,Polling Districts 2019 SDCC,new-interactive-map,https://data.gov.ie/dataset/polling-districts-2019-sdcc,https://web.archive.org/web/*/https://data.gov.ie/dataset/polling-districts-2019-sdcc,pending-upload-or-linking,"South Dublin County Council | Polling Districts 2019 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/polling-districts-2019-sdcc | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:polling-station-locations-2024-sdcc1:00158,data.gov.ie,Polling Station Locations 2024 SDCC,new-interactive-map,https://data.gov.ie/dataset/polling-station-locations-2024-sdcc1,https://web.archive.org/web/*/https://data.gov.ie/dataset/polling-station-locations-2024-sdcc1,pending-upload-or-linking,"South Dublin County Council | Polling Station Locations 2024 SDCC | formats: ARCGIS GEOSERVICES REST API, CSV, GEOJSON, HTML, KML, ZIP | current URL: https://data.gov.ie/dataset/polling-station-locations-2024-sdcc1 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:polling-stations-roscommon5:00159,data.gov.ie,Polling Stations - Roscommon,new-interactive-map,https://data.gov.ie/dataset/polling-stations-roscommon5,https://web.archive.org/web/*/https://data.gov.ie/dataset/polling-stations-roscommon5,pending-upload-or-linking,"Roscommon County Council | Polling Stations - Roscommon | formats: ARCGIS GEOSERVICES REST API, CSV, GDB, GEOJSON, GPKG, HTML, KML, TXT, XLSX, ZIP | current URL: https://data.gov.ie/dataset/polling-stations-roscommon5 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:2-irish-election-source-enrichment-data:wexford-polling-districts:00160,data.gov.ie,Wexford Polling Districts,new-interactive-map,https://data.gov.ie/dataset/wexford-polling-districts,https://web.archive.org/web/*/https://data.gov.ie/dataset/wexford-polling-districts,pending-upload-or-linking,"Wexford County Council | Wexford Polling Districts | formats: API, CSV, KML, SHP.ZIP | current URL: https://data.gov.ie/dataset/wexford-polling-districts | IA mirror/download link pending; do not expose local drive paths."
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:bedrock-boundary4:00161,Open Data NI,Bedrock boundary,variant-child-map,https://admin.opendatani.gov.uk/dataset/bedrock-boundary4,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/bedrock-boundary4,pending-upload-or-linking,"Department of Agriculture, Environment and Rural Affairs | Bedrock boundary | formats: CSV, GEOJSON, HTML, JSON, KML, SHP | current URL: https://admin.opendatani.gov.uk/dataset/bedrock-boundary4 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:bedrock-boundary5:00162,Open Data NI,Bedrock boundary,variant-child-map,https://admin.opendatani.gov.uk/dataset/bedrock-boundary5,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/bedrock-boundary5,pending-upload-or-linking,"Department of Agriculture, Environment and Rural Affairs | Bedrock boundary | formats: CSV, GEOJSON, HTML, JSON, KML, SHP | current URL: https://admin.opendatani.gov.uk/dataset/bedrock-boundary5 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:boundary-commision-for-northern-ireland-final-recommendations:00163,Open Data NI,Boundary Commission for Northern Ireland - Final Recommendations,variant-child-map,https://admin.opendatani.gov.uk/dataset/boundary-commision-for-northern-ireland-final-recommendations,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/boundary-commision-for-northern-ireland-final-recommendations,pending-upload-or-linking,"The Boundary Commission for Northern Ireland | Boundary Commission for Northern Ireland - Final Recommendations | formats: GEOJSON, ZIP | current URL: https://admin.opendatani.gov.uk/dataset/boundary-commision-for-northern-ireland-final-recommendations | IA mirror/download link pending; do not expose local drive paths."
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:boundary-commission-for-northern-ireland-revised-proposals:00164,Open Data NI,Boundary Commission for Northern Ireland - Revised Proposals,variant-child-map,https://admin.opendatani.gov.uk/dataset/boundary-commission-for-northern-ireland-revised-proposals,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/boundary-commission-for-northern-ireland-revised-proposals,pending-upload-or-linking,"The Boundary Commission for Northern Ireland | Boundary Commission for Northern Ireland - Revised Proposals | formats: GEOJSON, SHP | current URL: https://admin.opendatani.gov.uk/dataset/boundary-commission-for-northern-ireland-revised-proposals | IA mirror/download link pending; do not expose local drive paths."
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:boundary-line4:00165,Open Data NI,Boundary Line,variant-child-map,https://admin.opendatani.gov.uk/dataset/boundary-line4,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/boundary-line4,pending-upload-or-linking,"Department of Agriculture, Environment and Rural Affairs | Boundary Line | formats: CSV, GEOJSON, HTML, JSON, KML, SHP | current URL: https://admin.opendatani.gov.uk/dataset/boundary-line4 | IA mirror/download link pending; do not expose local drive paths."
medium-prep:4-open-data-ni-boundary-and-statistical-geography-files:boundary-line5:00166,Open Data NI,Boundary Line,variant-child-map,https://admin.opendatani.gov.uk/dataset/boundary-line5,https://web.archive.org/web/*/https://admin.opendatani.gov.uk/dataset/boundary-line5,pending-upload-or-linking,"Department of Agriculture, Environment and Rural Affairs | Boundary Line | formats: CSV, GEOJSON, HTML, JSON, KML, SHP | current URL: https://admin.opendatani.gov.uk/dataset/boundary-line5 | IA mirror/download link pending; do not expose local drive paths."
