SA2011,sex,religion_brought_up_in,count
N00000132,Male,Protestant and Other Christian,108
N00000132,Male,Other religions and none,10
N00000132,Female,Catholic,55
N00000132,Female,Protestant and Other Christian,113
N00000132,Female,Other religions and none,14
N00000133,Male,Catholic,43
N00000133,Male,Protestant and Other Christian,103
N00000133,Male,Other religions and none,8
N00000133,Female,Catholic,53
N00000133,Female,Protestant and Other Christian,111
N00000133,Female,Other religions and none,4
N00000134,Male,Catholic,18
N00000134,Male,Protestant and Other Christian,174
N00000134,Male,Other religions and none,27
N00000134,Female,Catholic,18
N00000134,Female,Protestant and Other Christian,181
N00000134,Female,Other religions and none,19
N00000135,Male,Catholic,23
N00000135,Male,Protestant and Other Christian,119
N00000135,Male,Other religions and none,21
N00000135,Female,Catholic,25
N00000135,Female,Protestant and Other Christian,114
N00000135,Female,Other religions and none,10
N00000136,Male,Catholic,15
N00000136,Male,Protestant and Other Christian,217
N00000136,Male,Other religions and none,18
N00000136,Female,Catholic,18
N00000136,Female,Protestant and Other Christian,217
N00000136,Female,Other religions and none,22
N00000137,Male,Catholic,8
N00000137,Male,Protestant and Other Christian,134
N00000137,Male,Other religions and none,20
N00000137,Female,Catholic,12
N00000137,Female,Protestant and Other Christian,127
N00000137,Female,Other religions and none,14
N00000138,Male,Catholic,7
N00000138,Male,Protestant and Other Christian,195
N00000138,Male,Other religions and none,21
N00000138,Female,Catholic,6
N00000138,Female,Protestant and Other Christian,219
N00000138,Female,Other religions and none,16
N00000139,Male,Catholic,18
N00000139,Male,Protestant and Other Christian,115
N00000139,Male,Other religions and none,13
N00000139,Female,Catholic,11
N00000139,Female,Protestant and Other Christian,128
N00000139,Female,Other religions and none,16
N00000140,Male,Catholic,16
N00000140,Male,Protestant and Other Christian,132
N00000140,Male,Other religions and none,19
N00000140,Female,Catholic,26
N00000140,Female,Protestant and Other Christian,129
N00000140,Female,Other religions and none,11
N00000141,Male,Catholic,19
N00000141,Male,Protestant and Other Christian,162
N00000141,Male,Other religions and none,19
N00000141,Female,Catholic,16
N00000141,Female,Protestant and Other Christian,208
N00000141,Female,Other religions and none,19
N00000142,Male,Catholic,7
N00000142,Male,Protestant and Other Christian,76
N00000142,Male,Other religions and none,14
N00000142,Female,Catholic,15
N00000142,Female,Protestant and Other Christian,81
N00000142,Female,Other religions and none,12
N00000143,Male,Catholic,12
N00000143,Male,Protestant and Other Christian,89
N00000143,Male,Other religions and none,12
N00000143,Female,Catholic,8
N00000143,Female,Protestant and Other Christian,82
N00000143,Female,Other religions and none,12
N00000144,Male,Catholic,5
N00000144,Male,Protestant and Other Christian,89
N00000144,Male,Other religions and none,17
N00000144,Female,Catholic,9
N00000144,Female,Protestant and Other Christian,92
N00000144,Female,Other religions and none,16
N00000145,Male,Catholic,4
N00000145,Male,Protestant and Other Christian,39
N00000145,Male,Other religions and none,6
N00000145,Female,Catholic,6
N00000145,Female,Protestant and Other Christian,63
N00000145,Female,Other religions and none,6
N00000146,Male,Catholic,16
N00000146,Male,Protestant and Other Christian,112
N00000146,Male,Other religions and none,9
N00000146,Female,Catholic,15
N00000146,Female,Protestant and Other Christian,111
N00000146,Female,Other religions and none,8
N00000147,Male,Catholic,10
N00000147,Male,Protestant and Other Christian,88
N00000147,Male,Other religions and none,23
N00000147,Female,Catholic,11
N00000147,Female,Protestant and Other Christian,85
N00000147,Female,Other religions and none,10
N00000148,Male,Catholic,12
N00000148,Male,Protestant and Other Christian,281
N00000148,Male,Other religions and none,35
N00000148,Female,Catholic,10
N00000148,Female,Protestant and Other Christian,302
N00000148,Female,Other religions and none,36
N00000149,Male,Catholic,5
N00000149,Male,Protestant and Other Christian,175
N00000149,Male,Other religions and none,18
N00000149,Female,Catholic,5
N00000149,Female,Protestant and Other Christian,212
N00000149,Female,Other religions and none,17
N00000150,Male,Catholic,2
N00000150,Male,Protestant and Other Christian,160
N00000150,Male,Other religions and none,13
N00000150,Female,Catholic,4
N00000150,Female,Protestant and Other Christian,169
N00000150,Female,Other religions and none,17
N00000151,Male,Catholic,10
N00000151,Male,Protestant and Other Christian,122
N00000151,Male,Other religions and none,21
N00000151,Female,Catholic,5
N00000151,Female,Protestant and Other Christian,115
N00000151,Female,Other religions and none,10
N00000152,Male,Catholic,2
N00000152,Male,Protestant and Other Christian,121
N00000152,Male,Other religions and none,13
N00000152,Female,Catholic,4
N00000152,Female,Protestant and Other Christian,124
N00000152,Female,Other religions and none,6
N00000153,Male,Catholic,5
N00000153,Male,Protestant and Other Christian,93
N00000153,Male,Other religions and none,15
N00000153,Female,Catholic,8
N00000153,Female,Protestant and Other Christian,120
N00000153,Female,Other religions and none,9
N00000154,Male,Catholic,9
N00000154,Male,Protestant and Other Christian,123
N00000154,Male,Other religions and none,9
N00000154,Female,Catholic,6
N00000154,Female,Protestant and Other Christian,107
N00000154,Female,Other religions and none,5
N00000155,Male,Catholic,20
N00000155,Male,Protestant and Other Christian,130
N00000155,Male,Other religions and none,20
N00000155,Female,Catholic,14
N00000155,Female,Protestant and Other Christian,136
N00000155,Female,Other religions and none,17
N00000156,Male,Catholic,7
N00000156,Male,Protestant and Other Christian,116
N00000156,Male,Other religions and none,14
N00000156,Female,Catholic,11
N00000156,Female,Protestant and Other Christian,143
N00000156,Female,Other religions and none,10
N00000157,Male,Catholic,23
N00000157,Male,Protestant and Other Christian,134
N00000157,Male,Other religions and none,25
N00000157,Female,Catholic,30
N00000157,Female,Protestant and Other Christian,133
N00000157,Female,Other religions and none,23
N00000158,Male,Catholic,20
N00000158,Male,Protestant and Other Christian,267
N00000158,Male,Other religions and none,45
N00000158,Female,Catholic,21
N00000158,Female,Protestant and Other Christian,280
N00000158,Female,Other religions and none,45
N00000159,Male,Catholic,9
N00000159,Male,Protestant and Other Christian,81
N00000159,Male,Other religions and none,15
N00000159,Female,Catholic,10
N00000159,Female,Protestant and Other Christian,91
N00000159,Female,Other religions and none,15
N00000160,Male,Catholic,11
N00000160,Male,Protestant and Other Christian,125
N00000160,Male,Other religions and none,16
N00000160,Female,Catholic,21
N00000160,Female,Protestant and Other Christian,139
N00000160,Female,Other religions and none,10
N00000161,Male,Catholic,12
N00000161,Male,Protestant and Other Christian,143
N00000161,Male,Other religions and none,20
N00000161,Female,Catholic,6
N00000161,Female,Protestant and Other Christian,149
N00000161,Female,Other religions and none,12
N00000162,Male,Catholic,9
N00000162,Male,Protestant and Other Christian,101
N00000162,Male,Other religions and none,15
N00000162,Female,Catholic,15
N00000162,Female,Protestant and Other Christian,93
N00000162,Female,Other religions and none,9
N00000163,Male,Catholic,16
N00000163,Male,Protestant and Other Christian,104
N00000163,Male,Other religions and none,29
N00000163,Female,Catholic,18
N00000163,Female,Protestant and Other Christian,124
N00000163,Female,Other religions and none,20
N00000164,Male,Catholic,4
N00000164,Male,Protestant and Other Christian,134
N00000164,Male,Other religions and none,12
N00000164,Female,Catholic,4
N00000164,Female,Protestant and Other Christian,126
N00000164,Female,Other religions and none,8
N00000165,Male,Catholic,18
N00000165,Male,Protestant and Other Christian,143
N00000165,Male,Other religions and none,13
N00000165,Female,Catholic,13
N00000165,Female,Protestant and Other Christian,134
N00000165,Female,Other religions and none,4
N00000166,Male,Catholic,7
N00000166,Male,Protestant and Other Christian,102
N00000166,Male,Other religions and none,19
N00000166,Female,Catholic,12
N00000166,Female,Protestant and Other Christian,126
N00000166,Female,Other religions and none,7
N00000167,Male,Catholic,7
N00000167,Male,Protestant and Other Christian,157
N00000167,Male,Other religions and none,15
N00000167,Female,Catholic,12
N00000167,Female,Protestant and Other Christian,176
N00000167,Female,Other religions and none,12
N00000168,Male,Catholic,11
N00000168,Male,Protestant and Other Christian,138
N00000168,Male,Other religions and none,19
N00000168,Female,Catholic,12
N00000168,Female,Protestant and Other Christian,152
N00000168,Female,Other religions and none,13
N00000169,Male,Catholic,11
N00000169,Male,Protestant and Other Christian,318
N00000169,Male,Other religions and none,30
N00000169,Female,Catholic,18
N00000169,Female,Protestant and Other Christian,297
N00000169,Female,Other religions and none,30
N00000170,Male,Catholic,2
N00000170,Male,Protestant and Other Christian,156
N00000170,Male,Other religions and none,26
N00000170,Female,Catholic,3
N00000170,Female,Protestant and Other Christian,159
N00000170,Female,Other religions and none,24
N00000171,Male,Catholic,10
N00000171,Male,Protestant and Other Christian,167
N00000171,Male,Other religions and none,17
N00000171,Female,Catholic,10
N00000171,Female,Protestant and Other Christian,192
N00000171,Female,Other religions and none,20
N00000172,Male,Catholic,15
N00000172,Male,Protestant and Other Christian,325
N00000172,Male,Other religions and none,53
N00000172,Female,Catholic,16
N00000172,Female,Protestant and Other Christian,319
N00000172,Female,Other religions and none,44
N00000173,Male,Catholic,1
N00000173,Male,Protestant and Other Christian,181
N00000173,Male,Other religions and none,13
N00000173,Female,Catholic,2
N00000173,Female,Protestant and Other Christian,165
N00000173,Female,Other religions and none,11
N00000174,Male,Catholic,9
N00000174,Male,Protestant and Other Christian,145
N00000174,Male,Other religions and none,19
N00000174,Female,Catholic,3
N00000174,Female,Protestant and Other Christian,187
N00000174,Female,Other religions and none,30
N00000175,Male,Catholic,5
N00000175,Male,Protestant and Other Christian,164
N00000175,Male,Other religions and none,15
N00000175,Female,Catholic,6
N00000175,Female,Protestant and Other Christian,172
N00000175,Female,Other religions and none,11
N00000176,Male,Catholic,20
N00000176,Male,Protestant and Other Christian,173
N00000176,Male,Other religions and none,30
N00000176,Female,Catholic,29
N00000176,Female,Protestant and Other Christian,202
N00000176,Female,Other religions and none,20
N00000177,Male,Catholic,24
N00000177,Male,Protestant and Other Christian,107
N00000177,Male,Other religions and none,21
N00000177,Female,Catholic,24
N00000177,Female,Protestant and Other Christian,129
N00000177,Female,Other religions and none,18
N00000178,Male,Catholic,41
N00000178,Male,Protestant and Other Christian,220
N00000178,Male,Other religions and none,39
N00000178,Female,Catholic,58
N00000178,Female,Protestant and Other Christian,266
N00000178,Female,Other religions and none,43
N00000179,Male,Catholic,44
N00000179,Male,Protestant and Other Christian,302
N00000179,Male,Other religions and none,69
N00000179,Female,Catholic,48
N00000179,Female,Protestant and Other Christian,330
N00000179,Female,Other religions and none,59
N00000180,Male,Catholic,7
N00000180,Male,Protestant and Other Christian,100
N00000180,Male,Other religions and none,13
