DZ2021_cd,DZ2021_nm,lgd1993
N20003396,Downpatrick_B2,DOWN
N20003420,Downpatrick_B3,DOWN
N20003423,Downpatrick_H3,DOWN
N20003425,Downpatrick_J1,DOWN
N20003426,Downpatrick_J2,DOWN
N20003424,Downpatrick_H4,DOWN
N20003414,Downpatrick_H1,DOWN
N20003402,Downpatrick_D1,DOWN
N20003421,Downpatrick_F4,DOWN
N20003419,Downpatrick_G4,DOWN
N20003415,Downpatrick_F2,DOWN
N20003418,Downpatrick_F3,DOWN
N20003412,Downpatrick_F1,DOWN
N20003410,Downpatrick_E6,DOWN
N20003413,Downpatrick_G1,DOWN
N20003416,Downpatrick_G2,DOWN
N20003417,Downpatrick_G3,DOWN
N20003411,Downpatrick_D4,DOWN
N20003409,Downpatrick_D3,DOWN
N20003407,Downpatrick_E4,DOWN
N20003403,Downpatrick_E1,DOWN
N20003405,Downpatrick_D2,DOWN
N20003400,Downpatrick_C4,DOWN
N20003399,Downpatrick_C3,DOWN
N20003397,Downpatrick_C1,DOWN
N20003398,Downpatrick_C2,DOWN
N20003401,Downpatrick_C5,DOWN
N20003406,Downpatrick_E3,DOWN
N20003404,Downpatrick_E2,DOWN
N20003408,Downpatrick_E5,DOWN
N20003328,Slieve_Croob_D4,DOWN
N20003422,Downpatrick_H2,DOWN
N20003429,Downpatrick_K1,DOWN
N20003427,Downpatrick_J3,DOWN
N20003428,Downpatrick_J4,DOWN
N20003430,Downpatrick_K2,DOWN
N20003431,Downpatrick_K3,DOWN
N20003279,The_Mournes_D5,DOWN
N20003277,The_Mournes_E4,DOWN
N20003272,The_Mournes_E1,DOWN
N20003275,The_Mournes_F2,DOWN
N20003264,The_Mournes_C1,DOWN
N20003263,The_Mournes_B1,DOWN
N20003265,The_Mournes_B2,DOWN
N20003267,The_Mournes_B3,DOWN
N20003269,The_Mournes_B4,DOWN
N20003270,The_Mournes_C3,DOWN
N20003268,The_Mournes_C2,DOWN
N20003274,The_Mournes_E3,DOWN
N20003273,The_Mournes_E2,DOWN
N20003278,The_Mournes_D4,DOWN
N20003271,The_Mournes_D3,DOWN
N20003266,The_Mournes_D2,DOWN
N20003259,The_Mournes_A3,DOWN
N20003262,The_Mournes_D1,DOWN
N20003258,The_Mournes_A2,DOWN
N20003343,Slieve_Croob_G5,DOWN
N20003345,Slieve_Croob_J4,DOWN
N20003342,Slieve_Croob_J2,DOWN
N20003341,Slieve_Croob_J1,DOWN
N20003337,Slieve_Croob_G4,DOWN
N20003339,Slieve_Croob_H2,DOWN
N20003340,Slieve_Croob_H3,DOWN
N20003338,Slieve_Croob_H1,DOWN
N20003335,Slieve_Croob_F3,DOWN
N20003330,Slieve_Croob_F2,DOWN
N20003329,Slieve_Croob_F1,DOWN
N20003324,Slieve_Croob_C3,DOWN
N20003326,Slieve_Croob_C5,DOWN
N20003325,Slieve_Croob_C4,DOWN
N20003332,Slieve_Croob_G1,DOWN
N20003333,Slieve_Croob_G2,DOWN
N20003334,Slieve_Croob_G3,DOWN
N20003336,Slieve_Croob_E4,BANBRIDGE
N20003327,Slieve_Croob_E2,BANBRIDGE
N20003323,Slieve_Croob_E1,BANBRIDGE
N20000591,Lagan_River_N3,BANBRIDGE
N20000593,Lagan_River_N5,BANBRIDGE
N20000650,Banbridge_P1,BANBRIDGE
N20003331,Slieve_Croob_E3,BANBRIDGE
N20000655,Banbridge_P3,BANBRIDGE
N20000656,Banbridge_P4,BANBRIDGE
N20003261,The_Mournes_F1,NEWRY and MOURNE
N20003344,Slieve_Croob_J3,DOWN
N20003346,Slieve_Croob_J5,DOWN
N20003257,The_Mournes_A1,DOWN
N20003260,The_Mournes_A4,DOWN
N20003276,The_Mournes_F3,DOWN
N20003280,The_Mournes_F4,NEWRY and MOURNE
N20003282,The_Mournes_G2,NEWRY and MOURNE
N20003281,The_Mournes_G1,NEWRY and MOURNE
N20003287,The_Mournes_H4,NEWRY and MOURNE
N20003285,The_Mournes_H2,NEWRY and MOURNE
N20003284,The_Mournes_H1,NEWRY and MOURNE
N20003283,The_Mournes_J1,NEWRY and MOURNE
N20003286,The_Mournes_H3,NEWRY and MOURNE
N20003289,The_Mournes_J2,NEWRY and MOURNE
N20003309,The_Mournes_K4,NEWRY and MOURNE
N20003304,The_Mournes_N3,NEWRY and MOURNE
N20003303,The_Mournes_P2,NEWRY and MOURNE
N20003305,The_Mournes_P3,NEWRY and MOURNE
N20003308,The_Mournes_P6,NEWRY and MOURNE
N20003307,The_Mournes_P5,NEWRY and MOURNE
N20003306,The_Mournes_P4,NEWRY and MOURNE
N20003296,The_Mournes_J4,NEWRY and MOURNE
N20003297,The_Mournes_L1,NEWRY and MOURNE
N20003294,The_Mournes_J3,NEWRY and MOURNE
N20003288,The_Mournes_G3,NEWRY and MOURNE
N20003292,The_Mournes_G4,NEWRY and MOURNE
N20003293,The_Mournes_G5,NEWRY and MOURNE
N20003298,The_Mournes_L2,NEWRY and MOURNE
N20003300,The_Mournes_L3,NEWRY and MOURNE
N20003301,The_Mournes_P1,NEWRY and MOURNE
N20003299,The_Mournes_N1,NEWRY and MOURNE
N20003302,The_Mournes_N2,NEWRY and MOURNE
N20003290,The_Mournes_K1,NEWRY and MOURNE
N20003291,The_Mournes_K2,NEWRY and MOURNE
N20003310,The_Mournes_K5,NEWRY and MOURNE
N20003255,Crotlieve_K7,NEWRY and MOURNE
N20003251,Crotlieve_K5,NEWRY and MOURNE
N20003249,Crotlieve_K4,NEWRY and MOURNE
N20003253,Crotlieve_K6,NEWRY and MOURNE
N20003250,Crotlieve_J3,NEWRY and MOURNE
N20003252,Crotlieve_L3,NEWRY and MOURNE
N20003254,Crotlieve_L4,NEWRY and MOURNE
N20003256,Crotlieve_L5,NEWRY and MOURNE
N20003295,The_Mournes_K3,NEWRY and MOURNE
N20003244,Crotlieve_L2,NEWRY and MOURNE
N20003239,Crotlieve_L1,NEWRY and MOURNE
N20003230,Crotlieve_G2,NEWRY and MOURNE
N20003232,Crotlieve_G3,NEWRY and MOURNE
N20003225,Crotlieve_G1,NEWRY and MOURNE
N20003226,Crotlieve_E2,NEWRY and MOURNE
N20003221,Crotlieve_E1,NEWRY and MOURNE
N20003222,Crotlieve_C3,NEWRY and MOURNE
N20003231,Crotlieve_E3,NEWRY and MOURNE
N20003234,Crotlieve_G4,NEWRY and MOURNE
N20003235,Crotlieve_G5,NEWRY and MOURNE
N20003240,Crotlieve_J2,NEWRY and MOURNE
N20003246,Crotlieve_K2,NEWRY and MOURNE
N20003243,Crotlieve_H4,NEWRY and MOURNE
N20003245,Crotlieve_H5,NEWRY and MOURNE
N20003247,Crotlieve_H6,NEWRY and MOURNE
N20003248,Crotlieve_K3,NEWRY and MOURNE
N20003242,Crotlieve_K1,NEWRY and MOURNE
N20003241,Crotlieve_H3,NEWRY and MOURNE
N20003238,Crotlieve_H2,NEWRY and MOURNE
N20003237,Crotlieve_J1,NEWRY and MOURNE
N20003236,Crotlieve_H1,NEWRY and MOURNE
N20003204,Newry_N3,NEWRY and MOURNE
N20003205,Newry_P3,NEWRY and MOURNE
N20003202,Newry_N2,NEWRY and MOURNE
N20003201,Newry_P1,NEWRY and MOURNE
N20003233,Crotlieve_F4,NEWRY and MOURNE
N20003229,Crotlieve_F3,NEWRY and MOURNE
N20003228,Crotlieve_F2,NEWRY and MOURNE
N20003192,Newry_J2,NEWRY and MOURNE
N20003197,Newry_J3,NEWRY and MOURNE
N20003227,Crotlieve_F1,NEWRY and MOURNE
N20003223,Crotlieve_C4,NEWRY and MOURNE
N20003169,Newry_D4,NEWRY and MOURNE
N20003168,Newry_D3,NEWRY and MOURNE
N20003175,Newry_G1,NEWRY and MOURNE
N20003178,Newry_E4,NEWRY and MOURNE
N20003181,Newry_G3,NEWRY and MOURNE
N20003180,Newry_G2,NEWRY and MOURNE
N20003187,Newry_L1,NEWRY and MOURNE
N20003184,Newry_G4,NEWRY and MOURNE
N20003224,Crotlieve_C5,NEWRY and MOURNE
N20003189,Newry_J1,NEWRY and MOURNE
N20003190,Newry_L2,NEWRY and MOURNE
N20003191,Newry_K2,NEWRY and MOURNE
N20003186,Newry_H3,NEWRY and MOURNE
N20003188,Newry_K1,NEWRY and MOURNE
N20003183,Newry_H1,NEWRY and MOURNE
N20003185,Newry_H2,NEWRY and MOURNE
N20003179,Newry_E5,NEWRY and MOURNE
N20003170,Newry_E1,NEWRY and MOURNE
N20003172,Newry_E2,NEWRY and MOURNE
N20003174,Newry_E3,NEWRY and MOURNE
N20003167,Newry_C3,NEWRY and MOURNE
N20003171,Newry_C4,NEWRY and MOURNE
N20003176,Newry_F2,NEWRY and MOURNE
N20003182,Newry_F4,NEWRY and MOURNE
N20003177,Newry_F3,NEWRY and MOURNE
N20003173,Newry_F1,NEWRY and MOURNE
N20003194,Newry_K3,NEWRY and MOURNE
N20003196,Newry_K4,NEWRY and MOURNE
N20003193,Newry_L3,NEWRY and MOURNE
N20003195,Newry_L4,NEWRY and MOURNE
N20003198,Newry_L5,NEWRY and MOURNE
N20003199,Newry_L6,NEWRY and MOURNE
N20003200,Newry_N1,NEWRY and MOURNE
N20003129,Slieve_Gullion_F3,NEWRY and MOURNE
N20003124,Slieve_Gullion_E5,NEWRY and MOURNE
N20003130,Slieve_Gullion_F4,NEWRY and MOURNE
N20003203,Newry_P2,NEWRY and MOURNE
N20003206,Newry_P4,NEWRY and MOURNE
N20003135,Slieve_Gullion_L1,NEWRY and MOURNE
N20003138,Slieve_Gullion_F5,NEWRY and MOURNE
N20003143,Slieve_Gullion_J4,NEWRY and MOURNE
N20003149,Slieve_Gullion_L4,NEWRY and MOURNE
N20003139,Slieve_Gullion_L2,NEWRY and MOURNE
N20003145,Slieve_Gullion_L3,NEWRY and MOURNE
N20003142,Slieve_Gullion_J3,NEWRY and MOURNE
N20003141,Slieve_Gullion_G4,NEWRY and MOURNE
N20003148,Slieve_Gullion_K4,NEWRY and MOURNE
N20003151,Slieve_Gullion_K5,NEWRY and MOURNE
N20003144,Slieve_Gullion_K3,NEWRY and MOURNE
N20003140,Slieve_Gullion_H3,NEWRY and MOURNE
N20003146,Slieve_Gullion_N1,NEWRY and MOURNE
N20003147,Slieve_Gullion_N2,NEWRY and MOURNE
N20003150,Slieve_Gullion_N3,NEWRY and MOURNE
N20003153,Slieve_Gullion_H5,NEWRY and MOURNE
N20003152,Slieve_Gullion_H4,NEWRY and MOURNE
N20003125,Slieve_Gullion_H1,NEWRY and MOURNE
N20003128,Slieve_Gullion_G2,NEWRY and MOURNE
N20003131,Slieve_Gullion_H2,NEWRY and MOURNE
N20003132,Slieve_Gullion_K1,NEWRY and MOURNE
N20003137,Slieve_Gullion_K2,NEWRY and MOURNE
N20003133,Slieve_Gullion_G3,NEWRY and MOURNE
N20003134,Slieve_Gullion_J1,NEWRY and MOURNE
N20003136,Slieve_Gullion_J2,NEWRY and MOURNE
N20003127,Slieve_Gullion_G1,NEWRY and MOURNE
N20003126,Slieve_Gullion_F2,NEWRY and MOURNE
N20003107,Slieve_Gullion_B3,NEWRY and MOURNE
N20003106,Slieve_Gullion_B2,NEWRY and MOURNE
N20000704,Cusher_H3,ARMAGH
N20000708,Cusher_H4,ARMAGH
N20000706,Cusher_L3,ARMAGH
N20000709,Cusher_K6,ARMAGH
N20003104,Slieve_Gullion_B1,NEWRY and MOURNE
N20003119,Slieve_Gullion_B4,NEWRY and MOURNE
N20000710,Cusher_L5,ARMAGH
N20000355,Armagh_K6,ARMAGH
N20000354,Armagh_K5,ARMAGH
N20000705,Cusher_L2,ARMAGH
N20000350,Armagh_L3,ARMAGH
N20000352,Armagh_L5,ARMAGH
N20000349,Armagh_L2,ARMAGH
N20000348,Armagh_L1,ARMAGH
N20000351,Armagh_L4,ARMAGH
N20000353,Armagh_K4,ARMAGH
N20000707,Cusher_L4,ARMAGH
N20000701,Cusher_L1,ARMAGH
N20000343,Armagh_J5,ARMAGH
N20000346,Armagh_K2,ARMAGH
N20000344,Armagh_K1,ARMAGH
N20000345,Armagh_J6,ARMAGH
N20000338,Armagh_J2,ARMAGH
N20000341,Armagh_J4,ARMAGH
N20000337,Armagh_H5,ARMAGH
N20000336,Armagh_H4,ARMAGH
N20000339,Armagh_J3,ARMAGH
N20000335,Armagh_G6,ARMAGH
N20000329,Armagh_G3,ARMAGH
N20000327,Armagh_F6,ARMAGH
N20000330,Armagh_G4,ARMAGH
N20000325,Armagh_G1,ARMAGH
N20000331,Armagh_G5,ARMAGH
N20000334,Armagh_H3,ARMAGH
N20000332,Armagh_H1,ARMAGH
N20000328,Armagh_G2,ARMAGH
N20000324,Armagh_C5,ARMAGH
N20000326,Armagh_C6,ARMAGH
N20000333,Armagh_H2,ARMAGH
N20000688,Cusher_E5,ARMAGH
N20000693,Cusher_K1,ARMAGH
N20000699,Cusher_K3,ARMAGH
N20000702,Cusher_K4,ARMAGH
N20000697,Cusher_J2,ARMAGH
N20000698,Cusher_J3,ARMAGH
N20000696,Cusher_J1,ARMAGH
N20000700,Cusher_J4,ARMAGH
N20000703,Cusher_K5,ARMAGH
N20000695,Cusher_K2,ARMAGH
N20000691,Cusher_G4,ARMAGH
N20000690,Cusher_G3,ARMAGH
N20000689,Cusher_G2,ARMAGH
N20000687,Cusher_G1,ARMAGH
N20000692,Cusher_H1,ARMAGH
N20000644,Banbridge_F5,BANBRIDGE
N20000642,Banbridge_F4,BANBRIDGE
N20000646,Banbridge_N1,BANBRIDGE
N20000647,Banbridge_N2,BANBRIDGE
N20000649,Banbridge_N3,BANBRIDGE
N20000652,Banbridge_N4,BANBRIDGE
N20000654,Banbridge_N5,ARMAGH
N20000694,Cusher_H2,ARMAGH
N20003101,Slieve_Gullion_A1,NEWRY and MOURNE
N20003102,Slieve_Gullion_A2,NEWRY and MOURNE
N20003103,Slieve_Gullion_A3,NEWRY and MOURNE
N20003121,Slieve_Gullion_F1,NEWRY and MOURNE
N20003111,Slieve_Gullion_E1,NEWRY and MOURNE
N20003122,Slieve_Gullion_E3,NEWRY and MOURNE
N20003116,Slieve_Gullion_E2,NEWRY and MOURNE
N20003118,Slieve_Gullion_D4,NEWRY and MOURNE
N20003123,Slieve_Gullion_E4,NEWRY and MOURNE
N20003117,Slieve_Gullion_D3,NEWRY and MOURNE
N20003110,Slieve_Gullion_C2,NEWRY and MOURNE
N20003113,Slieve_Gullion_D2,NEWRY and MOURNE
N20003109,Slieve_Gullion_D1,NEWRY and MOURNE
N20003105,Slieve_Gullion_A4,NEWRY and MOURNE
N20003212,Crotlieve_C1,NEWRY and MOURNE
N20003108,Slieve_Gullion_C1,NEWRY and MOURNE
N20003115,Slieve_Gullion_C5,NEWRY and MOURNE
N20003120,Slieve_Gullion_D5,NEWRY and MOURNE
N20003114,Slieve_Gullion_C4,NEWRY and MOURNE
N20003157,Newry_A2,NEWRY and MOURNE
N20003162,Newry_C1,NEWRY and MOURNE
N20003166,Newry_C2,NEWRY and MOURNE
N20003164,Newry_A5,NEWRY and MOURNE
N20003159,Newry_A3,NEWRY and MOURNE
N20003161,Newry_A4,NEWRY and MOURNE
N20003154,Newry_A1,NEWRY and MOURNE
N20003112,Slieve_Gullion_C3,NEWRY and MOURNE
N20003156,Newry_B2,NEWRY and MOURNE
N20003158,Newry_B3,NEWRY and MOURNE
N20003163,Newry_D1,NEWRY and MOURNE
N20003160,Newry_B4,NEWRY and MOURNE
N20003165,Newry_D2,NEWRY and MOURNE
N20003155,Newry_B1,NEWRY and MOURNE
N20003215,Crotlieve_C2,NEWRY and MOURNE
N20003211,Crotlieve_B1,NEWRY and MOURNE
N20003207,Crotlieve_A1,NEWRY and MOURNE
N20003210,Crotlieve_A4,NEWRY and MOURNE
N20003208,Crotlieve_A2,NEWRY and MOURNE
N20003209,Crotlieve_A3,NEWRY and MOURNE
N20003214,Crotlieve_B2,NEWRY and MOURNE
N20003216,Crotlieve_B3,NEWRY and MOURNE
N20003219,Crotlieve_B4,NEWRY and MOURNE
N20003217,Crotlieve_D1,NEWRY and MOURNE
N20003218,Crotlieve_D2,NEWRY and MOURNE
N20003220,Crotlieve_D3,NEWRY and MOURNE
N20003213,Crotlieve_A5,NEWRY and MOURNE
N20000661,Banbridge_Q3,BANBRIDGE
N20000663,Banbridge_Q5,BANBRIDGE
N20000659,Banbridge_Q1,BANBRIDGE
N20000662,Banbridge_Q4,BANBRIDGE
N20000660,Banbridge_Q2,BANBRIDGE
N20000657,Banbridge_L5,BANBRIDGE
N20000658,Banbridge_P5,BANBRIDGE
N20000651,Banbridge_P2,BANBRIDGE
N20000653,Banbridge_L4,BANBRIDGE
N20000645,Banbridge_L2,BANBRIDGE
N20000648,Banbridge_L3,BANBRIDGE
N20000643,Banbridge_K5,BANBRIDGE
N20000641,Banbridge_K4,BANBRIDGE
N20000640,Banbridge_K3,BANBRIDGE
N20000639,Banbridge_H5,BANBRIDGE
N20000638,Banbridge_K2,BANBRIDGE
N20000636,Banbridge_H4,BANBRIDGE
N20000632,Banbridge_G3,BANBRIDGE
N20000630,Banbridge_G2,BANBRIDGE
N20000634,Banbridge_G4,BANBRIDGE
N20000637,Banbridge_K1,BANBRIDGE
N20000631,Banbridge_E6,BANBRIDGE
N20000633,Banbridge_J4,BANBRIDGE
N20000635,Banbridge_J5,BANBRIDGE
N20000592,Lagan_River_N4,BANBRIDGE
N20000588,Lagan_River_K4,BANBRIDGE
N20000614,Banbridge_L1,BANBRIDGE
N20000628,Banbridge_J3,BANBRIDGE
N20000613,Banbridge_E2,BANBRIDGE
N20000618,Banbridge_E4,BANBRIDGE
N20000617,Banbridge_E3,BANBRIDGE
N20000612,Banbridge_E1,BANBRIDGE
N20000623,Banbridge_J1,BANBRIDGE
N20000626,Banbridge_J2,BANBRIDGE
N20000624,Banbridge_G1,BANBRIDGE
N20000622,Banbridge_D7,BANBRIDGE
N20000627,Banbridge_H3,BANBRIDGE
N20000625,Banbridge_H2,BANBRIDGE
N20000619,Banbridge_D6,BANBRIDGE
N20000615,Banbridge_D4,BANBRIDGE
N20000621,Banbridge_H1,BANBRIDGE
N20000611,Banbridge_D3,BANBRIDGE
N20000616,Banbridge_D5,BANBRIDGE
N20000620,Banbridge_E5,BANBRIDGE
N20000610,Banbridge_C4,BANBRIDGE
N20000607,Banbridge_D2,BANBRIDGE
N20000604,Banbridge_C1,BANBRIDGE
N20000608,Banbridge_C2,BANBRIDGE
N20000609,Banbridge_C3,BANBRIDGE
N20000603,Banbridge_D1,BANBRIDGE
N20000599,Banbridge_A5,BANBRIDGE
N20000585,Lagan_River_J3,BANBRIDGE
N20000586,Lagan_River_J4,BANBRIDGE
N20000581,Lagan_River_G4,CRAIGAVON
N20000580,Lagan_River_G3,CRAIGAVON
N20000564,Lagan_River_E1,CRAIGAVON
N20000567,Lagan_River_E2,CRAIGAVON
N20000572,Lagan_River_E3,CRAIGAVON
N20000578,Lagan_River_H3,BANBRIDGE
N20000579,Lagan_River_J2,BANBRIDGE
N20000583,Lagan_River_K3,BANBRIDGE
N20000577,Lagan_River_H2,BANBRIDGE
N20000576,Lagan_River_H1,BANBRIDGE
N20000573,Lagan_River_F3,BANBRIDGE
N20000574,Lagan_River_F4,BANBRIDGE
N20000575,Lagan_River_F5,BANBRIDGE
N20000571,Lagan_River_D3,BANBRIDGE
N20000566,Lagan_River_F1,BANBRIDGE
N20000570,Lagan_River_F2,BANBRIDGE
N20000563,Lagan_River_K1,BANBRIDGE
N20000565,Lagan_River_D1,BANBRIDGE
N20000568,Lagan_River_D2,BANBRIDGE
N20000560,Lagan_River_J1,BANBRIDGE
N20002284,Downshire_West_G3,LISBURN
N20002277,Downshire_West_B5,LISBURN
N20002259,Downshire_West_B2,LISBURN
N20002324,Killultagh_G5,LISBURN
N20002323,Killultagh_H4,LISBURN
N20002322,Killultagh_H3,LISBURN
N20002325,Killultagh_H5,LISBURN
N20002268,Downshire_West_G1,LISBURN
N20002276,Downshire_West_G2,LISBURN
N20002273,Downshire_West_C4,LISBURN
N20002275,Downshire_West_C5,LISBURN
N20002272,Downshire_West_D6,LISBURN
N20002267,Downshire_West_D3,LISBURN
N20002264,Downshire_West_C2,LISBURN
N20002266,Downshire_West_C3,LISBURN
N20002262,Downshire_West_C1,LISBURN
N20002263,Downshire_West_D1,LISBURN
N20002265,Downshire_West_D2,LISBURN
N20002270,Downshire_West_D4,LISBURN
N20002271,Downshire_West_D5,LISBURN
N20000482,Lurgan_A5,CRAIGAVON
N20000501,Lurgan_H1,CRAIGAVON
N20000502,Lurgan_H2,CRAIGAVON
N20000518,Lurgan_J3,CRAIGAVON
N20000521,Lurgan_B4,CRAIGAVON
N20000513,Lurgan_H4,CRAIGAVON
N20000507,Lurgan_H3,CRAIGAVON
N20000562,Lagan_River_C3,BANBRIDGE
N20000559,Lagan_River_C2,CRAIGAVON
N20000551,Lagan_River_C1,CRAIGAVON
N20000561,Lagan_River_B3,CRAIGAVON
N20000558,Lagan_River_B2,CRAIGAVON
N20000557,Lagan_River_B1,CRAIGAVON
N20000555,Lagan_River_A3,CRAIGAVON
N20000556,Lagan_River_A4,CRAIGAVON
N20000552,Lagan_River_A1,CRAIGAVON
N20000554,Lagan_River_A2,CRAIGAVON
N20000553,Lagan_River_G1,CRAIGAVON
N20000454,Craigavon_G5,CRAIGAVON
N20000458,Craigavon_L1,CRAIGAVON
N20000452,Craigavon_G3,CRAIGAVON
N20000448,Craigavon_G1,CRAIGAVON
N20000449,Craigavon_G2,CRAIGAVON
N20000453,Craigavon_G4,CRAIGAVON
N20000445,Craigavon_E5,CRAIGAVON
N20000442,Craigavon_E4,CRAIGAVON
N20000437,Craigavon_D3,CRAIGAVON
N20000439,Craigavon_E3,CRAIGAVON
N20000550,Lurgan_T4,CRAIGAVON
N20000546,Lurgan_T2,CRAIGAVON
N20000540,Lurgan_Q4,CRAIGAVON
N20000534,Lurgan_Q2,CRAIGAVON
N20000536,Lurgan_R3,CRAIGAVON
N20000544,Lurgan_T1,CRAIGAVON
N20000541,Lurgan_R4,CRAIGAVON
N20000532,Lurgan_R2,CRAIGAVON
N20000538,Lurgan_N4,CRAIGAVON
N20000543,Lurgan_R5,CRAIGAVON
N20000432,Craigavon_E2,CRAIGAVON
N20000435,Craigavon_D2,CRAIGAVON
N20000429,Craigavon_B5,CRAIGAVON
N20000431,Craigavon_E1,CRAIGAVON
N20000535,Lurgan_N3,CRAIGAVON
N20000530,Lurgan_N2,CRAIGAVON
N20000511,Lurgan_F6,CRAIGAVON
N20000522,Lurgan_N1,CRAIGAVON
N20000528,Lurgan_R1,CRAIGAVON
N20000524,Lurgan_L2,CRAIGAVON
N20000527,Lurgan_Q1,CRAIGAVON
N20000525,Lurgan_L3,CRAIGAVON
N20000516,Lurgan_L1,CRAIGAVON
N20000508,Lurgan_F5,CRAIGAVON
N20000509,Lurgan_G4,CRAIGAVON
N20000512,Lurgan_K1,CRAIGAVON
N20000515,Lurgan_K2,CRAIGAVON
N20000519,Lurgan_K3,CRAIGAVON
N20000523,Lurgan_P2,CRAIGAVON
N20000529,Lurgan_P3,CRAIGAVON
N20000526,Lurgan_K4,CRAIGAVON
N20000539,Lurgan_Q3,CRAIGAVON
N20000537,Lurgan_S1,CRAIGAVON
N20000548,Lurgan_T3,CRAIGAVON
N20000549,Lurgan_S5,CRAIGAVON
N20000547,Lurgan_S4,CRAIGAVON
N20000545,Lurgan_S3,CRAIGAVON
N20000542,Lurgan_S2,CRAIGAVON
N20000533,Lurgan_P5,CRAIGAVON
N20000531,Lurgan_P4,CRAIGAVON
N20000517,Lurgan_J2,CRAIGAVON
N20000520,Lurgan_J4,CRAIGAVON
N20000514,Lurgan_P1,CRAIGAVON
N20000510,Lurgan_J1,CRAIGAVON
N20000488,Lurgan_B3,CRAIGAVON
N20000495,Lurgan_D4,CRAIGAVON
N20000499,Lurgan_D5,CRAIGAVON
N20000503,Lurgan_G1,CRAIGAVON
N20000505,Lurgan_G2,CRAIGAVON
N20000494,Lurgan_E4,CRAIGAVON
N20000491,Lurgan_E2,CRAIGAVON
N20000489,Lurgan_D3,CRAIGAVON
N20000490,Lurgan_E1,CRAIGAVON
N20000486,Lurgan_D2,CRAIGAVON
N20000485,Lurgan_D1,CRAIGAVON
N20000480,Lurgan_A4,CRAIGAVON
N20000481,Lurgan_B2,CRAIGAVON
N20000483,Lurgan_C1,CRAIGAVON
N20000487,Lurgan_C3,CRAIGAVON
N20000484,Lurgan_C2,CRAIGAVON
N20000492,Lurgan_E3,CRAIGAVON
N20000493,Lurgan_C4,CRAIGAVON
N20000500,Lurgan_F3,CRAIGAVON
N20000498,Lurgan_E5,CRAIGAVON
N20000506,Lurgan_G3,CRAIGAVON
N20000504,Lurgan_F4,CRAIGAVON
N20000496,Lurgan_F1,CRAIGAVON
N20000425,Craigavon_B1,CRAIGAVON
N20000497,Lurgan_F2,CRAIGAVON
N20000426,Craigavon_B2,CRAIGAVON
N20000427,Craigavon_B3,CRAIGAVON
N20000424,Craigavon_A4,CRAIGAVON
N20000423,Craigavon_A3,CRAIGAVON
N20000422,Craigavon_A2,CRAIGAVON
N20000365,Portadown_B5,CRAIGAVON
N20000428,Craigavon_B4,CRAIGAVON
N20000434,Craigavon_D1,CRAIGAVON
N20000433,Craigavon_C2,CRAIGAVON
N20000436,Craigavon_F1,CRAIGAVON
N20000430,Craigavon_C1,CRAIGAVON
N20000443,Craigavon_F3,CRAIGAVON
N20000446,Craigavon_J1,CRAIGAVON
N20000451,Craigavon_J2,CRAIGAVON
N20000455,Craigavon_F6,CRAIGAVON
N20000438,Craigavon_F2,CRAIGAVON
N20000444,Craigavon_F4,CRAIGAVON
N20000440,Craigavon_C3,CRAIGAVON
N20000441,Craigavon_C4,CRAIGAVON
N20000447,Craigavon_F5,CRAIGAVON
N20000464,Craigavon_N2,CRAIGAVON
N20000461,Craigavon_J4,CRAIGAVON
N20000457,Craigavon_J3,CRAIGAVON
N20000462,Craigavon_N1,CRAIGAVON
N20000463,Craigavon_K1,CRAIGAVON
N20000460,Craigavon_H4,CRAIGAVON
N20000384,Portadown_H1,CRAIGAVON
N20000377,Portadown_F1,CRAIGAVON
N20000459,Craigavon_H3,CRAIGAVON
N20000456,Craigavon_H2,CRAIGAVON
N20000450,Craigavon_H1,CRAIGAVON
N20000370,Portadown_C1,CRAIGAVON
N20000374,Portadown_C3,CRAIGAVON
N20000376,Portadown_D4,CRAIGAVON
N20000371,Portadown_D1,CRAIGAVON
N20000373,Portadown_D2,CRAIGAVON
N20000375,Portadown_D3,CRAIGAVON
N20000379,Portadown_D5,CRAIGAVON
N20000381,Portadown_E2,CRAIGAVON
N20000378,Portadown_E1,CRAIGAVON
N20000382,Portadown_E3,CRAIGAVON
N20000385,Portadown_G1,CRAIGAVON
N20000388,Portadown_G3,CRAIGAVON
N20000387,Portadown_G2,CRAIGAVON
N20000391,Portadown_G5,CRAIGAVON
N20000394,Portadown_G6,CRAIGAVON
N20000404,Portadown_N1,CRAIGAVON
N20000399,Portadown_K3,CRAIGAVON
N20000396,Portadown_K2,CRAIGAVON
N20000398,Portadown_L1,CRAIGAVON
N20000405,Portadown_N2,CRAIGAVON
N20000403,Portadown_L3,CRAIGAVON
N20000400,Portadown_L2,CRAIGAVON
N20000395,Portadown_F3,CRAIGAVON
N20000386,Portadown_E4,CRAIGAVON
N20000393,Portadown_F2,CRAIGAVON
N20000466,Craigavon_K2,CRAIGAVON
N20000392,Portadown_H2,CRAIGAVON
N20000472,Craigavon_N5,CRAIGAVON
N20000397,Portadown_H3,CRAIGAVON
N20000411,Portadown_L4,CRAIGAVON
N20000415,Portadown_Q3,CRAIGAVON
N20000414,Portadown_Q2,CRAIGAVON
N20000413,Portadown_Q1,CRAIGAVON
N20000407,Portadown_N3,CRAIGAVON
N20000406,Portadown_P1,CRAIGAVON
