code,name,LGD,MDM_score,MDM_rank,MDM_decile,Income Deprivation_score,Income Deprivation_rank,Employment Deprivation_score,Employment Deprivation_rank,Proximity to Services_score,Proximity to Services_rank,Crime and Disorder_score,Crime and Disorder_rank
95SS290006,Twinbrook 1,Lisburn,61.77,114,1,0.74,91,0.32,140,2.12,2278,52.66,390
95SS290007,Twinbrook 2,Lisburn,54.03,231,1,0.58,401,0.3,187,2.22,2136,29.88,1287
95SS290008,Twinbrook 1,Lisburn,42.75,538,2,0.51,594,0.21,795,2.28,2040,20.1,2056
95SS290009,Twinbrook 2,Lisburn,60.91,123,1,0.72,123,0.29,251,2.45,1837,31.9,1175
95SS300001,Wallace Park 1,Lisburn,1.97,5017,10,0,5021,0,5022,1.86,2682,0,5022
95SS300002,Wallace Park 1,Lisburn,4.28,4753,10,0.05,4686,0.07,4014,1.6,3193,14.38,2688
95SS300003,Wallace Park 1,Lisburn,5.12,4600,10,0.08,4256,0.08,3597,1.47,3463,10.29,3251
95SS300004,Wallace Park 2,Lisburn,4.98,4634,10,0.07,4335,0.06,4409,1.4,3608,39.78,814
95SS300005,Wallace Park 2,Lisburn,2.71,4976,10,0.02,4954,0.04,4796,2.12,2274,4.39,4282
95SS300006,Wallace Park 2,Lisburn,5.75,4484,9,0.05,4590,0.1,3184,1.62,3149,6.69,3879
95SS300007,Wallace Park 2,Lisburn,2.34,5001,10,0.02,4916,0.05,4600,1.78,2835,1.54,4829
95SS300008,Wallace Park 2,Lisburn,5.05,4613,10,0.06,4484,0.08,3683,1.68,3034,11.14,3122
95SS300009,Wallace Park 2,Lisburn,3.48,4879,10,0.05,4606,0.04,4681,1.86,2686,12.05,2983
95TT010001,Ballymaguigan,Magherafelt,14.43,2973,6,0.19,2700,0.11,2728,5.72,607,2.66,4619
95TT010002,Ballymaguigan,Magherafelt,12.56,3292,7,0.17,2960,0.1,3249,4.74,858,15.95,2508
95TT010003,Ballymaguigan,Magherafelt,15.85,2725,6,0.22,2422,0.12,2494,6.32,478,2.66,4620
95TT010004,Ballymaguigan,Magherafelt,10.65,3642,8,0.17,3003,0.09,3580,3.66,1174,1.95,4745
95TT010005,Ballymaguigan,Magherafelt,10.11,3745,8,0.13,3482,0.09,3486,6.03,531,3.83,4399
95TT010006,Ballymaguigan,Magherafelt,12.1,3371,7,0.16,3129,0.12,2654,4.09,1039,14.22,2705
95TT020001,Bellaghy,Magherafelt,16.08,2691,6,0.19,2684,0.12,2411,5.93,552,3.2,4516
95TT020002,Bellaghy,Magherafelt,14.02,3046,7,0.19,2719,0.1,3263,4.21,999,1.17,4894
95TT020003,Bellaghy,Magherafelt,18.16,2375,5,0.32,1625,0.11,2719,3.95,1079,9.75,3335
95TT020004,Bellaghy,Magherafelt,14.52,2953,6,0.17,2920,0.11,2710,6.13,513,1.15,4895
95TT020005,Bellaghy,Magherafelt,14.63,2931,6,0.16,3154,0.12,2521,5.37,702,0.41,4983
95TT020006,Bellaghy,Magherafelt,27.34,1434,3,0.45,860,0.17,1410,4.2,1005,5.16,4146
95TT030001,Castledawson 2,Magherafelt,10.48,3668,8,0.15,3274,0.09,3522,2.61,1699,19.42,2129
95TT030002,Castledawson 1,Magherafelt,12.11,3370,7,0.17,2937,0.1,3040,2.48,1797,9.19,3438
95TT030003,Castledawson 2,Magherafelt,17.63,2457,5,0.2,2560,0.16,1610,2.68,1644,1.94,4753
95TT030004,Castledawson 1,Magherafelt,9.77,3805,8,0.15,3265,0.07,4056,2.44,1853,5.03,4171
95TT030005,Castledawson 2,Magherafelt,16.57,2619,6,0.18,2863,0.15,1762,4.03,1058,7.55,3714
95TT030006,Castledawson 1,Magherafelt,14.77,2912,6,0.25,2164,0.09,3364,2.39,1906,23.11,1808
95TT030007,Castledawson 1,Magherafelt,21.83,1963,4,0.33,1556,0.16,1529,2.34,1958,30.24,1262
95TT030008,Castledawson 2,Magherafelt,9.33,3883,8,0.13,3451,0.08,3879,2.49,1793,9.16,3441
95TT030009,Castledawson 1,Magherafelt,33.97,961,2,0.52,580,0.19,1153,2.41,1885,49.87,468
95TT040001,Draperstown,Magherafelt,13.84,3071,7,0.12,3652,0.11,2716,5.4,684,0.52,4967
95TT040002,Draperstown,Magherafelt,12.83,3238,7,0.16,3062,0.09,3498,3.22,1337,16.56,2438
95TT040003,Draperstown,Magherafelt,28.76,1326,3,0.48,724,0.16,1527,3.77,1131,3.2,4517
95TT040004,Draperstown,Magherafelt,14.79,2908,6,0.19,2696,0.11,2930,3.69,1165,1.55,4825
95TT040005,Draperstown,Magherafelt,19.8,2208,5,0.18,2873,0.11,2818,10.72,20,3.18,4522
95TT040006,Draperstown,Magherafelt,11.94,3391,7,0.17,2973,0.1,3236,3.61,1195,1.2,4886
95TT050001,Glebe 1 (Magherafelt),Magherafelt,5.04,4621,10,0.1,3910,0.05,4658,2,2476,11.87,3007
95TT050002,Glebe 1 (Magherafelt),Magherafelt,5.27,4568,10,0.1,3980,0.07,4117,1.92,2601,3.58,4441
95TT050003,Glebe 1 (Magherafelt),Magherafelt,11.17,3539,8,0.14,3344,0.12,2568,1.46,3488,32.26,1154
95TT050004,Glebe 2 (Magherafelt),Magherafelt,33.87,964,2,0.43,962,0.26,399,1.39,3642,17.27,2358
95TT050005,Glebe 2 (Magherafelt),Magherafelt,21.91,1953,4,0.36,1359,0.1,3059,1.26,3910,34.15,1058
95TT050006,Glebe 2 (Magherafelt),Magherafelt,25.62,1578,4,0.35,1450,0.18,1233,1.54,3313,11.05,3137
95TT050007,Glebe 2 (Magherafelt),Magherafelt,24.27,1696,4,0.37,1307,0.13,2270,1.65,3093,14.04,2727
95TT050008,Glebe 1 (Magherafelt),Magherafelt,6.04,4430,9,0.16,3127,0.05,4509,1.86,2689,4.88,4197
95TT060001,Gulladuff,Magherafelt,29.41,1276,3,0.46,813,0.16,1538,2.79,1566,9.7,3346
95TT060002,Gulladuff,Magherafelt,11.12,3548,8,0.14,3348,0.1,3151,4.21,1001,9.88,3317
95TT060003,Gulladuff,Magherafelt,14.96,2880,6,0.24,2224,0.1,3186,5.1,764,2.95,4560
95TT060004,Gulladuff,Magherafelt,11.91,3398,7,0.17,2947,0.08,3825,6.96,322,0.16,5006
95TT060005,Gulladuff,Magherafelt,11.18,3538,8,0.16,3167,0.06,4355,7.06,296,0.25,4999
95TT060006,Gulladuff,Magherafelt,13.22,3162,7,0.15,3206,0.14,1964,2.78,1575,9.84,3325
95TT070001,Knockcloghrim,Magherafelt,16.11,2686,6,0.13,3552,0.13,2277,6.76,370,1.37,4856
95TT070002,Knockcloghrim,Magherafelt,9.06,3929,8,0.15,3302,0.08,3717,2.83,1544,1.98,4740
95TT070003,Knockcloghrim,Magherafelt,13.01,3202,7,0.14,3428,0.13,2179,4.43,941,4.27,4307
95TT070004,Knockcloghrim,Magherafelt,10.42,3680,8,0.12,3621,0.09,3334,5.17,749,0.25,5000
95TT070005,Knockcloghrim,Magherafelt,15.73,2750,6,0.15,3286,0.13,2376,6.86,345,7.27,3769
95TT070006,Knockcloghrim,Magherafelt,11.12,3547,8,0.11,3747,0.09,3377,4.54,908,8.14,3605
95TT080001,Lecumpher,Magherafelt,11.83,3410,7,0.1,3976,0.07,4104,7.16,270,2.08,4729
95TT080002,Lecumpher,Magherafelt,14.84,2899,6,0.16,3063,0.1,3246,6.43,448,1.99,4738
95TT080003,Lecumpher,Magherafelt,23.65,1758,4,0.34,1483,0.17,1483,4.74,859,9.99,3304
95TT080004,Lecumpher,Magherafelt,14.31,2994,6,0.17,3032,0.1,3021,5.29,726,3,4554
95TT080005,Lecumpher,Magherafelt,13.74,3084,7,0.17,2979,0.11,2721,4.32,974,5.58,4057
95TT080006,Lecumpher,Magherafelt,9.54,3851,8,0.12,3678,0.07,4194,4.6,895,5.32,4114
95TT090001,Lower Glenshane 2,Magherafelt,8.77,3985,8,0.11,3840,0.08,3698,4.89,824,1.38,4852
95TT090002,Lower Glenshane 2,Magherafelt,14.73,2917,6,0.2,2590,0.11,2953,6.44,447,9,3465
95TT090003,Lower Glenshane 1,Magherafelt,23.71,1748,4,0.21,2552,0.13,2350,10.1,28,1.78,4791
95TT090004,Lower Glenshane 1,Magherafelt,14.25,3008,6,0.18,2869,0.08,3593,6.74,378,1.24,4872
95TT090005,Lower Glenshane 1,Magherafelt,21.96,1946,4,0.27,1952,0.13,2209,6.51,422,3.98,4360
95TT090006,Lower Glenshane 2,Magherafelt,5.77,4479,9,0.1,3982,0.06,4448,3.01,1440,0.6,4958
95TT100001,Maghera,Magherafelt,23.75,1744,4,0.35,1443,0.14,1928,3,1443,13.05,2849
95TT100002,Maghera,Magherafelt,16.23,2665,6,0.26,2036,0.1,3004,2.69,1637,6.74,3875
95TT100003,Maghera,Magherafelt,37.57,755,2,0.55,473,0.26,431,2.48,1805,5.64,4042
95TT100004,Maghera,Magherafelt,30.17,1214,3,0.44,911,0.17,1348,2.74,1611,16.28,2469
95TT100005,Maghera,Magherafelt,21.22,2035,5,0.27,1964,0.16,1525,2.5,1788,38.46,866
95TT100006,Maghera,Magherafelt,25.4,1598,4,0.34,1466,0.17,1432,2.62,1689,21.99,1875
95TT100007,Maghera,Magherafelt,30.19,1212,3,0.4,1160,0.17,1368,2.23,2124,39.89,807
95TT110001,Swatragh 2,Magherafelt,12.6,3286,7,0.13,3549,0.1,3273,6.72,384,0.38,4986
95TT110002,Swatragh 2,Magherafelt,16.63,2603,6,0.24,2215,0.12,2647,6.86,344,0.76,4944
95TT110003,Swatragh 2,Magherafelt,15.52,2792,6,0.22,2392,0.12,2569,5.33,719,7.91,3648
95TT110004,Swatragh 1,Magherafelt,10.85,3596,8,0.13,3519,0.09,3326,5.59,632,0.8,4939
95TT110005,Swatragh 1,Magherafelt,15.53,2787,6,0.22,2460,0.13,2174,5.37,701,0.37,4988
95TT110006,Swatragh 1,Magherafelt,19.21,2276,5,0.25,2110,0.15,1721,4.23,993,6.73,3876
95TT120001,Tobermore,Magherafelt,21.07,2053,5,0.2,2589,0.17,1493,5.63,625,5.86,4008
95TT120002,Tobermore,Magherafelt,16.58,2617,6,0.17,2976,0.11,2669,5.74,600,15.64,2548
95TT120003,Tobermore,Magherafelt,13.08,3186,7,0.16,3107,0.09,3275,4.59,897,7.91,3646
95TT120004,Tobermore,Magherafelt,15.75,2746,6,0.22,2397,0.09,3363,5.34,714,19.39,2133
95TT120005,Tobermore,Magherafelt,23.17,1816,4,0.25,2178,0.17,1482,4.61,891,12.15,2968
95TT120006,Tobermore,Magherafelt,15.27,2826,6,0.17,2977,0.12,2609,6.75,376,1.95,4749
95TT130001,Town Parks East 1,Magherafelt,7.02,4266,9,0.11,3787,0.07,4055,2.61,1705,1.62,4813
95TT130002,Town Parks East 2,Magherafelt,23.6,1762,4,0.39,1199,0.12,2504,1.78,2838,30.34,1256
95TT130003,Town Parks East 1,Magherafelt,13.66,3099,7,0.21,2507,0.08,3662,1.82,2762,21.95,1881
95TT130004,Town Parks East 2,Magherafelt,9.26,3892,8,0.07,4367,0.09,3305,1.83,2734,5.31,4118
95TT130005,Town Parks East 1,Magherafelt,21.92,1949,4,0.38,1255,0.13,2290,2,2470,30.67,1236
95TT130006,Town Parks East 1,Magherafelt,9.36,3877,8,0.11,3822,0.11,2911,2.24,2106,6.2,3951
95TT130007,Town Parks East 2,Magherafelt,23.07,1828,4,0.29,1827,0.16,1547,1.39,3633,48.41,508
95TT130008,Town Parks East 2,Magherafelt,35.58,874,2,0.5,640,0.19,1128,1.55,3292,50.88,443
95TT140001,Town Parks West,Magherafelt,11.41,3490,7,0.1,3969,0.11,2676,2.94,1481,0.45,4979
95TT140002,Town Parks West,Magherafelt,5.63,4511,9,0.06,4464,0.05,4501,2.29,2031,5.37,4103
95TT140003,Town Parks West,Magherafelt,14.7,2921,6,0.18,2842,0.12,2556,1.67,3066,12.92,2870
95TT140004,Town Parks West,Magherafelt,20.46,2132,5,0.32,1580,0.14,2050,1.45,3504,16.87,2398
95TT140005,Town Parks West,Magherafelt,18.41,2348,5,0.33,1551,0.12,2642,1.42,3558,14.66,2661
95TT140006,Town Parks West,Magherafelt,29.91,1234,3,0.38,1232,0.2,942,1.35,3729,60.57,254
95TT150001,Upperlands,Magherafelt,16.56,2621,6,0.2,2663,0.1,3098,6.94,325,0.86,4930
95TT150002,Upperlands,Magherafelt,20.98,2068,5,0.19,2690,0.13,2358,8.41,106,2.5,4653
95TT150003,Upperlands,Magherafelt,21.09,2046,5,0.17,2992,0.14,1975,8,147,2.08,4728
95TT150004,Upperlands,Magherafelt,21.36,2019,5,0.2,2662,0.15,1723,5.79,585,9.23,3426
95TT150005,Upperlands,Magherafelt,21.83,1964,4,0.22,2407,0.14,2033,6.8,362,23.44,1782
95TT150006,Upperlands,Magherafelt,32.54,1042,3,0.4,1134,0.19,1012,6.14,510,2.57,4633
95TT160001,Valley,Magherafelt,13.74,3083,7,0.17,2993,0.13,2315,5.1,765,2.53,4643
95TT160002,Valley,Magherafelt,15.28,2824,6,0.17,3018,0.12,2533,6.13,514,1.08,4905
95TT160003,Valley,Magherafelt,14.54,2949,6,0.22,2435,0.11,2760,4.22,998,4.76,4221
95TT160004,Valley,Magherafelt,11.19,3537,8,0.14,3322,0.1,3252,4.64,885,1.19,4890
95TT160005,Valley,Magherafelt,11.62,3452,7,0.16,3123,0.09,3372,4.74,857,4.84,4206
95TT160006,Valley,Magherafelt,27.52,1425,3,0.43,953,0.18,1273,4.81,840,3.44,4468
95UU010001,Armoy & Moss-side and Moyarget,Moyle,23.2,1813,4,0.24,2270,0.14,1954,7.15,275,8.49,3550
95UU010002,Armoy & Moss-side and Moyarget,Moyle,35.09,896,2,0.49,675,0.2,880,6.92,328,4.81,4212
95UU020001,Ballylough & Bushmills,Moyle,12.28,3337,7,0.12,3586,0.08,3840,5.78,590,5.38,4101
95UU020002,Ballylough & Bushmills,Moyle,37.33,769,2,0.47,739,0.2,975,3.89,1092,15.98,2504
95UU020003,Ballylough & Bushmills,Moyle,21.37,2018,5,0.28,1926,0.15,1788,3.87,1097,7.64,3704
95UU030001,Bonamargy and Rathlin & Glenshesk,Moyle,13.96,3051,7,0.19,2708,0.1,3241,2.43,1856,37.85,891
95UU030002,Bonamargy and Rathlin & Glenshesk,Moyle,23.44,1781,4,0.29,1805,0.17,1373,4.26,986,68.24,164
95UU030003,Bonamargy and Rathlin & Glenshesk,Moyle,17.32,2493,5,0.24,2225,0.09,3381,2.41,1882,70.04,141
95UU040001,Ballylough & Bushmills,Moyle,36.82,803,2,0.5,658,0.16,1526,3.73,1149,29.13,1333
95UU040002,Ballylough & Bushmills,Moyle,16.11,2687,6,0.15,3300,0.1,3240,4.59,899,40.46,779
95UU040003,Ballylough & Bushmills,Moyle,54.88,211,1,0.74,104,0.28,278,3.62,1190,19.35,2134
95UU050001,Carnmoon & Dunseverick,Moyle,37.29,776,2,0.46,806,0.22,778,8.31,116,4.91,4193
95UU050002,Carnmoon & Dunseverick,Moyle,19.32,2264,5,0.19,2717,0.12,2588,7.82,177,7.45,3736
95UU050003,Carnmoon & Dunseverick,Moyle,15.48,2801,6,0.09,4027,0.09,3351,8.57,91,1.29,4865
95UU060001,Dalriada,Moyle,9.07,3927,8,0.12,3699,0.08,3781,2.93,1483,33.29,1098
95UU060002,Dalriada,Moyle,11.96,3388,7,0.17,2951,0.11,2832,2.79,1568,3.94,4372
95UU060003,Dalriada,Moyle,11.1,3550,8,0.13,3540,0.08,3672,2.57,1737,25.52,1595
95UU060004,Dalriada,Moyle,32.24,1060,3,0.5,636,0.17,1370,2.82,1550,36.76,937
95UU070001,Carnmoon & Dunseverick,Moyle,18.19,2373,5,0.14,3319,0.09,3462,9.83,34,4.55,4261
95UU070002,Carnmoon & Dunseverick,Moyle,22.07,1935,4,0.27,2001,0.12,2462,7.91,166,12.92,2869
95UU080001,Glenaan & Glendun,Moyle,21.25,2031,5,0.27,1934,0.15,1855,6.46,439,5.85,4011
95UU080002,Glenaan & Glendun,Moyle,8.97,3941,8,0.12,3669,0.06,4453,4.52,912,8.37,3570
95UU080003,Glenaan & Glendun,Moyle,20.67,2106,5,0.26,2074,0.15,1789,4.9,819,8.59,3528
95UU080004,Glenaan & Glendun,Moyle,19.7,2217,5,0.27,1940,0.13,2371,4.45,937,55.27,338
95UU090001,Glenariff,Moyle,15.11,2855,6,0.19,2677,0.13,2359,5.04,783,22.53,1846
95UU090002,Glenariff,Moyle,8.24,4065,9,0.11,3755,0.07,4113,5.13,757,3.32,4494
95UU090003,Glenariff,Moyle,14.85,2896,6,0.17,3029,0.11,2847,7.43,226,4.78,4217
95UU090004,Glenariff,Moyle,22.54,1890,4,0.31,1684,0.17,1366,4.65,883,16.23,2475
95UU100001,Glenaan & Glendun,Moyle,16.9,2558,6,0.19,2682,0.11,2945,7.12,281,5.3,4120
95UU100002,Glenaan & Glendun,Moyle,18.46,2338,5,0.16,3073,0.15,1837,7.83,173,8.78,3494
95UU100003,Glenaan & Glendun,Moyle,22.08,1932,4,0.31,1649,0.12,2437,8.01,146,15.04,2625
95UU110001,Bonamargy and Rathlin & Glenshesk,Moyle,12.61,3282,7,0.09,4046,0.07,4015,7.71,189,7.28,3766
95UU110002,Bonamargy and Rathlin & Glenshesk,Moyle,22.76,1862,4,0.22,2417,0.14,2021,10.02,29,20.43,2025
95UU110003,Bonamargy and Rathlin & Glenshesk,Moyle,19.58,2228,5,0.2,2568,0.14,2059,6.32,475,11.81,3017
95UU120001,Glentaisie & Kinbane,Moyle,35.86,861,2,0.52,561,0.21,827,2.59,1719,40.06,801
95UU120002,Glentaisie & Kinbane,Moyle,41.71,589,2,0.51,615,0.28,307,2.6,1710,57.1,311
95UU120003,Glentaisie & Kinbane,Moyle,16.72,2583,6,0.23,2300,0.11,2884,2.85,1529,12.73,2896
95UU120004,Glentaisie & Kinbane,Moyle,31.53,1110,3,0.41,1071,0.19,1019,2.56,1738,54.41,353
95UU130001,Glentaisie & Kinbane,Moyle,20.43,2139,5,0.19,2725,0.15,1770,5.79,588,19.71,2101
95UU130002,Glentaisie & Kinbane,Moyle,23.51,1771,4,0.28,1928,0.16,1634,7.75,185,9.05,3456
95UU140001,Knocklayd,Moyle,23.34,1797,4,0.31,1675,0.14,2009,3.08,1405,32.48,1143
95UU140002,Knocklayd,Moyle,31.86,1082,3,0.47,749,0.19,1140,2.97,1465,20.23,2038
95UU140003,Knocklayd,Moyle,29.3,1287,3,0.34,1468,0.19,1020,2.67,1651,21.78,1898
95UU140004,Knocklayd,Moyle,27.67,1412,3,0.41,1120,0.17,1375,2.73,1612,24.53,1676
95UU140005,Knocklayd,Moyle,22.7,1875,4,0.33,1530,0.15,1879,2.95,1470,12.9,2878
95UU150001,Armoy & Moss-side and Moyarget,Moyle,25.36,1601,4,0.3,1747,0.15,1893,7.32,243,16.43,2452
95UU150002,Armoy & Moss-side and Moyarget,Moyle,28.71,1329,3,0.42,1034,0.15,1890,8.02,145,2.8,4590
95VV010001,Annalong 2,Newry & Mourne,41.83,582,2,0.6,349,0.24,526,4.73,860,6.92,3845
95VV010002,Annalong 1,Newry & Mourne,15.84,2727,6,0.22,2423,0.08,3658,6.64,397,3.62,4432
95VV010003,Annalong 1,Newry & Mourne,13.9,3057,7,0.13,3564,0.09,3414,4.77,849,4.88,4198
95VV010004,Annalong 2,Newry & Mourne,21.85,1960,4,0.25,2176,0.15,1726,4.12,1031,14.03,2728
95VV010005,Annalong 2,Newry & Mourne,19.85,2203,5,0.23,2335,0.13,2230,4.21,1002,37.54,900
95VV010006,Annalong 2,Newry & Mourne,12.4,3314,7,0.15,3246,0.07,3972,3.94,1082,4.94,4188
95VV010007,Annalong 1,Newry & Mourne,15.75,2747,6,0.23,2357,0.09,3523,6.34,471,7.61,3706
95VV010008,Annalong 1,Newry & Mourne,19.38,2257,5,0.18,2894,0.11,2767,7.66,193,32.47,1144
95VV010009,Annalong 2,Newry & Mourne,24.64,1669,4,0.27,1949,0.14,2092,4.68,872,32.8,1125
95VV020001,Ballybot,Newry & Mourne,39.59,662,2,0.5,629,0.21,797,1.75,2886,40.49,776
95VV020002,Ballybot,Newry & Mourne,36.93,797,2,0.54,485,0.19,1054,1.4,3622,20.22,2042
95VV020003,Ballybot,Newry & Mourne,35.05,901,2,0.46,777,0.21,872,0.93,4506,18.62,2208
95VV020004,Ballybot,Newry & Mourne,34.16,951,2,0.49,688,0.21,849,0.85,4635,18.2,2262
95VV020005,Ballybot,Newry & Mourne,36.33,828,2,0.52,552,0.2,888,1.23,3995,20.34,2031
95VV020006,Ballybot,Newry & Mourne,42.64,544,2,0.53,537,0.22,698,0.6,4931,64.68,196
95VV020007,Ballybot,Newry & Mourne,45.99,424,1,0.61,306,0.22,731,0.68,4869,64.23,203
95VV030001,Bessbrook,Newry & Mourne,38.38,724,2,0.49,689,0.19,1001,1.86,2688,41.51,736
95VV030002,Bessbrook,Newry & Mourne,31.22,1135,3,0.39,1213,0.17,1504,1.95,2548,23.17,1802
95VV030003,Bessbrook,Newry & Mourne,25.57,1582,4,0.29,1800,0.17,1416,2.02,2440,8.71,3508
95VV030004,Bessbrook,Newry & Mourne,33.81,966,2,0.43,946,0.21,843,2.34,1955,13.9,2744
95VV030005,Bessbrook,Newry & Mourne,25.56,1583,4,0.27,1975,0.16,1536,2.51,1779,30.32,1258
95VV030006,Bessbrook,Newry & Mourne,41.01,620,2,0.5,663,0.24,561,1.81,2776,21.54,1927
95VV030007,Bessbrook,Newry & Mourne,45.24,448,1,0.49,681,0.23,613,1.62,3143,38.14,879
95VV040001,Binnian,Newry & Mourne,17.03,2539,6,0.22,2402,0.09,3435,5.51,651,17.61,2323
95VV040002,Binnian,Newry & Mourne,14.77,2911,6,0.1,3868,0.1,3090,6.53,414,2.72,4606
95VV040003,Binnian,Newry & Mourne,13.09,3183,7,0.16,3058,0.08,3720,4.21,1000,9.24,3424
95VV040004,Binnian,Newry & Mourne,26.28,1524,4,0.34,1507,0.17,1470,5.2,742,16.01,2499
95VV040005,Binnian,Newry & Mourne,10.79,3608,8,0.07,4328,0.09,3308,5.15,755,6.99,3825
95VV040006,Binnian,Newry & Mourne,12.49,3302,7,0.17,2971,0.09,3349,2.96,1467,15.69,2536
95VV040007,Binnian,Newry & Mourne,18.72,2315,5,0.17,2924,0.1,3057,7.94,158,9.35,3400
95VV050001,Burren and Kilbroney 1,Newry & Mourne,14.61,2934,6,0.18,2822,0.11,2783,5.35,707,18.79,2187
95VV050002,Burren and Kilbroney 2,Newry & Mourne,7.74,4146,9,0.08,4199,0.07,4147,5.4,683,3.4,4477
95VV050003,Burren and Kilbroney 1,Newry & Mourne,15.73,2751,6,0.17,2943,0.12,2596,5.88,564,26.57,1515
95VV050004,Burren and Kilbroney 2,Newry & Mourne,9.41,3873,8,0.1,3859,0.07,4138,5.52,647,12.9,2875
95VV050005,Burren and Kilbroney 2,Newry & Mourne,8.77,3981,8,0.13,3442,0.07,4212,3.96,1074,8.65,3516
95VV050006,Burren and Kilbroney 2,Newry & Mourne,13.02,3199,7,0.15,3244,0.11,2878,4.51,917,18.31,2247
95VV050007,Burren and Kilbroney 1,Newry & Mourne,8.57,4013,8,0.09,4043,0.09,3549,3.81,1118,1.01,4909
95VV050008,Burren and Kilbroney 1,Newry & Mourne,13.43,3130,7,0.23,2323,0.11,2915,3.69,1169,11.81,3019
95VV060001,Camlough,Newry & Mourne,23.58,1767,4,0.42,1017,0.16,1695,1.82,2766,33.83,1072
95VV060002,Camlough,Newry & Mourne,27.09,1456,3,0.42,1055,0.17,1456,4.32,973,11.52,3069
95VV060003,Camlough,Newry & Mourne,20.81,2084,5,0.27,1947,0.15,1790,5.98,541,7.4,3745
95VV060004,Camlough,Newry & Mourne,16.65,2597,6,0.25,2194,0.12,2384,3.82,1116,12.88,2879
95VV060005,Camlough,Newry & Mourne,19.68,2219,5,0.36,1374,0.13,2301,2.41,1879,13.06,2847
95VV060006,Camlough,Newry & Mourne,26.2,1531,4,0.45,863,0.16,1668,3.06,1415,14.01,2730
95VV060007,Camlough,Newry & Mourne,17.26,2501,5,0.19,2712,0.14,1973,4.84,834,7.97,3638
95VV070001,Clonallan 2,Newry & Mourne,5.71,4492,9,0.06,4545,0.07,4116,3,1446,4.81,4211
95VV070002,Clonallan 2,Newry & Mourne,16.85,2567,6,0.33,1524,0.12,2408,2.33,1968,13.12,2839
95VV070003,Clonallan 2,Newry & Mourne,14.74,2916,6,0.2,2603,0.12,2490,2.58,1730,28.69,1364
95VV070004,Clonallan 2,Newry & Mourne,11.52,3468,7,0.18,2881,0.11,2965,2.26,2066,11.3,3099
95VV070005,Clonallan 1,Newry & Mourne,11.26,3519,8,0.09,4111,0.08,3664,1.75,2891,43.05,679
95VV070006,Clonallan 1,Newry & Mourne,21.8,1968,4,0.34,1504,0.11,2697,2.1,2314,25.08,1632
95VV070007,Clonallan 1,Newry & Mourne,59.78,137,1,0.72,125,0.31,168,1.85,2695,61.19,246
95VV070008,Clonallan 1,Newry & Mourne,25.21,1614,4,0.36,1366,0.14,2053,1.7,2995,36.7,941
95VV070009,Clonallan 1,Newry & Mourne,30.36,1193,3,0.3,1756,0.19,1044,1.92,2599,66.2,182
95VV070010,Clonallan 1,Newry & Mourne,21.7,1983,4,0.26,2077,0.11,2834,1.5,3388,86.03,34
95VV070011,Clonallan 2,Newry & Mourne,14.4,2981,6,0.22,2434,0.1,3043,2.59,1723,38.01,882
95VV080001,Creggan,Newry & Mourne,23.98,1717,4,0.39,1222,0.13,2136,4.49,924,12.34,2936
95VV080002,Creggan,Newry & Mourne,25.72,1568,4,0.4,1156,0.16,1621,5.34,710,4.09,4338
95VV080003,Creggan,Newry & Mourne,25.02,1634,4,0.35,1417,0.17,1328,5.68,614,3.05,4545
95VV080004,Creggan,Newry & Mourne,29.82,1244,3,0.41,1117,0.17,1331,7.95,153,1.68,4806
95VV080005,Creggan,Newry & Mourne,29.22,1296,3,0.42,1006,0.18,1266,4.51,915,7.9,3653
95VV080006,Creggan,Newry & Mourne,29.11,1301,3,0.42,1015,0.19,1070,6.83,352,3.93,4376
95VV080007,Creggan,Newry & Mourne,36.25,832,2,0.54,504,0.21,864,6.2,499,11.23,3111
95VV090001,Crossmaglen,Newry & Mourne,25.44,1596,4,0.45,855,0.14,2109,4.17,1011,10.12,3288
95VV090002,Crossmaglen,Newry & Mourne,32.99,1021,3,0.4,1169,0.23,621,3.54,1216,13.96,2740
95VV090003,Crossmaglen,Newry & Mourne,24.7,1664,4,0.4,1147,0.15,1869,4.24,989,10.97,3155
95VV090004,Crossmaglen,Newry & Mourne,21.9,1954,4,0.3,1723,0.13,2210,3.53,1225,10.27,3254
95VV090005,Crossmaglen,Newry & Mourne,62.2,109,1,0.86,32,0.34,102,3.12,1390,9.06,3455
95VV090006,Crossmaglen,Newry & Mourne,37.97,738,2,0.49,701,0.25,451,2.74,1610,32.56,1140
95VV090007,Crossmaglen,Newry & Mourne,48.11,358,1,0.74,97,0.22,722,3.13,1385,8.78,3495
95VV100001,Daisy hill 1,Newry & Mourne,29.88,1237,3,0.43,997,0.16,1532,1.09,4246,23.69,1760
95VV100002,Daisy hill 2,Newry & Mourne,38.26,729,2,0.4,1137,0.2,989,0.57,4961,71.9,126
95VV100003,Daisy hill 1,Newry & Mourne,37.2,785,2,0.56,425,0.16,1653,0.7,4841,20.67,2005
95VV100004,Daisy hill 1,Newry & Mourne,34.01,959,2,0.47,770,0.18,1257,0.87,4600,18.67,2201
95VV100005,Daisy hill 1,Newry & Mourne,47.29,381,1,0.62,279,0.25,485,1.46,3489,55.84,330
95VV100006,Daisy hill 2,Newry & Mourne,24.76,1660,4,0.3,1737,0.13,2268,1.02,4351,31.04,1212
