OA_CODE,SA2011_dominant,SA2011_point
95LL250002,N00002376,N00002376
95LL250003,N00002377,N00002377
95LL250004,N00002382,N00002382
95LL250005,N00002378,N00002378
95LL250006,N00002379,N00002379
95LL250007,N00002383,N00002383
95LL250008,N00002380,N00002380
95LL250009,N00002384,N00002384
95LL250010,N00002385,N00002385
95LL260001,N00002386,N00002386
95LL260002,N00002387,N00002387
95LL260003,N00002387,N00002387
95LL260004,N00002388,N00002388
95LL260005,N00002391,N00002391
95LL260006,N00002392,N00002392
95LL260007,N00002393,N00002393
95LL260008,N00002394,N00002394
95LL260009,N00002395,N00002395
95LL260010,N00002389,N00002389
95LL260011,N00002390,N00002390
95MM010001,N00002403,N00002403
95MM010002,N00002404,N00002404
95MM010003,N00002404,N00002404
95MM010004,N00002405,N00002405
95MM010005,N00002396,N00002396
95MM010006,N00002397,N00002397
95MM010007,N00002398,N00002398
95MM010008,N00002399,N00002399
95MM010009,N00002401,N00002401
95MM010010,N00002401,N00002401
95MM010011,N00002400,N00002400
95MM010012,N00002402,N00002402
95MM010013,N00002404,N00002404
95MM020001,N00002406,N00002406
95MM020002,N00002407,N00002407
95MM020003,N00002411,N00002411
95MM020004,N00002412,N00002412
95MM020005,N00002413,N00002413
95MM020006,N00002414,N00002414
95MM020007,N00002415,N00002415
95MM020008,N00002408,N00002408
95MM020009,N00002409,N00002409
95MM020010,N00002410,N00002410
95MM030001,N00002416,N00002416
95MM030002,N00002417,N00002417
95MM030003,N00002418,N00002418
95MM030004,N00002419,N00002419
95MM030005,N00002420,N00002420
95MM030006,N00002421,N00002421
95MM030007,N00002422,N00002422
95MM040001,N00002423,N00002423
95MM040002,N00002424,N00002424
95MM040003,N00002425,N00002425
95MM040004,N00002426,N00002426
95MM040005,N00002427,N00002427
95MM040006,N00002428,N00002428
95MM040007,N00002429,N00002429
95MM050001,N00002430,N00002430
95MM050002,N00002431,N00002431
95MM050003,N00002432,N00002432
95MM050004,N00002433,N00002433
95MM050005,N00002434,N00002434
95MM050006,N00002431,N00002431
95MM050007,N00002435,N00002435
95MM050008,N00002431,N00002431
95MM060001,N00002436,N00002436
95MM060002,N00002437,N00002437
95MM060003,N00002440,N00002440
95MM060004,N00002438,N00002438
95MM060005,N00002441,N00002441
95MM060006,N00002439,N00002439
95MM060007,N00002442,N00002442
95MM060008,N00002443,N00002443
95MM070001,N00002444,N00002444
95MM070002,N00002445,N00002445
95MM070003,N00002444,N00002444
95MM070004,N00002446,N00002446
95MM070005,N00002447,N00002447
95MM070006,N00002448,N00002448
95MM070007,N00002449,N00002449
95MM070008,N00002450,N00002450
95MM070009,N00002444,N00002444
95MM080001,N00002451,N00002451
95MM080002,N00002451,N00002451
95MM080003,N00002452,N00002452
95MM080004,N00002453,N00002453
95MM080005,N00002454,N00002454
95MM080006,N00002455,N00002455
95MM080007,N00002456,N00002456
95MM080008,N00002457,N00002457
95MM090001,N00002458,N00002458
95MM090002,N00002461,N00002461
95MM090003,N00002462,N00002462
95MM090004,N00002463,N00002463
95MM090005,N00002464,N00002464
95MM090006,N00002459,N00002459
95MM090007,N00002459,N00002459
95MM090008,N00002460,N00002460
95MM100001,N00002465,N00002465
95MM100002,N00002466,N00002466
95MM100003,N00002465,N00002465
95MM100004,N00002468,N00002468
95MM100005,N00002469,N00002469
95MM100006,N00002470,N00002470
95MM100007,N00002469,N00002469
95MM100008,N00002467,N00002467
95MM110001,N00002471,N00002471
95MM110002,N00002472,N00002472
95MM110003,N00002473,N00002473
95MM110004,N00002474,N00002474
95MM110005,N00002475,N00002475
95MM110006,N00002476,N00002476
95MM120001,N00002477,N00002477
95MM120002,N00002481,N00002481
95MM120003,N00002478,N00002478
95MM120004,N00002482,N00002482
95MM120005,N00002483,N00002483
95MM120006,N00002484,N00002484
95MM120007,N00002485,N00002485
95MM120008,N00002486,N00002486
95MM120009,N00002487,N00002487
95MM120010,N00002488,N00002488
95MM120011,N00002479,N00002479
95MM120012,N00002480,N00002480
95MM130001,N00002501,N00002501
95MM130002,N00002489,N00002489
95MM130003,N00002501,N00002501
95MM130004,N00002501,N00002501
95MM130005,N00002502,N00002502
95MM130006,N00002489,N00002489
95MM130007,N00002498,N00002498
95MM130008,N00002499,N00002499
95MM130009,N00002500,N00002500
95MM130010,N00002495,N00002495
95MM130011,N00002495,N00002495
95MM130012,N00002498,N00002498
95MM130013,N00002496,N00002496
95MM130014,N00002497,N00002497
95MM130015,N00002491,N00002491
95MM130016,N00002492,N00002492
95MM130017,N00002493,N00002493
95MM130018,N00002494,N00002494
95MM130019,N00002490,N00002490
95MM140001,N00002503,N00002503
95MM140002,N00002503,N00002503
95MM140003,N00002504,N00002504
95MM140004,N00002505,N00002505
95MM140005,N00002506,N00002506
95MM140006,N00002507,N00002507
95MM140007,N00002508,N00002508
95MM140008,N00002509,N00002509
95MM140009,N00002510,N00002510
95MM140010,N00002511,N00002511
95MM150001,N00002512,N00002512
95MM150002,N00002512,N00002512
95MM150003,N00002516,N00002516
95MM150004,N00002513,N00002513
95MM150005,N00002517,N00002517
95MM150006,N00002518,N00002518
95MM150007,N00002519,N00002519
95MM150008,N00002514,N00002514
95MM150009,N00002520,N00002520
95MM150010,N00002520,N00002520
95MM150011,N00002515,N00002515
95MM160001,N00002525,N00002525
95MM160002,N00002525,N00002525
95MM160003,N00002521,N00002521
95MM160004,N00002522,N00002522
95MM160005,N00002523,N00002523
95MM160006,N00002524,N00002524
95MM160007,N00002521,N00002521
95MM160008,N00002526,N00002526
95MM160009,N00002527,N00002527
95MM170001,N00002528,N00002528
95MM170002,N00002529,N00002529
95MM170003,N00002530,N00002530
95MM170004,N00002533,N00002533
95MM170005,N00002533,N00002533
95MM170006,N00002531,N00002531
95MM170007,N00002534,N00002534
95MM170008,N00002535,N00002535
95MM170009,N00002533,N00002533
95MM170010,N00002532,N00002532
95MM180001,N00002536,N00002536
95MM180002,N00002537,N00002537
95MM180003,N00002537,N00002537
95MM180004,N00002538,N00002538
95MM180005,N00002539,N00002539
95MM180006,N00002537,N00002537
95MM180007,N00002540,N00002540
95MM180008,N00002540,N00002540
95MM180009,N00002540,N00002540
95MM190001,N00002543,N00002543
95MM190002,N00002544,N00002544
95MM190003,N00002541,N00002541
95MM190004,N00002542,N00002542
95MM190005,N00002541,N00002541
95MM190006,N00002541,N00002541
95MM190007,N00002541,N00002541
95MM190008,N00002545,N00002545
95MM190009,N00002544,N00002544
95MM190010,N00002546,N00002546
95MM200001,N00002549,N00002549
95MM200002,N00002550,N00002550
95MM200003,N00002551,N00002551
95MM200004,N00002552,N00002552
95MM200005,N00002553,N00002553
95MM200006,N00002554,N00002554
95MM200007,N00002547,N00002547
95MM200008,N00002548,N00002548
95MM200009,N00002548,N00002548
95MM200010,N00002547,N00002547
95MM200011,N00002547,N00002547
95MM200012,N00002547,N00002547
95MM210001,N00002560,N00002560
95MM210002,N00002555,N00002555
95MM210003,N00002556,N00002556
95MM210004,N00002557,N00002557
95MM210005,N00002561,N00002561
95MM210006,N00002562,N00002562
95MM210007,N00002563,N00002563
95MM210008,N00002564,N00002564
95MM210009,N00002558,N00002558
95MM210010,N00002559,N00002559
95MM220001,N00002565,N00002565
95MM220002,N00002569,N00002569
95MM220003,N00002566,N00002566
95MM220004,N00002570,N00002570
95MM220005,N00002567,N00002567
95MM220006,N00002571,N00002571
95MM220007,N00002568,N00002568
95MM220008,N00002572,N00002572
95MM230001,N00002573,N00002573
95MM230002,N00002574,N00002574
95MM230003,N00002575,N00002575
95MM230004,N00002576,N00002576
95MM230005,N00002577,N00002577
95MM230006,N00002577,N00002577
95MM230007,N00002578,N00002578
95MM230008,N00002576,N00002576
95MM240001,N00002579,N00002579
95MM240002,N00002580,N00002580
95MM240003,N00002581,N00002581
95MM240004,N00002582,N00002582
95MM240005,N00002582,N00002582
95MM240006,N00002582,N00002582
95MM240007,N00002582,N00002582
95MM250001,N00002590,N00002590
95MM250002,N00002591,N00002591
95MM250003,N00002590,N00002590
95MM250004,N00002590,N00002590
95MM250005,N00002587,N00002587
95MM250006,N00002587,N00002587
95MM250007,N00002592,N00002592
95MM250008,N00002593,N00002593
95MM250009,N00002588,N00002588
95MM250010,N00002591,N00002591
95MM250011,N00002583,N00002583
95MM250012,N00002584,N00002584
95MM250013,N00002585,N00002585
95MM250014,N00002586,N00002586
95MM250015,N00002589,N00002589
95MM250016,N00002590,N00002590
95MM260001,N00002594,N00002594
95MM260002,N00002599,N00002599
95MM260003,N00002595,N00002595
95MM260004,N00002596,N00002596
95MM260005,N00002597,N00002597
95MM260006,N00002600,N00002600
95MM260007,N00002601,N00002601
95MM260008,N00002602,N00002602
95MM260009,N00002598,N00002598
95MM270001,N00002603,N00002603
95MM270002,N00002604,N00002604
95MM270003,N00002603,N00002603
95MM270004,N00002603,N00002603
95MM270005,N00002605,N00002605
95MM270006,N00002606,N00002606
95MM270007,N00002607,N00002607
95MM270008,N00002603,N00002603
95MM270009,N00002608,N00002608
95MM270010,N00002609,N00002609
95MM270011,N00002610,N00002610
95MM270012,N00002611,N00002611
95MM270013,N00002612,N00002612
95MM280001,N00002613,N00002613
95MM280002,N00002613,N00002613
95MM280003,N00002614,N00002614
95MM280004,N00002613,N00002613
95MM280005,N00002615,N00002615
95MM280006,N00002616,N00002616
95MM280007,N00002617,N00002617
95MM280008,N00002618,N00002618
95MM290001,N00002619,N00002619
95MM290002,N00002619,N00002619
95MM290003,N00002620,N00002620
95MM290004,N00002621,N00002621
95MM290005,N00002622,N00002622
95MM290006,N00002623,N00002623
95MM290007,N00002624,N00002624
95MM290008,N00002625,N00002625
95MM290009,N00002626,N00002626
95MM300001,N00002627,N00002627
95MM300002,N00002628,N00002628
95MM300003,N00002628,N00002628
95MM300004,N00002629,N00002629
95MM300005,N00002630,N00002630
95MM300006,N00002631,N00002631
95MM300007,N00002628,N00002628
95NN010001,N00002632,N00002632
95NN010002,N00002636,N00002636
95NN010003,N00002633,N00002633
95NN010004,N00002634,N00002634
95NN010005,N00002635,N00002635
95NN010006,N00002637,N00002637
95NN010007,N00002638,N00002638
95NN010008,N00002639,N00002639
95NN020001,N00002640,N00002640
95NN020002,N00002641,N00002641
95NN020003,N00002642,N00002642
95NN020004,N00002643,N00002643
95NN020005,N00002644,N00002644
95NN020006,N00002645,N00002645
95NN030001,N00002649,N00002649
95NN030002,N00002650,N00002650
95NN030003,N00002646,N00002646
95NN030004,N00002651,N00002651
95NN030005,N00002647,N00002647
95NN030006,N00002652,N00002652
95NN030007,N00002647,N00002647
95NN030008,N00002648,N00002648
95NN040001,N00002653,N00002653
95NN040002,N00002654,N00002654
95NN040003,N00002655,N00002655
95NN040004,N00002656,N00002656
95NN040005,N00002657,N00002657
95NN040006,N00002658,N00002658
95NN040007,N00002659,N00002659
95NN050001,N00002660,N00002660
95NN050002,N00002661,N00002661
95NN050003,N00002662,N00002662
95NN050004,N00002663,N00002663
95NN050005,N00002664,N00002664
95NN050006,N00002661,N00002661
95NN050007,N00002665,N00002665
95NN050008,N00002666,N00002666
95NN060001,N00002669,N00002669
95NN060002,N00002670,N00002670
95NN060003,N00002670,N00002670
95NN060004,N00002667,N00002667
95NN060005,N00002670,N00002670
95NN060006,N00002667,N00002667
95NN060007,N00002668,N00002668
95NN060008,N00002667,N00002667
95NN070001,N00002673,N00002673
95NN070002,N00002673,N00002673
95NN070003,N00002673,N00002673
95NN070004,N00002671,N00002671
95NN070005,N00002671,N00002671
95NN070006,N00002672,N00002672
95NN070007,N00002671,N00002671
95NN070008,N00002674,N00002674
95NN070009,N00002673,N00002673
95NN080001,N00002675,N00002675
95NN080002,N00002676,N00002676
95NN080003,N00002678,N00002678
95NN080004,N00002676,N00002676
95NN080005,N00002677,N00002677
95NN080006,N00002679,N00002679
95NN080007,N00002680,N00002680
95NN080008,N00002681,N00002681
95NN090001,N00002682,N00002682
95NN090002,N00002683,N00002683
95NN090003,N00002684,N00002684
95NN090004,N00002686,N00002686
95NN090005,N00002685,N00002685
95NN090006,N00002687,N00002687
95NN090007,N00002688,N00002688
95NN090008,N00002689,N00002689
95NN100001,N00002695,N00002695
95NN100002,N00002690,N00002690
95NN100003,N00002691,N00002691
95NN100004,N00002696,N00002696
95NN100005,N00002697,N00002697
95NN100006,N00002692,N00002692
95NN100007,N00002693,N00002693
95NN100008,N00002694,N00002694
95NN100009,N00002698,N00002698
95NN110001,N00002703,N00002703
95NN110002,N00002699,N00002699
95NN110003,N00002704,N00002704
95NN110004,N00002700,N00002700
95NN110005,N00002701,N00002701
95NN110006,N00002705,N00002705
95NN110007,N00002706,N00002706
95NN110008,N00002702,N00002702
95NN120001,N00002707,N00002707
95NN120002,N00002708,N00002708
95NN120003,N00002709,N00002709
95NN120004,N00002710,N00002710
95NN120005,N00002711,N00002711
95NN120006,N00002711,N00002711
95NN120007,N00002712,N00002712
95NN130001,N00002713,N00002713
95NN130002,N00002714,N00002714
95NN130003,N00002715,N00002715
95NN130004,N00002716,N00002716
95NN130005,N00002717,N00002717
95NN130006,N00002718,N00002718
95NN130007,N00002719,N00002719
95NN140001,N00002720,N00002720
95NN140002,N00002721,N00002721
95NN140003,N00002722,N00002722
95NN140004,N00002725,N00002725
95NN140005,N00002726,N00002726
95NN140006,N00002726,N00002726
95NN140007,N00002726,N00002726
95NN140008,N00002723,N00002723
95NN140009,N00002724,N00002724
95NN150001,N00002727,N00002727
95NN150002,N00002728,N00002728
95NN150003,N00002728,N00002728
95NN150004,N00002729,N00002729
95NN150005,N00002730,N00002730
95NN150006,N00002731,N00002731
95NN150007,N00002732,N00002732
95NN150008,N00002733,N00002733
95NN160001,N00002738,N00002738
95NN160002,N00002734,N00002734
95NN160003,N00002735,N00002735
95NN160004,N00002736,N00002736
95NN160005,N00002739,N00002739
95NN160006,N00002737,N00002737
95NN160007,N00002740,N00002740
95NN160008,N00002741,N00002741
95NN170001,N00002742,N00002742
95NN170002,N00002743,N00002743
95NN170003,N00002744,N00002744
95NN170004,N00002745,N00002745
95NN170005,N00002746,N00002746
95NN170006,N00002747,N00002747
95NN170007,N00002748,N00002748
95NN180001,N00002749,N00002749
95NN180002,N00002753,N00002753
95NN180003,N00002754,N00002754
95NN180004,N00002750,N00002750
95NN180005,N00002751,N00002751
95NN180006,N00002755,N00002755
95NN180007,N00002752,N00002752
95NN190001,N00002761,N00002761
95NN190002,N00002761,N00002761
95NN190003,N00002756,N00002756
95NN190004,N00002757,N00002757
95NN190005,N00002762,N00002762
95NN190006,N00002758,N00002758
95NN190007,N00002759,N00002759
95NN190008,N00002760,N00002760
95NN190009,N00002763,N00002763
95NN200001,N00002764,N00002764
95NN200002,N00002765,N00002765
95NN200003,N00002766,N00002766
95NN200004,N00002767,N00002767
95NN200005,N00002768,N00002768
95NN200006,N00002769,N00002769
95NN200007,N00002770,N00002770
95NN210001,N00002771,N00002771
95NN210002,N00002772,N00002772
95NN210003,N00002773,N00002773
95NN210004,N00002774,N00002774
95NN210005,N00002775,N00002775
95NN210006,N00002776,N00002776
95NN210007,N00002777,N00002777
95NN210008,N00002778,N00002778
95NN220001,N00002779,N00002779
95NN220002,N00002780,N00002780
95NN220003,N00002781,N00002781
95NN220004,N00002782,N00002782
95NN220005,N00002783,N00002783
95NN220006,N00002784,N00002784
95NN230001,N00002785,N00002785
95NN230002,N00002786,N00002786
95NN230003,N00002788,N00002788
95NN230004,N00002789,N00002789
95NN230005,N00002790,N00002790
95NN230006,N00002787,N00002787
95NN230007,N00002791,N00002791
95OO010001,N00002792,N00002792
95OO010002,N00002793,N00002793
95OO010003,N00002794,N00002794
95OO010004,N00002795,N00002795
95OO010005,N00002796,N00002796
95OO020001,N00002797,N00002797
95OO020002,N00002798,N00002798
95OO020003,N00002799,N00002799
95OO020004,N00002800,N00002800
95OO020005,N00002801,N00002801
95OO030001,N00002802,N00002802
95OO030002,N00002803,N00002803
95OO030003,N00002804,N00002804
95OO030004,N00002805,N00002805
95OO030005,N00002806,N00002806
95OO030006,N00002807,N00002807
95OO040001,N00002808,N00002808
95OO040002,N00002809,N00002809
95OO040003,N00002810,N00002810
95OO040004,N00002811,N00002811
95OO040005,N00002812,N00002812
95OO040006,N00002813,N00002813
95OO050001,N00002814,N00002814
95OO050002,N00002815,N00002815
95OO050003,N00002816,N00002816
95OO050004,N00002817,N00002817
95OO050005,N00002818,N00002818
95OO050006,N00002819,N00002819
95OO060001,N00002820,N00002820
95OO060002,N00002821,N00002821
95OO060003,N00002822,N00002822
95OO060004,N00002823,N00002823
95OO060005,N00002824,N00002824
95OO060006,N00002825,N00002825
95OO070001,N00002826,N00002826
95OO070002,N00002827,N00002827
95OO070003,N00002828,N00002828
95OO070004,N00002829,N00002829
95OO070005,N00002830,N00002830
95OO070006,N00002831,N00002831
95OO080001,N00002832,N00002832
95OO080002,N00002833,N00002833
95OO080003,N00002834,N00002834
95OO080004,N00002835,N00002835
95OO080005,N00002836,N00002836
95OO080006,N00002837,N00002837
95OO090001,N00002838,N00002838
95OO090002,N00002839,N00002839
95OO090003,N00002840,N00002840
95OO090004,N00002840,N00002840
95OO090005,N00002840,N00002840
95OO100001,N00002841,N00002841
95OO100002,N00002842,N00002842
95OO100003,N00002843,N00002843
95OO100004,N00002844,N00002844
95OO100005,N00002845,N00002845
95OO100006,N00002846,N00002846
95OO100007,N00002847,N00002847
95OO110001,N00002848,N00002848
95OO110002,N00002849,N00002849
95OO110003,N00002850,N00002850
95OO110004,N00002848,N00002848
95OO110005,N00002851,N00002851
95OO110006,N00002848,N00002848
95OO110007,N00002852,N00002852
95OO120001,N00002853,N00002853
95OO120002,N00002854,N00002854
95OO120003,N00002855,N00002855
95OO120004,N00002856,N00002856
95OO120005,N00002857,N00002857
95OO120006,N00002853,N00002853
95OO130001,N00002858,N00002858
95OO130002,N00002859,N00002859
95OO130003,N00002860,N00002860
95OO130004,N00002861,N00002861
95OO130005,N00002862,N00002862
95OO130006,N00002863,N00002863
95OO130007,N00002864,N00002864
95OO140001,N00002865,N00002865
95OO140002,N00002866,N00002866
95OO140003,N00002867,N00002867
95OO140004,N00002868,N00002868
95OO140005,N00002869,N00002869
95OO150001,N00002870,N00002870
95OO150002,N00002871,N00002871
95OO150003,N00002872,N00002872
95OO150004,N00002873,N00002873
95OO150005,N00002874,N00002874
95OO160001,N00002875,N00002875
95OO160002,N00002875,N00002875
95OO160003,N00002876,N00002876
95OO160004,N00002877,N00002877
95OO160005,N00002878,N00002878
95OO160006,N00002875,N00002875
95OO170001,N00002879,N00002879
95OO170002,N00002880,N00002880
95OO170003,N00002881,N00002881
95OO170004,N00002882,N00002882
95OO170005,N00002883,N00002883
95OO170006,N00002884,N00002884
95OO180001,N00002885,N00002885
95OO180002,N00002885,N00002885
95OO180003,N00002886,N00002886
95OO180004,N00002887,N00002887
95OO180005,N00002888,N00002888
95OO180006,N00002889,N00002889
95OO190001,N00002890,N00002890
95OO190002,N00002891,N00002891
95OO190003,N00002892,N00002892
95OO190004,N00002893,N00002893
95OO190005,N00002894,N00002894
95OO190006,N00002895,N00002895
95OO190007,N00002896,N00002896
95OO200001,N00002897,N00002897
95OO200002,N00002898,N00002898
95OO200003,N00002897,N00002897
95OO200004,N00002899,N00002899
95OO200005,N00002900,N00002900
95OO200006,N00002901,N00002901
95OO210001,N00002902,N00002902
95OO210002,N00002903,N00002903
95OO210003,N00002904,N00002904
95OO210004,N00002905,N00002905
95OO210005,N00002906,N00002906
95OO210006,N00002903,N00002903
95OO220001,N00002907,N00002907
95OO220002,N00002908,N00002908
95OO220003,N00002909,N00002909
95OO220004,N00002910,N00002910
95OO220005,N00002911,N00002911
95PP010001,N00002912,N00002912
95PP010002,N00002913,N00002913
95PP010003,N00002914,N00002914
95PP010004,N00002914,N00002914
95PP010005,N00002914,N00002914
95PP010006,N00002915,N00002915
95PP010007,N00002916,N00002916
95PP020001,N00002917,N00002917
95PP020002,N00002918,N00002918
95PP020003,N00002919,N00002919
95PP020004,N00002920,N00002920
95PP020005,N00002921,N00002921
95PP020006,N00002922,N00002922
95PP020007,N00002923,N00002923
95PP030001,N00002924,N00002924
95PP030002,N00002925,N00002925
95PP030003,N00002926,N00002926
95PP030004,N00002927,N00002927
95PP030005,N00002928,N00002928
95PP030006,N00002929,N00002929
95PP030007,N00002929,N00002929
95PP040001,N00002930,N00002930
95PP040002,N00002931,N00002931
95PP040003,N00002932,N00002932
95PP040004,N00002933,N00002933
95PP040005,N00002934,N00002934
95PP040006,N00002935,N00002935
95PP040007,N00002936,N00002936
95PP050001,N00002937,N00002937
95PP050002,N00002938,N00002938
95PP050003,N00002939,N00002939
95PP050004,N00002940,N00002940
95PP050005,N00002941,N00002941
95PP050006,N00002942,N00002942
95PP060001,N00002943,N00002943
95PP060002,N00002944,N00002944
95PP060003,N00002945,N00002945
95PP060004,N00002948,N00002948
95PP060005,N00002949,N00002949
95PP060006,N00002950,N00002950
95PP060007,N00002951,N00002951
95PP060008,N00002952,N00002952
95PP060009,N00002953,N00002953
95PP060010,N00002946,N00002946
95PP060011,N00002947,N00002947
95PP070001,N00002954,N00002954
95PP070002,N00002955,N00002955
95PP070003,N00002956,N00002956
95PP070004,N00002957,N00002957
95PP070005,N00002958,N00002958
95PP070006,N00002959,N00002959
95PP080001,N00002960,N00002960
95PP080002,N00002961,N00002961
95PP080003,N00002962,N00002962
95PP080004,N00002963,N00002963
95PP080005,N00002964,N00002964
95PP080006,N00002965,N00002965
95PP080007,N00002966,N00002966
95PP090001,N00002967,N00002967
95PP090002,N00002968,N00002968
95PP090003,N00002969,N00002969
95PP090004,N00002970,N00002970
95PP090005,N00002971,N00002971
95PP090006,N00002972,N00002972
95PP100001,N00002973,N00002973
95PP100002,N00002974,N00002974
95PP100003,N00002975,N00002975
95PP100004,N00002976,N00002976
95PP100005,N00002977,N00002977
95PP100006,N00002978,N00002978
95PP110001,N00002979,N00002979
95PP110002,N00002980,N00002980
95PP110003,N00002981,N00002981
95PP110004,N00002982,N00002982
95PP110005,N00002983,N00002983
95PP110006,N00002984,N00002984
95PP110007,N00002985,N00002985
95PP110008,N00002986,N00002986
95PP120001,N00002987,N00002987
95PP120002,N00002988,N00002988
95PP120003,N00002989,N00002989
95PP120004,N00002990,N00002990
95PP120005,N00002991,N00002991
95PP120006,N00002992,N00002992
95PP130001,N00002993,N00002993
95PP130002,N00002994,N00002994
95PP130003,N00002995,N00002995
95PP130004,N00002996,N00002996
95PP130005,N00002997,N00002997
95PP130006,N00002998,N00002998
95PP130007,N00002999,N00002999
95PP140001,N00003003,N00003003
95PP140002,N00003000,N00003000
95PP140003,N00003001,N00003001
95PP140004,N00003002,N00003002
95PP140005,N00003002,N00003002
95PP140006,N00003004,N00003004
95PP140007,N00003005,N00003005
95PP140008,N00003002,N00003002
95PP140009,N00003003,N00003003
95PP150001,N00003006,N00003006
95PP150002,N00003007,N00003007
95PP150003,N00003008,N00003008
95PP150004,N00003009,N00003009
95PP150005,N00003010,N00003010
95PP150006,N00003011,N00003011
95PP150007,N00003012,N00003012
95PP150008,N00003008,N00003008
95PP160001,N00003013,N00003013
95PP160002,N00003014,N00003014
95PP160003,N00003015,N00003015
95PP160004,N00003016,N00003016
95PP160005,N00003017,N00003017
95PP170001,N00003018,N00003018
95PP170002,N00003019,N00003019
95PP170003,N00003020,N00003020
95PP170004,N00003021,N00003021
95PP170005,N00003022,N00003022
95PP170006,N00003023,N00003023
95PP170007,N00003024,N00003024
95PP170008,N00003024,N00003024
95PP180001,N00003025,N00003025
95PP180002,N00003026,N00003026
95PP180003,N00003027,N00003027
95PP180004,N00003028,N00003028
95PP180005,N00003029,N00003029
95PP180006,N00003030,N00003030
95PP180007,N00003031,N00003031
95PP190001,N00003032,N00003032
95PP190002,N00003033,N00003033
95PP190003,N00003034,N00003034
95PP190004,N00003035,N00003035
95PP190005,N00003036,N00003036
95PP190006,N00003037,N00003037
95PP190007,N00003038,N00003038
95PP200001,N00003039,N00003039
95PP200002,N00003040,N00003040
95PP200003,N00003040,N00003040
95PP200004,N00003041,N00003041
95PP200005,N00003042,N00003042
95PP200006,N00003043,N00003043
95PP200007,N00003044,N00003044
95PP200008,N00003045,N00003045
95PP200009,N00003046,N00003046
95PP210001,N00003047,N00003047
95PP210002,N00003048,N00003048
95PP210003,N00003049,N00003049
95PP210004,N00003050,N00003050
95PP210005,N00003051,N00003051
95PP210006,N00003052,N00003052
95PP220001,N00003053,N00003053
95PP220002,N00003054,N00003054
95PP220003,N00003055,N00003055
95PP220004,N00003056,N00003056
95PP220005,N00003057,N00003057
95PP220006,N00003058,N00003058
95PP220007,N00003059,N00003059
95PP220008,N00003060,N00003060
95PP230001,N00003061,N00003061
95PP230002,N00003062,N00003062
95PP230003,N00003063,N00003063
95PP230004,N00003064,N00003064
95PP230005,N00003065,N00003065
95PP230006,N00003066,N00003066
95QQ010001,N00003067,N00003067
95QQ010002,N00003068,N00003068
95QQ010003,N00003069,N00003069
95QQ010004,N00003070,N00003070
95QQ010005,N00003071,N00003071
95QQ010006,N00003072,N00003072
95QQ020001,N00003073,N00003073
95QQ020002,N00003074,N00003074
95QQ020003,N00003075,N00003075
95QQ020004,N00003076,N00003076
95QQ020005,N00003077,N00003077
95QQ020006,N00003078,N00003078
95QQ030001,N00003079,N00003079
95QQ030002,N00003080,N00003080
95QQ030003,N00003081,N00003081
95QQ030004,N00003082,N00003082
95QQ030005,N00003083,N00003083
95QQ040001,N00003084,N00003084
95QQ040002,N00003085,N00003085
95QQ040003,N00003086,N00003086
95QQ040004,N00003087,N00003087
95QQ040005,N00003088,N00003088
95QQ040006,N00003089,N00003089
95QQ050001,N00003090,N00003090
95QQ050002,N00003091,N00003091
95QQ050003,N00003092,N00003092
95QQ050004,N00003093,N00003093
95QQ050005,N00003094,N00003094
95QQ050006,N00003095,N00003095
95QQ050007,N00003096,N00003096
95QQ050008,N00003097,N00003097
95QQ060001,N00003098,N00003098
95QQ060002,N00003099,N00003099
95QQ060003,N00003098,N00003098
95QQ060004,N00003100,N00003100
95QQ060005,N00003101,N00003101
95QQ060006,N00003102,N00003102
95QQ070001,N00003103,N00003103
95QQ070002,N00003104,N00003104
95QQ070003,N00003105,N00003105
95QQ070004,N00003106,N00003106
95QQ070005,N00003105,N00003105
95QQ070006,N00003107,N00003107
95QQ070007,N00003108,N00003108
95QQ070008,N00003107,N00003107
95QQ070009,N00003109,N00003109
95QQ080001,N00003110,N00003110
95QQ080002,N00003111,N00003111
95QQ080003,N00003112,N00003112
95QQ080004,N00003113,N00003113
95QQ080005,N00003114,N00003114
95QQ080006,N00003115,N00003115
95QQ090001,N00003116,N00003116
95QQ090002,N00003117,N00003117
95QQ090003,N00003118,N00003118
95QQ090004,N00003119,N00003119
95QQ090005,N00003120,N00003120
95QQ090006,N00003121,N00003121
95QQ090007,N00003122,N00003122
95QQ100001,N00003123,N00003123
95QQ100002,N00003124,N00003124
95QQ100003,N00003125,N00003125
95QQ100004,N00003126,N00003126
95QQ100005,N00003127,N00003127
95QQ110001,N00003128,N00003128
95QQ110002,N00003129,N00003129
95QQ110003,N00003130,N00003130
95QQ110004,N00003131,N00003131
95QQ110005,N00003131,N00003131
95QQ110006,N00003132,N00003132
95QQ120001,N00003133,N00003133
95QQ120002,N00003134,N00003134
95QQ120003,N00003135,N00003135
95QQ120004,N00003136,N00003136
95QQ120005,N00003137,N00003137
95QQ120006,N00003138,N00003138
95QQ130001,N00003139,N00003139
95QQ130002,N00003140,N00003140
95QQ130003,N00003141,N00003141
95QQ130004,N00003142,N00003142
95QQ130005,N00003142,N00003142
95QQ130006,N00003143,N00003143
95QQ130007,N00003144,N00003144
95QQ140001,N00003150,N00003150
95QQ140002,N00003145,N00003145
95QQ140003,N00003146,N00003146
95QQ140004,N00003147,N00003147
95QQ140005,N00003148,N00003148
