DZ2021_cd,SA2011_dominant,SA2011_point
N20002793,N00001736,N00001736
N20002794,N00001727,N00001726
N20002795,N00001704,N00001704
N20002796,N00001704,N00001705
N20002797,N00001703,N00001703
N20002798,N00001703,N00001703
N20002799,N00001702,N00001701
N20002800,N00001703,N00001703
N20002801,N00001702,N00001702
N20002802,N00001748,N00001748
N20002803,N00001716,N00001716
N20002804,N00001666,N00001666
N20002805,N00001667,N00001661
N20002806,N00001745,N00001744
N20002807,N00001746,N00001746
N20002808,N00001668,N00001668
N20002809,N00001749,N00001749
N20002810,N00001744,N00001744
N20002811,N00001668,N00001721
N20002812,N00001747,N00001747
N20002813,N00001724,N00001724
N20002814,N00001664,N00001664
N20002815,N00001723,N00001723
N20002816,N00001712,N00001712
N20002817,N00001722,N00001722
N20002818,N00001671,N00001671
N20002819,N00001670,N00001670
N20002820,N00001747,N00001747
N20002821,N00001674,N00001674
N20002822,N00001673,N00001673
N20002823,N00001695,N00001695
N20002824,N00001696,N00001696
N20002825,N00001710,N00001710
N20002826,N00001711,N00001711
N20002827,N00001708,N00001708
N20002828,N00001690,N00001690
N20002829,N00001709,N00001709
N20002830,N00001693,N00001693
N20002831,N00001689,N00001689
N20002832,N00001706,N00001706
N20002833,N00001692,N00001691
N20002834,N00001688,N00001688
N20002835,N00001700,N00001700
N20002836,N00001699,N00001699
N20002837,N00003591,N00003591
N20002838,N00003618,N00003618
N20002839,N00003614,N00003591
N20002840,N00003612,N00003612
N20002841,N00003590,N00003590
N20002842,N00003591,N00003591
N20002843,N00003619,N00003619
N20002844,N00003587,N00003615
N20002845,N00003587,N00003587
N20002846,N00003616,N00003616
N20002847,N00003588,N00003588
N20002848,N00003561,N00003561
N20002849,N00003620,N00003620
N20002850,N00003581,N00003581
N20002851,N00003582,N00003582
N20002852,N00003589,N00003589
N20002853,N00003558,N00003558
N20002854,N00003584,N00003584
N20002855,N00003582,N00003586
N20002856,N00003583,N00003583
N20002857,N00003562,N00003558
N20002858,N00003585,N00003585
N20002859,N00003560,N00003560
N20002860,N00003578,N00003578
N20002861,N00003559,N00003559
N20002862,N00003576,N00003576
N20002863,N00003576,N00003579
N20002864,N00003575,N00003575
N20002865,N00003536,N00003536
N20002866,N00003532,N00003561
N20002867,N00003594,N00003594
N20002868,N00003535,N00003535
N20002869,N00003537,N00003534
N20002870,N00003534,N00003534
N20002871,N00003567,N00003567
N20002872,N00003596,N00003596
N20002873,N00003548,N00003548
N20002874,N00003548,N00003548
N20002875,N00003548,N00003548
N20002876,N00003597,N00003597
N20002877,N00003566,N00003545
N20002878,N00003548,N00003548
N20002879,N00003563,N00003563
N20002880,N00003542,N00003542
N20002881,N00003546,N00003543
N20002882,N00003545,N00003545
N20002883,N00003541,N00003544
N20002884,N00003544,N00003539
N20002885,N00003547,N00003548
N20002886,N00003570,N00003570
N20002887,N00003531,N00003531
N20002888,N00003593,N00003593
N20002889,N00003528,N00003538
N20002890,N00003549,N00003549
N20002891,N00003528,N00003528
N20002892,N00003527,N00003527
N20002893,N00003529,N00003529
N20002894,N00003553,N00003553
N20002895,N00003552,N00003552
N20002896,N00003550,N00003550
N20002897,N00003552,N00003552
N20002898,N00003550,N00003550
N20002899,N00003554,N00003554
N20002900,N00003551,N00003551
N20002901,N00003555,N00003552
N20002902,N00003609,N00003610
N20002903,N00003608,N00003608
N20002904,N00003555,N00003604
N20002905,N00003611,N00003611
N20002906,N00003556,N00003556
N20002907,N00003600,N00003600
N20002908,N00003556,N00003603
N20002909,N00003601,N00003601
N20002910,N00003607,N00003607
N20002911,N00003570,N00003569
N20002912,N00003598,N00003598
N20002913,N00003572,N00003572
N20002914,N00003573,N00003573
N20002915,N00003569,N00003569
N20002916,N00002163,N00002163
N20002917,N00002162,N00002162
N20002918,N00002122,N00002122
N20002919,N00002159,N00002159
N20002920,N00002121,N00002121
N20002921,N00002126,N00002126
N20002922,N00002126,N00002125
N20002923,N00002127,N00002127
N20002924,N00002127,N00002127
N20002925,N00002161,N00002161
N20002926,N00002125,N00002124
N20002927,N00002158,N00002158
N20002928,N00002125,N00002159
N20002929,N00002100,N00002100
N20002930,N00002098,N00002098
N20002931,N00002133,N00002133
N20002932,N00002120,N00002140
N20002933,N00002093,N00002094
N20002934,N00002128,N00002128
N20002935,N00002141,N00002141
N20002936,N00002093,N00002093
N20002937,N00002129,N00002128
N20002938,N00002137,N00002142
N20002939,N00002094,N00002094
N20002940,N00002129,N00002129
N20002941,N00002139,N00002139
N20002942,N00002097,N00002095
N20002943,N00002120,N00002120
N20002944,N00002134,N00002134
N20002945,N00002138,N00002138
N20002946,N00002138,N00002138
N20002947,N00002129,N00002129
N20002948,N00002102,N00002102
N20002949,N00002166,N00002166
N20002950,N00002130,N00002130
N20002951,N00002096,N00002096
N20002952,N00002096,N00002094
N20002953,N00002169,N00002169
N20002954,N00002130,N00002130
N20002955,N00002168,N00002168
N20002956,N00002108,N00002108
N20002957,N00002164,N00002169
N20002958,N00002097,N00002119
N20002959,N00002096,N00002096
N20002960,N00002116,N00002116
N20002961,N00002103,N00002103
N20002962,N00002104,N00002105
N20002963,N00002105,N00002105
N20002964,N00002118,N00002118
N20002965,N00002151,N00002151
N20002966,N00002102,N00002102
N20002967,N00002131,N00002131
N20002968,N00002150,N00002150
N20002969,N00002151,N00002151
N20002970,N00002144,N00002144
N20002971,N00002148,N00002132
N20002972,N00002146,N00002146
N20002973,N00002143,N00002143
N20002974,N00002145,N00002145
N20002975,N00002091,N00002091
N20002976,N00002091,N00002092
N20002977,N00002111,N00002110
N20002978,N00002091,N00002091
N20002979,N00002153,N00002153
N20002980,N00002109,N00002109
N20002981,N00002154,N00002154
N20002982,N00002112,N00002112
N20002983,N00002155,N00002156
N20002984,N00002113,N00002113
N20002985,N00002149,N00002149
N20002986,N00002153,N00002155
N20002987,N00002865,N00002148
N20002988,N00002155,N00002155
N20002989,N00002911,N00002911
N20002990,N00002795,N00002795
N20002991,N00002911,N00002911
N20002992,N00002794,N00002865
N20002993,N00002847,N00002847
N20002994,N00002855,N00002855
N20002995,N00002856,N00002856
N20002996,N00002865,N00002865
N20002997,N00002841,N00002841
N20002998,N00002794,N00002794
N20002999,N00002853,N00002853
N20003000,N00002907,N00002907
N20003001,N00002844,N00002844
N20003002,N00002849,N00002849
N20003003,N00002851,N00002851
N20003004,N00002866,N00002866
N20003005,N00002845,N00002845
N20003006,N00002842,N00002842
N20003007,N00002792,N00002792
N20003008,N00002852,N00002852
N20003009,N00002854,N00002854
N20003010,N00002848,N00002848
N20003011,N00002851,N00002851
N20003012,N00002846,N00002846
N20003013,N00002848,N00002848
N20003014,N00002867,N00002869
N20003015,N00002909,N00002911
N20003016,N00002910,N00002910
N20003017,N00002909,N00002909
N20003018,N00002854,N00002854
N20003019,N00002848,N00002848
N20003020,N00002871,N00002871
N20003021,N00002910,N00002883
N20003022,N00002888,N00002888
N20003023,N00002904,N00002904
N20003024,N00002870,N00002888
N20003025,N00002905,N00002905
N20003026,N00002871,N00002889
N20003027,N00002887,N00002887
N20003028,N00002872,N00002872
N20003029,N00002874,N00002873
N20003030,N00002906,N00002903
N20003031,N00002888,N00002888
N20003032,N00002817,N00002817
N20003033,N00002819,N00002818
N20003034,N00002889,N00002889
N20003035,N00002902,N00002902
N20003036,N00002884,N00002883
N20003037,N00002903,N00002903
N20003038,N00002885,N00002885
N20003039,N00002886,N00002887
N20003040,N00002886,N00002886
N20003041,N00002815,N00002815
N20003042,N00002814,N00002814
N20003043,N00002816,N00002816
N20003044,N00002861,N00002861
N20003045,N00002861,N00002861
N20003046,N00002863,N00002863
N20003047,N00002864,N00002864
N20003048,N00002881,N00002884
N20003049,N00002859,N00002859
N20003050,N00002897,N00002897
N20003051,N00002860,N00002896
N20003052,N00002898,N00002898
N20003053,N00002901,N00002901
N20003054,N00002896,N00002896
N20003055,N00002890,N00002892
N20003056,N00002890,N00002896
N20003057,N00002821,N00002824
N20003058,N00002891,N00002891
N20003059,N00002893,N00002893
N20003060,N00002894,N00002894
N20003061,N00002895,N00002895
N20003062,N00002821,N00002821
N20003063,N00002812,N00002796
N20003064,N00002867,N00002867
N20003065,N00002792,N00002836
N20003066,N00002836,N00002836
N20003067,N00002832,N00002832
N20003068,N00002813,N00002813
N20003069,N00002833,N00002833
N20003070,N00002812,N00002812
N20003071,N00002834,N00002834
N20003072,N00002829,N00002829
N20003073,N00002801,N00002801
N20003074,N00002806,N00002808
N20003075,N00002829,N00002831
N20003076,N00002809,N00002809
N20003077,N00002825,N00002825
N20003078,N00002811,N00002810
N20003079,N00002831,N00002831
N20003080,N00002807,N00002811
N20003081,N00002838,N00002797
N20003082,N00002820,N00002820
N20003083,N00002807,N00002804
N20003084,N00002802,N00002802
N20003085,N00002839,N00002839
N20003086,N00002830,N00002830
N20003087,N00002840,N00002799
N20003088,N00002803,N00002803
N20003089,N00002798,N00002798
N20003090,N00002804,N00002805
N20003091,N00002840,N00002839
N20003092,N00002826,N00002826
N20003093,N00002875,N00002840
N20003094,N00002875,N00002875
N20003095,N00002827,N00002826
N20003096,N00002840,N00002840
N20003097,N00002875,N00002875
N20003098,N00002875,N00002877
N20003099,N00002876,N00002876
N20003100,N00002827,N00002827
N20003101,N00003879,N00003879
N20003102,N00003874,N00003874
N20003103,N00003878,N00003874
N20003104,N00003832,N00003832
N20003105,N00003876,N00003687
N20003106,N00003875,N00003875
N20003107,N00003829,N00003832
N20003108,N00003877,N00003877
N20003109,N00003689,N00003689
N20003110,N00003687,N00003687
N20003111,N00003686,N00003686
N20003112,N00003782,N00003781
N20003113,N00003684,N00003684
N20003114,N00003676,N00003676
N20003115,N00003758,N00003758
N20003116,N00003685,N00003685
N20003117,N00003759,N00003753
N20003118,N00003684,N00003684
N20003119,N00003833,N00003833
N20003120,N00003760,N00003760
N20003121,N00003876,N00003876
N20003122,N00003705,N00003705
N20003123,N00003755,N00003755
N20003124,N00003709,N00003710
N20003125,N00003828,N00003828
N20003126,N00003707,N00003707
N20003127,N00003854,N00003854
N20003128,N00003830,N00003830
N20003129,N00003711,N00003711
N20003130,N00003853,N00003853
N20003131,N00003724,N00003724
N20003132,N00003722,N00003722
N20003133,N00003851,N00003851
N20003134,N00003855,N00003855
N20003135,N00003793,N00003793
N20003136,N00003849,N00003855
N20003137,N00003721,N00003721
N20003138,N00003791,N00003791
N20003139,N00003791,N00003791
N20003140,N00003722,N00003722
N20003141,N00003850,N00003849
N20003142,N00003849,N00003849
N20003143,N00003798,N00003798
N20003144,N00003723,N00003723
N20003145,N00003797,N00003797
N20003146,N00003732,N00003732
N20003147,N00003731,N00003732
N20003148,N00003726,N00003723
N20003149,N00003796,N00003796
N20003150,N00003729,N00003729
N20003151,N00003726,N00003726
N20003152,N00003728,N00003728
N20003153,N00003730,N00003730
N20003154,N00003886,N00003885
N20003155,N00003749,N00003749
N20003156,N00003750,N00003751
N20003157,N00003781,N00003781
N20003158,N00003884,N00003884
N20003159,N00003783,N00003783
N20003160,N00003751,N00003751
N20003161,N00003783,N00003783
N20003162,N00003676,N00003676
N20003163,N00003883,N00003882
N20003164,N00003776,N00003776
N20003165,N00003881,N00003881
N20003166,N00003677,N00003677
N20003167,N00003678,N00003678
N20003168,N00003883,N00003883
N20003169,N00003871,N00003871
N20003170,N00003779,N00003779
N20003171,N00003682,N00003682
N20003172,N00003681,N00003681
N20003173,N00003755,N00003755
N20003174,N00003741,N00003681
N20003175,N00003869,N00003869
N20003176,N00003742,N00003739
N20003177,N00003740,N00003740
N20003178,N00003872,N00003872
N20003179,N00003883,N00003741
N20003180,N00003869,N00003869
N20003181,N00003870,N00003870
N20003182,N00003737,N00003737
N20003183,N00003738,N00003742
N20003184,N00003873,N00003873
N20003185,N00003772,N00003772
N20003186,N00003736,N00003736
N20003187,N00003864,N00003864
N20003188,N00003774,N00003774
N20003189,N00003867,N00003867
N20003190,N00003867,N00003865
N20003191,N00003775,N00003775
N20003192,N00003867,N00003868
N20003193,N00003769,N00003771
N20003194,N00003775,N00003775
N20003195,N00003771,N00003770
N20003196,N00003775,N00003775
N20003197,N00003867,N00003867
N20003198,N00003787,N00003787
N20003199,N00003788,N00003788
N20003200,N00003711,N00003711
N20003201,N00003790,N00003790
N20003202,N00003784,N00003784
N20003203,N00003791,N00003791
N20003204,N00003789,N00003789
N20003205,N00003785,N00003793
N20003206,N00003791,N00003791
N20003207,N00003766,N00003766
N20003208,N00003762,N00003762
N20003209,N00003823,N00003823
N20003210,N00003763,N00003763
N20003211,N00003764,N00003764
N20003212,N00003765,N00003880
N20003213,N00003827,N00003857
N20003214,N00003764,N00003764
N20003215,N00003765,N00003765
N20003216,N00003824,N00003824
N20003217,N00003857,N00003857
N20003218,N00003857,N00003857
N20003219,N00003827,N00003827
N20003220,N00003858,N00003859
N20003221,N00003825,N00003824
N20003222,N00003764,N00003764
N20003223,N00003752,N00003752
N20003224,N00003743,N00003743
N20003225,N00003827,N00003827
N20003226,N00003826,N00003826
N20003227,N00003743,N00003745
N20003228,N00003745,N00003745
N20003229,N00003701,N00003701
N20003230,N00003697,N00003697
N20003231,N00003701,N00003701
N20003232,N00003858,N00003839
N20003233,N00003702,N00003702
N20003234,N00003703,N00003703
N20003235,N00003698,N00003698
N20003236,N00003720,N00003720
N20003237,N00003698,N00003698
N20003238,N00003718,N00003718
N20003239,N00003699,N00003697
N20003240,N00003844,N00003844
N20003241,N00003713,N00003713
N20003242,N00003716,N00003719
N20003243,N00003718,N00003718
N20003244,N00003837,N00003837
N20003245,N00003714,N00003714
N20003246,N00003848,N00003848
N20003247,N00003712,N00003712
N20003248,N00003715,N00003714
N20003249,N00003845,N00003847
N20003250,N00003844,N00003844
N20003251,N00003846,N00003846
N20003252,N00003836,N00003838
N20003253,N00003841,N00003841
N20003254,N00003838,N00003835
N20003255,N00003717,N00003843
N20003256,N00003839,N00003839
N20003257,N00002787,N00002787
N20003258,N00002790,N00002790
N20003259,N00002743,N00002743
N20003260,N00002787,N00002787
N20003261,N00003862,N00003861
N20003262,N00002746,N00002746
N20003263,N00002742,N00002742
N20003264,N00002774,N00002742
N20003265,N00002744,N00002744
N20003266,N00002743,N00002743
N20003267,N00002773,N00002773
N20003268,N00002774,N00002774
N20003269,N00002777,N00002771
N20003270,N00002776,N00002775
N20003271,N00002778,N00002778
N20003272,N00002695,N00002695
N20003273,N00002698,N00002698
N20003274,N00002698,N00002698
N20003275,N00002788,N00002788
N20003276,N00002785,N00002785
N20003277,N00002694,N00002694
N20003278,N00002690,N00002690
N20003279,N00002692,N00002692
N20003280,N00003858,N00003858
N20003281,N00003670,N00003670
N20003282,N00003696,N00003696
N20003283,N00003669,N00003669
N20003284,N00003675,N00003671
N20003285,N00003672,N00003675
N20003286,N00003668,N00003668
N20003287,N00003674,N00003674
N20003288,N00003691,N00003691
N20003289,N00003692,N00003692
N20003290,N00003817,N00003821
N20003291,N00003817,N00003817
N20003292,N00003694,N00003694
N20003293,N00003820,N00003820
N20003294,N00003690,N00003692
N20003295,N00003840,N00003840
N20003296,N00003695,N00003695
N20003297,N00003695,N00003695
N20003298,N00003800,N00003799
N20003299,N00003814,N00003814
N20003300,N00003803,N00003800
N20003301,N00003801,N00003806
N20003302,N00003816,N00003816
N20003303,N00003807,N00003807
N20003304,N00003805,N00003807
N20003305,N00003810,N00003810
N20003306,N00003803,N00003803
N20003307,N00003811,N00003809
N20003308,N00003812,N00003812
N20003309,N00003812,N00003812
N20003310,N00003819,N00003819
N20003311,N00002718,N00002719
N20003312,N00002719,N00002719
N20003313,N00002706,N00002706
N20003314,N00002719,N00002719
N20003315,N00002702,N00002700
N20003316,N00002714,N00002714
N20003317,N00002715,N00002715
N20003318,N00002701,N00002701
N20003319,N00002703,N00002703
N20003320,N00002717,N00002717
N20003321,N00002765,N00002704
N20003322,N00000724,N00000724
N20003323,N00000778,N00000726
N20003324,N00002764,N00002764
N20003325,N00002717,N00002717
N20003326,N00002767,N00002713
N20003327,N00000726,N00000726
N20003328,N00002769,N00002769
N20003329,N00002767,N00002767
N20003330,N00002770,N00002770
N20003331,N00000721,N00000721
N20003332,N00002669,N00002712
N20003333,N00002712,N00002712
N20003334,N00002670,N00002670
N20003335,N00002726,N00002726
N20003336,N00000723,N00000723
N20003337,N00002707,N00002707
N20003338,N00002709,N00002709
N20003339,N00002711,N00002711
N20003340,N00002711,N00002711
N20003341,N00002670,N00002670
N20003342,N00002667,N00002667
N20003343,N00002712,N00002712
N20003344,N00002670,N00002670
N20003345,N00002670,N00002670
N20003346,N00002668,N00002668
N20003347,N00002763,N00002763
N20003348,N00002761,N00002761
N20003349,N00002761,N00002761
N20003350,N00002761,N00002758
N20003351,N00002762,N00002756
N20003352,N00002684,N00002682
N20003353,N00002759,N00002759
N20003354,N00002756,N00002756
N20003355,N00002734,N00002734
N20003356,N00002737,N00002737
N20003357,N00002684,N00002740
N20003358,N00002686,N00002687
N20003359,N00002685,N00002685
N20003360,N00002736,N00002736
N20003361,N00002738,N00002738
N20003362,N00002649,N00002735
N20003363,N00002736,N00002739
N20003364,N00002689,N00002689
N20003365,N00002688,N00002688
N20003366,N00002649,N00002649
N20003367,N00002660,N00002660
N20003368,N00002730,N00002729
N20003369,N00002646,N00002646
N20003370,N00002651,N00002651
N20003371,N00002677,N00002727
N20003372,N00002732,N00002729
N20003373,N00002660,N00002660
N20003374,N00002646,N00002646
N20003375,N00002733,N00002733
N20003376,N00002728,N00002728
N20003377,N00002731,N00002731
N20003378,N00002647,N00002647
N20003379,N00002661,N00002661
N20003380,N00002664,N00002664
N20003381,N00002728,N00002728
N20003382,N00002647,N00002648
N20003383,N00002675,N00002676
N20003384,N00002676,N00002676
N20003385,N00002665,N00002665
N20003386,N00002728,N00002728
N20003387,N00002739,N00002741
N20003388,N00002678,N00002679
N20003389,N00002666,N00002666
N20003390,N00002679,N00002679
N20003391,N00002780,N00002780
N20003392,N00002680,N00002680
N20003393,N00002782,N00002779
N20003394,N00002783,N00002783
N20003395,N00002681,N00002752
N20003396,N00002784,N00002784
N20003397,N00002755,N00002752
N20003398,N00002753,N00002753
N20003399,N00002753,N00002753
N20003400,N00002643,N00002643
N20003401,N00002749,N00002749
N20003402,N00002643,N00002641
N20003403,N00002644,N00002644
N20003404,N00002751,N00002751
N20003405,N00002642,N00002642
N20003406,N00002644,N00002644
N20003407,N00002645,N00002645
N20003408,N00002673,N00002673
N20003409,N00002653,N00002654
N20003410,N00002673,N00002673
N20003411,N00002654,N00002654
N20003412,N00002673,N00002673
N20003413,N00002657,N00002657
N20003414,N00002637,N00002779
N20003415,N00002671,N00002671
N20003416,N00002659,N00002659
N20003417,N00002658,N00002658
N20003418,N00002673,N00002671
N20003419,N00002672,N00002674
N20003420,N00002784,N00002784
N20003421,N00002671,N00002671
N20003422,N00002722,N00002722
N20003423,N00002638,N00002638
N20003424,N00002720,N00002721
N20003425,N00002636,N00002636
N20003426,N00002632,N00002636
N20003427,N00002632,N00002633
N20003428,N00002634,N00002634
N20003429,N00002725,N00002725
N20003430,N00002720,N00002720
N20003431,N00002723,N00002723
N20003432,N00000199,N00000200
N20003433,N00000203,N00000203
N20003434,N00000200,N00000200
N20003435,N00000197,N00000198
N20003436,N00000192,N00000192
N20003437,N00000204,N00000201
N20003438,N00000191,N00000191
N20003439,N00000190,N00000190
N20003440,N00000193,N00000193
N20003441,N00000195,N00000195
N20003442,N00000201,N00000201
N20003443,N00000183,N00000183
N20003444,N00000186,N00000186
N20003445,N00000187,N00000187
N20003446,N00000206,N00000206
N20003447,N00000189,N00000187
N20003448,N00000202,N00000208
N20003449,N00000186,N00000186
N20003450,N00000188,N00000188
N20003451,N00000206,N00000206
N20003452,N00000209,N00000209
N20003453,N00000273,N00000273
N20003454,N00000209,N00000267
N20003455,N00000273,N00000273
N20003456,N00000269,N00000269
N20003457,N00000274,N00000274
N20003458,N00000270,N00000268
N20003459,N00000270,N00000270
N20003460,N00000274,N00000274
N20003461,N00000131,N00000131
N20003462,N00000130,N00000130
N20003463,N00000131,N00000136
N20003464,N00000134,N00000134
N20003465,N00000135,N00000135
N20003466,N00000138,N00000138
N20003467,N00000252,N00000272
N20003468,N00000133,N00000130
N20003469,N00000256,N00000256
N20003470,N00000255,N00000254
N20003471,N00000132,N00000132
N20003472,N00000256,N00000256
N20003473,N00000258,N00000258
N20003474,N00000340,N00000340
N20003475,N00000164,N00000164
N20003476,N00000341,N00000341
N20003477,N00000301,N00000305
N20003478,N00000238,N00000238
N20003479,N00000343,N00000343
N20003480,N00000305,N00000305
N20003481,N00000302,N00000302
N20003482,N00000337,N00000337
N20003483,N00000166,N00000166
N20003484,N00000301,N00000301
N20003485,N00000231,N00000231
N20003486,N00000236,N00000235
N20003487,N00000336,N00000336
N20003488,N00000306,N00000306
N20003489,N00000299,N00000299
N20003490,N00000168,N00000168
N20003491,N00000296,N00000298
N20003492,N00000277,N00000277
N20003493,N00000233,N00000230
N20003494,N00000167,N00000167
N20003495,N00000232,N00000232
N20003496,N00000339,N00000339
N20003497,N00000309,N00000307
N20003498,N00000308,N00000308
N20003499,N00000234,N00000234
N20003500,N00000163,N00000163
N20003501,N00000297,N00000297
N20003502,N00000299,N00000335
N20003503,N00000178,N00000178
N20003504,N00000179,N00000179
N20003505,N00000284,N00000284
N20003506,N00000300,N00000300
N20003507,N00000249,N00000249
N20003508,N00000161,N00000160
N20003509,N00000181,N00000181
N20003510,N00000179,N00000159
N20003511,N00000251,N00000251
N20003512,N00000180,N00000180
N20003513,N00000179,N00000179
N20003514,N00000248,N00000243
N20003515,N00000283,N00000280
N20003516,N00000159,N00000159
N20003517,N00000246,N00000246
N20003518,N00000176,N00000176
N20003519,N00000250,N00000250
N20003520,N00000240,N00000240
N20003521,N00000147,N00000147
N20003522,N00000176,N00000176
N20003523,N00000146,N00000146
N20003524,N00000142,N00000142
N20003525,N00000241,N00000241
N20003526,N00000144,N00000140
N20003527,N00000139,N00000139
N20003528,N00000242,N00000241
N20003529,N00000177,N00000177
N20003530,N00000331,N00000331
N20003531,N00000331,N00000331
N20003532,N00000334,N00000334
N20003533,N00000333,N00000328
N20003534,N00000329,N00000329
N20003535,N00000330,N00000330
N20003536,N00000330,N00000329
N20003537,N00004224,N00004220
N20003538,N00004231,N00004231
N20003539,N00004220,N00004220
N20003540,N00004232,N00004232
N20003541,N00004300,N00004300
N20003542,N00004227,N00004227
N20003543,N00004300,N00004300
N20003544,N00004220,N00004226
N20003545,N00004226,N00004226
N20003546,N00004228,N00004228
N20003547,N00004229,N00004229
N20003548,N00004242,N00004242
N20003549,N00004236,N00004236
N20003550,N00004238,N00004238
N20003551,N00004239,N00004239
N20003552,N00004282,N00004282
N20003553,N00004235,N00004241
N20003554,N00004196,N00004196
N20003555,N00004281,N00004281
N20003556,N00004201,N00004201
N20003557,N00004199,N00004199
N20003558,N00004273,N00004273
N20003559,N00004280,N00004276
N20003560,N00004281,N00004281
N20003561,N00004272,N00004272
N20003562,N00004207,N00004212
N20003563,N00004293,N00004293
N20003564,N00004270,N00004270
N20003565,N00004285,N00004285
N20003566,N00004273,N00004273
N20003567,N00004284,N00004284
N20003568,N00004209,N00004209
N20003569,N00004223,N00004223
N20003570,N00004289,N00004289
N20003571,N00004287,N00004287
N20003572,N00004210,N00004210
N20003573,N00004287,N00004287
N20003574,N00004278,N00004278
N20003575,N00004277,N00004277
N20003576,N00004294,N00004294
N20003577,N00004290,N00004290
N20003578,N00004302,N00004302
N20003579,N00004302,N00004302
N20003580,N00004295,N00004295
N20003581,N00004299,N00004298
N20003582,N00004296,N00004296
N20003583,N00004181,N00004181
N20003584,N00004180,N00004180
N20003585,N00004321,N00004321
N20003586,N00004179,N00004179
N20003587,N00004326,N00004326
N20003588,N00004325,N00004325
N20003589,N00004185,N00004185
N20003590,N00004314,N00004314
N20003591,N00004321,N00004321
N20003592,N00004306,N00004320
N20003593,N00004320,N00004320
N20003594,N00004323,N00004323
N20003595,N00004185,N00004185
N20003596,N00004332,N00004307
N20003597,N00004314,N00004314
N20003598,N00004328,N00004328
N20003599,N00004311,N00004315
N20003600,N00004246,N00004247
N20003601,N00004312,N00004318
N20003602,N00004316,N00004316
N20003603,N00004315,N00004317
N20003604,N00004247,N00004247
N20003605,N00004308,N00004310
N20003606,N00004249,N00004249
N20003607,N00004251,N00004250
N20003608,N00004248,N00004248
N20003609,N00004197,N00004203
N20003610,N00004319,N00004319
N20003611,N00004203,N00004203
N20003612,N00004245,N00004245
N20003613,N00004204,N00004204
N20003614,N00004303,N00004303
N20003615,N00004304,N00004304
N20003616,N00004245,N00004243
N20003617,N00004198,N00004198
N20003618,N00004206,N00004206
N20003619,N00004199,N00004199
N20003620,N00004196,N00004199
N20003621,N00004128,N00004266
N20003622,N00004129,N00004129
N20003623,N00004268,N00004268
N20003624,N00004264,N00004267
N20003625,N00004194,N00004194
N20003626,N00004128,N00004128
N20003627,N00004130,N00004130
N20003628,N00004297,N00004297
N20003629,N00004126,N00004126
N20003630,N00004125,N00004123
N20003631,N00004269,N00004269
N20003632,N00004264,N00004264
N20003633,N00004176,N00004177
N20003634,N00004191,N00004191
N20003635,N00004192,N00004192
N20003636,N00004264,N00004264
N20003637,N00004187,N00004187
N20003638,N00004191,N00004175
N20003639,N00004176,N00004176
N20003640,N00004264,N00004262
N20003641,N00004173,N00004178
N20003642,N00004261,N00004261
N20003643,N00004187,N00004187
N20003644,N00004150,N00004150
N20003645,N00004169,N00004170
N20003646,N00004171,N00004171
N20003647,N00004174,N00004174
N20003648,N00004148,N00004148
N20003649,N00004331,N00004331
N20003650,N00004153,N00004154
N20003651,N00004333,N00004333
N20003652,N00004158,N00004158
N20003653,N00004335,N00004335
N20003654,N00004155,N00004159
N20003655,N00004159,N00004159
N20003656,N00004329,N00004329
N20003657,N00004337,N00004337
N20003658,N00004157,N00004157
N20003659,N00004161,N00004161
N20003660,N00004160,N00004162
N20003661,N00004166,N00004157
N20003662,N00004168,N00004168
N20003663,N00004213,N00004213
N20003664,N00004215,N00004215
N20003665,N00004216,N00004216
N20003666,N00004213,N00004217
N20003667,N00004165,N00004165
N20003668,N00004212,N00004212
N20003669,N00004212,N00004212
N20003670,N00004214,N00004214
N20003671,N00004212,N00004212
N20003672,N00004212,N00004212
N20003673,N00004212,N00004212
N20003674,N00004212,N00004212
N20003675,N00004212,N00004212
N20003676,N00004212,N00004212
N20003677,N00004208,N00004208
N20003678,N00004211,N00004211
N20003679,N00004256,N00004256
N20003680,N00004257,N00004257
N20003681,N00004256,N00004256
N20003682,N00004258,N00004258
N20003683,N00004252,N00004252
N20003684,N00004253,N00004253
N20003685,N00004254,N00004254
N20003686,N00004138,N00004255
N20003687,N00004260,N00004260
N20003688,N00000217,N00000215
N20003689,N00004135,N00004138
N20003690,N00004131,N00004131
N20003691,N00004189,N00004189
N20003692,N00004190,N00004190
N20003693,N00000217,N00000217
N20003694,N00004190,N00004134
N20003695,N00004139,N00004139
N20003696,N00004134,N00004134
N20003697,N00004136,N00004136
N20003698,N00004141,N00004141
N20003699,N00004144,N00004144
N20003700,N00000215,N00000215
N20003701,N00004112,N00004111
N20003702,N00004112,N00004112
N20003703,N00004147,N00004147
N20003704,N00000214,N00000213
N20003705,N00004142,N00004142
N20003706,N00004137,N00004137
N20003707,N00000211,N00000213
N20003708,N00004147,N00004146
N20003709,N00004114,N00004114
N20003710,N00004110,N00004110
N20003711,N00000210,N00000210
N20003712,N00004119,N00004119
N20003713,N00000211,N00000211
N20003714,N00004116,N00004116
N20003715,N00000224,N00000224
N20003716,N00004121,N00004121
N20003717,N00004113,N00004113
N20003718,N00000210,N00000210
N20003719,N00004117,N00004122
N20003720,N00000220,N00000220
N20003721,N00000216,N00000216
N20003722,N00000226,N00000226
N20003723,N00000221,N00000221
