DZ2021_cd,DZ2021_nm,DEA2014_nm,dea_1972,dea_1984,dea_1993,dea_2012
N20000034,Dunsilly_F8,Dunsilly,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N20000024,Dunsilly_C4,Dunsilly,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N20000033,Dunsilly_F7,Dunsilly,ANTRIM AREA A,ANTRIM NORTH WEST,ANTRIM NORTH WEST,Dunsilly
N20002925,Magherafelt_G3,Magherafelt,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N20002927,Magherafelt_G4,Magherafelt,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N20002928,Magherafelt_E4,Magherafelt,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N20002919,Magherafelt_E3,Magherafelt,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N20002917,Magherafelt_G2,Magherafelt,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N20002914,Magherafelt_E2,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002912,Magherafelt_C6,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002910,Magherafelt_C5,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002909,Magherafelt_C4,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002908,Magherafelt_B5,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002891,Moyola_H2,Moyola,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N20002892,Moyola_H3,Moyola,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N20002893,Moyola_H4,Moyola,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N20002916,Magherafelt_G1,Magherafelt,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N20002887,Moyola_C4,Moyola,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N20002882,Moyola_C3,Moyola,MAGHERAFELT AREA C,MOYOLA,MOYOLA,Moyola
N20002868,Moyola_C2,Moyola,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Moyola
N20002869,Moyola_A2,Moyola,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Moyola
N20002870,Moyola_A3,Moyola,MAGHERAFELT AREA B,MOYOLA,MOYOLA,Moyola
N20002871,Moyola_E1,Moyola,MAGHERAFELT AREA B,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N20002879,Moyola_E4,Moyola,MAGHERAFELT AREA B,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N20002877,Moyola_E3,Moyola,MAGHERAFELT AREA C,MOYOLA,MOYOLA,Moyola
N20002881,Moyola_F2,Moyola,MAGHERAFELT AREA C,MOYOLA,MOYOLA,Moyola
N20002880,Moyola_F1,Moyola,MAGHERAFELT AREA C,MOYOLA,MOYOLA,Moyola
N20002883,Moyola_F3,Moyola,MAGHERAFELT AREA C,MOYOLA,MOYOLA,Moyola
N20002884,Moyola_F4,Moyola,MAGHERAFELT AREA C,MOYOLA,MOYOLA,Moyola
N20002889,Moyola_H1,Moyola,MAGHERAFELT AREA C,MOYOLA,MOYOLA,Moyola
N20002906,Magherafelt_B3,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002907,Magherafelt_B4,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002905,Magherafelt_A7,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002904,Magherafelt_B2,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002901,Magherafelt_A5,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002899,Magherafelt_B1,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002897,Magherafelt_A3,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002895,Magherafelt_A2,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002898,Magherafelt_A4,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002896,Magherafelt_C1,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002894,Magherafelt_A1,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002900,Magherafelt_C2,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002902,Magherafelt_A6,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002903,Magherafelt_C3,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002886,Moyola_G2,Moyola,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Moyola
N20002867,Moyola_B1,Moyola,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N20002876,Moyola_E2,Moyola,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N20002872,Moyola_B2,Moyola,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N20002873,Moyola_D1,Moyola,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N20002875,Moyola_D3,Moyola,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N20002878,Moyola_D4,Moyola,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N20002874,Moyola_D2,Moyola,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N20002885,Moyola_G1,Moyola,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N20002888,Moyola_G3,Moyola,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N20002911,Magherafelt_D1,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002913,Magherafelt_E1,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002915,Magherafelt_D2,Magherafelt,MAGHERAFELT AREA C,MAGHERAFELT TOWN,MAGHERAFELT TOWN,Magherafelt
N20002922,Magherafelt_F2,Magherafelt,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N20002923,Magherafelt_F3,Magherafelt,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N20002921,Magherafelt_F1,Magherafelt,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N20002924,Magherafelt_F4,Magherafelt,COOKSTOWN AREA B,BALLINDERRY,BALLINDERRY,Magherafelt
N20002926,Magherafelt_D5,Magherafelt,COOKSTOWN AREA A,DRUM MANOR,DRUM MANOR,Magherafelt
N20002918,Magherafelt_D3,Magherafelt,COOKSTOWN AREA A,DRUM MANOR,DRUM MANOR,Magherafelt
N20002931,Cookstown_A3,Cookstown,COOKSTOWN AREA A,DRUM MANOR,DRUM MANOR,Cookstown
N20002920,Magherafelt_D4,Magherafelt,COOKSTOWN AREA A,DRUM MANOR,DRUM MANOR,Magherafelt
N20002929,Cookstown_A1,Cookstown,COOKSTOWN AREA A,DRUM MANOR,DRUM MANOR,Cookstown
N20002930,Cookstown_A2,Cookstown,COOKSTOWN AREA A,DRUM MANOR,DRUM MANOR,Cookstown
N20002890,Moyola_G4,Moyola,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Moyola
N20002863,Carntogher_D5,Carntogher,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N20002864,Carntogher_D6,Carntogher,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N20001981,Sperrin_F4,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20002223,Mid_Tyrone_A2,Mid Tyrone,OMAGH AREA D,MID-TYRONE,MID TYRONE,Mid Tyrone
N20002221,Mid_Tyrone_A1,Mid Tyrone,OMAGH AREA D,MID-TYRONE,MID TYRONE,Mid Tyrone
N20002224,Mid_Tyrone_A3,Mid Tyrone,OMAGH AREA D,MID-TYRONE,MID TYRONE,Mid Tyrone
N20002225,Mid_Tyrone_B2,Mid Tyrone,OMAGH AREA D,MID-TYRONE,MID TYRONE,Mid Tyrone
N20002222,Mid_Tyrone_B1,Mid Tyrone,OMAGH AREA D,MID-TYRONE,MID TYRONE,Mid Tyrone
N20002226,Mid_Tyrone_B3,Mid Tyrone,OMAGH AREA D,MID-TYRONE,MID TYRONE,Mid Tyrone
N20002227,Mid_Tyrone_B4,Mid Tyrone,OMAGH AREA D,MID-TYRONE,MID TYRONE,Mid Tyrone
N20002150,West_Tyrone_A1,West Tyrone,OMAGH AREA A,WEST TYRONE,WEST TYRONE,West Tyrone
N20002024,Derg_G2,Derg,STRABANE AREA A,GLENELLY,DERG,Derg
N20002017,Derg_G1,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002007,Derg_D1,Derg,STRABANE AREA B,GLENELLY,GLENELLY,Derg
N20002010,Derg_E2,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002011,Derg_E3,Derg,STRABANE AREA A,DERG,DERG,Derg
N20002009,Derg_E1,Derg,STRABANE AREA A,DERG,DERG,Derg
N20001991,Sperrin_K3,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20001992,Sperrin_K4,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20002004,Derg_B4,Derg,STRABANE AREA A,MOURNE,MOURNE,Derg
N20002000,Derg_B1,Derg,STRABANE AREA C,MOURNE,MOURNE,Derg
N20002002,Derg_B3,Derg,STRABANE AREA A,MOURNE,MOURNE,Derg
N20002001,Derg_B2,Derg,STRABANE AREA A,MOURNE,MOURNE,Derg
N20001988,Sperrin_K1,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20001997,Derg_A4,Derg,STRABANE AREA C,MOURNE,MOURNE,Derg
N20001982,Sperrin_G5,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001983,Sperrin_G6,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001986,Sperrin_J1,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001987,Sperrin_J2,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001985,Sperrin_H6,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001996,Derg_A3,Derg,STRABANE AREA C,DERG,DERG,Derg
N20001995,Derg_A2,Derg,STRABANE AREA C,DERG,MOURNE,Derg
N20001984,Sperrin_H5,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001980,Sperrin_H4,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001974,Sperrin_H1,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001977,Sperrin_H3,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001994,Derg_A1,Derg,STRABANE AREA C,DERG,MOURNE,Derg
N20001970,Sperrin_E3,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001965,Sperrin_E1,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001969,Sperrin_E2,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001972,Sperrin_E4,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001976,Sperrin_H2,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001979,Sperrin_G4,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001978,Sperrin_G3,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001975,Sperrin_G2,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001973,Sperrin_G1,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001966,Sperrin_D5,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001967,Sperrin_D6,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001968,Sperrin_C6,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20001971,Sperrin_F3,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20001990,Sperrin_K2,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20001993,Sperrin_K5,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20001989,Sperrin_F5,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20001954,Sperrin_F1,Sperrin,LONDONDERRY AREA A,RURAL,RURAL,Sperrin
N20001948,Sperrin_B2,Sperrin,LONDONDERRY AREA A,RURAL,RURAL,Sperrin
N20001952,Sperrin_C1,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20001959,Sperrin_C4,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20001955,Sperrin_B5,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20001958,Sperrin_C3,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20001960,Sperrin_D1,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001961,Sperrin_C5,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20001964,Sperrin_D4,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001962,Sperrin_D2,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001963,Sperrin_D3,Sperrin,STRABANE AREA C,MOURNE,MOURNE,Sperrin
N20001957,Sperrin_C2,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20001951,Sperrin_B4,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20001945,Faughan_G7,Faughan,STRABANE AREA B,GLENELLY,GLENELLY,Faughan
N20001950,Sperrin_B3,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20001947,Sperrin_B1,Sperrin,STRABANE AREA B,GLENELLY,GLENELLY,Sperrin
N20001940,Faughan_G5,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001939,Faughan_G4,Faughan,STRABANE AREA B,GLENELLY,GLENELLY,Faughan
N20001941,Faughan_G6,Faughan,STRABANE AREA B,GLENELLY,GLENELLY,Faughan
N20001767,The_Moor_H3,The Moor,LONDONDERRY AREA C,NORTHLAND,NORTHLAND,The Moor
N20001928,Faughan_F1,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001930,Faughan_F2,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001933,Faughan_F5,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001932,Faughan_F4,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001934,Faughan_F6,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001931,Faughan_F3,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001904,Waterside_L4,Waterside,LONDONDERRY AREA A,RURAL,RURAL,Waterside
N20001925,Faughan_G1,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001926,Faughan_G2,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001763,The_Moor_D6,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001762,The_Moor_E2,The Moor,LONDONDERRY AREA C,CITYSIDE,CITYSIDE,The Moor
N20001765,The_Moor_F4,The Moor,LONDONDERRY AREA D,CITYSIDE,CITYSIDE,The Moor
N20001766,The_Moor_F5,The Moor,LONDONDERRY AREA D,CITYSIDE,CITYSIDE,The Moor
N20001889,Waterside_L3,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001764,The_Moor_G4,The Moor,LONDONDERRY AREA D,NORTHLAND,NORTHLAND,The Moor
N20001887,Waterside_N1,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001883,Waterside_L2,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001882,Waterside_G4,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001886,Waterside_J1,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001885,Waterside_G5,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001895,Waterside_J2,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001896,Waterside_J3,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001892,Waterside_N3,Waterside,LONDONDERRY AREA A,RURAL,RURAL,Waterside
N20001890,Waterside_N2,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001901,Waterside_N4,Waterside,LONDONDERRY AREA A,RURAL,RURAL,Waterside
N20001900,Waterside_J4,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001897,Waterside_K3,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001902,Waterside_P1,Waterside,LONDONDERRY AREA A,RURAL,RURAL,Waterside
N20001907,Waterside_P5,Waterside,LONDONDERRY AREA A,RURAL,RURAL,Waterside
N20001905,Waterside_P3,Waterside,LONDONDERRY AREA A,RURAL,WATERSIDE,Waterside
N20001903,Waterside_P2,Waterside,LONDONDERRY AREA A,RURAL,WATERSIDE,Waterside
N20001906,Waterside_P4,Waterside,LONDONDERRY AREA A,RURAL,WATERSIDE,Waterside
N20001891,Waterside_H3,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001884,Waterside_H1,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001888,Waterside_H2,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001894,Waterside_K2,Waterside,LONDONDERRY AREA B,WATERSIDE,WATERSIDE,Waterside
N20001893,Waterside_K1,Waterside,LONDONDERRY AREA A,RURAL,WATERSIDE,Waterside
N20001898,Waterside_K4,Waterside,LONDONDERRY AREA A,RURAL,WATERSIDE,Waterside
N20001899,Waterside_K5,Waterside,LONDONDERRY AREA A,RURAL,WATERSIDE,Waterside
N20001929,Faughan_E3,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001935,Faughan_G3,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001938,Faughan_E6,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001937,Faughan_E5,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001944,Faughan_H3,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001942,Faughan_H1,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001943,Faughan_H2,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001936,Faughan_E4,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001924,Faughan_D5,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001927,Faughan_E2,Faughan,LONDONDERRY AREA A,RURAL,RURAL,Faughan
N20001465,Benbradagh_D6,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001477,Benbradagh_E5,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001472,Benbradagh_E4,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001946,Sperrin_A1,Sperrin,LONDONDERRY AREA A,RURAL,RURAL,Sperrin
N20001949,Sperrin_A2,Sperrin,LONDONDERRY AREA A,RURAL,RURAL,Sperrin
N20001956,Sperrin_F2,Sperrin,LONDONDERRY AREA A,RURAL,RURAL,Sperrin
N20001953,Sperrin_A3,Sperrin,LONDONDERRY AREA A,RURAL,RURAL,Sperrin
N20001479,Benbradagh_E6,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001480,Benbradagh_G3,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20002862,Carntogher_D4,Carntogher,MAGHERAFELT AREA A,SPERRIN,SPERRIN,Carntogher
N20001478,Benbradagh_G2,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001476,Benbradagh_F7,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001475,Benbradagh_F6,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001473,Benbradagh_F4,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001471,Benbradagh_F3,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001474,Benbradagh_F5,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001468,Benbradagh_E3,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001469,Benbradagh_F1,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001470,Benbradagh_F2,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001467,Benbradagh_E2,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001464,Benbradagh_E1,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001466,Benbradagh_G1,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001512,Limavady_F3,Limavady,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Limavady
N20001511,Limavady_F2,Limavady,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Limavady
N20001508,Limavady_G2,Limavady,LIMAVADY AREA B,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001506,Limavady_D6,Limavady,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
N20001501,Limavady_D4,Limavady,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
N20001503,Limavady_D5,Limavady,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
N20001502,Limavady_C5,Limavady,LIMAVADY AREA A,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001497,Limavady_D3,Limavady,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
N20001491,Limavady_D1,Limavady,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
N20001492,Limavady_D2,Limavady,LIMAVADY AREA A,BELLARENA,BELLARENA,Limavady
N20001487,Limavady_C1,Limavady,LIMAVADY AREA A,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001486,Limavady_B1,Limavady,LIMAVADY AREA A,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001488,Limavady_B2,Limavady,LIMAVADY AREA A,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001493,Limavady_B4,Limavady,LIMAVADY AREA A,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001495,Limavady_E1,Limavady,LIMAVADY AREA A,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001490,Limavady_B3,Limavady,LIMAVADY AREA A,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001489,Limavady_C2,Limavady,LIMAVADY AREA A,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001494,Limavady_C3,Limavady,LIMAVADY AREA A,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001499,Limavady_C4,Limavady,LIMAVADY AREA A,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001505,Limavady_G1,Limavady,LIMAVADY AREA A,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001504,Limavady_E5,Limavady,LIMAVADY AREA A,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001500,Limavady_E4,Limavady,LIMAVADY AREA A,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001496,Limavady_E2,Limavady,LIMAVADY AREA A,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001498,Limavady_E3,Limavady,LIMAVADY AREA A,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001509,Limavady_E7,Limavady,LIMAVADY AREA A,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001507,Limavady_E6,Limavady,LIMAVADY AREA B,LIMAVADY TOWN,LIMAVADY TOWN,Limavady
N20001510,Limavady_G3,Limavady,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Limavady
N20001457,Benbradagh_B2,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
N20001459,Benbradagh_B3,Benbradagh,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Benbradagh
N20001513,Limavady_F4,Limavady,LIMAVADY AREA B,BENBRADAGH,BENBRADAGH,Limavady
N20001461,Benbradagh_D3,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
N20001463,Benbradagh_D5,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
N20001462,Benbradagh_D4,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
N20001460,Benbradagh_D2,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
N20001458,Benbradagh_D1,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
N20001455,Benbradagh_C2,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
N20001454,Benbradagh_C1,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
N20001456,Benbradagh_C3,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
N20001448,Benbradagh_A2,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
N20001450,Benbradagh_A4,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
N20001453,Benbradagh_A7,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
N20001452,Benbradagh_A6,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
N20001447,Benbradagh_A1,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
N20001451,Benbradagh_A5,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
N20001449,Benbradagh_A3,Benbradagh,LIMAVADY AREA A,BELLARENA,BELLARENA,Benbradagh
