Geography,SA2011,LGD,MDM_rank,Income_rank,Employment_rank,MDM_decile
Magheralave_2,N00003461,Lisburn and Castlereagh,3936,4029,2870,9
Magheralave_2,N00003462,Lisburn and Castlereagh,4452,4357,4231,10
Maze_1,N00003463,Lisburn and Castlereagh,3834,2807,4446,9
Maze_1,N00003464,Lisburn and Castlereagh,4152,3465,3375,10
Maze_1,N00003465,Lisburn and Castlereagh,2535,2976,1445,6
Maze_1,N00003466,Lisburn and Castlereagh,2951,1246,3482,7
Maze_1,N00003467,Lisburn and Castlereagh,4260,3901,4250,10
Maze_1,N00003468,Lisburn and Castlereagh,4157,4036,4154,10
Maze_2,N00003469,Lisburn and Castlereagh,2471,3150,2795,6
Maze_2,N00003470,Lisburn and Castlereagh,3874,3879,4229,9
Maze_2,N00003471,Lisburn and Castlereagh,1784,1326,1867,4
Maze_2,N00003472,Lisburn and Castlereagh,3625,3332,3475,8
Maze_2,N00003473,Lisburn and Castlereagh,3066,3776,2387,7
Moira_1,N00003474,Lisburn and Castlereagh,4228,3508,4449,10
Moira_1,N00003475,Lisburn and Castlereagh,3974,3263,4146,9
Moira_1,N00003476,Lisburn and Castlereagh,3764,2607,4122,9
Moira_1,N00003477,Lisburn and Castlereagh,3809,3779,3579,9
Moira_2,N00003478,Lisburn and Castlereagh,4054,3456,3836,9
Moira_2,N00003479,Lisburn and Castlereagh,4373,3673,4378,10
Moira_2,N00003480,Lisburn and Castlereagh,1121,1541,972,3
Moira_2,N00003481,Lisburn and Castlereagh,4060,3009,3643,9
Moira_2,N00003482,Lisburn and Castlereagh,2479,4329,1542,6
Old Warren,N00003483,Lisburn and Castlereagh,1475,2206,1483,4
Old Warren,N00003484,Lisburn and Castlereagh,322,96,944,1
Old Warren,N00003485,Lisburn and Castlereagh,2117,3531,1962,5
Old Warren,N00003486,Lisburn and Castlereagh,1159,1660,1232,3
Old Warren,N00003487,Lisburn and Castlereagh,1042,1055,1088,3
Old Warren,N00003488,Lisburn and Castlereagh,696,832,911,2
Old Warren,N00003489,Lisburn and Castlereagh,598,766,741,2
Poleglass_1,N00003490,Belfast,202,2240,110,1
Poleglass_1,N00003491,Belfast,171,700,87,1
Poleglass_1,N00003492,Belfast,587,1071,557,2
Poleglass_1,N00003493,Belfast,563,1247,588,2
Poleglass_2,N00003494,Belfast,2502,3131,1528,6
Poleglass_2,N00003495,Belfast,3383,3991,2222,8
Poleglass_2,N00003496,Belfast,1532,1304,1348,4
Seymour Hill,N00003497,Lisburn and Castlereagh,1320,2032,1076,3
Seymour Hill,N00003498,Lisburn and Castlereagh,1946,1582,1733,5
Seymour Hill,N00003499,Lisburn and Castlereagh,2120,3697,1677,5
Seymour Hill,N00003500,Belfast,2484,1339,2000,6
Seymour Hill,N00003501,Belfast,3108,3056,2613,7
Seymour Hill,N00003502,Lisburn and Castlereagh,860,3170,275,2
Seymour Hill,N00003503,Belfast,2760,2169,2626,7
Seymour Hill,N00003504,Belfast,4322,4396,4039,10
Seymour Hill,N00003505,Lisburn and Castlereagh,737,347,931,2
Tonagh,N00003506,Lisburn and Castlereagh,1518,3138,992,4
Tonagh,N00003507,Lisburn and Castlereagh,1295,2092,961,3
Tonagh,N00003508,Lisburn and Castlereagh,805,404,1313,2
Tonagh,N00003509,Lisburn and Castlereagh,3760,4509,2751,9
Tonagh,N00003510,Lisburn and Castlereagh,1813,3259,1789,4
Tonagh,N00003511,Lisburn and Castlereagh,949,463,1505,3
Tonagh,N00003512,Lisburn and Castlereagh,1774,1436,2144,4
Tonagh,N00003513,Lisburn and Castlereagh,1500,1505,1426,4
Twinbrook_1,N00003514,Belfast,626,2806,308,2
Twinbrook_1,N00003515,Belfast,149,142,345,1
Twinbrook_1,N00003516,Belfast,148,164,442,1
Twinbrook_2,N00003517,Belfast,403,1254,130,1
Twinbrook_2,N00003518,Belfast,252,683,280,1
Twinbrook_2,N00003519,Belfast,201,173,299,1
Twinbrook_2,N00003520,Belfast,263,447,338,1
Wallace Park_1,N00003521,Lisburn and Castlereagh,4369,4380,4536,10
Wallace Park_1,N00003522,Lisburn and Castlereagh,4287,4338,3393,10
Wallace Park_2,N00003523,Lisburn and Castlereagh,4340,4115,4323,10
Wallace Park_2,N00003524,Lisburn and Castlereagh,4019,3306,3717,9
Wallace Park_2,N00003525,Lisburn and Castlereagh,4355,4274,3759,10
Wallace Park_2,N00003526,Lisburn and Castlereagh,4241,4312,4268,10
Ballymaguigan,N00003527,Mid Ulster,3229,3553,3501,8
Ballymaguigan,N00003528,Mid Ulster,3621,3584,3966,8
Ballymaguigan,N00003529,Mid Ulster,2439,1866,2853,6
Ballymaguigan,N00003530,Mid Ulster,2233,1265,3214,5
Ballymaguigan,N00003531,Mid Ulster,3657,3389,3268,9
Bellaghy,N00003532,Mid Ulster,3264,2223,3439,8
Bellaghy,N00003533,Mid Ulster,1994,748,2805,5
Bellaghy,N00003534,Mid Ulster,1337,827,1603,3
Bellaghy,N00003535,Mid Ulster,3294,3220,3248,8
Bellaghy,N00003536,Mid Ulster,2441,2329,2932,6
Bellaghy,N00003537,Mid Ulster,2081,2898,1515,5
Castledawson_1,N00003538,Mid Ulster,3189,3483,3164,8
Castledawson_1,N00003539,Mid Ulster,3628,3253,3736,8
Castledawson_1,N00003540,Mid Ulster,2911,3495,2331,7
Castledawson_1,N00003541,Mid Ulster,2259,3122,1713,5
Castledawson_1,N00003542,Mid Ulster,328,424,524,1
Castledawson_2,N00003543,Mid Ulster,3404,2830,3091,8
Castledawson_2,N00003544,Mid Ulster,1853,1653,1324,5
Castledawson_2,N00003545,Mid Ulster,3111,2784,2692,7
Castledawson_2,N00003546,Mid Ulster,3188,2297,2854,8
Draperstown,N00003547,Mid Ulster,1949,841,2503,5
Draperstown,N00003548,Mid Ulster,2100,1666,2019,5
Draperstown,N00003549,Mid Ulster,1375,1230,2007,4
Glebe_1,N00003550,Mid Ulster,4039,3197,4099,9
Glebe_1,N00003551,Mid Ulster,4040,3886,3458,9
Glebe_1,N00003552,Mid Ulster,1823,1314,1956,5
Glebe_1,N00003553,Mid Ulster,3213,1472,3306,8
Glebe_2,N00003554,Mid Ulster,1068,1410,952,3
Glebe_2,N00003555,Mid Ulster,1903,3161,1634,5
Glebe_2,N00003556,Mid Ulster,1396,1496,1134,4
Gulladuff,N00003557,Mid Ulster,889,3654,720,2
Gulladuff,N00003558,Mid Ulster,2976,2336,3471,7
Gulladuff,N00003559,Mid Ulster,2475,1452,2726,6
Gulladuff,N00003560,Mid Ulster,3434,3043,3864,8
Gulladuff,N00003561,Mid Ulster,3002,2896,3806,7
Gulladuff,N00003562,Mid Ulster,2524,2666,1655,6
Knockcloghrim,N00003563,Mid Ulster,1962,2222,1880,5
Knockcloghrim,N00003564,Mid Ulster,3612,4202,3879,8
Knockcloghrim,N00003565,Mid Ulster,3700,2886,3904,9
Knockcloghrim,N00003566,Mid Ulster,2698,1825,2877,6
Knockcloghrim,N00003567,Mid Ulster,3626,3874,3664,8
Knockcloghrim,N00003568,Mid Ulster,3401,4230,4046,8
Lecumpher,N00003569,Mid Ulster,3389,4391,4242,8
Lecumpher,N00003570,Mid Ulster,2847,2814,3300,7
Lecumpher,N00003571,Mid Ulster,2598,2058,3005,6
Lecumpher,N00003572,Mid Ulster,2584,2253,2841,6
Lecumpher,N00003573,Mid Ulster,2090,721,3137,5
Lecumpher,N00003574,Mid Ulster,1535,403,3161,4
Lower Glenshane_1,N00003575,Mid Ulster,2482,2612,2939,6
Lower Glenshane_1,N00003576,Mid Ulster,2876,2479,3450,7
Lower Glenshane_1,N00003577,Mid Ulster,2322,2913,1687,6
Lower Glenshane_2,N00003578,Mid Ulster,3208,2724,3356,8
Lower Glenshane_2,N00003579,Mid Ulster,2640,1858,3746,6
Lower Glenshane_2,N00003580,Mid Ulster,4027,3894,3874,9
Maghera,N00003581,Mid Ulster,1372,631,2053,4
Maghera,N00003582,Mid Ulster,2365,1569,2336,6
Maghera,N00003583,Mid Ulster,1965,1549,1644,5
Maghera,N00003584,Mid Ulster,1291,2047,912,3
Maghera,N00003585,Mid Ulster,1677,2123,1355,4
Maghera,N00003586,Mid Ulster,745,382,1151,2
Swatragh_1,N00003587,Mid Ulster,2994,1960,3201,7
Swatragh_1,N00003588,Mid Ulster,1739,658,2675,4
Swatragh_1,N00003589,Mid Ulster,3168,3687,2269,7
Swatragh_2,N00003590,Mid Ulster,2342,1303,3522,6
Swatragh_2,N00003591,Mid Ulster,2390,1818,2397,6
Swatragh_2,N00003592,Mid Ulster,2541,2242,3159,6
Tobermore,N00003593,Mid Ulster,2857,3391,3019,7
Tobermore,N00003594,Mid Ulster,2554,3016,2122,6
Tobermore,N00003595,Mid Ulster,3007,2755,3496,7
Tobermore,N00003596,Mid Ulster,2586,1921,3148,6
Tobermore,N00003597,Mid Ulster,2533,2056,2582,6
Town Parks East_1,N00003598,Mid Ulster,3348,1336,4136,8
Town Parks East_1,N00003599,Mid Ulster,2335,2633,1780,6
Town Parks East_1,N00003600,Mid Ulster,747,355,1450,2
Town Parks East_1,N00003601,Mid Ulster,3620,2427,3438,8
Town Parks East_2,N00003602,Mid Ulster,1398,574,1818,4
Town Parks East_2,N00003603,Mid Ulster,3118,3818,2286,7
Town Parks East_2,N00003604,Mid Ulster,1537,1199,1451,4
Town Parks East_2,N00003605,Mid Ulster,345,1093,361,1
Town Parks West,N00003606,Mid Ulster,3474,3047,3068,8
Town Parks West,N00003607,Mid Ulster,4348,4280,3972,10
Town Parks West,N00003608,Mid Ulster,2474,1688,2070,6
Town Parks West,N00003609,Mid Ulster,1548,2401,1096,4
Town Parks West,N00003610,Mid Ulster,1698,1183,1654,4
Town Parks West,N00003611,Mid Ulster,1611,2679,1430,4
Upperlands,N00003612,Mid Ulster,2875,1435,3145,7
Upperlands,N00003613,Mid Ulster,2147,2076,2642,5
Upperlands,N00003614,Mid Ulster,2006,1051,2989,5
Upperlands,N00003615,Mid Ulster,1513,925,2023,4
Upperlands,N00003616,Mid Ulster,1687,1311,2352,4
Upperlands,N00003617,Mid Ulster,1227,1375,1286,3
Valley,N00003618,Mid Ulster,1737,1058,2914,4
Valley,N00003619,Mid Ulster,2710,2634,2771,6
Valley,N00003620,Mid Ulster,3174,2300,3303,7
Valley,N00003621,Mid Ulster,1880,741,2454,5
Valley,N00003622,Mid Ulster,2855,2033,3018,7
Valley,N00003623,Mid Ulster,2014,2729,1365,5
Armoy_&_Moss-side and Moyarget,N00003624,Causeway Coast and Glens,1656,958,2611,4
Armoy_&_Moss-side and Moyarget,N00003625,Causeway Coast and Glens,808,554,1004,2
Ballylough_&_Bushmills,N00003626,Causeway Coast and Glens,2629,1601,3769,6
Ballylough_&_Bushmills,N00003627,Causeway Coast and Glens,743,292,1192,2
Ballylough_&_Bushmills,N00003628,Causeway Coast and Glens,2610,2373,2158,6
Bonamargy and Rathlin_&_Glenshesk,N00003629,Causeway Coast and Glens,2214,1495,1800,5
Bonamargy and Rathlin_&_Glenshesk,N00003630,Causeway Coast and Glens,2291,1750,1952,6
Ballylough_&_Bushmills,N00003631,Causeway Coast and Glens,573,385,991,2
Ballylough_&_Bushmills,N00003632,Causeway Coast and Glens,2869,2360,2637,7
Ballylough_&_Bushmills,N00003633,Causeway Coast and Glens,41,17,240,1
Carnmoon_&_Dunseverick,N00003634,Causeway Coast and Glens,810,281,1281,2
Carnmoon_&_Dunseverick,N00003635,Causeway Coast and Glens,2174,2942,1662,5
Carnmoon_&_Dunseverick,N00003636,Causeway Coast and Glens,1927,1041,3077,5
Dalriada,N00003637,Causeway Coast and Glens,3870,3715,2904,9
Dalriada,N00003638,Causeway Coast and Glens,3369,3011,3076,8
Dalriada,N00003639,Causeway Coast and Glens,3273,2119,2827,8
Dalriada,N00003640,Causeway Coast and Glens,1001,1337,599,3
Carnmoon_&_Dunseverick,N00003641,Causeway Coast and Glens,1697,759,3266,4
Carnmoon_&_Dunseverick,N00003642,Causeway Coast and Glens,876,297,2022,2
Glenaan_&_Glendun,N00003643,Causeway Coast and Glens,2091,1962,2050,5
Glenaan_&_Glendun,N00003644,Causeway Coast and Glens,3493,1747,4117,8
Glenaan_&_Glendun,N00003645,Causeway Coast and Glens,2406,2794,1884,6
Glenariff,N00003646,Causeway Coast and Glens,2283,1490,2192,6
Glenariff,N00003647,Causeway Coast and Glens,2574,1842,2850,6
Glenariff,N00003648,Causeway Coast and Glens,2526,2767,2719,6
Glenaan_&_Glendun,N00003649,Causeway Coast and Glens,2630,2077,3462,6
Glenaan_&_Glendun,N00003650,Causeway Coast and Glens,2105,1432,2437,5
Glenaan_&_Glendun,N00003651,Causeway Coast and Glens,1586,1297,2054,4
Bonamargy and Rathlin_&_Glenshesk,N00003652,Causeway Coast and Glens,1490,1340,2194,4
Bonamargy and Rathlin_&_Glenshesk,N00003653,Causeway Coast and Glens,3391,3371,3528,8
Glentaisie_&_Kinbane,N00003654,Causeway Coast and Glens,609,299,892,2
Glentaisie_&_Kinbane,N00003655,Causeway Coast and Glens,405,465,203,1
Glentaisie_&_Kinbane,N00003656,Causeway Coast and Glens,1183,212,2342,3
Glentaisie_&_Kinbane,N00003657,Causeway Coast and Glens,806,326,982,2
Glentaisie_&_Kinbane,N00003658,Causeway Coast and Glens,1790,1301,1874,4
Glentaisie_&_Kinbane,N00003659,Causeway Coast and Glens,1006,337,2004,3
Knocklayd,N00003660,Causeway Coast and Glens,2462,2288,2003,6
Knocklayd,N00003661,Causeway Coast and Glens,1792,1592,1346,4
Knocklayd,N00003662,Causeway Coast and Glens,567,478,408,2
Knocklayd,N00003663,Causeway Coast and Glens,983,1596,609,3
Knocklayd,N00003664,Causeway Coast and Glens,1468,563,1883,4
Armoy_&_Moss-side and Moyarget,N00003665,Causeway Coast and Glens,1049,732,1371,3
Armoy_&_Moss-side and Moyarget,N00003666,Causeway Coast and Glens,1113,640,1357,3
Annalong_1,N00003667,"Newry, Mourne and Down",2766,2531,2614,7
Annalong_1,N00003668,"Newry, Mourne and Down",2171,1010,2987,5
Annalong_1,N00003669,"Newry, Mourne and Down",1584,699,3168,4
Annalong_1,N00003670,"Newry, Mourne and Down",1558,1090,2082,4
Annalong_2,N00003671,"Newry, Mourne and Down",434,453,450,1
Annalong_2,N00003672,"Newry, Mourne and Down",1098,209,2108,3
Annalong_2,N00003673,"Newry, Mourne and Down",2258,3628,1811,5
Annalong_2,N00003674,"Newry, Mourne and Down",2421,860,3758,6
Annalong_2,N00003675,"Newry, Mourne and Down",890,494,1497,2
Ballybot,N00003676,"Newry, Mourne and Down",838,1555,493,2
Ballybot,N00003677,"Newry, Mourne and Down",1059,2279,829,3
Ballybot,N00003678,"Newry, Mourne and Down",1168,2900,762,3
Ballybot,N00003679,"Newry, Mourne and Down",905,675,806,2
Ballybot,N00003680,"Newry, Mourne and Down",401,695,300,1
Ballybot,N00003681,"Newry, Mourne and Down",578,1377,969,2
Ballybot,N00003682,"Newry, Mourne and Down",187,2318,27,1
Bessbrook,N00003683,"Newry, Mourne and Down",789,422,947,2
Bessbrook,N00003684,"Newry, Mourne and Down",445,2060,336,1
Bessbrook,N00003685,"Newry, Mourne and Down",2224,2443,1873,5
Bessbrook,N00003686,"Newry, Mourne and Down",1112,1820,786,3
Bessbrook,N00003687,"Newry, Mourne and Down",1915,1912,1729,5
Bessbrook,N00003688,"Newry, Mourne and Down",1122,1544,1545,3
Bessbrook,N00003689,"Newry, Mourne and Down",230,2051,193,1
Binnian,N00003690,"Newry, Mourne and Down",2470,2290,2306,6
Binnian,N00003691,"Newry, Mourne and Down",1216,444,2645,3
Binnian,N00003692,"Newry, Mourne and Down",1630,735,2652,4
Binnian,N00003693,"Newry, Mourne and Down",2399,2044,2442,6
Binnian,N00003694,"Newry, Mourne and Down",1508,298,2992,4
Binnian,N00003695,"Newry, Mourne and Down",2871,2239,2741,7
Binnian,N00003696,"Newry, Mourne and Down",1200,596,2277,3
Burren and Kilbroney_1,N00003697,"Newry, Mourne and Down",2161,1440,2837,5
Burren and Kilbroney_1,N00003698,"Newry, Mourne and Down",2550,2145,2635,6
Burren and Kilbroney_1,N00003699,"Newry, Mourne and Down",2047,691,2772,5
Burren and Kilbroney_1,N00003700,"Newry, Mourne and Down",2616,1696,2934,6
Burren and Kilbroney_2,N00003701,"Newry, Mourne and Down",3537,3375,3651,8
Burren and Kilbroney_2,N00003702,"Newry, Mourne and Down",3582,1986,4251,8
Burren and Kilbroney_2,N00003703,"Newry, Mourne and Down",2958,1382,3506,7
Burren and Kilbroney_2,N00003704,"Newry, Mourne and Down",2210,1057,2509,5
Camlough,N00003705,"Newry, Mourne and Down",1430,893,1606,4
Camlough,N00003706,"Newry, Mourne and Down",1018,508,913,3
Camlough,N00003707,"Newry, Mourne and Down",2324,1599,2497,6
Camlough,N00003708,"Newry, Mourne and Down",2115,1455,1766,5
Camlough,N00003709,"Newry, Mourne and Down",1771,1482,1555,4
Camlough,N00003710,"Newry, Mourne and Down",1526,1528,1089,4
Camlough,N00003711,"Newry, Mourne and Down",1260,272,2212,3
Clonallan_1,N00003712,"Newry, Mourne and Down",1679,1464,1423,4
Clonallan_1,N00003713,"Newry, Mourne and Down",1818,2638,1368,5
Clonallan_1,N00003714,"Newry, Mourne and Down",356,327,446,1
Clonallan_1,N00003715,"Newry, Mourne and Down",1891,3192,971,5
Clonallan_1,N00003716,"Newry, Mourne and Down",395,83,1174,1
Clonallan_1,N00003717,"Newry, Mourne and Down",937,430,1535,3
Clonallan_2,N00003718,"Newry, Mourne and Down",2612,1801,2101,6
Clonallan_2,N00003719,"Newry, Mourne and Down",2842,1146,3244,7
Clonallan_2,N00003720,"Newry, Mourne and Down",3575,4153,2848,8
Creggan,N00003721,"Newry, Mourne and Down",840,148,1582,2
Creggan,N00003722,"Newry, Mourne and Down",731,77,1985,2
Creggan,N00003723,"Newry, Mourne and Down",835,64,2382,2
Creggan,N00003724,"Newry, Mourne and Down",555,144,1373,2
Creggan,N00003725,"Newry, Mourne and Down",928,577,874,3
Creggan,N00003726,"Newry, Mourne and Down",561,103,1601,2
Creggan,N00003727,"Newry, Mourne and Down",103,5,147,1
Crossmaglen,N00003728,"Newry, Mourne and Down",1045,302,2183,3
Crossmaglen,N00003729,"Newry, Mourne and Down",759,167,1086,2
Crossmaglen,N00003730,"Newry, Mourne and Down",589,109,1620,2
Crossmaglen,N00003731,"Newry, Mourne and Down",1213,379,1696,3
Crossmaglen,N00003732,"Newry, Mourne and Down",144,76,143,1
Crossmaglen,N00003733,"Newry, Mourne and Down",151,33,231,1
Daisy hill_1,N00003734,"Newry, Mourne and Down",1570,2308,1226,4
Daisy hill_1,N00003735,"Newry, Mourne and Down",562,1647,713,2
Daisy hill_1,N00003736,"Newry, Mourne and Down",1228,1352,1475,3
Daisy hill_1,N00003737,"Newry, Mourne and Down",1081,3773,536,3
Daisy hill_2,N00003738,"Newry, Mourne and Down",377,663,525,1
Daisy hill_2,N00003739,"Newry, Mourne and Down",785,239,1428,2
Daisy hill_2,N00003740,"Newry, Mourne and Down",570,531,716,2
Daisy hill_2,N00003741,"Newry, Mourne and Down",158,137,388,1
Daisy hill_2,N00003742,"Newry, Mourne and Down",1273,3610,754,3
Derryleckagh_1,N00003743,"Newry, Mourne and Down",3399,2834,3033,8
Derryleckagh_1,N00003744,"Newry, Mourne and Down",3122,2646,2499,7
Derryleckagh_1,N00003745,"Newry, Mourne and Down",3431,2354,4213,8
Derryleckagh_1,N00003746,"Newry, Mourne and Down",3113,2407,2263,7
Derryleckagh_1,N00003747,"Newry, Mourne and Down",2739,1746,2789,7
Derryleckagh_2,N00003748,"Newry, Mourne and Down",1676,664,2280,4
Derryleckagh_2,N00003749,"Newry, Mourne and Down",1509,315,2077,4
Derryleckagh_2,N00003750,"Newry, Mourne and Down",3451,2158,3428,8
Derryleckagh_2,N00003751,"Newry, Mourne and Down",3662,3350,3143,9
Derryleckagh_2,N00003752,"Newry, Mourne and Down",3141,2999,2395,7
Derrymore_1,N00003753,"Newry, Mourne and Down",1333,799,1444,3
Derrymore_1,N00003754,"Newry, Mourne and Down",2403,952,3839,6
Derrymore_1,N00003755,"Newry, Mourne and Down",1897,1089,2707,5
Derrymore_1,N00003756,"Newry, Mourne and Down",18,287,152,1
Derrymore_2,N00003757,"Newry, Mourne and Down",2363,3548,1257,6
Derrymore_2,N00003758,"Newry, Mourne and Down",1564,499,2303,4
Derrymore_2,N00003759,"Newry, Mourne and Down",1276,1809,839,3
Derrymore_2,N00003760,"Newry, Mourne and Down",670,1586,574,2
Donaghmore_1,N00003761,"Newry, Mourne and Down",1830,1431,1656,5
Donaghmore_1,N00003762,"Newry, Mourne and Down",2215,1223,3198,5
Donaghmore_1,N00003763,"Newry, Mourne and Down",1913,621,3618,5
Donaghmore_1,N00003764,"Newry, Mourne and Down",2028,1176,2774,5
Donaghmore_2,N00003765,"Newry, Mourne and Down",1958,912,2712,5
Donaghmore_2,N00003766,"Newry, Mourne and Down",2514,1613,2734,6
Donaghmore_2,N00003767,"Newry, Mourne and Down",2979,2071,3310,7
Drumalane_1,N00003768,"Newry, Mourne and Down",3313,2141,3006,8
Drumalane_1,N00003769,"Newry, Mourne and Down",1478,1526,1120,4
Drumalane_1,N00003770,"Newry, Mourne and Down",1010,1639,1219,3
Drumalane_1,N00003771,"Newry, Mourne and Down",1551,1134,1397,4
Drumalane_2,N00003772,"Newry, Mourne and Down",278,2198,63,1
Drumalane_2,N00003773,"Newry, Mourne and Down",1011,380,1667,3
Drumalane_2,N00003774,"Newry, Mourne and Down",2110,1209,2768,5
Drumalane_2,N00003775,"Newry, Mourne and Down",3136,1414,3480,7
Drumgullion_1,N00003776,"Newry, Mourne and Down",2411,2586,1646,6
Drumgullion_1,N00003777,"Newry, Mourne and Down",638,581,778,2
Drumgullion_1,N00003778,"Newry, Mourne and Down",399,261,650,1
Drumgullion_1,N00003779,"Newry, Mourne and Down",163,254,262,1
Drumgullion_2,N00003780,"Newry, Mourne and Down",3283,3118,2644,8
Drumgullion_2,N00003781,"Newry, Mourne and Down",2257,3103,1386,5
Drumgullion_2,N00003782,"Newry, Mourne and Down",3310,3516,3142,8
Drumgullion_2,N00003783,"Newry, Mourne and Down",2097,3073,1509,5
Fathom,N00003784,"Newry, Mourne and Down",1077,1029,526,3
Fathom,N00003785,"Newry, Mourne and Down",2199,792,2993,5
Fathom,N00003786,"Newry, Mourne and Down",2489,1850,2511,6
Fathom,N00003787,"Newry, Mourne and Down",2112,1007,2736,5
Fathom,N00003788,"Newry, Mourne and Down",1336,992,1121,3
Fathom,N00003789,"Newry, Mourne and Down",1673,680,3237,4
Fathom,N00003790,"Newry, Mourne and Down",499,286,700,2
Forkhill_1,N00003791,"Newry, Mourne and Down",1674,947,1744,4
Forkhill_1,N00003792,"Newry, Mourne and Down",1047,839,985,3
Forkhill_1,N00003793,"Newry, Mourne and Down",1847,637,2905,5
Forkhill_1,N00003794,"Newry, Mourne and Down",1377,1052,1260,4
Forkhill_2,N00003795,"Newry, Mourne and Down",978,247,1525,3
Forkhill_2,N00003796,"Newry, Mourne and Down",715,21,2365,2
Forkhill_2,N00003797,"Newry, Mourne and Down",751,174,1472,2
Forkhill_2,N00003798,"Newry, Mourne and Down",776,288,1005,2
Kilkeel Central_1,N00003799,"Newry, Mourne and Down",2986,3092,2412,7
Kilkeel Central_1,N00003800,"Newry, Mourne and Down",3224,1587,3223,8
Kilkeel Central_1,N00003801,"Newry, Mourne and Down",1997,894,2681,5
Kilkeel Central_1,N00003802,"Newry, Mourne and Down",3240,2909,2186,8
Kilkeel Central_1,N00003803,"Newry, Mourne and Down",2237,2030,2065,5
Kilkeel Central_2,N00003804,"Newry, Mourne and Down",2494,1269,3330,6
Kilkeel Central_2,N00003805,"Newry, Mourne and Down",1935,3281,1100,5
Kilkeel Central_2,N00003806,"Newry, Mourne and Down",1235,2501,746,3
Kilkeel Central_2,N00003807,"Newry, Mourne and Down",750,2567,413,2
Kilkeel Central_2,N00003808,"Newry, Mourne and Down",1261,1859,1084,3
Kilkeel South_1,N00003809,"Newry, Mourne and Down",3417,2513,3766,8
Kilkeel South_1,N00003810,"Newry, Mourne and Down",667,2731,400,2
Kilkeel South_1,N00003811,"Newry, Mourne and Down",3363,3789,3154,8
Kilkeel South_1,N00003812,"Newry, Mourne and Down",1763,1598,1623,4
Kilkeel South_2,N00003813,"Newry, Mourne and Down",1634,911,2099,4
Kilkeel South_2,N00003814,"Newry, Mourne and Down",1180,806,1098,3
Kilkeel South_2,N00003815,"Newry, Mourne and Down",447,183,734,1
Kilkeel South_2,N00003816,"Newry, Mourne and Down",753,3450,370,2
Lisnacree,N00003817,"Newry, Mourne and Down",2636,2891,3455,6
Lisnacree,N00003818,"Newry, Mourne and Down",1429,1306,1751,4
Lisnacree,N00003819,"Newry, Mourne and Down",2158,2171,2542,5
Lisnacree,N00003820,"Newry, Mourne and Down",2167,2733,2842,5
Lisnacree,N00003821,"Newry, Mourne and Down",1155,368,2513,3
Lisnacree,N00003822,"Newry, Mourne and Down",1643,887,1792,4
Mayobridge_1,N00003823,"Newry, Mourne and Down",2870,1865,3071,7
Mayobridge_1,N00003824,"Newry, Mourne and Down",1309,244,2819,3
Mayobridge_1,N00003825,"Newry, Mourne and Down",2172,1904,1999,5
Mayobridge_2,N00003826,"Newry, Mourne and Down",3411,2348,3999,8
Mayobridge_2,N00003827,"Newry, Mourne and Down",2652,2675,2927,6
Newtownhamilton,N00003828,"Newry, Mourne and Down",1267,657,3157,3
Newtownhamilton,N00003829,"Newry, Mourne and Down",1426,764,2088,4
Newtownhamilton,N00003830,"Newry, Mourne and Down",940,370,2006,3
Newtownhamilton,N00003831,"Newry, Mourne and Down",1044,205,3689,3
Newtownhamilton,N00003832,"Newry, Mourne and Down",656,65,1827,2
Newtownhamilton,N00003833,"Newry, Mourne and Down",440,251,701,1
Rostrevor,N00003834,"Newry, Mourne and Down",738,878,607,2
Rostrevor,N00003835,"Newry, Mourne and Down",1834,1237,2169,5
Rostrevor,N00003836,"Newry, Mourne and Down",2752,2543,2071,7
Rostrevor,N00003837,"Newry, Mourne and Down",2396,1481,2495,6
Rostrevor,N00003838,"Newry, Mourne and Down",2304,933,3049,6
Rostrevor,N00003839,"Newry, Mourne and Down",2155,676,3924,5
Rostrevor,N00003840,"Newry, Mourne and Down",3010,2759,3013,7
Seaview_1,N00003841,"Newry, Mourne and Down",2921,2251,2384,7
Seaview_1,N00003842,"Newry, Mourne and Down",3169,1457,3202,7
Seaview_1,N00003843,"Newry, Mourne and Down",1821,2912,1353,5
Seaview_1,N00003844,"Newry, Mourne and Down",3548,1816,4236,8
Seaview_2,N00003845,"Newry, Mourne and Down",1344,384,1718,3
Seaview_2,N00003846,"Newry, Mourne and Down",1701,1732,1462,4
Seaview_2,N00003847,"Newry, Mourne and Down",1583,2176,1092,4
Seaview_2,N00003848,"Newry, Mourne and Down",1415,639,1540,4
Silver Bridge_1,N00003849,"Newry, Mourne and Down",976,354,1817,3
Silver Bridge_1,N00003850,"Newry, Mourne and Down",519,41,1333,2
Silver Bridge_1,N00003851,"Newry, Mourne and Down",685,43,1852,2
Silver Bridge_1,N00003852,"Newry, Mourne and Down",623,229,812,2
Silver Bridge_2,N00003853,"Newry, Mourne and Down",2109,1169,2248,5
Silver Bridge_2,N00003854,"Newry, Mourne and Down",1094,378,2247,3
Silver Bridge_2,N00003855,"Newry, Mourne and Down",1483,344,2259,4
Silver Bridge_2,N00003856,"Newry, Mourne and Down",1305,265,2213,3
Spelga,N00003857,"Newry, Mourne and Down",2289,1177,2981,6
Spelga,N00003858,"Newry, Mourne and Down",1761,997,2752,4
Spelga,N00003859,"Newry, Mourne and Down",1214,1038,1246,3
Spelga,N00003860,"Newry, Mourne and Down",1514,481,2129,4
