DZ2021_cd,DZ2021_nm,lgd1993,cath_1971,cath_1981,cath_1991,cath_2021,cath_growth_1971_2021
N20002613,Ballymena_E3,BALLYMENA,17.7,15.5,18.3,28.685,11.0
N20002617,Ballymena_G3,BALLYMENA,17.7,15.5,18.3,25.827,8.1
N20002624,Ballymena_F7,BALLYMENA,17.7,15.5,18.3,25.45,7.8
N20002630,Ballymena_K1,BALLYMENA,17.7,15.5,18.3,20.183,2.5
N20002628,Ballymena_G5,BALLYMENA,17.7,15.5,18.3,17.691,-0.0
N20002665,Braid_G1,BALLYMENA,17.7,15.5,18.3,4.478,-13.2
N20002666,Braid_G2,BALLYMENA,17.7,15.5,18.3,13.855,-3.8
N20002670,Braid_J2,BALLYMENA,17.7,15.5,18.3,7.194,-10.5
N20002669,Braid_G3,BALLYMENA,17.7,15.5,18.3,7.911,-9.8
N20002667,Braid_J1,BALLYMENA,17.7,15.5,18.3,13.143,-4.6
N20002672,Braid_J3,BALLYMENA,17.7,15.5,18.3,9.39,-8.3
N20002673,Braid_G5,BALLYMENA,17.7,15.5,18.3,2.477,-15.2
N20002671,Braid_G4,BALLYMENA,17.7,15.5,18.3,8.542,-9.2
N20002674,Braid_H3,BALLYMENA,17.7,15.5,18.3,20.046,2.3
N20002637,Ballymena_K6,BALLYMENA,17.7,15.5,18.3,11.331,-6.4
N20002638,Ballymena_K7,BALLYMENA,17.7,15.5,18.3,18.066,0.4
N20002581,Bannside_J1,BALLYMENA,17.7,15.5,18.3,29.589,11.9
N20002574,Bannside_F3,BALLYMENA,17.7,15.5,18.3,5.684,-12.0
N20002575,Bannside_F4,BALLYMENA,17.7,15.5,18.3,3.371,-14.3
N20002578,Bannside_G2,BALLYMENA,17.7,15.5,18.3,6.942,-10.8
N20002579,Bannside_G3,BALLYMENA,17.7,15.5,18.3,4.48,-13.2
N20002576,Bannside_G1,BALLYMENA,17.7,15.5,18.3,2.822,-14.9
N20002571,Bannside_F1,BALLYMENA,17.7,15.5,18.3,3.012,-14.7
N20002572,Bannside_F2,BALLYMENA,17.7,15.5,18.3,3.461,-14.2
N20002566,Bannside_E2,BALLYMENA,17.7,15.5,18.3,6.138,-11.6
N20002565,Bannside_E1,BALLYMENA,17.7,15.5,18.3,8.711,-9.0
N20002569,Bannside_E5,BALLYMENA,17.7,15.5,18.3,12.466,-5.2
N20002568,Bannside_E4,BALLYMENA,17.7,15.5,18.3,9.97,-7.7
N20002567,Bannside_E3,BALLYMENA,17.7,15.5,18.3,2.852,-14.8
N20002573,Bannside_E7,BALLYMENA,17.7,15.5,18.3,5.317,-12.4
N20002570,Bannside_E6,BALLYMENA,17.7,15.5,18.3,18.72,1.0
N20002635,Ballymena_K4,BALLYMENA,17.7,15.5,18.3,13.054,-4.6
N20002636,Ballymena_K5,BALLYMENA,17.7,15.5,18.3,11.071,-6.6
N20002634,Ballymena_K3,BALLYMENA,17.7,15.5,18.3,17.697,-0.0
N20002633,Ballymena_K2,BALLYMENA,17.7,15.5,18.3,17.864,0.2
N20002618,Ballymena_F4,BALLYMENA,17.7,15.5,18.3,17.676,-0.0
N20002623,Ballymena_F6,BALLYMENA,17.7,15.5,18.3,11.207,-6.5
N20002621,Ballymena_F5,BALLYMENA,17.7,15.5,18.3,14.219,-3.5
N20002610,Ballymena_F3,BALLYMENA,17.7,15.5,18.3,22.802,5.1
N20002607,Ballymena_F1,BALLYMENA,17.7,15.5,18.3,15.584,-2.1
N20002603,Ballymena_B6,BALLYMENA,17.7,15.5,18.3,22.57,4.9
N20002595,Ballymena_B2,BALLYMENA,17.7,15.5,18.3,29.31,11.6
N20002600,Ballymena_B5,BALLYMENA,17.7,15.5,18.3,14.617,-3.1
N20002609,Ballymena_F2,BALLYMENA,17.7,15.5,18.3,17.822,0.1
N20002655,Braid_C6,BALLYMENA,17.7,15.5,18.3,45.781,28.1
N20002653,Braid_C5,BALLYMENA,17.7,15.5,18.3,6.679,-11.0
N20002557,Bannside_B4,BALLYMENA,17.7,15.5,18.3,1.226,-16.5
N20002556,Bannside_B3,BALLYMENA,17.7,15.5,18.3,3.162,-14.5
N20002554,Bannside_B1,BALLYMENA,17.7,15.5,18.3,2.825,-14.9
N20002555,Bannside_B2,BALLYMENA,17.7,15.5,18.3,5.088,-12.6
N20002558,Bannside_B5,BALLYMENA,17.7,15.5,18.3,3.235,-14.5
N20002559,Bannside_B6,BALLYMENA,17.7,15.5,18.3,5.82,-11.9
N20002564,Bannside_A4,BALLYMENA,17.7,15.5,18.3,7.982,-9.7
N20002551,Bannside_A3,BALLYMENA,17.7,15.5,18.3,6.872,-10.8
N20002550,Bannside_C1,BALLYMENA,17.7,15.5,18.3,16.554,-1.1
N20002553,Bannside_C3,BALLYMENA,17.7,15.5,18.3,40.323,22.6
N20002563,Bannside_C4,BALLYMENA,17.7,15.5,18.3,9.582,-8.1
N20002577,Bannside_H1,BALLYMENA,17.7,15.5,18.3,56.826,39.1
N20002580,Bannside_H2,BALLYMENA,17.7,15.5,18.3,18.969,1.3
N20002583,Bannside_H3,BALLYMENA,17.7,15.5,18.3,65.961,48.3
N20002584,Bannside_J3,BALLYMENA,17.7,15.5,18.3,25.182,7.5
N20002586,Bannside_J4,BALLYMENA,17.7,15.5,18.3,20.923,3.2
N20002585,Bannside_H4,BALLYMENA,17.7,15.5,18.3,88.303,70.6
N20000007,Dunsilly_C1,ANTRIM,31.1,22.4,31.7,88.295,57.2
N20000015,Dunsilly_C2,ANTRIM,31.1,22.4,31.7,92.833,61.7
N20000022,Dunsilly_C3,ANTRIM,31.1,22.4,31.7,95.465,64.4
N20000003,Dunsilly_A2,ANTRIM,31.1,22.4,31.7,12.637,-18.5
N20000009,Dunsilly_A6,ANTRIM,31.1,22.4,31.7,20.301,-10.8
N20000008,Dunsilly_A5,ANTRIM,31.1,22.4,31.7,54.829,23.7
N20000012,Dunsilly_D2,ANTRIM,31.1,22.4,31.7,19.483,-11.6
N20000014,Dunsilly_D3,ANTRIM,31.1,22.4,31.7,36.561,5.5
N20000019,Dunsilly_D4,ANTRIM,31.1,22.4,31.7,45.547,14.4
N20000016,Dunsilly_E1,ANTRIM,31.1,22.4,31.7,53.642,22.5
N20000011,Dunsilly_D1,ANTRIM,31.1,22.4,31.7,23.81,-7.3
N20000017,Dunsilly_E2,ANTRIM,31.1,22.4,31.7,86.982,55.9
N20000018,Dunsilly_E3,ANTRIM,31.1,22.4,31.7,83.471,52.4
N20002582,Bannside_J2,BALLYMENA,17.7,15.5,18.3,8.626,-9.1
N20002678,Braid_H6,BALLYMENA,17.7,15.5,18.3,5.469,-12.2
N20002684,Braid_F6,BALLYMENA,17.7,15.5,18.3,8.078,-9.6
N20002680,Braid_K1,BALLYMENA,17.7,15.5,18.3,4.578,-13.1
N20002681,Braid_K2,BALLYMENA,17.7,15.5,18.3,5.941,-11.8
N20002682,Braid_K3,BALLYMENA,17.7,15.5,18.3,5.319,-12.4
N20002683,Braid_K4,BALLYMENA,17.7,15.5,18.3,4.535,-13.2
N20002676,Braid_H5,BALLYMENA,17.7,15.5,18.3,9.867,-7.8
N20002677,Braid_F4,BALLYMENA,17.7,15.5,18.3,7.57,-10.1
N20000001,Dunsilly_A1,ANTRIM,31.1,22.4,31.7,8.943,-22.2
N20000010,Dunsilly_B3,ANTRIM,31.1,22.4,31.7,5.882,-25.2
N20000013,Dunsilly_F1,ANTRIM,31.1,22.4,31.7,28.148,-3.0
N20000006,Dunsilly_A4,ANTRIM,31.1,22.4,31.7,40.517,9.4
N20000004,Dunsilly_A3,ANTRIM,31.1,22.4,31.7,45.4,14.3
N20000029,Dunsilly_F5,ANTRIM,31.1,22.4,31.7,60.656,29.6
N20000044,Antrim_C2,ANTRIM,31.1,22.4,31.7,40.771,9.7
N20000057,Antrim_G2,ANTRIM,31.1,22.4,31.7,48.172,17.1
N20000077,Antrim_N2,ANTRIM,31.1,22.4,31.7,25.163,-5.9
N20000076,Antrim_N1,ANTRIM,31.1,22.4,31.7,43.432,12.3
N20000068,Antrim_G4,ANTRIM,31.1,22.4,31.7,38.771,7.7
N20000071,Antrim_G5,ANTRIM,31.1,22.4,31.7,35.015,3.9
N20000075,Antrim_L3,ANTRIM,31.1,22.4,31.7,33.333,2.2
N20000069,Antrim_L1,ANTRIM,31.1,22.4,31.7,34.848,3.7
N20000062,Antrim_H3,ANTRIM,31.1,22.4,31.7,17.588,-13.5
N20000063,Antrim_G3,ANTRIM,31.1,22.4,31.7,38.764,7.7
N20000054,Antrim_D4,ANTRIM,31.1,22.4,31.7,11.65,-19.5
N20000048,Antrim_C4,ANTRIM,31.1,22.4,31.7,45.73,14.6
N20000049,Antrim_G1,ANTRIM,31.1,22.4,31.7,59.206,28.1
N20000045,Antrim_C3,ANTRIM,31.1,22.4,31.7,49.785,18.7
N20000043,Antrim_D1,ANTRIM,31.1,22.4,31.7,36.496,5.4
N20000047,Antrim_D3,ANTRIM,31.1,22.4,31.7,29.264,-1.8
N20000039,Antrim_B2,ANTRIM,31.1,22.4,31.7,35.271,4.2
N20000037,Antrim_A3,ANTRIM,31.1,22.4,31.7,41.093,10.0
N20000036,Antrim_A2,ANTRIM,31.1,22.4,31.7,48.396,17.3
N20000035,Antrim_A1,ANTRIM,31.1,22.4,31.7,50.075,19.0
N20000040,Antrim_A4,ANTRIM,31.1,22.4,31.7,55.795,24.7
N20000041,Antrim_C1,ANTRIM,31.1,22.4,31.7,38.024,6.9
N20000025,Dunsilly_F2,ANTRIM,31.1,22.4,31.7,50.725,19.6
N20000027,Dunsilly_F3,ANTRIM,31.1,22.4,31.7,48.288,17.2
N20000038,Antrim_B1,ANTRIM,31.1,22.4,31.7,37.898,6.8
N20000030,Dunsilly_B5,ANTRIM,31.1,22.4,31.7,13.28,-17.8
N20000073,Antrim_F4,ANTRIM,31.1,22.4,31.7,17.125,-14.0
N20000052,Antrim_F2,ANTRIM,31.1,22.4,31.7,31.325,0.2
N20000051,Antrim_F1,ANTRIM,31.1,22.4,31.7,69.777,38.7
N20000053,Antrim_E2,ANTRIM,31.1,22.4,31.7,43.137,12.0
N20000042,Antrim_B3,ANTRIM,31.1,22.4,31.7,38.404,7.3
N20000046,Antrim_D2,ANTRIM,31.1,22.4,31.7,17.863,-13.2
N20000050,Antrim_E1,ANTRIM,31.1,22.4,31.7,15.258,-15.8
N20000055,Antrim_E3,ANTRIM,31.1,22.4,31.7,11.573,-19.5
N20000058,Antrim_H1,ANTRIM,31.1,22.4,31.7,18.313,-12.8
N20000061,Antrim_H2,ANTRIM,31.1,22.4,31.7,24.672,-6.4
N20000060,Antrim_J1,ANTRIM,31.1,22.4,31.7,41.127,10.0
N20000056,Antrim_E4,ANTRIM,31.1,22.4,31.7,27.593,-3.5
N20000059,Antrim_F3,ANTRIM,31.1,22.4,31.7,49.637,18.5
N20000064,Antrim_J2,ANTRIM,31.1,22.4,31.7,33.673,2.6
N20000070,Antrim_J4,ANTRIM,31.1,22.4,31.7,32.16,1.1
N20000066,Antrim_K1,ANTRIM,31.1,22.4,31.7,51.385,20.3
N20000067,Antrim_K2,ANTRIM,31.1,22.4,31.7,45.298,14.2
N20000074,Antrim_K3,ANTRIM,31.1,22.4,31.7,12.58,-18.5
N20000065,Antrim_J3,ANTRIM,31.1,22.4,31.7,41.955,10.9
N20000072,Antrim_L2,ANTRIM,31.1,22.4,31.7,26.834,-4.3
N20000085,Antrim_L4,ANTRIM,31.1,22.4,31.7,28.62,-2.5
N20000080,Antrim_J5,ANTRIM,31.1,22.4,31.7,24.209,-6.9
N20000079,Antrim_K4,ANTRIM,31.1,22.4,31.7,5.685,-25.4
N20000082,Antrim_K5,ANTRIM,31.1,22.4,31.7,9.556,-21.5
N20000264,Airport_B3,ANTRIM,31.1,22.4,31.7,28.551,-2.5
N20000078,Antrim_F5,ANTRIM,31.1,22.4,31.7,17.538,-13.6
N20000258,Airport_B1,ANTRIM,31.1,22.4,31.7,14.729,-16.4
N20000263,Airport_B2,ANTRIM,31.1,22.4,31.7,16.192,-14.9
N20000274,Airport_G1,ANTRIM,31.1,22.4,31.7,11.215,-19.9
N20000268,Airport_F1,ANTRIM,31.1,22.4,31.7,30.931,-0.2
N20000083,Antrim_N4,ANTRIM,31.1,22.4,31.7,31.852,0.8
N20000081,Antrim_N3,ANTRIM,31.1,22.4,31.7,26.647,-4.5
N20000084,Antrim_N5,ANTRIM,31.1,22.4,31.7,39.931,8.8
N20000032,Dunsilly_F6,ANTRIM,31.1,22.4,31.7,83.878,52.8
N20000021,Dunsilly_E4,ANTRIM,31.1,22.4,31.7,78.165,47.1
N20000023,Dunsilly_D6,ANTRIM,31.1,22.4,31.7,60.159,29.1
N20000020,Dunsilly_D5,ANTRIM,31.1,22.4,31.7,53.723,22.6
N20000028,Dunsilly_F4,ANTRIM,31.1,22.4,31.7,60.545,29.4
N20000034,Dunsilly_F8,ANTRIM,31.1,22.4,31.7,85.616,54.5
N20000024,Dunsilly_C4,ANTRIM,31.1,22.4,31.7,81.29,50.2
N20000033,Dunsilly_F7,ANTRIM,31.1,22.4,31.7,86.381,55.3
N20002925,Magherafelt_G3,COOKSTOWN,49.2,35.3,53.2,59.444,10.2
N20002927,Magherafelt_G4,COOKSTOWN,49.2,35.3,53.2,83.399,34.2
N20002928,Magherafelt_E4,COOKSTOWN,49.2,35.3,53.2,44.351,-4.8
N20002919,Magherafelt_E3,COOKSTOWN,49.2,35.3,53.2,59.025,9.8
N20002917,Magherafelt_G2,COOKSTOWN,49.2,35.3,53.2,62.069,12.9
N20002914,Magherafelt_E2,MAGHERAFELT,54.7,38.5,58.9,39.791,-14.9
N20002912,Magherafelt_C6,MAGHERAFELT,54.7,38.5,58.9,52.496,-2.2
N20002910,Magherafelt_C5,MAGHERAFELT,54.7,38.5,58.9,58.704,4.0
N20002909,Magherafelt_C4,MAGHERAFELT,54.7,38.5,58.9,55.368,0.7
N20002908,Magherafelt_B5,MAGHERAFELT,54.7,38.5,58.9,62.384,7.7
N20002891,Moyola_H2,MAGHERAFELT,54.7,38.5,58.9,52.436,-2.3
N20002892,Moyola_H3,MAGHERAFELT,54.7,38.5,58.9,80.961,26.3
N20002893,Moyola_H4,MAGHERAFELT,54.7,38.5,58.9,77.622,22.9
N20002916,Magherafelt_G1,COOKSTOWN,49.2,35.3,53.2,83.121,33.9
N20002887,Moyola_C4,MAGHERAFELT,54.7,38.5,58.9,91.908,37.2
N20002882,Moyola_C3,MAGHERAFELT,54.7,38.5,58.9,81.706,27.0
N20002868,Moyola_C2,MAGHERAFELT,54.7,38.5,58.9,74.065,19.4
N20002869,Moyola_A2,MAGHERAFELT,54.7,38.5,58.9,91.356,36.7
N20002870,Moyola_A3,MAGHERAFELT,54.7,38.5,58.9,87.273,32.6
N20002871,Moyola_E1,MAGHERAFELT,54.7,38.5,58.9,57.272,2.6
N20002879,Moyola_E4,MAGHERAFELT,54.7,38.5,58.9,46.698,-8.0
N20002877,Moyola_E3,MAGHERAFELT,54.7,38.5,58.9,60.332,5.6
N20002881,Moyola_F2,MAGHERAFELT,54.7,38.5,58.9,33.731,-21.0
N20002880,Moyola_F1,MAGHERAFELT,54.7,38.5,58.9,56.028,1.3
N20002883,Moyola_F3,MAGHERAFELT,54.7,38.5,58.9,49.126,-5.6
N20002884,Moyola_F4,MAGHERAFELT,54.7,38.5,58.9,53.608,-1.1
N20002889,Moyola_H1,MAGHERAFELT,54.7,38.5,58.9,36.717,-18.0
N20002906,Magherafelt_B3,MAGHERAFELT,54.7,38.5,58.9,81.269,26.6
N20002907,Magherafelt_B4,MAGHERAFELT,54.7,38.5,58.9,33.503,-21.2
N20002905,Magherafelt_A7,MAGHERAFELT,54.7,38.5,58.9,49.342,-5.4
N20002904,Magherafelt_B2,MAGHERAFELT,54.7,38.5,58.9,60.577,5.9
N20002901,Magherafelt_A5,MAGHERAFELT,54.7,38.5,58.9,62.366,7.7
N20002899,Magherafelt_B1,MAGHERAFELT,54.7,38.5,58.9,49.735,-5.0
N20002897,Magherafelt_A3,MAGHERAFELT,54.7,38.5,58.9,62.882,8.2
N20002895,Magherafelt_A2,MAGHERAFELT,54.7,38.5,58.9,71.507,16.8
N20002898,Magherafelt_A4,MAGHERAFELT,54.7,38.5,58.9,64.062,9.4
N20002896,Magherafelt_C1,MAGHERAFELT,54.7,38.5,58.9,59.845,5.1
N20002894,Magherafelt_A1,MAGHERAFELT,54.7,38.5,58.9,76.862,22.2
N20002900,Magherafelt_C2,MAGHERAFELT,54.7,38.5,58.9,71.531,16.8
N20002902,Magherafelt_A6,MAGHERAFELT,54.7,38.5,58.9,53.608,-1.1
N20002903,Magherafelt_C3,MAGHERAFELT,54.7,38.5,58.9,69.082,14.4
N20002886,Moyola_G2,MAGHERAFELT,54.7,38.5,58.9,48.713,-6.0
N20002867,Moyola_B1,MAGHERAFELT,54.7,38.5,58.9,12.946,-41.8
N20002876,Moyola_E2,MAGHERAFELT,54.7,38.5,58.9,30.129,-24.6
N20002872,Moyola_B2,MAGHERAFELT,54.7,38.5,58.9,27.479,-27.2
N20002873,Moyola_D1,MAGHERAFELT,54.7,38.5,58.9,96.787,42.1
N20002875,Moyola_D3,MAGHERAFELT,54.7,38.5,58.9,91.993,37.3
N20002878,Moyola_D4,MAGHERAFELT,54.7,38.5,58.9,94.724,40.0
N20002874,Moyola_D2,MAGHERAFELT,54.7,38.5,58.9,93.655,39.0
N20002885,Moyola_G1,MAGHERAFELT,54.7,38.5,58.9,93.333,38.6
N20002888,Moyola_G3,MAGHERAFELT,54.7,38.5,58.9,91.921,37.2
N20002911,Magherafelt_D1,MAGHERAFELT,54.7,38.5,58.9,64.917,10.2
N20002913,Magherafelt_E1,MAGHERAFELT,54.7,38.5,58.9,18.889,-35.8
N20002915,Magherafelt_D2,MAGHERAFELT,54.7,38.5,58.9,36.31,-18.4
N20002922,Magherafelt_F2,COOKSTOWN,49.2,35.3,53.2,47.868,-1.3
N20002923,Magherafelt_F3,COOKSTOWN,49.2,35.3,53.2,51.923,2.7
N20002921,Magherafelt_F1,COOKSTOWN,49.2,35.3,53.2,35.193,-14.0
N20002924,Magherafelt_F4,COOKSTOWN,49.2,35.3,53.2,43.26,-5.9
N20002926,Magherafelt_D5,COOKSTOWN,49.2,35.3,53.2,28.43,-20.8
N20002918,Magherafelt_D3,COOKSTOWN,49.2,35.3,53.2,70.315,21.1
N20002931,Cookstown_A3,COOKSTOWN,49.2,35.3,53.2,27.963,-21.2
N20002920,Magherafelt_D4,COOKSTOWN,49.2,35.3,53.2,38.955,-10.2
N20002929,Cookstown_A1,COOKSTOWN,49.2,35.3,53.2,96.302,47.1
N20002930,Cookstown_A2,COOKSTOWN,49.2,35.3,53.2,82.386,33.2
N20002890,Moyola_G4,MAGHERAFELT,54.7,38.5,58.9,88.438,33.7
N20002863,Carntogher_D5,MAGHERAFELT,54.7,38.5,58.9,90.561,35.9
N20002864,Carntogher_D6,MAGHERAFELT,54.7,38.5,58.9,98.677,44.0
N20001981,Sperrin_F4,STRABANE,56.9,49.4,61.8,98.058,41.2
N20002223,Mid_Tyrone_A2,OMAGH,62.1,45.1,64.3,92.606,30.5
N20002221,Mid_Tyrone_A1,OMAGH,62.1,45.1,64.3,70.217,8.1
N20002224,Mid_Tyrone_A3,OMAGH,62.1,45.1,64.3,97.522,35.4
N20002225,Mid_Tyrone_B2,OMAGH,62.1,45.1,64.3,85.867,23.8
N20002222,Mid_Tyrone_B1,OMAGH,62.1,45.1,64.3,44.743,-17.4
N20002226,Mid_Tyrone_B3,OMAGH,62.1,45.1,64.3,55.396,-6.7
N20002227,Mid_Tyrone_B4,OMAGH,62.1,45.1,64.3,37.385,-24.7
N20002150,West_Tyrone_A1,OMAGH,62.1,45.1,64.3,18.442,-43.7
N20002024,Derg_G2,STRABANE,56.9,49.4,61.8,15.125,-41.8
N20002017,Derg_G1,STRABANE,56.9,49.4,61.8,39.17,-17.7
N20002007,Derg_D1,STRABANE,56.9,49.4,61.8,34.82,-22.1
N20002010,Derg_E2,STRABANE,56.9,49.4,61.8,39.269,-17.6
N20002011,Derg_E3,STRABANE,56.9,49.4,61.8,57.829,0.9
N20002009,Derg_E1,STRABANE,56.9,49.4,61.8,64.471,7.6
N20001991,Sperrin_K3,STRABANE,56.9,49.4,61.8,65.466,8.6
N20001992,Sperrin_K4,STRABANE,56.9,49.4,61.8,67.136,10.2
N20002004,Derg_B4,STRABANE,56.9,49.4,61.8,75.919,19.0
N20002000,Derg_B1,STRABANE,56.9,49.4,61.8,60.594,3.7
N20002002,Derg_B3,STRABANE,56.9,49.4,61.8,67.332,10.4
N20002001,Derg_B2,STRABANE,56.9,49.4,61.8,68.762,11.9
N20001988,Sperrin_K1,STRABANE,56.9,49.4,61.8,68.874,12.0
N20001997,Derg_A4,STRABANE,56.9,49.4,61.8,93.468,36.6
N20001982,Sperrin_G5,STRABANE,56.9,49.4,61.8,93.84,36.9
N20001983,Sperrin_G6,STRABANE,56.9,49.4,61.8,95.211,38.3
N20001986,Sperrin_J1,STRABANE,56.9,49.4,61.8,95.582,38.7
N20001987,Sperrin_J2,STRABANE,56.9,49.4,61.8,92.247,35.3
N20001985,Sperrin_H6,STRABANE,56.9,49.4,61.8,92.466,35.6
N20001996,Derg_A3,STRABANE,56.9,49.4,61.8,96.208,39.3
N20001995,Derg_A2,STRABANE,56.9,49.4,61.8,90.084,33.2
N20001984,Sperrin_H5,STRABANE,56.9,49.4,61.8,94.503,37.6
N20001980,Sperrin_H4,STRABANE,56.9,49.4,61.8,87.643,30.7
N20001974,Sperrin_H1,STRABANE,56.9,49.4,61.8,92.991,36.1
N20001977,Sperrin_H3,STRABANE,56.9,49.4,61.8,89.258,32.4
N20001994,Derg_A1,STRABANE,56.9,49.4,61.8,91.506,34.6
N20001970,Sperrin_E3,STRABANE,56.9,49.4,61.8,95.098,38.2
N20001965,Sperrin_E1,STRABANE,56.9,49.4,61.8,82.101,25.2
N20001969,Sperrin_E2,STRABANE,56.9,49.4,61.8,88.451,31.6
N20001972,Sperrin_E4,STRABANE,56.9,49.4,61.8,92.553,35.7
N20001976,Sperrin_H2,STRABANE,56.9,49.4,61.8,94.784,37.9
N20001979,Sperrin_G4,STRABANE,56.9,49.4,61.8,94.457,37.6
N20001978,Sperrin_G3,STRABANE,56.9,49.4,61.8,96.017,39.1
N20001975,Sperrin_G2,STRABANE,56.9,49.4,61.8,96.809,39.9
N20001973,Sperrin_G1,STRABANE,56.9,49.4,61.8,91.962,35.1
N20001966,Sperrin_D5,STRABANE,56.9,49.4,61.8,89.5,32.6
N20001967,Sperrin_D6,STRABANE,56.9,49.4,61.8,94.257,37.4
N20001968,Sperrin_C6,STRABANE,56.9,49.4,61.8,86.396,29.5
N20001971,Sperrin_F3,STRABANE,56.9,49.4,61.8,72.741,15.8
N20001990,Sperrin_K2,STRABANE,56.9,49.4,61.8,62.438,5.5
N20001993,Sperrin_K5,STRABANE,56.9,49.4,61.8,82.203,25.3
N20001989,Sperrin_F5,STRABANE,56.9,49.4,61.8,73.072,16.2
N20001954,Sperrin_F1,DERRY,64.3,54.4,69.5,63.047,-1.3
N20001948,Sperrin_B2,DERRY,64.3,54.4,69.5,18.939,-45.4
N20001952,Sperrin_C1,STRABANE,56.9,49.4,61.8,15.52,-41.4
N20001959,Sperrin_C4,STRABANE,56.9,49.4,61.8,61.101,4.2
N20001955,Sperrin_B5,STRABANE,56.9,49.4,61.8,12.097,-44.8
N20001958,Sperrin_C3,STRABANE,56.9,49.4,61.8,21.86,-35.0
N20001960,Sperrin_D1,STRABANE,56.9,49.4,61.8,81.967,25.1
N20001961,Sperrin_C5,STRABANE,56.9,49.4,61.8,58.608,1.7
N20001964,Sperrin_D4,STRABANE,56.9,49.4,61.8,90.887,34.0
N20001962,Sperrin_D2,STRABANE,56.9,49.4,61.8,86.826,29.9
N20001963,Sperrin_D3,STRABANE,56.9,49.4,61.8,84.507,27.6
N20001957,Sperrin_C2,STRABANE,56.9,49.4,61.8,42.373,-14.5
N20001951,Sperrin_B4,STRABANE,56.9,49.4,61.8,47.802,-9.1
N20001945,Faughan_G7,STRABANE,56.9,49.4,61.8,32.432,-24.5
N20001950,Sperrin_B3,STRABANE,56.9,49.4,61.8,21.779,-35.1
N20001947,Sperrin_B1,STRABANE,56.9,49.4,61.8,21.061,-35.8
N20001940,Faughan_G5,DERRY,64.3,54.4,69.5,8.571,-55.7
N20001939,Faughan_G4,STRABANE,56.9,49.4,61.8,9.016,-47.9
N20001941,Faughan_G6,STRABANE,56.9,49.4,61.8,7.273,-49.6
N20001767,The_Moor_H3,DERRY,64.3,54.4,69.5,77.717,13.4
N20001928,Faughan_F1,DERRY,64.3,54.4,69.5,53.67,-10.6
N20001930,Faughan_F2,DERRY,64.3,54.4,69.5,11.175,-53.1
N20001933,Faughan_F5,DERRY,64.3,54.4,69.5,5.263,-59.0
N20001932,Faughan_F4,DERRY,64.3,54.4,69.5,5.758,-58.5
N20001934,Faughan_F6,DERRY,64.3,54.4,69.5,10.187,-54.1
N20001931,Faughan_F3,DERRY,64.3,54.4,69.5,6.39,-57.9
N20001904,Waterside_L4,DERRY,64.3,54.4,69.5,87.087,22.8
N20001925,Faughan_G1,DERRY,64.3,54.4,69.5,88.462,24.2
N20001926,Faughan_G2,DERRY,64.3,54.4,69.5,79.418,15.1
N20001763,The_Moor_D6,DERRY,64.3,54.4,69.5,94.583,30.3
N20001762,The_Moor_E2,DERRY,64.3,54.4,69.5,96.4,32.1
N20001765,The_Moor_F4,DERRY,64.3,54.4,69.5,94.292,30.0
N20001766,The_Moor_F5,DERRY,64.3,54.4,69.5,93.989,29.7
N20001889,Waterside_L3,DERRY,64.3,54.4,69.5,85.424,21.1
N20001764,The_Moor_G4,DERRY,64.3,54.4,69.5,89.555,25.3
N20001887,Waterside_N1,DERRY,64.3,54.4,69.5,93.287,29.0
N20001883,Waterside_L2,DERRY,64.3,54.4,69.5,80.971,16.7
N20001882,Waterside_G4,DERRY,64.3,54.4,69.5,64.663,0.4
N20001886,Waterside_J1,DERRY,64.3,54.4,69.5,56.772,-7.5
N20001885,Waterside_G5,DERRY,64.3,54.4,69.5,53.184,-11.1
N20001895,Waterside_J2,DERRY,64.3,54.4,69.5,76.888,12.6
N20001896,Waterside_J3,DERRY,64.3,54.4,69.5,89.569,25.3
N20001892,Waterside_N3,DERRY,64.3,54.4,69.5,92.644,28.3
N20001890,Waterside_N2,DERRY,64.3,54.4,69.5,95.517,31.2
N20001901,Waterside_N4,DERRY,64.3,54.4,69.5,91.39,27.1
N20001900,Waterside_J4,DERRY,64.3,54.4,69.5,79.135,14.8
N20001897,Waterside_K3,DERRY,64.3,54.4,69.5,20.69,-43.6
N20001902,Waterside_P1,DERRY,64.3,54.4,69.5,27.923,-36.4
N20001907,Waterside_P5,DERRY,64.3,54.4,69.5,41.922,-22.4
N20001905,Waterside_P3,DERRY,64.3,54.4,69.5,5.204,-59.1
N20001903,Waterside_P2,DERRY,64.3,54.4,69.5,48.916,-15.4
N20001906,Waterside_P4,DERRY,64.3,54.4,69.5,92.67,28.4
N20001891,Waterside_H3,DERRY,64.3,54.4,69.5,66.545,2.2
N20001884,Waterside_H1,DERRY,64.3,54.4,69.5,58.404,-5.9
N20001888,Waterside_H2,DERRY,64.3,54.4,69.5,55.571,-8.7
N20001894,Waterside_K2,DERRY,64.3,54.4,69.5,21.538,-42.8
N20001893,Waterside_K1,DERRY,64.3,54.4,69.5,11.546,-52.8
N20001898,Waterside_K4,DERRY,64.3,54.4,69.5,21.849,-42.5
N20001899,Waterside_K5,DERRY,64.3,54.4,69.5,4.484,-59.8
N20001929,Faughan_E3,DERRY,64.3,54.4,69.5,46.838,-17.5
N20001935,Faughan_G3,DERRY,64.3,54.4,69.5,47.581,-16.7
