SA2011,age_band,religion_brought_up_in,count
N00000085,25-44,Other religions and none,10
N00000085,45+,Catholic,101
N00000085,45+,Protestant and Other Christian,86
N00000085,45+,Other religions and none,8
N00000086,0-24,Catholic,122
N00000086,0-24,Protestant and Other Christian,24
N00000086,0-24,Other religions and none,8
N00000086,25-44,Catholic,96
N00000086,25-44,Protestant and Other Christian,12
N00000086,25-44,Other religions and none,5
N00000086,45+,Catholic,106
N00000086,45+,Protestant and Other Christian,18
N00000086,45+,Other religions and none,4
N00000087,0-24,Catholic,249
N00000087,0-24,Protestant and Other Christian,69
N00000087,0-24,Other religions and none,17
N00000087,25-44,Catholic,174
N00000087,25-44,Protestant and Other Christian,51
N00000087,25-44,Other religions and none,11
N00000087,45+,Catholic,202
N00000087,45+,Protestant and Other Christian,131
N00000087,45+,Other religions and none,9
N00000088,0-24,Catholic,7
N00000088,0-24,Protestant and Other Christian,28
N00000088,0-24,Other religions and none,3
N00000088,25-44,Catholic,9
N00000088,25-44,Protestant and Other Christian,38
N00000088,25-44,Other religions and none,2
N00000088,45+,Catholic,21
N00000088,45+,Protestant and Other Christian,106
N00000088,45+,Other religions and none,2
N00000089,0-24,Catholic,151
N00000089,0-24,Protestant and Other Christian,20
N00000089,0-24,Other religions and none,9
N00000089,25-44,Catholic,122
N00000089,25-44,Protestant and Other Christian,22
N00000089,25-44,Other religions and none,8
N00000089,45+,Catholic,118
N00000089,45+,Protestant and Other Christian,25
N00000089,45+,Other religions and none,3
N00000090,0-24,Catholic,123
N00000090,0-24,Protestant and Other Christian,13
N00000090,0-24,Other religions and none,9
N00000090,25-44,Catholic,91
N00000090,25-44,Protestant and Other Christian,20
N00000090,25-44,Other religions and none,5
N00000090,45+,Catholic,108
N00000090,45+,Protestant and Other Christian,20
N00000090,45+,Other religions and none,3
N00000091,0-24,Catholic,120
N00000091,0-24,Protestant and Other Christian,39
N00000091,0-24,Other religions and none,17
N00000091,25-44,Catholic,114
N00000091,25-44,Protestant and Other Christian,29
N00000091,25-44,Other religions and none,7
N00000091,45+,Catholic,97
N00000091,45+,Protestant and Other Christian,52
N00000091,45+,Other religions and none,1
N00000092,0-24,Catholic,26
N00000092,0-24,Protestant and Other Christian,134
N00000092,0-24,Other religions and none,16
N00000092,25-44,Catholic,15
N00000092,25-44,Protestant and Other Christian,94
N00000092,25-44,Other religions and none,10
N00000092,45+,Catholic,20
N00000092,45+,Protestant and Other Christian,183
N00000092,45+,Other religions and none,6
N00000093,0-24,Catholic,87
N00000093,0-24,Protestant and Other Christian,46
N00000093,0-24,Other religions and none,4
N00000093,25-44,Catholic,40
N00000093,25-44,Protestant and Other Christian,28
N00000093,25-44,Other religions and none,4
N00000093,45+,Catholic,85
N00000093,45+,Protestant and Other Christian,123
N00000093,45+,Other religions and none,4
N00000094,0-24,Catholic,73
N00000094,0-24,Protestant and Other Christian,68
N00000094,0-24,Other religions and none,15
N00000094,25-44,Catholic,48
N00000094,25-44,Protestant and Other Christian,74
N00000094,25-44,Other religions and none,2
N00000094,45+,Catholic,85
N00000094,45+,Protestant and Other Christian,123
N00000094,45+,Other religions and none,4
N00000095,0-24,Catholic,133
N00000095,0-24,Protestant and Other Christian,39
N00000095,0-24,Other religions and none,8
N00000095,25-44,Catholic,74
N00000095,25-44,Protestant and Other Christian,29
N00000095,25-44,Other religions and none,1
N00000095,45+,Catholic,112
N00000095,45+,Protestant and Other Christian,69
N00000095,45+,Other religions and none,3
N00000096,0-24,Catholic,22
N00000096,0-24,Protestant and Other Christian,88
N00000096,0-24,Other religions and none,12
N00000096,25-44,Catholic,12
N00000096,25-44,Protestant and Other Christian,80
N00000096,25-44,Other religions and none,5
N00000096,45+,Catholic,40
N00000096,45+,Protestant and Other Christian,195
N00000096,45+,Other religions and none,10
N00000097,0-24,Catholic,117
N00000097,0-24,Protestant and Other Christian,160
N00000097,0-24,Other religions and none,55
N00000097,25-44,Catholic,127
N00000097,25-44,Protestant and Other Christian,170
N00000097,25-44,Other religions and none,35
N00000097,45+,Catholic,71
N00000097,45+,Protestant and Other Christian,106
N00000097,45+,Other religions and none,9
N00000098,0-24,Catholic,143
N00000098,0-24,Protestant and Other Christian,172
N00000098,0-24,Other religions and none,84
N00000098,25-44,Catholic,202
N00000098,25-44,Protestant and Other Christian,252
N00000098,25-44,Other religions and none,59
N00000098,45+,Catholic,94
N00000098,45+,Protestant and Other Christian,171
N00000098,45+,Other religions and none,15
N00000099,0-24,Catholic,37
N00000099,0-24,Protestant and Other Christian,31
N00000099,0-24,Other religions and none,14
N00000099,25-44,Catholic,38
N00000099,25-44,Protestant and Other Christian,24
N00000099,25-44,Other religions and none,7
N00000099,45+,Catholic,55
N00000099,45+,Protestant and Other Christian,49
N00000099,45+,Other religions and none,3
N00000100,0-24,Catholic,61
N00000100,0-24,Protestant and Other Christian,17
N00000100,0-24,Other religions and none,23
N00000100,25-44,Catholic,64
N00000100,25-44,Protestant and Other Christian,29
N00000100,25-44,Other religions and none,13
N00000100,45+,Catholic,82
N00000100,45+,Protestant and Other Christian,45
N00000100,45+,Other religions and none,7
N00000101,0-24,Catholic,62
N00000101,0-24,Protestant and Other Christian,44
N00000101,0-24,Other religions and none,29
N00000101,25-44,Catholic,46
N00000101,25-44,Protestant and Other Christian,28
N00000101,25-44,Other religions and none,16
N00000101,45+,Catholic,27
N00000101,45+,Protestant and Other Christian,23
N00000101,45+,Other religions and none,7
N00000102,0-24,Catholic,34
N00000102,0-24,Protestant and Other Christian,47
N00000102,0-24,Other religions and none,27
N00000102,25-44,Catholic,38
N00000102,25-44,Protestant and Other Christian,32
N00000102,25-44,Other religions and none,13
N00000102,45+,Catholic,49
N00000102,45+,Protestant and Other Christian,73
N00000102,45+,Other religions and none,5
N00000103,0-24,Catholic,80
N00000103,0-24,Protestant and Other Christian,90
N00000103,0-24,Other religions and none,58
N00000103,25-44,Catholic,93
N00000103,25-44,Protestant and Other Christian,101
N00000103,25-44,Other religions and none,21
N00000103,45+,Catholic,60
N00000103,45+,Protestant and Other Christian,108
N00000103,45+,Other religions and none,12
N00000104,0-24,Catholic,69
N00000104,0-24,Protestant and Other Christian,34
N00000104,0-24,Other religions and none,21
N00000104,25-44,Catholic,76
N00000104,25-44,Protestant and Other Christian,41
N00000104,25-44,Other religions and none,13
N00000104,45+,Catholic,31
N00000104,45+,Protestant and Other Christian,31
N00000104,45+,Other religions and none,6
N00000105,0-24,Catholic,15
N00000105,0-24,Protestant and Other Christian,59
N00000105,0-24,Other religions and none,23
N00000105,25-44,Catholic,26
N00000105,25-44,Protestant and Other Christian,54
N00000105,25-44,Other religions and none,7
N00000105,45+,Catholic,24
N00000105,45+,Protestant and Other Christian,119
N00000105,45+,Other religions and none,0
N00000106,0-24,Catholic,7
N00000106,0-24,Protestant and Other Christian,54
N00000106,0-24,Other religions and none,8
N00000106,25-44,Catholic,10
N00000106,25-44,Protestant and Other Christian,42
N00000106,25-44,Other religions and none,12
N00000106,45+,Catholic,4
N00000106,45+,Protestant and Other Christian,58
N00000106,45+,Other religions and none,3
N00000107,0-24,Catholic,13
N00000107,0-24,Protestant and Other Christian,67
N00000107,0-24,Other religions and none,23
N00000107,25-44,Catholic,18
N00000107,25-44,Protestant and Other Christian,49
N00000107,25-44,Other religions and none,9
N00000107,45+,Catholic,12
N00000107,45+,Protestant and Other Christian,76
N00000107,45+,Other religions and none,2
N00000108,0-24,Catholic,11
N00000108,0-24,Protestant and Other Christian,46
N00000108,0-24,Other religions and none,1
N00000108,25-44,Catholic,12
N00000108,25-44,Protestant and Other Christian,37
N00000108,25-44,Other religions and none,1
N00000108,45+,Catholic,24
N00000108,45+,Protestant and Other Christian,108
N00000108,45+,Other religions and none,3
N00000109,0-24,Catholic,41
N00000109,0-24,Protestant and Other Christian,93
N00000109,0-24,Other religions and none,28
N00000109,25-44,Catholic,62
N00000109,25-44,Protestant and Other Christian,118
N00000109,25-44,Other religions and none,23
N00000109,45+,Catholic,18
N00000109,45+,Protestant and Other Christian,125
N00000109,45+,Other religions and none,4
N00000110,0-24,Catholic,11
N00000110,0-24,Protestant and Other Christian,52
N00000110,0-24,Other religions and none,12
N00000110,25-44,Catholic,20
N00000110,25-44,Protestant and Other Christian,37
N00000110,25-44,Other religions and none,21
N00000110,45+,Catholic,16
N00000110,45+,Protestant and Other Christian,82
N00000110,45+,Other religions and none,7
N00000111,0-24,Catholic,34
N00000111,0-24,Protestant and Other Christian,48
N00000111,0-24,Other religions and none,25
N00000111,25-44,Catholic,39
N00000111,25-44,Protestant and Other Christian,40
N00000111,25-44,Other religions and none,11
N00000111,45+,Catholic,64
N00000111,45+,Protestant and Other Christian,84
N00000111,45+,Other religions and none,11
N00000112,0-24,Catholic,52
N00000112,0-24,Protestant and Other Christian,78
N00000112,0-24,Other religions and none,36
N00000112,25-44,Catholic,44
N00000112,25-44,Protestant and Other Christian,76
N00000112,25-44,Other religions and none,8
N00000112,45+,Catholic,37
N00000112,45+,Protestant and Other Christian,66
N00000112,45+,Other religions and none,5
N00000113,0-24,Catholic,38
N00000113,0-24,Protestant and Other Christian,36
N00000113,0-24,Other religions and none,24
N00000113,25-44,Catholic,41
N00000113,25-44,Protestant and Other Christian,52
N00000113,25-44,Other religions and none,8
N00000113,45+,Catholic,41
N00000113,45+,Protestant and Other Christian,64
N00000113,45+,Other religions and none,5
N00000114,0-24,Catholic,37
N00000114,0-24,Protestant and Other Christian,39
N00000114,0-24,Other religions and none,18
N00000114,25-44,Catholic,39
N00000114,25-44,Protestant and Other Christian,37
N00000114,25-44,Other religions and none,4
N00000114,45+,Catholic,68
N00000114,45+,Protestant and Other Christian,71
N00000114,45+,Other religions and none,5
N00000115,0-24,Catholic,54
N00000115,0-24,Protestant and Other Christian,33
N00000115,0-24,Other religions and none,22
N00000115,25-44,Catholic,32
N00000115,25-44,Protestant and Other Christian,39
N00000115,25-44,Other religions and none,10
N00000115,45+,Catholic,54
N00000115,45+,Protestant and Other Christian,49
N00000115,45+,Other religions and none,9
N00000116,0-24,Catholic,31
N00000116,0-24,Protestant and Other Christian,44
N00000116,0-24,Other religions and none,26
N00000116,25-44,Catholic,36
N00000116,25-44,Protestant and Other Christian,45
N00000116,25-44,Other religions and none,13
N00000116,45+,Catholic,26
N00000116,45+,Protestant and Other Christian,62
N00000116,45+,Other religions and none,4
N00000117,0-24,Catholic,15
N00000117,0-24,Protestant and Other Christian,39
N00000117,0-24,Other religions and none,10
N00000117,25-44,Catholic,13
N00000117,25-44,Protestant and Other Christian,25
N00000117,25-44,Other religions and none,8
N00000117,45+,Catholic,18
N00000117,45+,Protestant and Other Christian,40
N00000117,45+,Other religions and none,0
N00000118,0-24,Catholic,5
N00000118,0-24,Protestant and Other Christian,42
N00000118,0-24,Other religions and none,23
N00000118,25-44,Catholic,15
N00000118,25-44,Protestant and Other Christian,48
N00000118,25-44,Other religions and none,15
N00000118,45+,Catholic,23
N00000118,45+,Protestant and Other Christian,157
N00000118,45+,Other religions and none,5
N00000119,0-24,Catholic,1
N00000119,0-24,Protestant and Other Christian,47
N00000119,0-24,Other religions and none,15
N00000119,25-44,Catholic,5
N00000119,25-44,Protestant and Other Christian,35
N00000119,25-44,Other religions and none,2
N00000119,45+,Catholic,11
N00000119,45+,Protestant and Other Christian,164
N00000119,45+,Other religions and none,9
N00000120,0-24,Catholic,21
N00000120,0-24,Protestant and Other Christian,50
N00000120,0-24,Other religions and none,10
N00000120,25-44,Catholic,16
N00000120,25-44,Protestant and Other Christian,34
N00000120,25-44,Other religions and none,0
N00000120,45+,Catholic,18
N00000120,45+,Protestant and Other Christian,169
N00000120,45+,Other religions and none,5
N00000121,0-24,Catholic,8
N00000121,0-24,Protestant and Other Christian,56
N00000121,0-24,Other religions and none,18
N00000121,25-44,Catholic,12
N00000121,25-44,Protestant and Other Christian,61
N00000121,25-44,Other religions and none,8
N00000121,45+,Catholic,9
N00000121,45+,Protestant and Other Christian,117
N00000121,45+,Other religions and none,4
N00000122,0-24,Catholic,29
N00000122,0-24,Protestant and Other Christian,74
N00000122,0-24,Other religions and none,28
N00000122,25-44,Catholic,29
N00000122,25-44,Protestant and Other Christian,78
N00000122,25-44,Other religions and none,16
N00000122,45+,Catholic,31
N00000122,45+,Protestant and Other Christian,186
N00000122,45+,Other religions and none,10
N00000123,0-24,Catholic,16
N00000123,0-24,Protestant and Other Christian,68
N00000123,0-24,Other religions and none,10
N00000123,25-44,Catholic,9
N00000123,25-44,Protestant and Other Christian,42
N00000123,25-44,Other religions and none,3
N00000123,45+,Catholic,25
N00000123,45+,Protestant and Other Christian,177
N00000123,45+,Other religions and none,1
N00000124,0-24,Catholic,9
N00000124,0-24,Protestant and Other Christian,41
